claimset,ref_cost,kill_cost,panel,arm,gross,killed,flip,n_flip,H1_in_flip,oos_ref,oos_kill,is_ref,is_kill,m_L1_H1_ref,m_L2_H2_ref,m_L3_OOS_ref,m_L4_DDcap_ref,m_L5_CAGRfloor_ref,m_L1_H1_kill,m_L2_H2_kill,m_L3_OOS_kill,m_L4_DDcap_kill,m_L5_CAGRfloor_kill,turn_yr,turn_H1,turn_H2
RECORD8,10.0,25.0,U56,CAND20,0.75,True,L1_H1,1,True,True,True,False,False,0.11458883618188676,0.23100749881829075,0.24932732267136526,0.019220208375885783,0.02138302202133527,-0.03053245667078197,0.09836379566062059,0.11680050009899245,0.01789657399714928,0.0029281244775575532,11.00670671303851,10.578703696522089,11.434709729554932
RECORD8,10.0,25.0,U56,CAND20_VS,0.85,True,L1_H1+L2_H2+L3_OOS+L5_CAGRfloor,4,True,True,False,False,False,0.08012313970702123,0.07918580150309584,0.10692036844442332,0.006608410939592302,0.007180699513803429,-0.09373752894393761,-0.08708502267815144,-0.06145587522583562,0.005143260728746046,-0.01490876704495378,13.364279201849504,12.63591346926578,14.092644934433228
RECORD8,10.0,25.0,U56,CAND20_NOCAP,0.6,True,L5_CAGRfloor,1,False,True,True,False,False,0.24219073259087653,0.22178901310566201,0.24001929729371585,0.028648231444608596,0.008434131378629278,0.10539574234176552,0.11086673310407769,0.12880556618915717,0.02706366003139582,-0.005345278935096148,8.29620404336737,8.155095855466312,8.437312231268427
RECORD8,10.0,25.0,U56,EWELIG,0.85,True,L1_H1+L5_CAGRfloor,2,True,True,True,False,False,0.11492639255852843,0.19859633568855461,0.23056968579004478,0.023362051019439778,0.011462077675214039,-0.007678330693729918,0.07192923293449938,0.10629663991368521,0.02118716524351949,-0.003973370488615208,9.270619275568675,8.591642449315188,9.949596101822161
RECORD8,10.0,25.0,U56,EWELIG,0.95,True,L1_H1,1,True,True,True,False,False,0.11503651230337342,0.19862526581594142,0.2305634371305716,0.0033970988592748608,0.02525849496322055,-0.007186988404494277,0.0724386650375376,0.10674713684565051,0.0014979353214265023,0.007861470357904882,10.328988640479563,9.57432668892541,11.08365059203372
RECORD8,10.0,25.0,U56,BAND03,0.95,True,L5_CAGRfloor,1,False,True,True,False,False,0.2737895366002139,0.35274484304911546,0.402678670100197,0.05084062982680981,0.003618244137999632,0.23610830841747377,0.31545898899208547,0.36597355564709866,0.05038082080878448,-9.907738874290195e-05,2.2377676938444635,2.1213348383567756,2.354200549332152
RECORD8,10.0,25.0,U56,BAND03,1.0,False,NONE,0,False,True,True,False,False,0.27388391163730863,0.3525829035379685,0.40252515665830124,0.04319365184528379,0.009459040693807236,0.23623155706605714,0.315321602811948,0.36584351929301673,0.04271385001653594,0.005528312052269918,2.354065000825081,2.2313038070283566,2.4768261946218058
RECORD8,10.0,50.0,U56,CAND20,0.75,True,L1_H1+L2_H2+L3_OOS+L5_CAGRfloor,4,True,True,False,False,False,0.11458883618188676,0.23100749881829075,0.24932732267136526,0.019220208375885783,0.02138302202133527,-0.27302208986905174,-0.12314707594458407,-0.10460208305298824,0.015693322141304034,-0.027178165379707048,11.00670671303851,10.578703696522089,11.434709729554932
RECORD8,10.0,50.0,U56,CAND20_VS,0.85,True,L1_H1+L2_H2+L3_OOS+L4_DDcap+L5_CAGRfloor,5,True,True,False,False,False,0.08012313970702123,0.07918580150309584,0.10692036844442332,0.006608410939592302,0.007180699513803429,-0.3840536784378533,-0.36448787828208734,-0.3425039436424264,-0.009173002202928937,-0.050778267353519174,13.364279201849504,12.63591346926578,14.092644934433228
RECORD8,10.0,50.0,U56,CAND20_NOCAP,0.6,True,L1_H1+L2_H2+L3_OOS+L5_CAGRfloor,4,True,True,False,False,False,0.24219073259087653,0.22178901310566201,0.24001929729371585,0.028648231444608596,0.008434131378629278,-0.12324746318030044,-0.0742836502877805,-0.056898754278322694,0.02442738243926823,-0.027942955782446516,8.29620404336737,8.155095855466312,8.437312231268427
RECORD8,10.0,50.0,U56,EWELIG,0.85,True,L1_H1+L2_H2+L3_OOS+L4_DDcap+L5_CAGRfloor,5,True,True,False,False,False,0.11492639255852843,0.19859633568855461,0.23056968579004478,0.023362051019439778,0.011462077675214039,-0.21235516137243582,-0.1396110669112669,-0.10135194832168648,-0.005137222614508552,-0.029244062757254413,9.270619275568675,8.591642449315188,9.949596101822161
RECORD8,10.0,50.0,U56,EWELIG,0.95,True,L1_H1+L2_H2+L3_OOS+L4_DDcap+L5_CAGRfloor,5,True,True,False,False,False,0.11503651230337342,0.19862526581594142,0.2305634371305716,0.0033970988592748608,0.02525849496322055,-0.2112264451203686,-0.1383002981343432,-0.10013916594231631,-0.027242705924509725,-0.020562747917785312,10.328988640479563,9.57432668892541,11.08365059203372
RECORD8,10.0,50.0,U56,BAND03,0.95,True,L5_CAGRfloor,1,False,True,True,False,False,0.2737895366002139,0.35274484304911546,0.402678670100197,0.05084062982680981,0.003618244137999632,0.17320963330469707,0.25323098105075126,0.30470544015011947,0.049614711713938164,-0.0062678957800469115,2.2377676938444635,2.1213348383567756,2.354200549332152
RECORD8,10.0,50.0,U56,BAND03,1.0,True,L5_CAGRfloor,1,False,True,True,False,False,0.27388391163730863,0.3525829035379685,0.40252515665830124,0.04319365184528379,0.009459040693807236,0.1733810427950171,0.25313465062174123,0.3046146623749941,0.04191444337884831,-0.0009931878231617952,2.354065000825081,2.2313038070283566,2.4768261946218058
RECORD8,0.0,10.0,U56,CAND20,0.6,True,L5_CAGRfloor,1,False,True,True,False,False,0.21117782801383522,0.31904175951874836,0.33726597506104405,0.055010876856547486,0.005656560455308185,0.11447079281793249,0.23059668763417862,0.2489242302755914,0.05427350942251952,-0.004103875514188976,8.823719852062355,8.48159209508757,9.165847609037138
RECORD8,0.0,10.0,U56,CAND20,0.75,False,NONE,0,False,True,True,False,False,0.21105939592325296,0.31922948733976264,0.33744984099967135,0.020103332979545807,0.03385211088262144,0.11458883618188676,0.23100749881829075,0.24932732267136526,0.019220208375885783,0.02138302202133527,11.00670671303851,10.578703696522089,11.434709729554932
RECORD8,0.0,10.0,U56,CAND20_VS,0.75,True,L5_CAGRfloor,1,False,True,False,False,False,0.19566691517041757,0.19019774684311963,0.21927383540587497,0.029370395985191644,0.007078534321228652,0.07995969528200941,0.07946624130117186,0.1071815666101339,0.028484329117751894,-0.0059744822247981,11.802514551053923,11.160081638944368,12.44494746316348
RECORD8,0.0,10.0,U56,CAND20_VS,0.85,False,NONE,0,False,True,True,True,False,0.1956967587045837,0.18977854910929792,0.21887635462260113,0.007585986431681846,0.022148633060211337,0.08012313970702123,0.07918580150309584,0.10692036844442332,0.006608410939592302,0.007180699513803429,13.364279201849504,12.63591346926578,14.092644934433228
RECORD8,0.0,10.0,U56,CAND10,0.6,True,L1_H1+L5_CAGRfloor,2,True,True,True,False,False,0.05436830916171176,0.22791850525225288,0.211236494978992,0.06113593976461418,0.01188951168316224,-0.05591931050980481,0.13077692973458055,0.11234414736015319,0.06059331952073754,-0.001221440090663245,11.80840560670676,11.540913994943468,12.07589721847005
RECORD8,0.0,10.0,U56,CAND10,0.75,True,L1_H1,1,True,True,True,False,False,0.05517306087824636,0.22879308640143148,0.21220194819029725,0.02756761586449674,0.041262565991335404,-0.05494376816377122,0.13185215672098138,0.11350301650634209,0.026921661415929443,0.024496363366872803,14.738196878430172,14.40775000876642,15.068643748093924
RECORD8,0.0,10.0,U56,CAND10,0.85,True,L1_H1,1,True,True,True,False,False,0.05570524890359452,0.22937274705257205,0.2128417177255384,0.00557154387622949,0.06077860618961331,-0.054347798308356676,0.13252710681835256,0.11423303780363192,0.004863162739194848,0.041485721429709216,16.693901648170435,16.322545643093644,17.065257653247222
RECORD8,0.0,10.0,U56,CAND05,0.5,True,L1_H1,1,True,True,True,False,False,0.04093404977289361,0.22433383850880373,0.1763145450206356,0.061295838932697855,0.016730333640711775,-0.07129285042004929,0.12826051917851533,0.07816718438793646,0.05501056725435616,0.002888132602490018,12.414829252161718,12.2388328902923,12.590825614031136
RECORD8,0.0,10.0,U56,CAND05,0.6,True,L1_H1,1,True,True,True,False,False,0.04173856259749931,0.2257067575752304,0.1777378911663796,0.035080730397198834,0.04119515751007166,-0.07032144691846087,0.12975203154649706,0.07971104848672261,0.027432354925598146,0.024267907878632894,14.877940119249935,14.66677020924674,15.089110029253131
RECORD8,0.0,10.0,U56,CAND20_NOCAP,0.6,False,NONE,0,False,True,True,True,False,0.33312186668133736,0.29561154267633916,0.31401853571252136,0.02970578213484132,0.017713620192534668,0.24219073259087653,0.22178901310566201,0.24001929729371585,0.028648231444608596,0.008434131378629278,8.29620404336737,8.155095855466312,8.437312231268427
RECORD8,0.0,10.0,U56,EWELIG,0.75,True,L5_CAGRfloor,1,False,True,True,False,False,0.19660565578459477,0.2830947791395727,0.31346899835128084,0.04460826118604044,0.0067422781539744625,0.1148050061514101,0.19855639553165438,0.23056296468986348,0.043556615937917376,-0.002350050757855854,8.206240210019164,7.603940531138664,8.808539888899668
RECORD8,0.0,10.0,U56,EWELIG,0.85,False,NONE,0,False,True,True,True,False,0.1964652979751218,0.28281032375119375,0.3131668616635537,0.024524722366461194,0.0218677798582311,0.11492639255852843,0.19859633568855461,0.23056968579004478,0.023362051019439778,0.011462077675214039,9.270619275568675,8.591642449315188,9.949596101822161
RECORD8,0.0,10.0,U56,EWELIG,0.95,False,NONE,0,False,True,True,False,False,0.19632272730646183,0.2825201549975659,0.3128574344350943,0.004664361053048793,0.03700151022431522,0.11503651230337342,0.19862526581594142,0.2305634371305716,0.0033970988592748608,0.02525849496322055,10.328988640479563,9.57432668892541,11.08365059203372
