,tpers,mompers,momsgn,momac
QQQ,0.9784677015523285,0.9852829231159604,0.982745496066988,0.8859568777773399
REGN,0.9819729594391587,0.9847754377061659,0.9862978939355493,0.9146789340625054
RSP,0.9749624436654982,0.9543263131184978,0.9725957878710987,0.849258906765339
RTX,0.9754631947921882,0.9614311088556204,0.9766556711494545,0.8873017690901798
SBUX,0.9639459188783175,0.9741182441004821,0.9731032732808932,0.9087998119281001
SCHW,0.9737105658487731,0.972849530575996,0.979446840903324,0.8897533746819991
SHW,0.9649474211316975,0.9764019284445572,0.9741182441004821,0.8801290522462785
SHY,0.9794692038057086,0.9609236234458259,0.9822380106571936,0.8691454132952724
SLV,0.9661992989484226,0.9725957878710987,0.9736107586906877,0.9146545910278757
SMH,0.9754631947921882,0.9766556711494545,0.9695508754123319,0.8978097734448514
SO,0.971206810215323,0.965237249429079,0.9619385942654148,0.9012046541463967
SPGI,0.9774661992989484,0.9771631565592489,0.9860441512306521,0.8618557789800768
SYK,0.971457185778668,0.9725957878710987,0.9776706419690434,0.8424010743114021
T,0.9589384076114171,0.9751332149200711,0.9692971327074347,0.9236928668645774
TIP,0.9646970455683526,0.9659984775437707,0.9746257295102766,0.868464660508015
TJX,0.9707060590886329,0.9731032732808932,0.9741182441004821,0.906084234744061
TLT,0.9531797696544817,0.9644760213143873,0.9723420451662015,0.8868402052419859
TMO,0.9659489233850777,0.9809692971327074,0.9680284191829485,0.8651262787995698
TSLA,0.9568698347107438,0.9732914375490966,0.9683163131709872,0.8114478914791862
TXN,0.9729594391587381,0.9629535650850038,0.9675209337731541,0.8199415704405044
UBER,0.9591712370505789,0.9811083123425692,0.9760705289672544,0.9018874730645322
UNG,0.970956434651978,0.9786856127886323,0.9817305252473991,0.8712103022845703
UNH,0.9704556835252879,0.9725957878710987,0.9812230398376046,0.8703242400062341
UNP,0.971457185778668,0.9771631565592489,0.9771631565592489,0.8866893595132661
USO,0.9536805207811717,0.9677746764780513,0.9616848515605176,0.9047529763868835
UUP,0.9732098147220831,0.9644760213143873,0.9665059629535651,0.9029452938247604
V,0.9611917876815222,0.9771631565592489,0.9835067241816797,0.9192554150119723
VRTX,0.9641962944416624,0.979446840903324,0.9743719868053794,0.8301475709296665
VTI,0.9794692038057086,0.9723420451662015,0.9807155544278102,0.8953868272806427
WFC,0.9631947921882824,0.971834559756407,0.9624460796752093,0.9078716788028071
WMT,0.9621932899349024,0.9819842679522963,0.9802080690180157,0.8906267213162611
XBI,0.971457185778668,0.9672671910682568,0.9756407003298655,0.8906454712262506
XLB,0.9609414121181773,0.9581324536919563,0.9720883024613043,0.8287017651135868
XLC,0.9844504021447721,0.9663355408388521,0.9834437086092715,0.9386393961613936
XLE,0.9664496745117677,0.958893681806648,0.9659984775437707,0.9224002948308264
XLF,0.9707060590886329,0.9799543263131185,0.9746257295102766,0.9190115974310847
XLI,0.9759639459188784,0.9619385942654148,0.968535904592743,0.8368732195152984
XLK,0.9804707060590886,0.9835067241816797,0.9847754377061659,0.8989163652852743
XLP,0.9599399098647972,0.9723420451662015,0.97614818573966,0.8967636039389384
XLRE,0.9480928037750688,0.9646586345381526,0.9622489959839358,0.8941818272680572
XLU,0.9581872809213821,0.9629535650850038,0.9746257295102766,0.8800264573755072
XLV,0.9559339008512769,0.9687896472976402,0.9764019284445572,0.884843992243209
XLY,0.9722083124687031,0.9764019284445572,0.9852829231159604,0.8593953153076631
XOM,0.9654481722583876,0.9698046181172292,0.9705658462319209,0.9334479929250379
ZTS,0.9751475613544579,0.9766266582438408,0.9819962097283639,0.9102769980948694
ACCO,0.9561842764146219,0.9677746764780513,0.9596549099213397,0.8464838086307713
ACDC,0.9546485260770975,0.9650180940892642,0.9601930036188179,0.4709526921965997
ACH,0.9519278918377566,0.9817305252473991,0.963207307789901,0.9187584300826882
ACU,0.9556835252879319,0.9424004059883279,0.9670134483633596,0.8547083144240374
ACVA,0.9803418803418803,0.9695613249776186,0.9838854073410922,0.9220209140730307
ADTN,0.9551827741612419,0.9789393554935295,0.9809692971327074,0.8987945293886704
ADV,0.976319350473613,0.9691228070175438,0.9796491228070175,0.9004873176250331
AEBI,0.865979381443299,0.8636363636363636,0.9545454545454546,
AESI,0.9335302806499262,0.9775641025641025,0.9631410256410257,0.8463600000229081
AGEN,0.9529293940911367,0.9578787109870591,0.9629535650850038,0.7861126321157613
AHCO,0.9579339723109691,0.9512328767123288,0.9665753424657534,0.8641173297691662
AIN,0.956935403104657,0.9659984775437707,0.9614311088556204,0.8673154677816263
AIOT,0.9474211316975463,0.959908652626237,0.9594011672164425,0.774826122256503
AIRS,0.9646017699115044,0.966804979253112,0.9564315352697096,0.6287605329849009
AKBA,0.9754684838160136,0.9791811242192922,0.9722414989590562,0.8539995774853714
ALLT,0.971206810215323,0.9809692971327074,0.9835067241816797,0.9461939910298967
ALNT,0.9614421632448673,0.9563562547576757,0.9771631565592489,0.8369193378137456
ALOT,0.9556835252879319,0.9520426287744227,0.9680284191829485,0.8640279380090959
ALTG,0.9546004842615012,0.9749843652282677,0.9849906191369606,0.8379638230935024
ALTO,0.9784677015523285,0.9829992387718853,0.9814767825425019,0.8944499737769529
AMN,0.9656985478217326,0.9764019284445572,0.9637147931996956,0.8985102242836521
AMPH,0.9588563458856346,0.9797513321492007,0.9612788632326821,0.8925725998318383
ANGO,0.9596895343014522,0.9764019284445572,0.9687896472976402,0.8866502097551129
ANIK,0.9727090635953931,0.972849530575996,0.9708195889368181,0.8803266631318865
AORT,0.9556835252879319,0.9705658462319209,0.9705658462319209,0.8632479199440894
AOSL,0.957843638221768,0.9831649831649831,0.9686609686609686,0.8851992266056513
APEI,0.9664496745117677,0.9835067241816797,0.9733570159857904,0.880846762571223
APOG,0.9702053079619429,0.9776706419690434,0.9723420451662015,0.9110591646667804
ARDX,0.9665738161559888,0.978006385242994,0.978006385242994,0.8801253983261014
ARRY,0.9734167318217357,0.967373572593801,0.9804241435562806,0.853920692605693
ASLE,0.9662921348314607,0.9560439560439561,0.963980463980464,0.82807301275877
ASMB,0.9778784648187633,0.9767504731008381,0.9816166531494999,0.9129704418865789
ASTE,0.9596895343014522,0.955595026642984,0.9500126871352449,0.8542475180660232
ATEN,0.9413769597818678,0.9684137452273516,0.9642485248177716,0.8277948468292761
ATNI,0.9549323985978968,0.979446840903324,0.9672671910682568,0.8578214258472278
AUDC,0.9674511767651477,0.9657447348388734,0.9807155544278102,0.9340808742795232
AVO,0.9557453416149069,0.9587044534412955,0.962753036437247,0.7511376296667992
AZTA,0.9601902854281422,0.9675209337731541,0.9698046181172292,0.8596726543850357
BALY,0.9071729957805907,0.8804347826086957,0.9347826086956522,0.4685077748168388
BBCP,0.9450072358900145,0.9549504950495049,0.9653465346534653,0.8353731589876987
BDL,0.957436154231347,0.951281400659731,0.9700583608221264,0.8311533351074566
BGS,0.9677015523284928,0.9743719868053794,0.9804618117229129,0.9126507284259872
BJRI,0.971957936905358,0.9629535650850038,0.9675209337731541,0.905981802573507
BL,0.9534270650263621,0.9635627530364372,0.9662618083670715,0.8691877576102263
BLMN,0.9682539682539683,0.9665246500304321,0.9713937918441875,0.8376020644154216
BLZE,0.9593253968253969,0.9675392670157068,0.9759162303664921,0.7686310210793347
BRBR,0.9679529103989536,0.9627371273712737,0.9803523035230353,0.9212372651756525
BW,0.969119329012581,0.9750972762645914,0.9743190661478599,0.8880183378306404
BWMN,0.9490781387181738,0.9843462246777164,0.9843462246777164,0.8787261208192417
BXC,0.9689534301452178,0.9748794722151738,0.9731032732808932,0.8910121230500209
BZH,0.9546820230345519,0.9616848515605176,0.9677746764780513,0.8366104598760786
CARS,0.9605448567402537,0.9677263969171483,0.9629094412331407,0.850883136695267
CBRL,0.9649474211316975,0.9786856127886323,0.9680284191829485,0.8844832020159962
CCO,0.9699549323985979,0.9654909921339762,0.9644760213143873,0.8236233818619492
CCSI,0.9662813102119461,0.9736040609137055,0.9614213197969543,0.8578747848857513
CDRE,0.9615004935834156,0.95625,0.9479166666666666,0.7733455535772006
CERS,0.9594391587381071,0.9786856127886323,0.9680284191829485,0.8689616820588361
CERT,0.9677158999192897,0.9713322091062394,0.9688026981450253,0.6072133456037567
CGNT,0.9700249791840133,0.9790940766550522,0.9677700348432056,0.9103454779735304
CLB,0.971206810215323,0.9764019284445572,0.9764019284445572,0.8230637342597685
CLFD,0.9687030545818728,0.9774168992641461,0.96422227860949,0.9088144230590541
CLMB,0.9579369053580371,0.9779243846739406,0.9692971327074347,0.894858781908448
CLVT,0.988155668358714,0.9982558139534884,0.9936046511627907,0.9531983343129707
CLW,0.970956434651978,0.9779243846739406,0.9791930981984268,0.8865865277930058
CMCO,0.9669504256384577,0.9614311088556204,0.9619385942654148,0.836060391801242
CMP,0.9554331497245869,0.968535904592743,0.9700583608221264,0.8622815113191886
CMRC,0.9683972911963883,0.9811912225705329,0.9780564263322884,0.686590230644403
CNMD,0.9634451677516275,0.97614818573966,0.9781781273788379,0.8872134342529255
CODI,0.9599399098647972,0.9553412839380868,0.9649835067241816,0.8223099345375591
COLL,0.9633962264150944,0.9718906430496727,0.9595687331536388,0.8649211593237194
COOK,0.9704251386321626,0.9766763848396501,0.9844509232264335,0.7731720519954355
COUR,0.9828326180257511,0.987410071942446,0.9838129496402878,0.8838463997531185
CPRI,0.9785775492716366,0.9666473317865429,0.9736078886310905,0.8883252321074626
CRAI,0.9722083124687031,0.9710733316417153,0.9680284191829485,0.8889561193021451
CRI,0.9609414121181773,0.9705658462319209,0.9710733316417153,0.9007547541507396
CRMD,0.9659323770491803,0.9709166450272656,0.9745520643988574,0.8477613827416305
CRON,0.9670612454966546,0.9661375661375662,0.9735449735449735,0.898476439074484
CRSR,0.9776061776061776,0.9822866344605475,0.9822866344605475,0.77205866106797
CRTO,0.974925767073573,0.9630624580255205,0.9791806581598388,0.8607738067766765
CSTL,0.9773442416614223,0.9635416666666666,0.9817708333333334,0.7901065548008643
CSV,0.9682023034551828,0.9657447348388734,0.9677746764780513,0.9085257608989923
CTEV,0.9823196605374823,0.97060984570169,0.9764878765613519,0.8845957204694157
CTKB,0.9530386740331491,0.9632139399806389,0.9583736689254598,0.684068146140269
CTRN,0.971707561342013,0.9799543263131185,0.9758944430347628,0.8762665814941291
CTS,0.9549323985978968,0.9606698807409287,0.9477290027911698,0.8064503972434434
CURI,0.9843962008141113,0.9788881069669247,0.9845179451090781,0.9431125886520674
CVEO,0.9768486523842432,0.9757127771911299,0.9785286870820133,0.8878928220573203
CVGI,0.9656985478217326,0.9771631565592489,0.9812230398376046,0.8761524739981711
CWCO,0.9494241362043064,0.9670134483633596,0.9543263131184978,0.902766067772487
CXDO,0.9578783151326054,0.9882352941176471,0.9807486631016042,0.9247541164926084
CYH,0.9549323985978968,0.9822380106571936,0.9738645013955849,0.8442734385155948
CYRX,0.957185778668002,0.9799543263131185,0.979446840903324,0.8629590591465194
DAKT,0.9702053079619429,0.9710733316417153,0.9776706419690434,0.8590255122839484
DCH,0.9526790185277917,0.9606698807409287,0.9566099974625729,0.7932359423831117
DFIN,0.9686956521739131,0.9813084112149533,0.9768580329327993,0.9328679756042112
DHX,0.9694541812719079,0.9797005836082213,0.9705658462319209,0.9112571012096736
DLX,0.9722083124687031,0.9736107586906877,0.9756407003298655,0.9026229991690948
DMC,0.9641962944416624,0.9746257295102766,0.9764019284445572,0.888025832628918
DSGR,0.9659489233850777,0.9670134483633596,0.9756407003298655,0.8433276745180085
DSX,0.956434651977967,0.9769094138543517,0.9748794722151738,0.9210524990300757
DXC,0.9667000500751126,0.9786856127886323,0.9878203501649327,0.9364439523237696
EAF,0.9737808075511274,0.9762675296655879,0.9805825242718447,0.6675668889776977
EBF,0.9539308963445168,0.9637147931996956,0.9649835067241816,0.8704483805912601
EBS,0.9757135703555333,0.9784318700837351,0.9769094138543517,0.9154074664106575
ECVT,0.9555012224938876,0.9442771084337349,0.9628514056224899,0.7760256988235854
EFOR,0.9674511767651477,0.9731032732808932,0.9822380106571936,0.9285458119116825
EGHT,0.9616925388082123,0.9700583608221264,0.9725957878710987,0.8881922182048438
EGY,0.9599399098647972,0.97614818573966,0.9751332149200711,0.8830624714739819
ELA,0.9787180771156735,0.992387718853083,0.9797005836082213,0.9489405106142158
EMBC,0.9673558215451578,0.9676674364896074,0.9676674364896074,0.7528061238716891
EOLS,0.9677749360613811,0.9700315457413249,0.9637223974763407,0.8365879573609081
EPAC,0.9524286429644466,0.9647297640192845,0.9637147931996956,0.8664465929357382
EPC,0.9519278918377566,0.9690433900025375,0.9659984775437707,0.8393696705085673
EPM,0.9667000500751126,0.971834559756407,0.971834559756407,0.8801510659340509
ESEA,0.9764646970455684,0.9753869576249683,0.9758944430347628,0.9282569123921774
ESP,0.9474211316975463,0.9568637401674702,0.968535904592743,0.9033864157680015
ETD,0.9544316474712068,0.9576249682821619,0.9550875412331895,0.8662286800540061
ETON,0.9642451759364359,0.9666471620830895,0.9689877121123464,0.8775327840718159
EVCM,0.9491371480472298,0.9465648854961832,0.9446564885496184,0.5823806632354317
EVH,0.9722433460076045,0.9829258828094684,0.9798214978657354,0.918581694843484
EVI,0.9459188783174762,0.9568637401674702,0.9614311088556204,0.8674294379131414
EVTC,0.9653106275622831,0.9586273252084669,0.9810776138550352,0.8581109464804223
EYE,0.9688888888888889,0.9721095334685599,0.9781947261663286,0.8497039365103248
FC,0.9511767651477215,0.9720883024613043,0.9619385942654148,0.8476272331278882
FEIM,0.9669504256384577,0.9614311088556204,0.959908652626237,0.9151535759447643
FET,0.9824612686349021,0.9839667458432304,0.9762470308788599,0.905773936005172
FLNG,0.9647277227722773,0.9584133077415227,0.9737683941138836,0.9353795513314559
FLO,0.9601902854281422,0.9738645013955849,0.9698046181172292,0.8912570678971259
FLXS,0.971957936905358,0.9634610504947982,0.9715808170515098,0.8667941402348891
FOSL,0.972458688032048,0.9832529814767825,0.9776706419690434,0.9115491685038959
FTK,0.9664496745117677,0.9675209337731541,0.9781781273788379,0.8822537997963408
FVRR,0.9548825710754018,0.9916932907348243,0.9801916932907349,0.9473982335442918
FWRG,0.9247830279652844,0.959349593495935,0.9491869918699187,0.8043037267048215
GASS,0.9556835252879319,0.9657447348388734,0.9698046181172292,0.8881031373969749
GBX,0.9651977966950426,0.9687896472976402,0.9746257295102766,0.873549845253333
GCO,0.9629444166249375,0.9731032732808932,0.968535904592743,0.8831359003605842
GDYN,0.9830699774266366,0.9493891797556719,0.9761489237929029,0.8353384706274365
GENI,0.951048951048951,0.986223662884927,0.979740680713128,0.8774167177616353
GHM,0.9767150726089133,0.9698046181172292,0.9687896472976402,0.9152107623863354
GIC,0.9672008012018027,0.9781781273788379,0.9672671910682568,0.8970069622064835
GILT,0.9616925388082123,0.9779243846739406,0.9700583608221264,0.8775799152821795
GLP,0.9584376564847271,0.9764019284445572,0.9779243846739406,0.863149186707974
GNK,0.9793345008756568,0.9660956459671663,0.9739471805852962,0.894682027361005
GO,0.9702417854928704,0.9865384615384616,0.9762820512820513,0.896351737301383
GOGO,0.9698910954516335,0.9648093841642229,0.9736070381231672,0.8179400538735007
GPRE,0.9611917876815222,0.9703121035270236,0.965237249429079,0.9100597206341956
GRNT,0.9136975455265242,0.9504132231404958,0.9404958677685951,0.7996144342201348
GRPN,0.9742136582601304,0.983601841196778,0.9830264672036824,0.8632189077005301
GSL,0.9744616925388082,0.9736107586906877,0.9832529814767825,0.8940000935589585
GTM,0.9613702623906706,0.9833206974981046,0.979529946929492,0.8221711483173356
GWRS,0.9550748752079867,0.955338153977031,0.9757549978732454,0.862413090552905
HCKT,0.9656985478217326,0.96422227860949,0.9626998223801065,0.8266876010854863
HE,0.9491737606409615,0.9715808170515098,0.9675209337731541,0.8645838969629603
HLF,0.9777165748622935,0.9878203501649327,0.9786856127886323,0.909867473326137
HLIT,0.9609414121181773,0.9774168992641461,0.9807155544278102,0.8744640227292443
HLLY,0.9863891112890312,0.9882943143812709,0.9790969899665551,0.8803281671267597
HLMN,0.9477911646586346,0.947986577181208,0.9488255033557047,0.6449680045190852
HLX,0.9604406609914873,0.9698046181172292,0.9614311088556204,0.838113363488693
HNRG,0.9586880320480721,0.9753869576249683,0.9779243846739406,0.9085440836869914
HNST,0.9816112084063048,0.9843893480257117,0.9770431588613406,0.9509621027104178
HPK,0.9553191489361702,0.9808429118773946,0.969896004378763,0.8047822643184356
HSHP,0.9878971255673222,0.9901315789473685,0.9901315789473685,0.900303343555415
HSTM,0.9749624436654982,0.9698046181172292,0.9609236234458259,0.881116492560242
HTLD,0.9539308963445168,0.9779243846739406,0.9644760213143873,0.8928943714527547
HUN,0.9672008012018027,0.9708195889368181,0.9774168992641461,0.9183598236036432
HZO,0.9531797696544817,0.9606698807409287,0.9616848515605176,0.7892662412627917
IBEX,0.9788997739261492,0.9662480376766092,0.9733124018838305,0.9056802048007426
ICFI,0.9699549323985979,0.9736107586906877,0.9736107586906877,0.8816433094463357
ICHR,0.9617267467734757,0.9553327256153145,0.9480401093892434,0.8337272257033257
IDN,0.956434651977967,0.9675209337731541,0.9649835067241816,0.8342769503132502
IDR,0.9248873309964948,0.9337731540218219,0.9434153768079168,0.8736679093174657
III,0.956685027541312,0.9649835067241816,0.9675209337731541,0.8968519975046719
IMCR,0.9667221297836939,0.9564838990426457,0.9686684073107049,0.8903159284405437
IMMR,0.9659489233850777,0.9766556711494545,0.9786856127886323,0.8473909135756336
INFU,0.9679519278918378,0.9616848515605176,0.9568637401674702,0.9044110402338126
INGN,0.9834347532116294,0.9927710843373494,0.9824440619621343,0.936860461487941
INMD,0.967701076630779,0.9796854521625163,0.9724770642201834,0.8967311496436854
INNV,0.9704391891891891,0.9743589743589743,0.969053934571176,0.8636758036216746
INOD,0.9614421632448673,0.9687896472976402,0.9647297640192845,0.9035646115484371
INSE,0.9625045504186385,0.9625092798812175,0.9580549368968078,0.8446317282615987
INSG,0.9807210816224337,0.9817305252473991,0.9875666074600356,0.9027353152599835
INSP,0.9615181866104375,0.9788503253796096,0.9625813449023861,0.900587754555621
INVA,0.9481722583875813,0.9657447348388734,0.9649835067241816,0.791689493660876
IRMD,0.9625087596355991,0.9785790789003928,0.9714387718671903,0.9201638423447178
IRWD,0.9614900578907627,0.9670918367346939,0.9512755102040816,0.8060421937805163
ITRN,0.971957936905358,0.9700583608221264,0.9649835067241816,0.8972381220259091
JACK,0.9694541812719079,0.9797005836082213,0.9753869576249683,0.9190442827528953
JAKK,0.970956434651978,0.9715808170515098,0.9578787109870591,0.8534544727415635
JBI,0.9750841750841751,0.9539106145251397,0.9574022346368715,0.7984021150993332
JBLU,0.9621932899349024,0.9644760213143873,0.9659984775437707,0.8569390712860542
JELD,0.9756207674943567,0.9856614246068455,0.9745605920444034,0.8635453722360895
JFB,0.9943820224719101,0.968,0.968,0.7362076727751468
JILL,0.9657064471879286,0.9770384254920338,0.9751640112464854,0.8924750223365198
KE,0.9625495138638819,0.9629221732745962,0.973935389133627,0.8536467137334031
KFRC,0.970956434651978,0.9639685359045927,0.9710733316417153,0.8301363079215347
KIDS,0.9528255528255528,0.9677093844601413,0.9747729566094854,0.875788613740341
KLC,0.9928057553956835,1.0,1.0,0.8371839785128934
KOP,0.9659489233850777,0.9626998223801065,0.9733570159857904,0.8931390606044805
KRNT,0.9839192221391174,0.9881724532621137,0.9820679130103014,0.9223068107963553
KRO,0.9664496745117677,0.9791930981984268,0.9680284191829485,0.9287581678258034
KROS,0.9737774627923459,0.959499263622975,0.9609720176730486,0.7327363445374786
KRT,0.9645021645021645,0.9573502722323048,0.9646098003629764,0.8287844921159649
KVHI,0.9401602403605408,0.9698046181172292,0.9591474245115453,0.8650284497346952
LCUT,0.9614421632448673,0.9690433900025375,0.9736107586906877,0.8348391144048712
LE,0.9798977853492334,0.9757113115891742,0.9760582928521859,0.8477370575683739
LEGH,0.9632395175186674,0.9567535545023697,0.9514218009478673,0.6728489787111793
LFMD,0.9481722583875813,0.9578787109870591,0.9553412839380868,0.8252442430616138
LGIH,0.964297520661157,0.971399730820996,0.9761103633916555,0.8620524577566245
LMAT,0.9601902854281422,0.9566099974625729,0.9667597056584624,0.8462370613972581
LMB,0.9721536834684525,0.9863505747126436,0.9809626436781609,0.9145474859153808
LNN,0.9464196294441662,0.9576249682821619,0.9586399391017508,0.8115906207316882
LOVE,0.9666487358795051,0.969545957918051,0.9739756367663345,0.8873909602544497
LQDT,0.9694541812719079,0.9705658462319209,0.9786856127886323,0.8924986840018578
LTRX,0.9499248873309964,0.9672671910682568,0.9733570159857904,0.8389131448594328
LWAY,0.9551827741612419,0.9675209337731541,0.9581324536919563,0.8456498128278321
LXFR,0.9684848484848485,0.9630428087465353,0.9765937788728056,0.8596610040875761
