raw_cell,n_cells
0.25,610
0.5,610
STRICT,110
CAGR (never),106
sub_full+sub_OOS,62
DD (never),50
CAGR|H1 (never),32
GUESS,29
leg_halves,23
0.946611909650924,22
C,21
sub_full,18
0.08521560574948665,16
0.9579055441478439,16
"2009,2010,2011,2012,2013,2014,2015,2016,",14
0.9455852156057495,13
CG,13
CAGR|DD|H1|H2 (never),12
CAGR|H1|H2 (never),12
leg_dd,9
21,9
0.27104722792607805,8
2020,7
0.8696098562628337,6
CAGR|DD|H1|H2|OOS (never),6
DD|H1 (never),6
0.4322381930184805,5
0.2741273100616016,5
0.5605749486652978,5
0.7802874743326489,5
0.944558521560575,5
0.021560574948665298,5
0.26899383983572894,5
0.5687885010266941,5
H1 (never),5
halves,5
sub_full+sub_OOS+CAGR>=70%SPY+OOS_CAGR,5
0.9096509240246407,4
0.8942505133470225,4
0.45790554414784396,4
0.5082135523613963,4
0.022587268993839837,4
0.5995893223819302,4
0.555441478439425,4
0.29774127310061604,4
0.0944558521560575,4
0.40349075975359344,4
0.8408624229979466,4
0.795687885010267,4
0.10985626283367557,4
0.09753593429158111,4
0.11806981519507187,4
0.608829568788501,4
0.5698151950718686,4
0.28850102669404515,4
0.08932238193018481,4
0.4024640657084189,4
0.08418891170431211,4
0/60 pass,4
0/20 pass,4
CAGR|DD|H1|OOS (never),4
CAGR|DD|H1 (never),4
no IS-admissible point,4
2022,3
20,3
0.18172484599589322,2
"2010,2011,2012,2013,2014,2015,2016,2017,",2
CAGR|H1|OOS (never),2
H2 (never),2
CAGR|H2 (never),2
sub_OOS,2
16,2
0.006160164271047228,1
0.029774127310061602,1
0.502053388090349,1
0.9117043121149897,1
0.1375770020533881,1
0.7238193018480493,1
0.02566735112936345,1
0.10164271047227925,1
0.3069815195071869,1
0.6386036960985626,1
0.15605749486652978,1
0.36960985626283366,1
0.014373716632443531,1
0.10472279260780287,1
0.459958932238193,1
0.8295687885010267,1
0.41170431211498976,1
0.9260780287474333,1
0.09240246406570841,1
0.162217659137577,1
0.2997946611909651,1
0.6416837782340863,1
0.13963039014373715,1
0.39014373716632444,1
0.8809034907597536,1
Sh(0.1234); DD(0.0765); CAGR(0.0648),1
Sh(0.1572); DD(0.0547); CAGR(0.0752),1
Sh(0.3440); DD(0.0449); CAGR(0.0533),1
Sh(0.4509); DD(0.0322); CAGR(0.0529),1
Sh(0.4180); DD(0.0330),1
Sh(0.2598); DD(0.0341); CAGR(0.0360),1
Sh(0.2754); CAGR(0.0352),1
Sh(0.2520); CAGR(0.0448),1
Sh(0.5016); CAGR(0.0740),1
Sh(0.3817); DD(0.0272); CAGR(0.0437),1
Sh(0.3768); DD(0.0215),1
"2011,2013,2014,2015,2017,2018,2020,2022",1
"2009,2011,2013,2015,2018,2019,2020,2021,",1
"2010,2011,2013,2014,2015,2016,2017,2018,",1
"2019,2020",1
8,1
207,1
210,1
cagr+halves,1
sub_full+CAGR>=70%SPY+OOS_CAGR,1
EMPTY-POOL,1
17,1
18,1
14,1
11,1
