SET,DELTA,base_chooser,move_rate,on_synthetic_rate,mean_OOS_Sharpe,delta_vs_ANCHOR,SE,t
NG,0.0,H_RUNNERUP,0.047619047619047616,0.0,1.0178922348340091,-0.0183298104871139,0.01581147244356723,-1.1592728351224009
NG,0.0,H_NARROWEST,0.023809523809523808,0.0,1.0368332784688883,0.0006112331477652756,0.0006112331477652755,1.0000000000000002
NG,0.0,H_ANY,0.09523809523809523,0.0,1.0393935428000856,0.0031714974789626782,0.02256412535626587,0.14055485993309197
NG,0.0,CH_RAW,1.0,0.0,0.9677438007570123,-0.06847824456411071,0.051421291128337585,-1.3317099407948019
NG,0.0,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG,0.01,H_RUNNERUP,0.047619047619047616,0.0,1.0178922348340091,-0.0183298104871139,0.01581147244356723,-1.1592728351224009
NG,0.01,H_NARROWEST,0.023809523809523808,0.0,1.0368332784688883,0.0006112331477652756,0.0006112331477652755,1.0000000000000002
NG,0.01,H_ANY,0.09523809523809523,0.0,1.0393935428000856,0.0031714974789626782,0.02256412535626587,0.14055485993309197
NG,0.01,CH_RAW,1.0,0.0,0.9677438007570123,-0.06847824456411071,0.051421291128337585,-1.3317099407948019
NG,0.01,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG,0.03,H_RUNNERUP,0.047619047619047616,0.0,1.0178922348340091,-0.0183298104871139,0.01581147244356723,-1.1592728351224009
NG,0.03,H_NARROWEST,0.023809523809523808,0.0,1.0368332784688883,0.0006112331477652756,0.0006112331477652755,1.0000000000000002
NG,0.03,H_ANY,0.09523809523809523,0.0,1.0393935428000856,0.0031714974789626782,0.02256412535626587,0.14055485993309197
NG,0.03,CH_RAW,1.0,0.0,0.9677438007570123,-0.06847824456411071,0.051421291128337585,-1.3317099407948019
NG,0.03,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG,0.1,H_RUNNERUP,0.047619047619047616,0.0,1.0178922348340091,-0.0183298104871139,0.01581147244356723,-1.1592728351224009
NG,0.1,H_NARROWEST,0.023809523809523808,0.0,1.0368332784688883,0.0006112331477652756,0.0006112331477652755,1.0000000000000002
NG,0.1,H_ANY,0.09523809523809523,0.0,1.0393935428000856,0.0031714974789626782,0.02256412535626587,0.14055485993309197
NG,0.1,CH_RAW,1.0,0.0,0.9677438007570123,-0.06847824456411071,0.051421291128337585,-1.3317099407948019
NG,0.1,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG,0.3,H_RUNNERUP,0.047619047619047616,0.0,1.0178922348340091,-0.0183298104871139,0.01581147244356723,-1.1592728351224009
NG,0.3,H_NARROWEST,0.023809523809523808,0.0,1.0368332784688883,0.0006112331477652756,0.0006112331477652755,1.0000000000000002
NG,0.3,H_ANY,0.09523809523809523,0.0,1.0393935428000856,0.0031714974789626782,0.02256412535626587,0.14055485993309197
NG,0.3,CH_RAW,1.0,0.0,0.9677438007570123,-0.06847824456411071,0.051421291128337585,-1.3317099407948019
NG,0.3,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG,1.0,H_RUNNERUP,0.047619047619047616,0.0,1.0178922348340091,-0.0183298104871139,0.01581147244356723,-1.1592728351224009
NG,1.0,H_NARROWEST,0.023809523809523808,0.0,1.0368332784688883,0.0006112331477652756,0.0006112331477652755,1.0000000000000002
NG,1.0,H_ANY,0.09523809523809523,0.0,1.0393935428000856,0.0031714974789626782,0.02256412535626587,0.14055485993309197
NG,1.0,CH_RAW,1.0,0.0,0.9677438007570123,-0.06847824456411071,0.051421291128337585,-1.3317099407948019
NG,1.0,CH_ANCHOR,0.0,0.0,1.036222045321123,0.0,0.0,0.0
NG_D,0.0,H_RUNNERUP,0.047619047619047616,0.0,1.0178922348340091,-0.0183298104871139,0.01581147244356723,-1.1592728351224009
NG_D,0.0,H_NARROWEST,0.8809523809523809,0.0,0.9875276491522175,-0.048694396168905495,0.050219307289613276,-0.9696349630648295
