uni,L,start,end,depth,ctl_dd_V1u,frac,n_arms,frac_V1u,frac_TOP20,frac_EWall
universe.json(56),2,2012-10-13,2014-10-12,7.181939933938453,6.361896938907108,0.3541666666666667,48,0.125,0.5,0.4375
universe.json(56),2,2012-11-13,2014-11-12,7.2734434415327005,6.361896938907119,0.3958333333333333,48,0.125,0.375,0.6875
universe.json(56),2,2012-12-13,2014-12-12,7.273443441532668,6.361896938907163,0.375,48,0.25,0.25,0.625
universe.json(56),2,2013-01-13,2015-01-12,7.273443441532668,6.361896938907141,0.3333333333333333,48,0.1875,0.25,0.5625
universe.json(56),2,2013-02-13,2015-02-12,7.273443441532656,6.36189693890713,0.3333333333333333,48,0.1875,0.25,0.5625
universe.json(56),2,2013-03-13,2015-03-12,7.2734434415327005,6.361896938907119,0.3541666666666667,48,0.125,0.4375,0.5
universe.json(56),2,2013-04-13,2015-04-12,7.273443441532668,6.36189693890713,0.3541666666666667,48,0.125,0.4375,0.5
universe.json(56),2,2013-05-13,2015-05-12,7.273443441532656,6.361896938907119,0.3125,48,0.125,0.25,0.5625
universe.json(56),2,2013-06-13,2015-06-12,7.273443441532668,6.3618969389070745,0.2916666666666667,48,0.125,0.25,0.5
universe.json(56),2,2013-07-13,2015-07-12,7.273443441532635,6.361896938907141,0.375,48,0.125,0.4375,0.5625
universe.json(56),2,2013-08-13,2015-08-12,7.273443441532724,6.3618969389071856,0.3333333333333333,48,0.125,0.3125,0.5625
universe.json(56),2,2013-09-13,2015-09-12,11.910254739373215,6.36189693890713,0.3958333333333333,48,0.125,0.625,0.4375
universe.json(56),2,2013-10-13,2015-10-12,11.910254739373215,6.3618969389070745,0.3958333333333333,48,0.125,0.625,0.4375
universe.json(56),2,2013-11-13,2015-11-12,11.910254739373238,6.3618969389070745,0.3958333333333333,48,0.125,0.625,0.4375
universe.json(56),2,2013-12-13,2015-12-12,11.910254739373228,6.3618969389070745,0.3958333333333333,48,0.125,0.625,0.4375
universe.json(56),2,2014-01-13,2016-01-12,11.910254739373215,10.61586889303896,0.4791666666666667,48,0.4375,0.5625,0.4375
universe.json(56),2,2014-02-13,2016-02-12,13.022845920226311,10.615868893039027,0.5416666666666666,48,0.3125,0.75,0.5625
universe.json(56),2,2014-03-13,2016-03-12,13.022845920226178,10.615868893038993,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2014-04-13,2016-04-12,13.022845920226256,10.615868893038838,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2014-05-13,2016-05-12,13.022845920226377,13.035468667421702,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2014-06-13,2016-06-12,13.022845920226322,13.035468667421846,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2014-07-13,2016-07-12,13.022845920226246,13.035468667421778,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2014-08-13,2016-08-12,13.022845920226189,13.035468667421856,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2014-09-13,2016-09-12,13.022845920226322,13.035468667421735,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2014-10-13,2016-10-12,13.022845920226356,13.035468667421812,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2014-11-13,2016-11-12,13.022845920226246,13.035468667421801,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2014-12-13,2016-12-12,13.022845920226256,13.035468667421846,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2015-01-13,2017-01-12,13.022845920226278,13.035468667421767,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2015-02-13,2017-02-12,13.0228459202262,13.035468667421812,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2015-03-13,2017-03-12,13.022845920226278,13.035468667421757,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2015-04-13,2017-04-12,13.022845920226256,13.035468667421746,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2015-05-13,2017-05-12,13.0228459202262,13.035468667421835,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2015-06-13,2017-06-12,13.022845920226377,13.035468667421657,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2015-07-13,2017-07-12,13.022845920226311,13.035468667421723,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2015-08-13,2017-08-12,12.820691172287535,12.180276431083604,0.5208333333333334,48,0.25,0.75,0.5625
universe.json(56),2,2015-09-13,2017-09-12,12.82069117228758,11.001371243555747,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),2,2015-10-13,2017-10-12,12.820691172287502,11.001371243555836,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),2,2015-11-13,2017-11-12,12.688217230407483,10.733858774808425,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),2,2015-12-13,2017-12-12,11.832178726602171,10.156570623962768,0.5416666666666666,48,0.25,0.875,0.5
universe.json(56),2,2016-01-13,2018-01-12,5.60596189501169,5.334232683210017,0.3958333333333333,48,0.25,0.3125,0.625
universe.json(56),2,2016-02-13,2018-02-12,10.101844391880888,6.172515418911728,0.2708333333333333,48,0.1875,0.125,0.5
universe.json(56),2,2016-03-13,2018-03-12,10.101844391880888,6.172515418911728,0.3333333333333333,48,0.1875,0.5,0.3125
universe.json(56),2,2016-04-13,2018-04-12,10.101844391880888,7.3694116256108995,0.375,48,0.125,0.5625,0.4375
universe.json(56),2,2016-05-13,2018-05-12,10.101844391880888,7.369411625610911,0.4375,48,0.125,0.875,0.3125
universe.json(56),2,2016-06-13,2018-06-12,10.10184439188092,7.369411625610923,0.20833333333333334,48,0.1875,0.125,0.3125
universe.json(56),2,2016-07-13,2018-07-12,10.101844391880899,7.369411625610967,0.20833333333333334,48,0.25,0.0,0.375
universe.json(56),2,2016-08-13,2018-08-12,10.101844391880876,7.369411625610944,0.22916666666666666,48,0.1875,0.1875,0.3125
universe.json(56),2,2016-09-13,2018-09-12,10.10184439188092,7.369411625610933,0.3333333333333333,48,0.1875,0.375,0.4375
universe.json(56),2,2016-10-13,2018-10-12,10.10184439188092,7.369411625610911,0.16666666666666666,48,0.125,0.0625,0.3125
universe.json(56),2,2016-11-13,2018-11-12,10.101844391880865,7.369411625610944,0.5833333333333334,48,0.1875,1.0,0.5625
universe.json(56),2,2016-12-13,2018-12-12,10.101844391880888,7.369411625610933,0.4791666666666667,48,0.1875,0.8125,0.4375
universe.json(56),2,2017-01-13,2019-01-12,19.34891526272726,7.9894447969299565,0.6458333333333334,48,0.4375,0.875,0.625
universe.json(56),2,2017-02-13,2019-02-12,19.348915262727317,7.989444796929934,0.6458333333333334,48,0.4375,0.875,0.625
universe.json(56),2,2017-03-13,2019-03-12,19.34891526272726,8.50397958960345,0.6666666666666666,48,0.5,0.875,0.625
universe.json(56),2,2017-04-13,2019-04-12,19.34891526272726,8.503979589603395,0.6458333333333334,48,0.4375,0.875,0.625
universe.json(56),2,2017-05-13,2019-05-12,19.348915262727285,8.50397958960346,0.6875,48,0.5625,0.875,0.625
universe.json(56),2,2017-06-13,2019-06-12,19.34891526272726,8.89813635815997,0.6875,48,0.5625,0.875,0.625
universe.json(56),2,2017-07-13,2019-07-12,19.348915262727186,8.898136358159881,0.6875,48,0.5625,0.875,0.625
universe.json(56),2,2017-08-13,2019-08-12,19.348915262727285,8.898136358159869,0.6875,48,0.5625,0.875,0.625
universe.json(56),2,2017-09-13,2019-09-12,19.348915262727186,8.898136358159825,0.6875,48,0.5625,0.875,0.625
universe.json(56),2,2017-10-13,2019-10-12,19.34891526272726,8.898136358159714,0.6875,48,0.5625,0.875,0.625
universe.json(56),2,2017-11-13,2019-11-12,19.34891526272725,8.89813635815978,0.6875,48,0.5625,0.875,0.625
universe.json(56),2,2017-12-13,2019-12-12,19.348915262727285,8.898136358159903,0.6875,48,0.5625,0.875,0.625
universe.json(56),2,2018-01-13,2020-01-12,19.34891526272726,8.898136358159848,0.6875,48,0.5625,0.875,0.625
universe.json(56),2,2018-02-13,2020-02-12,19.34891526272726,8.898136358159858,0.6875,48,0.5625,0.875,0.625
universe.json(56),2,2018-03-13,2020-03-12,26.668415458454753,12.320474269409997,0.7083333333333334,48,0.4375,0.8125,0.875
universe.json(56),2,2018-04-13,2020-04-12,33.717235283398274,13.62139229241569,0.7083333333333334,48,0.625,0.75,0.75
universe.json(56),2,2018-05-13,2020-05-12,33.71723528339828,13.621392292415646,0.6666666666666666,48,0.5,0.75,0.75
universe.json(56),2,2018-06-13,2020-06-12,33.71723528339824,13.621392292415646,0.6458333333333334,48,0.4375,0.75,0.75
universe.json(56),2,2018-07-13,2020-07-12,33.7172352833983,13.621392292415646,0.625,48,0.375,0.75,0.75
universe.json(56),2,2018-08-13,2020-08-12,33.71723528339825,13.621392292415656,0.6458333333333334,48,0.4375,0.75,0.75
universe.json(56),2,2018-09-13,2020-09-12,33.71723528339832,13.621392292415656,0.625,48,0.375,0.75,0.75
universe.json(56),2,2018-10-13,2020-10-12,33.71723528339826,13.621392292415656,0.6458333333333334,48,0.4375,0.75,0.75
universe.json(56),2,2018-11-13,2020-11-12,33.7172352833983,13.62139229241569,0.7083333333333334,48,0.625,0.75,0.75
universe.json(56),2,2018-12-13,2020-12-12,33.717235283398274,13.621392292415702,0.7083333333333334,48,0.625,0.75,0.75
universe.json(56),2,2019-01-13,2021-01-12,33.71723528339828,13.621392292415669,0.6666666666666666,48,0.5,0.75,0.75
universe.json(56),2,2019-02-13,2021-02-12,33.717235283398296,13.621392292415702,0.6666666666666666,48,0.5,0.75,0.75
universe.json(56),2,2019-03-13,2021-03-12,33.71723528339828,13.621392292415702,0.625,48,0.375,0.75,0.75
universe.json(56),2,2019-04-13,2021-04-12,33.71723528339826,13.621392292415702,0.625,48,0.375,0.75,0.75
universe.json(56),2,2019-05-13,2021-05-12,33.71723528339828,13.621392292415669,0.625,48,0.375,0.75,0.75
universe.json(56),2,2019-06-13,2021-06-12,33.717235283398296,13.62139229241568,0.625,48,0.375,0.75,0.75
universe.json(56),2,2019-07-13,2021-07-12,33.717235283398296,13.621392292415624,0.625,48,0.375,0.75,0.75
universe.json(56),2,2019-08-13,2021-08-12,33.717235283398274,13.62139229241568,0.625,48,0.375,0.75,0.75
universe.json(56),2,2019-09-13,2021-09-12,33.717235283398296,13.621392292415656,0.625,48,0.375,0.75,0.75
universe.json(56),2,2019-10-13,2021-10-12,33.71723528339828,13.621392292415646,0.625,48,0.375,0.75,0.75
universe.json(56),2,2019-11-13,2021-11-12,33.71723528339826,13.62139229241568,0.625,48,0.375,0.75,0.75
universe.json(56),2,2019-12-13,2021-12-12,33.71723528339828,13.62139229241568,0.625,48,0.375,0.75,0.75
universe.json(56),2,2020-01-13,2022-01-12,33.717235283398296,13.621392292415656,0.625,48,0.375,0.75,0.75
universe.json(56),2,2020-02-13,2022-02-12,33.71723528339828,13.621392292415669,0.625,48,0.375,0.75,0.75
universe.json(56),2,2020-03-13,2022-03-12,16.730667785515095,13.417751368288112,0.6875,48,0.5,0.75,0.8125
universe.json(56),2,2020-04-13,2022-04-12,12.865528300745044,13.4177513682881,0.5208333333333334,48,0.25,0.5625,0.75
universe.json(56),2,2020-05-13,2022-05-12,17.61550516322633,13.417751368288089,0.5625,48,0.25,0.5625,0.875
universe.json(56),2,2020-06-13,2022-06-12,18.220284306710933,13.417751368288044,0.5833333333333334,48,0.25,0.6875,0.8125
universe.json(56),2,2020-07-13,2022-07-12,23.00995091286414,13.4177513682881,0.5625,48,0.25,0.6875,0.75
universe.json(56),2,2020-08-13,2022-08-12,23.009950912864095,13.4177513682881,0.5625,48,0.25,0.6875,0.75
universe.json(56),2,2020-09-13,2022-09-12,23.009950912864152,8.236034042611562,0.6041666666666666,48,0.375,0.6875,0.75
universe.json(56),2,2020-10-13,2022-10-12,24.496403005741797,10.211105157597643,0.75,48,0.625,0.8125,0.8125
universe.json(56),2,2020-11-13,2022-11-12,24.496403005741698,10.336058171089924,0.7708333333333334,48,0.6875,0.8125,0.8125
universe.json(56),2,2020-12-13,2022-12-12,24.496403005741772,10.948166953038108,0.7708333333333334,48,0.6875,0.8125,0.8125
universe.json(56),2,2021-01-13,2023-01-12,24.49640300574173,12.225925392652048,0.7708333333333334,48,0.6875,0.8125,0.8125
universe.json(56),2,2021-02-13,2023-02-12,24.49640300574184,12.74807650481221,0.7708333333333334,48,0.6875,0.8125,0.8125
universe.json(56),2,2021-03-13,2023-03-12,24.49640300574174,15.45805916035613,0.75,48,0.75,0.75,0.75
universe.json(56),2,2021-04-13,2023-04-12,24.49640300574172,15.672092223908285,0.75,48,0.75,0.75,0.75
universe.json(56),2,2021-05-13,2023-05-12,24.49640300574186,15.67209222390835,0.75,48,0.75,0.75,0.75
universe.json(56),2,2021-06-13,2023-06-12,24.49640300574183,15.672092223908374,0.75,48,0.75,0.75,0.75
universe.json(56),2,2021-07-13,2023-07-12,24.49640300574175,15.672092223908285,0.75,48,0.75,0.75,0.75
universe.json(56),2,2021-08-13,2023-08-12,24.49640300574185,15.67209222390834,0.75,48,0.75,0.75,0.75
universe.json(56),2,2021-09-13,2023-09-12,24.496403005741886,15.672092223908397,0.75,48,0.75,0.75,0.75
universe.json(56),2,2021-10-13,2023-10-12,24.49640300574176,15.672092223908296,0.75,48,0.75,0.75,0.75
universe.json(56),2,2021-11-13,2023-11-12,24.496403005741783,15.67209222390844,0.7083333333333334,48,0.75,0.625,0.75
universe.json(56),2,2021-12-13,2023-12-12,24.49640300574172,15.672092223908262,0.7291666666666666,48,0.75,0.6875,0.75
universe.json(56),2,2022-01-13,2024-01-12,22.385909287274906,15.672092223908308,0.75,48,0.75,0.6875,0.8125
universe.json(56),2,2022-02-13,2024-02-12,22.0948588746009,15.672092223908363,0.75,48,0.75,0.6875,0.8125
universe.json(56),2,2022-03-13,2024-03-12,22.094858874600888,15.672092223908319,0.75,48,0.75,0.6875,0.8125
universe.json(56),2,2022-04-13,2024-04-12,19.204756604907836,15.515430053944046,0.7083333333333334,48,0.75,0.6875,0.6875
universe.json(56),2,2022-05-13,2024-05-12,16.680337296711244,13.511377370227862,0.7708333333333334,48,0.75,0.875,0.6875
universe.json(56),2,2022-06-13,2024-06-12,16.680337296711343,12.246426867185335,0.7083333333333334,48,0.75,0.5625,0.8125
universe.json(56),2,2022-07-13,2024-07-12,16.6803372967113,11.018487946899958,0.6666666666666666,48,0.75,0.4375,0.8125
universe.json(56),2,2022-08-13,2024-08-12,16.6803372967113,10.667113455205667,0.6875,48,0.75,0.5,0.8125
universe.json(56),2,2022-09-13,2024-09-12,9.974305847483045,9.298283740678137,0.5625,48,0.5,0.625,0.5625
universe.json(56),2,2022-10-13,2024-10-12,9.974305847483011,9.298283740678137,0.5625,48,0.4375,0.75,0.5
universe.json(56),2,2022-11-13,2024-11-12,9.974305847483034,9.298283740678116,0.4583333333333333,48,0.25,0.625,0.5
universe.json(56),2,2022-12-13,2024-12-12,9.974305847483024,9.298283740678126,0.5625,48,0.5,0.75,0.4375
universe.json(56),2,2023-01-13,2025-01-12,9.974305847483079,9.298283740678137,0.4375,48,0.25,0.5625,0.5
universe.json(56),2,2023-02-13,2025-02-12,9.97430584748309,9.298283740678215,0.5416666666666666,48,0.5625,0.5625,0.5
universe.json(56),2,2023-03-13,2025-03-12,9.974305847483034,9.298283740678103,0.5208333333333334,48,0.25,0.8125,0.5
universe.json(56),2,2023-04-13,2025-04-12,18.755228269936964,9.298283740678192,0.6458333333333334,48,0.25,0.8125,0.875
universe.json(56),2,2023-05-13,2025-05-12,18.755228269936985,9.298283740678082,0.6458333333333334,48,0.25,0.8125,0.875
universe.json(56),2,2023-06-13,2025-06-12,18.755228269936964,9.298283740678215,0.6666666666666666,48,0.25,0.875,0.875
universe.json(56),2,2023-07-13,2025-07-12,18.755228269936964,9.298283740678158,0.6458333333333334,48,0.25,0.8125,0.875
universe.json(56),2,2023-08-13,2025-08-12,18.755228269936985,8.193334242603356,0.7291666666666666,48,0.4375,0.875,0.875
universe.json(56),2,2023-09-13,2025-09-12,18.755228269936964,8.193334242603289,0.6875,48,0.375,0.8125,0.875
universe.json(56),2,2023-10-13,2025-10-12,18.755228269936964,8.1933342426034,0.7916666666666666,48,0.6875,0.8125,0.875
universe.json(56),2,2023-11-13,2025-11-12,18.755228269936996,8.1933342426035,0.7916666666666666,48,0.5625,0.9375,0.875
universe.json(56),2,2023-12-13,2025-12-12,18.755228269936964,8.193334242603301,0.7083333333333334,48,0.3125,0.9375,0.875
universe.json(56),2,2024-01-13,2026-01-12,18.755228269936985,8.193334242603378,0.6666666666666666,48,0.3125,0.8125,0.875
universe.json(56),2,2024-02-13,2026-02-12,18.755228269936964,8.193334242603289,0.6666666666666666,48,0.3125,0.8125,0.875
universe.json(56),2,2024-03-13,2026-03-12,18.755228269937017,8.193334242603445,0.6666666666666666,48,0.3125,0.8125,0.875
universe.json(56),2,2024-04-13,2026-04-12,18.755228269936985,7.800136930959523,0.6458333333333334,48,0.25,0.8125,0.875
universe.json(56),2,2024-05-13,2026-05-12,18.755228269936985,7.8322151796995865,0.7083333333333334,48,0.3125,0.9375,0.875
universe.json(56),2,2024-06-13,2026-06-12,18.755228269936975,7.832215179699665,0.75,48,0.5,0.875,0.875
universe.json(56),2,2024-07-13,2026-07-12,18.755228269936975,7.8322151796995865,0.6875,48,0.3125,0.875,0.875
universe.json(56),2,2024-08-13,2026-08-12,18.755228269936996,7.832215179699609,0.6875,48,0.375,0.8125,0.875
universe.json(56),3,2009-01-13,2012-01-12,22.061944945147506,9.94368152717604,0.6041666666666666,48,0.25,0.6875,0.875
universe.json(56),3,2009-02-13,2012-02-12,18.605456334553907,9.943681527176151,0.6875,48,0.75,0.6875,0.625
universe.json(56),3,2009-03-13,2012-03-12,18.605456334553814,9.943681527176107,0.6458333333333334,48,0.625,0.6875,0.625
universe.json(56),3,2009-04-13,2012-04-12,18.60545633455385,9.943681527176073,0.5833333333333334,48,0.4375,0.6875,0.625
universe.json(56),3,2009-05-13,2012-05-12,18.605456334553892,9.943681527176052,0.5625,48,0.375,0.6875,0.625
universe.json(56),3,2009-06-13,2012-06-12,18.60545633455384,9.943681527176174,0.5625,48,0.375,0.6875,0.625
universe.json(56),3,2009-07-13,2012-07-12,18.605456334553892,9.943681527176118,0.5416666666666666,48,0.3125,0.6875,0.625
universe.json(56),3,2009-08-13,2012-08-12,18.60545633455395,9.94368152717604,0.5208333333333334,48,0.25,0.6875,0.625
universe.json(56),3,2009-09-13,2012-09-12,18.60545633455385,9.94368152717604,0.5416666666666666,48,0.3125,0.6875,0.625
universe.json(56),3,2009-10-13,2012-10-12,18.60545633455388,9.943681527176151,0.5208333333333334,48,0.25,0.6875,0.625
universe.json(56),3,2009-11-13,2012-11-12,18.60545633455383,9.943681527176107,0.5208333333333334,48,0.25,0.6875,0.625
universe.json(56),3,2009-12-13,2012-12-12,18.60545633455384,9.943681527176174,0.5208333333333334,48,0.25,0.6875,0.625
universe.json(56),3,2010-01-13,2013-01-12,18.60545633455385,9.943681527176096,0.5208333333333334,48,0.25,0.6875,0.625
universe.json(56),3,2010-02-13,2013-02-12,18.605456334553892,9.943681527176063,0.5208333333333334,48,0.25,0.6875,0.625
universe.json(56),3,2010-03-13,2013-03-12,18.60545633455384,9.943681527176151,0.5208333333333334,48,0.25,0.6875,0.625
universe.json(56),3,2010-04-13,2013-04-12,18.60545633455385,9.943681527176073,0.5208333333333334,48,0.25,0.6875,0.625
universe.json(56),3,2010-05-13,2013-05-12,18.60545633455387,9.943681527176096,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),3,2010-06-13,2013-06-12,18.60545633455386,9.943681527176086,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),3,2010-07-13,2013-07-12,18.60545633455388,9.943681527176052,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),3,2010-08-13,2013-08-12,18.605456334553892,9.943681527176096,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),3,2010-09-13,2013-09-12,18.605456334553917,9.943681527176096,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),3,2010-10-13,2013-10-12,18.605456334553793,9.943681527176096,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),3,2010-11-13,2013-11-12,18.60545633455386,9.943681527176162,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),3,2010-12-13,2013-12-12,18.605456334553928,9.943681527176086,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),3,2011-01-13,2014-01-12,18.60545633455396,9.943681527176217,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),3,2011-02-13,2014-02-12,18.60545633455386,9.943681527176086,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),3,2011-03-13,2014-03-12,18.60545633455386,9.943681527176073,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),3,2011-04-13,2014-04-12,18.605456334553793,9.943681527176096,0.5416666666666666,48,0.25,0.75,0.625
universe.json(56),3,2011-05-13,2014-05-12,18.366744290511328,6.963281919739483,0.5416666666666666,48,0.25,0.6875,0.6875
universe.json(56),3,2011-06-13,2014-06-12,18.36674429051134,6.361896938907119,0.5833333333333334,48,0.4375,0.625,0.6875
universe.json(56),3,2011-07-13,2014-07-12,17.89367467752282,6.361896938907141,0.5833333333333334,48,0.4375,0.625,0.6875
universe.json(56),3,2011-08-13,2014-08-12,9.687028487274208,6.361896938907141,0.7291666666666666,48,0.625,0.6875,0.875
universe.json(56),3,2011-09-13,2014-09-12,9.687028487274263,6.361896938907108,0.5625,48,0.1875,0.625,0.875
universe.json(56),3,2011-10-13,2014-10-12,9.687028487274251,6.361896938907153,0.6458333333333334,48,0.375,0.6875,0.875
universe.json(56),3,2011-11-13,2014-11-12,9.687028487274251,6.361896938907119,0.5833333333333334,48,0.1875,0.6875,0.875
universe.json(56),3,2011-12-13,2014-12-12,9.687028487274263,6.361896938907163,0.625,48,0.25,0.75,0.875
universe.json(56),3,2012-01-13,2015-01-12,9.687028487274219,6.361896938907119,0.5625,48,0.125,0.6875,0.875
