cost_bps,panel,cadence,gross,chooser,screen,n_admitted,refused,ctl_book,ctl_OOS_Sharpe,ctl_OOS_CAGR,ctl_OOS_MaxDD,ctl_4b,ctl_4a,scr_book,scr_OOS_Sharpe,scr_OOS_CAGR,scr_OOS_MaxDD,scr_4b,scr_4a,spy_OOS_Sharpe,spy_OOS_CAGR,spy_MaxDD,spy_CAGR
0.0,U56,D,CORE,C_SHARPE,S_IS4B,0,True,BAND03,1.3222800469849594,0.09566380447409895,-0.1116757639658219,False,True,-,,,,False,False,0.8713084695230762,0.15210156343930548,-0.3371725677562024,0.15096593960776228
0.0,U56,D,CORE,C_SHARPE,S_ISSHARPE,5,False,BAND03,1.3222800469849594,0.09566380447409895,-0.1116757639658219,False,True,BAND03,1.3222800469849594,0.09566380447409895,-0.1116757639658219,False,True,0.8713084695230762,0.15210156343930548,-0.3371725677562024,0.15096593960776228
0.0,U56,D,CORE,C_SHARPE,S_ISDD,3,False,BAND03,1.3222800469849594,0.09566380447409895,-0.1116757639658219,False,True,BAND03,1.3222800469849594,0.09566380447409895,-0.1116757639658219,False,True,0.8713084695230762,0.15210156343930548,-0.3371725677562024,0.15096593960776228
0.0,U56,D,CORE,C_CAGR,S_IS4B,0,True,TOP05,1.1037087709689786,0.2042145565840181,-0.2014994353404459,True,False,-,,,,False,False,0.8713084695230762,0.15210156343930548,-0.3371725677562024,0.15096593960776228
0.0,U56,D,CORE,C_CAGR,S_ISSHARPE,5,False,TOP05,1.1037087709689786,0.2042145565840181,-0.2014994353404459,True,False,TOP05,1.1037087709689786,0.2042145565840181,-0.2014994353404459,True,False,0.8713084695230762,0.15210156343930548,-0.3371725677562024,0.15096593960776228
0.0,U56,D,CORE,C_CAGR,S_ISDD,3,False,TOP05,1.1037087709689786,0.2042145565840181,-0.2014994353404459,True,False,TOP20,1.26665760531402,0.15185604058709967,-0.1601330692249111,True,False,0.8713084695230762,0.15210156343930548,-0.3371725677562024,0.15096593960776228
0.0,U56,D,CORE,C_ISLEGS,S_IS4B,0,True,BAND03,1.3222800469849594,0.09566380447409895,-0.1116757639658219,False,True,-,,,,False,False,0.8713084695230762,0.15210156343930548,-0.3371725677562024,0.15096593960776228
0.0,U56,D,CORE,C_ISLEGS,S_ISSHARPE,5,False,BAND03,1.3222800469849594,0.09566380447409895,-0.1116757639658219,False,True,BAND03,1.3222800469849594,0.09566380447409895,-0.1116757639658219,False,True,0.8713084695230762,0.15210156343930548,-0.3371725677562024,0.15096593960776228
0.0,U56,D,CORE,C_ISLEGS,S_ISDD,3,False,BAND03,1.3222800469849594,0.09566380447409895,-0.1116757639658219,False,True,BAND03,1.3222800469849594,0.09566380447409895,-0.1116757639658219,False,True,0.8713084695230762,0.15210156343930548,-0.3371725677562024,0.15096593960776228
0.0,U56,D,EXT,C_SHARPE,S_IS4B,0,True,BAND03,1.3222800469849592,0.12826443065189852,-0.14676268781185398,True,False,-,,,,False,False,0.8713084695230762,0.15210156343930548,-0.3371725677562024,0.15096593960776228
