panel,arm,seed,cap,conv,f,gross,n_in,n_keep,nheld,mean_risk_gross,mean_shy,max_name_w,mean_max_name_w,turnover_yr,max_row_sum,real_vol
U56,RAND,2.0,CAP2,D,0.05,0.75,38.450337078651685,36.91820224719101,36.02337078651686,0.629630732569423,0.3703692674305768,0.02741913637771442,0.0186711482252876,3.5271053569513247,1.0000000000000013,0.0860854749237243
U56,RAND,3.0,CAP2,D,0.05,0.75,38.450337078651685,36.91820224719101,36.02337078651686,0.6296354537523478,0.370364546247652,0.027382627966491657,0.018673703533669227,3.5354889620442096,1.0000000000000013,0.08679030357836388
U56,RAND,4.0,CAP2,D,0.05,0.75,38.450337078651685,36.91820224719101,36.02337078651686,0.6296296268674912,0.3703703731325086,0.02738327798547589,0.01867291017951414,3.5305327905911925,1.0000000000000016,0.08732106651474518
U56,EXT,,CAP2,D,0.1,0.75,38.450337078651685,35.06651685393258,34.173033707865166,0.5971308296889013,0.4028691703110986,0.02479521121441864,0.018529231470073123,4.493159704030264,1.0000000000000013,0.07733128615106218
U56,RAND,0.0,CAP2,D,0.1,0.75,38.450337078651685,35.06651685393258,34.173033707865166,0.5971810214400901,0.4028189785599098,0.02740922477695592,0.01866377544306475,3.480690011687062,1.000000000000001,0.082400941652509
U56,RAND,1.0,CAP2,D,0.1,0.75,38.450337078651685,35.06651685393258,34.173033707865166,0.5971826397840022,0.4028173602159976,0.02609526696133114,0.018644746432616797,3.4978480918959884,1.0000000000000013,0.08245649922011397
U56,RAND,2.0,CAP2,D,0.1,0.75,38.450337078651685,35.06651685393258,34.18292134831461,0.5973816536016886,0.4026183463983114,0.02742010784520951,0.018658227754930028,3.448227299892841,1.000000000000001,0.08180657269143947
U56,RAND,3.0,CAP2,D,0.1,0.75,38.450337078651685,35.06651685393258,34.173033707865166,0.597183568457743,0.4028164315422569,0.027389368601348347,0.018667009339059057,3.4764935655015696,1.0000000000000013,0.08225394745562072
U56,RAND,4.0,CAP2,D,0.1,0.75,38.450337078651685,35.06651685393258,34.173033707865166,0.5971779044912779,0.402822095508722,0.0273802201927018,0.018651110492352893,3.4581050887230553,1.0000000000000013,0.08415049547410898
U56,EXT,,CAP2,D,0.2,0.75,38.450337078651685,31.15550561797753,30.2638202247191,0.5288383576917124,0.4711616423082875,0.024797956910187477,0.01845961919373908,5.169703146986202,1.0000000000000009,0.06638867024136512
U56,RAND,0.0,CAP2,D,0.2,0.75,38.450337078651685,31.15550561797753,30.2638202247191,0.5289246972139456,0.4710753027860544,0.02741163659272238,0.01865078464332309,3.251624334011503,1.0000000000000009,0.07251016284425661
U56,RAND,1.0,CAP2,D,0.2,0.75,38.450337078651685,31.15550561797753,30.2638202247191,0.5289154715606447,0.4710845284393552,0.02605725813630029,0.01860470619012395,3.294368404935124,1.0000000000000009,0.07218444176256601
U56,RAND,2.0,CAP2,D,0.2,0.75,38.450337078651685,31.15550561797753,30.928539325842696,0.5406464497984119,0.4593535502015879,0.027433376267728037,0.01863850581901592,3.2246284505537917,1.0000000000000009,0.07512066639660575
U56,RAND,3.0,CAP2,D,0.2,0.75,38.450337078651685,31.15550561797753,30.2638202247191,0.5289292392503924,0.4710707607496076,0.027420288124515944,0.018662112946390946,3.3544175793912414,1.0000000000000009,0.07466116455739819
U56,RAND,4.0,CAP2,D,0.2,0.75,38.450337078651685,31.15550561797753,30.2638202247191,0.5289182949322956,0.47108170506770436,0.027383507587303024,0.01863427839762342,3.2815714090731,1.0000000000000009,0.07368680521968958
U56,EXT,,CAP2,D,0.3,0.75,38.450337078651685,27.37011235955056,26.47258426966292,0.4625938254461242,0.5374061745538758,0.024806077000930963,0.018417037521923908,5.727451396812274,1.0000000000000009,0.05704720517780633
U56,RAND,0.0,CAP2,D,0.3,0.75,38.450337078651685,27.37011235955056,26.47258426966292,0.462692684532533,0.537307315467467,0.02740515432020032,0.018627355652932415,2.966971748708127,1.000000000000001,0.0644079485933838
U56,RAND,1.0,CAP2,D,0.3,0.75,38.450337078651685,27.37011235955056,26.47752808988764,0.46276830068177915,0.5372316993182209,0.02600119557400609,0.018581993124469353,2.9928210242633515,1.000000000000001,0.06412220699520163
U56,RAND,2.0,CAP2,D,0.3,0.75,38.450337078651685,27.37011235955056,27.347640449438202,0.4783204341147328,0.5216795658852672,0.027422584109188408,0.01862177072416299,3.052078501920934,1.0000000000000009,0.06779287449314494
U56,RAND,3.0,CAP2,D,0.3,0.75,38.450337078651685,27.37011235955056,26.47258426966292,0.46267938943431186,0.5373206105656881,0.027444906570534354,0.01864810192411267,3.0922125669883496,1.000000000000001,0.06608473436763485
U56,RAND,4.0,CAP2,D,0.3,0.75,38.450337078651685,27.37011235955056,26.47258426966292,0.46266917115074,0.5373308288492599,0.027391543675269348,0.01861106378522014,2.935121256145506,1.0000000000000009,0.06274799711683872
U56,EXT,,CAP2,R,0.0,1.0,38.450337078651685,38.450337078651685,37.55662921348315,0.7500522904110477,0.249947709588952,0.02918030310500747,0.02085761210888428,3.9918738682526254,1.0000000000000007,0.10216039750188752
U56,EXT,,CAP2,R,0.05,1.0,38.450337078651685,36.91820224719101,36.02337078651686,0.7205082755507224,0.27949172444927733,0.028334108348390424,0.02076641692983168,4.507379707884786,1.0000000000000007,0.09484268546374314
U56,EXT,,CAP2,R,0.1,1.0,38.450337078651685,35.06651685393258,34.173033707865166,0.683668715093533,0.31633128490646667,0.02838758867585725,0.02071799580553801,5.029336155186319,1.0000000000000007,0.08771281303178076
U56,EXT,,CAP2,R,0.2,1.0,38.450337078651685,31.15550561797753,30.2638202247191,0.605496485267578,0.39450351473242173,0.02845895066549286,0.02063829052390011,5.713041684685076,1.0000000000000007,0.07512245298032871
U56,EXT,,CAP2,R,0.3,1.0,38.450337078651685,27.37011235955056,26.47258426966292,0.5296971616563904,0.4703028383436095,0.02849013654309462,0.02059090329425648,6.356271903702779,1.0000000000000007,0.06436151024246836
U56,EXT,,CAP2,D,0.0,1.0,38.450337078651685,38.450337078651685,37.55662921348315,0.7500522904110477,0.249947709588952,0.02918030310500747,0.02085761210888428,3.9918738682526254,1.0000000000000007,0.10216039750188752
U56,EXT,,CAP2,D,0.05,1.0,38.450337078651685,36.91820224719101,36.02337078651686,0.7194356891135545,0.28056431088644523,0.028334108348390424,0.020743514844470266,4.486924517912311,1.0000000000000007,0.09469626107737347
U56,EXT,,CAP2,D,0.1,1.0,38.450337078651685,35.06651685393258,34.173033707865166,0.6825158598199338,0.317484140180066,0.02838758867585725,0.02069200198763008,5.0041000498873,1.0000000000000007,0.08757084106074085
U56,EXT,,CAP2,D,0.2,1.0,38.450337078651685,31.15550561797753,30.2638202247191,0.6044701104006347,0.39552988959936514,0.02845895066549286,0.020612455470431314,5.692143694597314,1.0000000000000007,0.07499940386712349
U56,EXT,,CAP2,D,0.3,1.0,38.450337078651685,27.37011235955056,26.47258426966292,0.5287954241307498,0.47120457586925,0.02849013654309462,0.02056511557890399,6.335120614245458,1.0000000000000007,0.0642617563573501
U56,EXT,,CAND,R,0.0,0.75,38.450337078651685,38.450337078651685,37.55662921348315,0.7307389305908641,0.2692610694091357,0.16905762295184193,0.02451755680981414,4.39457281063272,1.0000000000000013,0.10396831575154748
U56,EXT,,CAND,R,0.05,0.75,38.450337078651685,36.91820224719101,36.02337078651686,0.7300594180419777,0.2699405819580221,0.16905762295184193,0.025160098902587462,5.013573873717859,1.0000000000000013,0.10136751024007279
U56,EXT,,CAND,R,0.1,0.75,38.450337078651685,35.06651685393258,34.173033707865166,0.7289734651570253,0.2710265348429745,0.16905762295184193,0.026386908249314025,5.855134410465959,1.0000000000000009,0.09875654961465935
U56,EXT,,CAND,R,0.2,0.75,38.450337078651685,31.15550561797753,30.2638202247191,0.726258079792207,0.27374192020779275,0.21057019123822998,0.029696950259733217,7.509992257093184,1.000000000000001,0.0957392276804789
U56,EXT,,CAND,R,0.3,0.75,38.450337078651685,27.37011235955056,26.47258426966292,0.7229972269524804,0.2770027730475198,0.21057019123822998,0.03359178569079836,9.426429399880968,1.0000000000000009,0.09357077559797303
U56,EXT,,CAND,D,0.0,0.75,38.450337078651685,38.450337078651685,37.55662921348315,0.7307389305908641,0.2692610694091357,0.16905762295184193,0.02451755680981414,4.39457281063272,1.0000000000000013,0.10396831575154748
U56,EXT,,CAND,D,0.05,0.75,38.450337078651685,36.91820224719101,36.02337078651686,0.703107321795681,0.2968926782043189,0.16905762295184193,0.024412029696504186,4.99346986359642,1.0000000000000013,0.09813698830820242
U56,EXT,,CAND,D,0.1,0.75,38.450337078651685,35.06651685393258,34.173033707865166,0.6667895265511978,0.3332104734488021,0.16905762295184193,0.024346639769077055,5.602497261182774,1.0000000000000013,0.09063201268939013
U56,EXT,,CAND,D,0.2,0.75,38.450337078651685,31.15550561797753,30.2638202247191,0.5899482303124566,0.41005176968754337,0.1697781487774599,0.02426515814676987,6.420956791562296,1.0000000000000009,0.07787939994085379
U56,EXT,,CAND,D,0.3,0.75,38.450337078651685,27.37011235955056,26.47258426966292,0.5163059448170275,0.48369405518297265,0.1697781487774599,0.02420891502892282,7.102551950136787,1.0000000000000009,0.06711382670135992
U56,EXT,,CAND,R,0.0,1.0,38.450337078651685,38.450337078651685,37.55662921348315,0.974006739514284,0.025993260485716384,0.22277389017616123,0.032678711137625986,5.679032812388824,1.0000000000000013,0.13901751932297973
U56,EXT,,CAND,R,0.05,1.0,38.450337078651685,36.91820224719101,36.02337078651686,0.9731414962604461,0.026858503739554177,0.22277389017616123,0.03353637534627683,6.512561286523881,1.0000000000000013,0.1355387787804726
U56,EXT,,CAND,R,0.1,1.0,38.450337078651685,35.06651685393258,34.173033707865166,0.9717078285934806,0.028292171406519608,0.22277389017616123,0.035172735054934505,7.642626442935849,1.0000000000000013,0.13203712987037708
U56,EXT,,CAND,R,0.2,1.0,38.450337078651685,31.15550561797753,30.2638202247191,0.9681121940112143,0.03188780598878598,0.2771633184148343,0.03958591876958733,9.86733543248062,1.0000000000000013,0.1279833265378845
U56,EXT,,CAND,R,0.3,1.0,38.450337078651685,27.37011235955056,26.47258426966292,0.9637516488312057,0.03624835116879463,0.2771633184148343,0.04477597792259783,12.433322248814152,1.0000000000000013,0.12506495169337034
U56,EXT,,CAND,D,0.0,1.0,38.450337078651685,38.450337078651685,37.55662921348315,0.974006739514284,0.025993260485716384,0.22277389017616123,0.032678711137625986,5.679032812388824,1.0000000000000013,0.13901751932297973
U56,EXT,,CAND,D,0.05,1.0,38.450337078651685,36.91820224719101,36.02337078651686,0.9372240422287891,0.06277595777121085,0.22277389017616123,0.03253951762612231,6.510932678183741,1.0000000000000013,0.1312018490121798
U56,EXT,,CAND,D,0.1,1.0,38.450337078651685,35.06651685393258,34.173033707865166,0.8888327237477381,0.11116727625226173,0.22277389017616123,0.03245332947320692,7.35374725728777,1.0000000000000013,0.12112537469633142
U56,EXT,,CAND,D,0.2,1.0,38.450337078651685,31.15550561797753,30.2638202247191,0.786436477117463,0.21356352288253694,0.22402673457889954,0.03234637920410874,8.472081553352277,1.0000000000000009,0.10398528715386807
U56,EXT,,CAND,D,0.3,1.0,38.450337078651685,27.37011235955056,26.47258426966292,0.688273409202341,0.3117265907976589,0.22402673457889954,0.03227086259759148,9.398979866567108,1.0000000000000009,0.08949327575367207
B136,EXT,,CAP2,R,0.0,0.75,93.22009892086331,93.22009892086331,92.29361510791367,0.728325017481858,0.2716749825181422,0.02502299341834478,0.009369010513941718,4.675125426436814,1.0000000000000022,0.10489359596927289
B136,EXT,,CAP2,R,0.05,0.75,93.22009892086331,89.05328237410072,88.12769784172662,0.727258116988599,0.27274188301140123,0.024928143760641643,0.00969892977799254,5.4659837049250495,1.0000000000000022,0.10257905030462015
B136,RAND,0.0,CAP2,R,0.05,0.75,93.22009892086331,89.05328237410072,88.12769784172662,0.7272797115736768,0.2727202884263235,0.025064368338221052,0.00974952695162241,4.762324569536486,1.0000000000000022,0.10429204371772953
B136,RAND,1.0,CAP2,R,0.05,0.75,93.22009892086331,89.05328237410072,88.12769784172662,0.727274835898282,0.27272516410171826,0.02501491511594809,0.009746687599983928,4.7725417026084775,1.0000000000000024,0.10459818873806424
B136,RAND,2.0,CAP2,R,0.05,0.75,93.22009892086331,89.05328237410072,88.12769784172662,0.7272802832400237,0.27271971675997664,0.02502515731220165,0.009748307229078343,4.78794360319969,1.0000000000000024,0.10529672943155906
B136,RAND,3.0,CAP2,R,0.05,0.75,93.22009892086331,89.05328237410072,88.12769784172662,0.7272728337671088,0.2727271662328914,0.025108245001520358,0.009736058393282435,4.762061377773803,1.0000000000000022,0.10392583338867993
B136,RAND,4.0,CAP2,R,0.05,0.75,93.22009892086331,89.05328237410072,88.12769784172662,0.7272774599857612,0.272722540014239,0.025007404325529958,0.009749721890661624,4.790841139575111,1.0000000000000022,0.1046300917753504
B136,EXT,,CAP2,R,0.1,0.75,93.22009892086331,84.3466726618705,83.43098021582733,0.7250096835444674,0.27499031645553296,0.024917940741461562,0.010139773075959783,6.330093277140255,1.0000000000000024,0.101159136335323
B136,RAND,0.0,CAP2,R,0.1,0.75,93.22009892086331,84.3466726618705,83.43098021582733,0.7250412271746839,0.2749587728253163,0.025046997114229568,0.010209138129577381,4.8521385045503616,1.0000000000000022,0.1054790643028337
B136,RAND,1.0,CAP2,R,0.1,0.75,93.22009892086331,84.3466726618705,83.43098021582733,0.7250349809687068,0.27496501903129345,0.02505181966205799,0.010204652230404726,4.851759153119486,1.0000000000000022,0.10512300714807103
B136,RAND,2.0,CAP2,R,0.1,0.75,93.22009892086331,84.3466726618705,83.43098021582733,0.7250383941868259,0.27496160581317425,0.025095564583191416,0.010206849431242572,4.815206694697279,1.0000000000000022,0.10465020912183093
B136,RAND,3.0,CAP2,R,0.1,0.75,93.22009892086331,84.3466726618705,83.43098021582733,0.7250314217333452,0.274968578266655,0.02514108390350315,0.010184668756648153,4.840018296632382,1.0000000000000027,0.10485128979433747
B136,RAND,4.0,CAP2,R,0.1,0.75,93.22009892086331,84.3466726618705,83.46223021582733,0.7255109652428737,0.27448903475712655,0.025055221817733824,0.010203298204379837,4.837042504603276,1.0000000000000022,0.10345404580199456
B136,EXT,,CAP2,R,0.2,0.75,93.22009892086331,74.97414568345324,74.06317446043165,0.7191695901140244,0.28083040988597574,0.024592411642075315,0.01116324597435369,7.916542910977334,1.0000000000000024,0.09872473190717482
B136,RAND,0.0,CAP2,R,0.2,0.75,93.22009892086331,74.97414568345324,74.06317446043165,0.7192216484607266,0.2807783515392736,0.025154643426549283,0.011258279205229378,4.925494033464533,1.000000000000002,0.10568513785182215
B136,RAND,1.0,CAP2,R,0.2,0.75,93.22009892086331,74.97414568345324,74.06317446043165,0.7192149194338424,0.2807850805661578,0.025040094508667683,0.011258098005403349,4.940351526381488,1.0000000000000022,0.10502982991159628
B136,RAND,2.0,CAP2,R,0.2,0.75,93.22009892086331,74.97414568345324,74.06317446043165,0.7191986479117299,0.2808013520882702,0.0252633198089595,0.011241141264534052,4.868855081022926,1.0000000000000022,0.10184124506334281
B136,RAND,3.0,CAP2,R,0.2,0.75,93.22009892086331,74.97414568345324,74.06317446043165,0.7192008280648031,0.28079917193519704,0.02466564183080665,0.01121519292453371,4.86368956767206,1.0000000000000022,0.10246059987548686
B136,RAND,4.0,CAP2,R,0.2,0.75,93.22009892086331,74.97414568345324,74.9404226618705,0.7284271223742548,0.2715728776257454,0.025128670709251854,0.011235435605987014,4.939407059765522,1.0000000000000022,0.10231789779494631
B136,EXT,,CAP2,R,0.3,0.75,93.22009892086331,65.70098920863309,64.77450539568345,0.7116482476408212,0.28835175235917887,0.02459538050184025,0.012424110064149244,9.691736601649996,1.0000000000000018,0.09613663649826562
B136,RAND,0.0,CAP2,R,0.3,0.75,93.22009892086331,65.70098920863309,64.77450539568345,0.711700052416836,0.28829994758316413,0.02515272079537306,0.012530386539538092,4.958990357053512,1.0000000000000018,0.10388950309563785
B136,RAND,1.0,CAP2,R,0.3,0.75,93.22009892086331,65.70098920863309,64.77450539568345,0.7116852167371386,0.2883147832628614,0.024607400912147796,0.01251532797343537,4.86235478031054,1.000000000000002,0.1007988735431155
B136,RAND,2.0,CAP2,R,0.3,0.75,93.22009892086331,65.70098920863309,64.77450539568345,0.7116749789909035,0.2883250210090966,0.02528057063389501,0.0125113156456059,4.821953237872773,1.0000000000000018,0.09877663249012147
B136,RAND,3.0,CAP2,R,0.3,0.75,93.22009892086331,65.70098920863309,64.77450539568345,0.7116657316050723,0.28833426839492776,0.02455389578830771,0.01246448824910326,4.796053432911525,1.0000000000000018,0.09866236624262241
B136,RAND,4.0,CAP2,R,0.3,0.75,93.22009892086331,65.70098920863309,65.65467625899281,0.7220738525370157,0.2779261474629843,0.025178820619797784,0.012505759543797694,4.938329660011545,1.0000000000000018,0.10303466980209584
B136,EXT,,CAP2,D,0.0,0.75,93.22009892086331,93.22009892086331,92.29361510791367,0.728325017481858,0.2716749825181422,0.02502299341834478,0.009369010513941718,4.675125426436814,1.0000000000000022,0.10489359596927289
B136,EXT,,CAP2,D,0.05,0.75,93.22009892086331,89.05328237410072,88.12769784172662,0.6958530139356685,0.30414698606433166,0.024928143760641643,0.009318698307580052,5.320059831377062,1.0000000000000022,0.09825206490896053
B136,RAND,0.0,CAP2,D,0.05,0.75,93.22009892086331,89.05328237410072,88.12769784172662,0.6958765195047409,0.3041234804952592,0.025064368338221052,0.009367244528112816,4.646347307317087,1.0000000000000022,0.09988992138241254
B136,RAND,1.0,CAP2,D,0.05,0.75,93.22009892086331,89.05328237410072,88.12769784172662,0.6958711838344411,0.30412881616555903,0.02501491511594809,0.009364506399556823,4.656476269380862,1.0000000000000022,0.10017613725301366
B136,RAND,2.0,CAP2,D,0.05,0.75,93.22009892086331,89.05328237410072,88.12769784172662,0.6958771093000871,0.3041228906999131,0.02502515731220165,0.009366069397023915,4.671198734543909,1.0000000000000022,0.10085988421121143
B136,RAND,3.0,CAP2,D,0.05,0.75,93.22009892086331,89.05328237410072,88.12769784172662,0.695868962610439,0.3041310373895611,0.025108245001520358,0.009354365970806446,4.645900351760173,1.0000000000000022,0.09953464326726763
B136,RAND,4.0,CAP2,D,0.05,0.75,93.22009892086331,89.05328237410072,88.12769784172662,0.6958742189975607,0.3041257810024394,0.025007404325529958,0.00936741899895933,4.674125680849692,1.0000000000000022,0.10020733893870504
B136,EXT,,CAP2,D,0.1,0.75,93.22009892086331,84.3466726618705,83.43098021582733,0.6588063503779233,0.3411936496220768,0.024917940741461562,0.00930061707848637,5.885871157549018,1.0000000000000018,0.09209533005225817
B136,RAND,0.0,CAP2,D,0.1,0.75,93.22009892086331,84.3466726618705,83.43098021582733,0.6588431095546902,0.34115689044531017,0.025046997114229568,0.009364130777692093,4.542026724376034,1.000000000000002,0.0960049407867284
B136,RAND,1.0,CAP2,D,0.1,0.75,93.22009892086331,84.3466726618705,83.43098021582733,0.6588355912691003,0.34116440873089976,0.02505181966205799,0.009359859178831694,4.542145414286072,1.000000000000002,0.09567230943347803
B136,RAND,2.0,CAP2,D,0.1,0.75,93.22009892086331,84.3466726618705,83.43098021582733,0.6588397574198033,0.34116024258019684,0.025095564583191416,0.009362009861222778,4.508494775069947,1.000000000000002,0.09528032411595386
B136,RAND,3.0,CAP2,D,0.1,0.75,93.22009892086331,84.3466726618705,83.43098021582733,0.6588315302996838,0.3411684697003164,0.02514108390350315,0.009341838235637888,4.531634836738317,1.0000000000000022,0.09543340595477554
B136,RAND,4.0,CAP2,D,0.1,0.75,93.22009892086331,84.3466726618705,83.46223021582733,0.6592832972077166,0.3407167027922836,0.025055221817733824,0.009358753172156533,4.521909221282792,1.0000000000000024,0.09413865749469176
B136,EXT,,CAP2,D,0.2,0.75,93.22009892086331,74.97414568345324,74.06317446043165,0.5847105647232828,0.4152894352767174,0.024592411642075315,0.009272413628750172,6.630216721002616,1.0000000000000018,0.08062719242929271
B136,RAND,0.0,CAP2,D,0.2,0.75,93.22009892086331,74.97414568345324,74.06317446043165,0.5847758757553257,0.4152241242446744,0.025154643426549283,0.009351054435765909,4.1918404815683665,1.0000000000000018,0.08622215416884356
B136,RAND,1.0,CAP2,D,0.2,0.75,93.22009892086331,74.97414568345324,74.06317446043165,0.5847670763456402,0.4152329236543599,0.025040094508667683,0.009350444865566947,4.20613550705505,1.0000000000000018,0.08571782861906055
B136,RAND,2.0,CAP2,D,0.2,0.75,93.22009892086331,74.97414568345324,74.06317446043165,0.5847481339267488,0.4152518660732512,0.0252633198089595,0.009337190248069876,4.143799524210834,1.000000000000002,0.08314192746738837
B136,RAND,3.0,CAP2,D,0.2,0.75,93.22009892086331,74.97414568345324,74.06317446043165,0.5847493851485891,0.415250614851411,0.02466564183080665,0.009314991904430752,4.143438364089213,1.0000000000000018,0.0835626860035293
B136,RAND,4.0,CAP2,D,0.2,0.75,93.22009892086331,74.97414568345324,74.9404226618705,0.5923645954665465,0.4076354045334535,0.025128670709251854,0.009331712829395997,4.205949699739073,1.000000000000002,0.08349689449276497
B136,EXT,,CAP2,D,0.3,0.75,93.22009892086331,65.70098920863309,64.77450539568345,0.5114142723066953,0.4885857276933048,0.02459538050184025,0.00925294997550653,7.241406658242174,1.0000000000000016,0.06989249690129129
