score,side,quantile,inner_bar,inner_n_fire,inner_d_fire,inner_d_refuse,inner_lic_minus_ref,outer_lic_minus_ref,outer_n_fire,sel_mean_OOS_Sharpe,d_sel,n_4b_both
S_OBS_RATIO,OBS,0.5,0.11649201928455498,36,-0.0049386856937244745,-0.0168883112631192,0.011949625569394724,0.0025820043320969686,36,0.7976191769439737,0.0053716367468067405,13
S_OBS_RATIO,OBS,0.6,0.1617697511175066,29,-0.006345952021481671,-0.013993936786590784,0.007647984765109113,0.013085074344643281,29,0.7992022914008177,0.006954751203650744,16
S_OBS_RATIO,OBS,0.7,0.2016545286445863,22,-0.018640485790813035,-0.00751362406096971,-0.011126861729843325,0.0540507390855562,22,0.8066048339427253,0.014357293745558386,17
S_OBS_RATIO,OBS,0.8,0.25127922968657923,15,-0.04233711509690945,-0.00264412568408299,-0.03969298941282646,0.06165598918381803,15,0.804385719939824,0.012138179742657074,20
S_OBS_RATIO,OBS,0.9,0.3347865536935325,8,-0.025146899222263708,-0.009134323385441602,-0.016012575836822106,0.1403668482154755,8,0.8071611849832396,0.01491364478607271,23
S_OBS_RATIO,OBS,0.95,0.4261227675899356,4,-0.029165983633680892,-0.009839822881053657,-0.019326160752627233,0.10275009058127424,4,0.7981638748384565,0.0059163346412896,24
S_OBS_MARGIN,OBS,0.5,0.052826444157478405,36,0.005596250905118764,-0.027423247861962444,0.033019498767081205,-0.04202997054048728,36,0.7864661832258276,-0.005781356971339302,14
S_OBS_MARGIN,OBS,0.6,0.06778387644022893,29,0.011845892541392252,-0.026262855212715056,0.03810874775410731,-0.02257492512830766,29,0.7906243555708081,-0.001623184626358798,16
S_OBS_MARGIN,OBS,0.7,0.08920803687342689,22,0.0050620199293583265,-0.017942726577845108,0.023004746507203435,-0.028984464224771057,22,0.7889854813884506,-0.0032620588087163283,17
S_OBS_MARGIN,OBS,0.8,0.09800544611557532,15,0.020180497213758548,-0.019096128923732462,0.039276626137491014,-0.013776877483060892,15,0.7919445353333076,-0.00030300486385936853,20
S_OBS_MARGIN,OBS,0.9,0.16330170030842947,8,0.059139415714772686,-0.019670112752571155,0.07880952846734385,0.02966978583245081,8,0.7962281417849161,0.003980601587749155,23
S_OBS_MARGIN,OBS,0.95,0.23796990065656676,4,0.0,-0.011555468977152532,0.011555468977152532,0.1838774649649858,4,0.8024205580622933,0.010173017865126366,24
S_PBOOT_TOP,BAR,0.5,0.523,36,-0.013019380382806403,-0.008807616574037273,-0.00421176380876913,-0.02628905537983131,36,0.7904014120159916,-0.001846128181175355,14
S_PBOOT_TOP,BAR,0.6,0.624,29,-0.017286303809719957,-0.006615559999174266,-0.010670743810545691,-0.0073500905831418144,29,0.7942866566274867,0.0020391164303197318,15
S_PBOOT_TOP,BAR,0.7,0.7474,22,-0.00527966077860575,-0.013392387066340916,0.008112726287735166,0.003903132975517051,22,0.7959639453005488,0.0037164051033818923,18
S_PBOOT_TOP,BAR,0.8,0.8940000000000002,15,-0.007561307795470114,-0.011795653921303868,0.004234346125833754,-0.017629731599748316,15,0.7913090819633678,-0.0009384582337991221,19
S_PBOOT_TOP,BAR,0.9,0.9959,8,-0.0021838244906483423,-0.012004707726893523,0.00982088323624518,-0.012721656717556746,9,0.7920376429096297,-0.00020989728753717518,21
S_PBOOT_TOP,BAR,0.95,1.0,6,-0.003202314511499086,-0.01161451520268754,0.008412200691188454,-0.012721656717556746,9,0.7920376429096297,-0.00020989728753717518,21
S_PBOOT_MARGIN,BAR,0.5,0.31400000000000006,36,0.0005043809162247245,-0.0223313778730684,0.02283575878929312,-0.02628905537983131,36,0.7904014120159916,-0.001846128181175355,14
S_PBOOT_MARGIN,BAR,0.6,0.4488000000000001,29,-0.0065815940573433,-0.013835015413567823,0.007253421356224523,-0.015098135704200396,29,0.7924228811132197,0.00017534091605275748,16
S_PBOOT_MARGIN,BAR,0.7,0.5891999999999998,22,0.0028921217273516434,-0.016987971368962164,0.019880093096313806,-0.01330341882000851,22,0.7923128637081339,6.532351096699696e-05,17
S_PBOOT_MARGIN,BAR,0.8,0.8492000000000003,15,-0.007561307795470114,-0.011795653921303868,0.004234346125833754,-0.017629731599748316,15,0.7913090819633678,-0.0009384582337991221,19
S_PBOOT_MARGIN,BAR,0.9,0.9939,8,-0.0021838244906483423,-0.012004707726893523,0.00982088323624518,-0.012721656717556746,9,0.7920376429096297,-0.00020989728753717518,21
S_PBOOT_MARGIN,BAR,0.95,1.0,6,-0.003202314511499086,-0.01161451520268754,0.008412200691188454,-0.012721656717556746,9,0.7920376429096297,-0.00020989728753717518,21
