family,panel,ladder,spread_measure,n_units,k,num_spread,den_spread,ratio,rho,argmax_move,rho_nd,den_constant
NRM_VOL20,U56,CROSS_SECTION,S_MAXMIN,231,37,4.039556198745778,2.472954863818651,1.63349370336183,0.6249385996473835,0.18376623376623372,0.4193770549559241,False
NRM_VOL20,U56,CROSS_SECTION,S_RANGEMED,231,37,1.2424242424242424,0.9884732099714734,1.25691240783359,0.6249385996473835,0.18376623376623372,0.4193770549559241,False
NRM_VOL20,U56,CROSS_SECTION,S_CV,231,37,0.32231134267457284,0.24631509627660977,1.3085326378559434,0.6249385996473835,0.18376623376623372,0.4193770549559241,False
NRM_VOL20,U56,CROSS_SECTION,S_IQRMED,231,37,0.45,0.3145226099228505,1.430739749076802,0.6249385996473835,0.18376623376623372,0.4193770549559241,False
NRM_VOL20,B136,CROSS_SECTION,S_MAXMIN,231,91,4.785938480853735,2.5869817954378838,1.8500085656936935,0.7165043930326007,0.41883116883116883,0.32353823035073154,False
NRM_VOL20,B136,CROSS_SECTION,S_RANGEMED,231,91,1.3465519987259116,0.9834651752754954,1.3691913375058813,0.7165043930326007,0.41883116883116883,0.32353823035073154,False
NRM_VOL20,B136,CROSS_SECTION,S_CV,231,91,0.3215812231206477,0.21230502438817328,1.5147132011943178,0.7165043930326007,0.41883116883116883,0.32353823035073154,False
NRM_VOL20,B136,CROSS_SECTION,S_IQRMED,231,91,0.48713719691368557,0.2710962743234411,1.7969158673589485,0.7165043930326007,0.41883116883116883,0.32353823035073154,False
NRM_VOL20,SMALL,CROSS_SECTION,S_MAXMIN,204,250,3.050090025817271,2.7247356581867628,1.1194076814948803,0.6515883640793025,0.7875,0.2008798459751086,False
NRM_VOL20,SMALL,CROSS_SECTION,S_RANGEMED,204,250,1.0389020515218044,0.9094751112383641,1.1423094911384757,0.6515883640793025,0.7875,0.2008798459751086,False
NRM_VOL20,SMALL,CROSS_SECTION,S_CV,204,250,0.22803670617380684,0.19873043548119024,1.147467450678386,0.6515883640793025,0.7875,0.2008798459751086,False
NRM_VOL20,SMALL,CROSS_SECTION,S_IQRMED,204,250,0.33563091549882695,0.2754003809211966,1.2187017112182745,0.6515883640793025,0.7875,0.2008798459751086,False
NRM_GROSS,U56,LAD_GROSS,S_MAXMIN,15,15,3.3333333333333335,1.0,3.3333333333333335,1.0,0.0,,True
NRM_GROSS,U56,LAD_GROSS,S_RANGEMED,15,15,1.0769230769230769,0.0,inf,1.0,0.0,,True
NRM_GROSS,U56,LAD_GROSS,S_CV,15,15,0.3440104580768907,0.0,inf,1.0,0.0,,True
NRM_GROSS,U56,LAD_GROSS,S_IQRMED,15,15,0.5384615384615384,0.0,inf,1.0,0.0,,True
NRM_GROSS,U56,LAD_N,S_MAXMIN,9,9,1.0,8.0,0.125,,0.0,,False
NRM_GROSS,U56,LAD_N,S_RANGEMED,9,9,0.0,2.3333333333333335,0.0,,0.0,,False
NRM_GROSS,U56,LAD_N,S_CV,9,9,0.0,0.6272727272727273,0.0,,0.0,,False
NRM_GROSS,U56,LAD_N,S_IQRMED,9,9,0.0,1.0,0.0,,0.0,,False
NRM_GROSS,B136,LAD_GROSS,S_MAXMIN,15,15,3.3333333333333335,1.0,3.3333333333333335,1.0,0.0,,True
NRM_GROSS,B136,LAD_GROSS,S_RANGEMED,15,15,1.0769230769230769,0.0,inf,1.0,0.0,,True
NRM_GROSS,B136,LAD_GROSS,S_CV,15,15,0.3440104580768907,0.0,inf,1.0,0.0,,True
NRM_GROSS,B136,LAD_GROSS,S_IQRMED,15,15,0.5384615384615384,0.0,inf,1.0,0.0,,True
NRM_GROSS,B136,LAD_N,S_MAXMIN,9,9,1.0,8.0,0.125,,0.0,,False
NRM_GROSS,B136,LAD_N,S_RANGEMED,9,9,0.0,2.3333333333333335,0.0,,0.0,,False
NRM_GROSS,B136,LAD_N,S_CV,9,9,0.0,0.6272727272727273,0.0,,0.0,,False
NRM_GROSS,B136,LAD_N,S_IQRMED,9,9,0.0,1.0,0.0,,0.0,,False
NRM_GROSS,SMALL,LAD_GROSS,S_MAXMIN,15,15,3.3333333333333335,1.0,3.3333333333333335,1.0,0.0,,True
NRM_GROSS,SMALL,LAD_GROSS,S_RANGEMED,15,15,1.0769230769230769,0.0,inf,1.0,0.0,,True
NRM_GROSS,SMALL,LAD_GROSS,S_CV,15,15,0.3440104580768907,0.0,inf,1.0,0.0,,True
NRM_GROSS,SMALL,LAD_GROSS,S_IQRMED,15,15,0.5384615384615384,0.0,inf,1.0,0.0,,True
NRM_GROSS,SMALL,LAD_N,S_MAXMIN,9,9,1.0,8.0,0.125,,0.0,,False
NRM_GROSS,SMALL,LAD_N,S_RANGEMED,9,9,0.0,2.3333333333333335,0.0,,0.0,,False
NRM_GROSS,SMALL,LAD_N,S_CV,9,9,0.0,0.6272727272727273,0.0,,0.0,,False
NRM_GROSS,SMALL,LAD_N,S_IQRMED,9,9,0.0,1.0,0.0,,0.0,,False
NRM_NULLSD,U56,LAD_N,S_MAXMIN,8,8,2.7377395539124083,2.211908407129719,1.2377273602685175,0.6666666666666669,0.0,0.261904761904762,False
NRM_NULLSD,U56,LAD_N,S_RANGEMED,8,8,0.8161349742976881,0.6701894541731352,1.2177675569434574,0.6666666666666669,0.0,0.261904761904762,False
NRM_NULLSD,U56,LAD_N,S_CV,8,8,0.26781013075264076,0.2635031680775105,1.0163450128761387,0.6666666666666669,0.0,0.261904761904762,False
NRM_NULLSD,U56,LAD_N,S_IQRMED,8,8,0.26252763637036636,0.35484426086769094,0.7398390373523718,0.6666666666666669,0.0,0.261904761904762,False
NRM_POOLMEAN,U56,LAD_N,S_MAXMIN,9,9,1.6838116849488267,1.0,1.6838116849488267,1.0,0.0,,True
NRM_POOLMEAN,U56,LAD_N,S_RANGEMED,9,9,0.4475280110516981,0.0,inf,1.0,0.0,,True
NRM_POOLMEAN,U56,LAD_N,S_CV,9,9,0.14775107955778005,0.0,inf,1.0,0.0,,True
NRM_POOLMEAN,U56,LAD_N,S_IQRMED,9,9,0.09792819059571267,0.0,inf,1.0,0.0,,True
NRM_TURNOVER,U56,LAD_N,S_MAXMIN,9,9,1.184436195064069,1.3515503112662992,0.8763537584881638,1.0,0.0,-0.26666666666666666,False
NRM_TURNOVER,U56,LAD_N,S_RANGEMED,9,9,0.1614406038264749,0.26935612370801537,0.5993574662571179,1.0,0.0,-0.26666666666666666,False
