panel,brake_basis,depth,CAGR,Sharpe,MaxDD,H1,H2,turn,dCAGR_pp,dMaxDD_pp,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4b,price
U56,SPY200,0.0,0.1027712692773528,1.0836052475308593,-0.13279392806841706,1.1369575273896753,1.0455597918680335,3.6489011424843136,-3.3801841046845915,3.102089835883204,0.11742828662773719,1.154723770193544,-0.1327939280684176,False,False,0.9177280703687183
U56,SPY200,0.25,0.11155151176601397,1.152098545803473,-0.13651189984283796,1.2076520049254107,1.113419223545664,3.3387567691889846,-2.5021598558184754,2.7302926584411136,0.12630963925897398,1.215577873489796,-0.1365118998428385,False,True,1.0911743516674774
U56,SPY200,0.5,0.12013054154683411,1.1856055183125678,-0.14538013889305024,1.2495529258455318,1.1424400138181603,3.0252061690455907,-1.6442568777364608,1.8434687534198857,0.13492570832811412,1.2371468492125184,-0.1453801388930509,False,True,1.1211561760092297
U56,SPY200,0.75,0.12850105469835604,1.1889843044983632,-0.15443919202241485,1.2649897979110745,1.1394318906298337,2.7090328688147123,-0.8072055625842678,0.9375634404834243,0.1432675719792471,1.2266193741987208,-0.1544391920224154,False,True,1.1614927893730265
U56,SPY200,1.0,0.13657311032419872,1.1705665614654293,-0.1638148264272491,1.2590639867986266,1.114896465229123,2.4635971264395318,0.0,0.0,0.15124239469981537,1.1946624691617433,-0.1638148264272492,False,True,
U56,EQ200,0.0,0.10489788800523892,1.0286984795546117,-0.1470807910414118,1.115100902031806,0.965733944935156,3.3750569558398538,-3.1675222318959806,1.6734035385837287,0.11723911045812052,1.0706276619937911,-0.1470807910414117,False,False,0.5283004872808994
U56,EQ200,0.25,0.11304782936098645,1.0926015544725494,-0.1470807910414117,1.174599231263627,1.0343572174290554,3.1236503570037724,-2.352528096321227,1.6734035385837398,0.1260519731723695,1.1333188087174855,-0.14708079104141158,False,True,0.7113213828138885
U56,EQ200,0.5,0.12106596616870058,1.1369859654460177,-0.14708079104141158,1.218266753221361,1.0813060718675724,2.8706721274370297,-1.5507144155498143,1.673403538583751,0.13468594623361851,1.1738784026015374,-0.14708079104141147,False,True,1.0791178064791747
U56,EQ200,0.75,0.12894430728141648,1.1623614189770135,-0.15122886496617893,1.2461195056594205,1.1073558115483775,2.6198353472292775,-0.762880304278224,1.258596146107016,0.14312852238384033,1.1934432657513372,-0.15122886496617893,False,True,1.6497950452368784
U56,EQ200,1.0,0.13657311032419872,1.1705665614654293,-0.1638148264272491,1.2590639867986266,1.114896465229123,2.4635971264395318,0.0,0.0,0.15124239469981537,1.1946624691617433,-0.1638148264272492,False,True,
