panel,chooser,N,gross,isSharpe,oCAGR,oSharpe,oMaxDD,keep4a_oos,keep4b_oos,reaches_20,live_oSharpe,spy_oSharpe,anchor_oSharpe
U56,"C1 argmax IS Sharpe (N,G) joint",40,1.0,1.1630270679633525,0.1893156592057892,1.1212604490918756,-0.29093264297088084,False,False,False,1.2768823974588255,0.8738401470547136,1.185677704201696
U56,C2 argmax IS Sharpe over N at G=0.75,40,0.75,1.162287973118854,0.14166114183036194,1.1215637981921378,-0.22455514379479757,False,False,False,1.2768823974588255,0.8738401470547136,1.185677704201696
U56,"C3 argmax IS Calmar (N,G)",14,1.0,1.129628451653306,0.2495087082584424,1.1763344754992502,-0.26296512848825715,False,False,False,1.2768823974588255,0.8738401470547136,1.185677704201696
U56,"C4 argmax IS 4b-leg count (N,G)",10,0.5,1.1226732429946085,0.11821686051572988,1.0986122453318101,-0.14243006902914213,False,True,False,1.2768823974588255,0.8738401470547136,1.185677704201696
B136,"C1 argmax IS Sharpe (N,G) joint",10,1.0,1.2878670399685626,0.22152274151599505,0.925293619873677,-0.26250734179277035,False,False,False,1.1019125044197382,0.8738511437360154,1.017953764504917
B136,C2 argmax IS Sharpe over N at G=0.75,10,0.75,1.285994052600802,0.16773144987130229,0.92120995739456,-0.2020352582347692,False,False,False,1.1019125044197382,0.8738511437360154,1.017953764504917
B136,"C3 argmax IS Calmar (N,G)",28,1.0,1.185965597541759,0.2212334082996017,1.0610936360433652,-0.29775518531304357,False,False,False,1.1019125044197382,0.8738511437360154,1.017953764504917
B136,"C4 argmax IS 4b-leg count (N,G)",10,0.5,1.2838074749204558,0.1125696191944967,0.9168642618560761,-0.13818537179524093,False,False,False,1.1019125044197382,0.8738511437360154,1.017953764504917
SMALL,"C1 argmax IS Sharpe (N,G) joint",28,1.0,0.7220298358691717,0.0778919095745787,0.4341750559285606,-0.4617955345735647,False,False,False,0.6473415936678043,0.8738401470547136,0.4398469302655508
SMALL,C2 argmax IS Sharpe over N at G=0.75,28,0.75,0.7210837897204632,0.06359107237420658,0.43439830774961946,-0.36474415856602393,False,False,False,0.6473415936678043,0.8738401470547136,0.4398469302655508
SMALL,"C3 argmax IS Calmar (N,G)",28,1.0,0.7220298358691717,0.0778919095745787,0.4341750559285606,-0.4617955345735647,False,False,False,0.6473415936678043,0.8738401470547136,0.4398469302655508
SMALL,"C4 argmax IS 4b-leg count (N,G)",10,0.75,0.6426062831140491,0.08167276939218504,0.47206400257726244,-0.44227024033230333,False,False,False,0.6473415936678043,0.8738401470547136,0.4398469302655508
