panel,stat,pick,pick_is_anchor,oos_CAGR,oos_Sharpe,oos_MaxDD,anchor_oos_Sharpe,anchor_oos_CAGR,anchor_oos_MaxDD,reach,spy_oos_Sharpe,spy_oos_CAGR,spy_oos_MaxDD,live_oos_Sharpe,full_CAGR,full_Sharpe,full_MaxDD,h1,h2,keep4a,keep4b,fail4a,fail4b
U56,Q50,189,False,0.15801217588581307,1.0530445140025766,-0.21753419701251098,1.1831862943616596,0.17284600189211563,-0.19127563591226437,False,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.15578413144491754,1.1231704270134937,-0.21753419701251098,1.324435170368833,0.9898805761707764,False,False,"H2,DD",DD
U56,Q75,189,False,0.15801217588581307,1.0530445140025766,-0.21753419701251098,1.1831862943616596,0.17284600189211563,-0.19127563591226437,False,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.15578413144491754,1.1231704270134937,-0.21753419701251098,1.324435170368833,0.9898805761707764,False,False,"H2,DD",DD
U56,Q90,189,False,0.15801217588581307,1.0530445140025766,-0.21753419701251098,1.1831862943616596,0.17284600189211563,-0.19127563591226437,False,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.15578413144491754,1.1231704270134937,-0.21753419701251098,1.324435170368833,0.9898805761707764,False,False,"H2,DD",DD
U56,Q95,189,False,0.15801217588581307,1.0530445140025766,-0.21753419701251098,1.1831862943616596,0.17284600189211563,-0.19127563591226437,False,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.15578413144491754,1.1231704270134937,-0.21753419701251098,1.324435170368833,0.9898805761707764,False,False,"H2,DD",DD
U56,Q99,189,False,0.15801217588581307,1.0530445140025766,-0.21753419701251098,1.1831862943616596,0.17284600189211563,-0.19127563591226437,False,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.15578413144491754,1.1231704270134937,-0.21753419701251098,1.324435170368833,0.9898805761707764,False,False,"H2,DD",DD
U56,Q995,189,False,0.15801217588581307,1.0530445140025766,-0.21753419701251098,1.1831862943616596,0.17284600189211563,-0.19127563591226437,False,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.15578413144491754,1.1231704270134937,-0.21753419701251098,1.324435170368833,0.9898805761707764,False,False,"H2,DD",DD
U56,Q100,189,False,0.15801217588581307,1.0530445140025766,-0.21753419701251098,1.1831862943616596,0.17284600189211563,-0.19127563591226437,False,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.15578413144491754,1.1231704270134937,-0.21753419701251098,1.324435170368833,0.9898805761707764,False,False,"H2,DD",DD
U56,K21,90,False,0.1614994679427808,1.0720361956217832,-0.2501119700525002,1.1831862943616596,0.17284600189211563,-0.19127563591226437,False,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.15395789253417935,1.1070370093353132,-0.25011197005250063,1.2666130209875848,1.0008775886264645,False,False,"H2,DD",DD
U56,K63,189,False,0.15801217588581307,1.0530445140025766,-0.21753419701251098,1.1831862943616596,0.17284600189211563,-0.19127563591226437,False,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.15578413144491754,1.1231704270134937,-0.21753419701251098,1.324435170368833,0.9898805761707764,False,False,"H2,DD",DD
U56,K126,189,False,0.15801217588581307,1.0530445140025766,-0.21753419701251098,1.1831862943616596,0.17284600189211563,-0.19127563591226437,False,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.15578413144491754,1.1231704270134937,-0.21753419701251098,1.324435170368833,0.9898805761707764,False,False,"H2,DD",DD
