panel,source,kind,arm,n,r_target,bps,n_elig,r_real,k,CAGR,Vol,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turn,gross,sat_share,SPY_CAGR,SPY_Sharpe,SPY_MaxDD,SPY_OOS_Sharpe,p4a,p4a_v1,f4b,p4b
BSTK100~0.40~s0,BSTK100,SUB,FWD,28.0,1.0,10,28.0,1.0,40,0.14670783301967116,0.1272510659128077,1.139810775364664,-0.19554118083505845,1.0699200077109579,1.2110348447952586,0.1295078925545745,0.9805229826778311,0.16109911355005346,1.285276390392997,-0.19554118083505823,9.16342651828211,0.7449312908312683,0.512486427795874,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,False,True,-,True
BSTK100~0.40~s0,BSTK100,SUB,EWall,,,10,28.0,,40,0.1439659210313815,0.12543990038076866,1.1353434888215665,-0.19532368651441578,1.0722308346069438,1.1997381145417048,0.12881320948803232,0.9853597983774797,0.15662371833892563,1.2735807416557021,-0.1953236865144159,8.921578113498207,0.7449312908312683,,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,False,True,-,True
U56~0.70~s1,U56,SUB,FWD,13.0,0.5,10,26.0,0.5,38,0.1451621965513794,0.12717987255828228,1.129794569873506,-0.1806930802844856,1.1451777803567753,1.123908547845122,0.1258480705331917,1.0688453147012984,0.16135041057638588,1.1779629354406596,-0.1806930802844855,11.0611665692278,0.75,0.12052117263843648,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.8820107671822842,False,True,-,True
U56~0.85~s0,U56,SUB,FWD,17.0,0.5,10,34.0,0.5,47,0.1425201164340011,0.125297840500871,1.1264297164910413,-0.1878182017108646,1.140456522065169,1.1248649427183974,0.12068332568214979,1.0554900952300221,0.16086095174921433,1.1821257584819949,-0.18781820171086483,10.95883056796739,0.75,0.11292073832790445,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.8820107671822842,False,False,-,True
U56~0.85~s0,U56,SUB,FWD,26.0,0.75,10,34.0,0.7647058823529411,47,0.1264256415201337,0.11145812542627494,1.1242115453586414,-0.1715809271333536,1.0769276005989965,1.1706198910499792,0.10296394112435525,0.9839443251259551,0.14616273574094962,1.2312528758612533,-0.1715809271333537,9.285917505931286,0.7500000000000002,0.24104234527687296,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.8820107671822842,False,False,-,True
U56~0.70~s1,U56,SUB,FWD,20.0,0.75,10,26.0,0.7692307692307693,38,0.12479485696836656,0.11171699261909791,1.1088828199725516,-0.17743684547420668,1.0574439178228014,1.1592239596087044,0.09919240258947726,0.9599412898074705,0.14637171554214246,1.2211681424015448,-0.17743684547420657,9.220881957571068,0.75,0.24647122692725298,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.8820107671822842,False,True,-,True
BSTK100~0.85~s0,BSTK100,SUB,FWD,62.0,1.0,10,62.0,1.0,85,0.1372783800350621,0.1229807049013619,1.107859855093169,-0.2013011118246948,1.1253063541412982,1.0899078201005044,0.13279955871524796,1.0227840093193905,0.1409878462712606,1.1892165498814666,-0.18097632113164674,8.718541603417155,0.7467898175264697,0.5309446254071661,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,False,True,-,True
BSTK100~0.40~s0,BSTK100,SUB,FWD,21.0,0.75,10,28.0,0.75,40,0.14707682002955713,0.13183528667214459,1.1071337811868196,-0.19923036156555296,1.027400204396512,1.1877467595724036,0.1266460659284574,0.9385073184565961,0.16421597315752612,1.2582356664321295,-0.19923036156555274,10.007532097213565,0.7449312908312681,0.23127035830618892,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,False,False,-,True
U56~0.85~s0,U56,SUB,FWD,34.0,1.0,10,34.0,1.0,47,0.11627192871447489,0.1043818141237782,1.1063064661753101,-0.16879781006262884,1.1001410118757007,1.116115279634735,0.0996815652712193,1.0000431622284973,0.13015141049836276,1.1888610724846196,-0.16879781006262873,8.560601271260442,0.75,0.5255157437567861,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.8820107671822842,False,False,-,True
U56~0.85~s0,U56,SUB,EWall,,,10,34.0,,47,0.1133666880373283,0.10191879871050115,1.1049599526081604,-0.1611526879369768,1.1071955870919499,1.10652717976928,0.09983785465140782,1.0139201165419212,0.12465655737450132,1.1765166800726952,-0.1611526879369759,8.384694341543016,0.7500000000000002,,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.8820107671822842,False,False,-,True
BSTK100~0.85~s0,BSTK100,SUB,EWall,,,10,62.0,,85,0.13543163051672424,0.12177289345641794,1.1042776493789102,-0.2013011118246948,1.123284688230035,1.0847039753108139,0.13142038746186246,1.0211529513250606,0.138752603933175,1.1841498274513456,-0.17878168150279217,8.584842077017445,0.7467898175264697,,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,False,True,-,True
BSTK100~0.85~s0,BSTK100,SUB,FWD,46.0,0.75,10,62.0,0.7419354838709677,85,0.13942612397691323,0.1262559008047807,1.0973097221924997,-0.2013011118246948,1.103361038155325,1.0911483962271546,0.1331764083571736,1.0058220419490675,0.14460963252957093,1.1833533976749535,-0.18191241401169467,9.407027924796127,0.7467898175264697,0.1986970684039088,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,False,True,-,True
