cad,pop,k,rho_reach_baseto,rho_reach_rawchg,part_baseto,part_rawchg
D,RANKN ladder,27,0.9957264957264956,0.9926739926739926,0.6952441430454207,0.34013767654859556
D,COVER ladder,39,0.9870445344129555,0.9979757085020243,-0.002359662678973307,0.9180911222600096
D,both ladders,66,0.9947810112312638,0.9975783892113064,0.22629456608180906,0.7477591287779168
D,ladders + CONTROLS,75,0.9939115467231887,0.9940538003044225,0.47786232320738903,0.49631419820231115
W,RANKN ladder,27,0.996947496947497,0.9914529914529915,0.8659268073532366,0.5490438889820426
W,COVER ladder,39,0.9866396761133602,0.9979757085020243,0.34560762821599267,0.9304951488709652
W,both ladders,66,0.994697507410964,0.9975783892113064,0.5690839712366265,0.8311221988314818
W,ladders + CONTROLS,75,0.9914647851259653,0.9946228146293581,0.33237701019855154,0.6623520562123835
