panel,fam,arm,leg,f,sleeve,cost,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,OOS_4a,OOS_4b,OOS_both
u56,C133,band3-rw,R20,0.5,S3,10.0,0.1173145067704402,1.2886082511871213,-0.11630045016463719,1.2850846619485738,0.8820109845896832,0.15450717694493354,-0.33717289200673795,False,True,False
broad,C133,band3-rw,R20,0.5,S3,10.0,0.10820086833949616,1.0472659965549593,-0.11819308813854568,1.1185082795688426,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,False
