cell,keep4b_FULL,keep4b_OOS,keep4b_BOTH,keep4a_FULL,keep4a_OOS,twin_U_keep4b_BOTH,twin_S_keep4b_BOTH,CAGR_FULL,Sharpe_FULL,MaxDD_FULL,CAGR_OOS,Sharpe_OOS,MaxDD_OOS,leg_H1,leg_H2,leg_DD,leg_CAGR
w=0.00 G=0.50,False,False,False,False,False,False,False,0.028684430358481894,0.6586601073417497,-0.09620969665539314,0.024604250814897588,0.5449514617278195,-0.0962096966553938,False,False,True,False
w=0.00 G=0.75,False,False,False,False,False,False,False,0.04258166594486146,0.6589033459595597,-0.14161687822607272,0.036280008883579296,0.5447740088754681,-0.14161687822607494,False,False,True,False
w=0.00 G=1.00,False,False,False,False,False,False,False,0.056154169926363684,0.6590903420429699,-0.18528414427291995,0.04750968603008476,0.5445406577104189,-0.1852841442729216,False,False,True,False
w=0.25 G=0.50,False,False,False,False,False,False,False,0.03506259804435463,0.8308737781729955,-0.07941923273754437,0.03410561654778954,0.7824034740285069,-0.07941923273754237,True,False,True,False
w=0.25 G=0.75,False,False,False,False,False,False,False,0.05235520907869984,0.831020150934493,-0.1177626830409233,0.05081146744356535,0.7820503080450296,-0.11776268304092341,True,False,True,False
w=0.25 G=1.00,False,False,False,False,False,False,False,0.0694579704993894,0.8310943012030704,-0.15519041508425868,0.06725171312208622,0.7816231214217867,-0.15519041508425768,True,False,True,False
w=0.50 G=0.50,False,False,False,False,False,False,False,0.041416648074610096,0.9817482124165219,-0.06879505864716673,0.04361068643405974,1.0008285523977605,-0.06879505864716662,True,True,True,False
w=0.50 G=0.75,False,False,False,False,False,False,False,0.062074475331989065,0.9818183295026093,-0.10224226877140652,0.06535307003252933,1.0003365059228966,-0.10224226877140674,True,True,True,False
w=0.50 G=1.00,False,False,False,False,False,False,False,0.0826651485059755,0.9818005736940837,-0.13505838551891147,0.08701472397477361,0.9997518356870234,-0.13505838551891147,True,True,True,False
w=0.75 G=0.50,False,False,False,False,False,False,False,0.047745222514275154,1.0938328124360204,-0.07505384421292338,0.05311735973921983,1.1690509716442874,-0.07505384421292327,True,True,True,False
w=0.75 G=0.75,False,False,False,False,False,False,False,0.07173496202447405,1.0938639727304518,-0.11149666093950839,0.07989785789354742,1.168488776401233,-0.11149666093950839,True,True,True,False
w=0.75 G=1.00,False,False,False,False,False,True,False,0.09576494390313361,1.0937875802766512,-0.1472166186402587,0.10678234334568248,1.167810838734794,-0.1472166186402587,True,True,True,False
w=1.00 G=0.50,False,False,False,False,False,False,False,0.054046955089097626,1.162044674946332,-0.08131052750771006,0.06262347501955534,1.2757167901781816,-0.0813105275077104,True,True,True,False
w=1.00 G=0.75,False,False,False,False,False,False,False,0.0813318270794563,1.162086655674379,-0.12074466451478849,0.09443825408916995,1.275179622508887,-0.12074466451478827,True,True,True,False
w=1.00 G=1.00,True,True,True,False,False,True,False,0.10874535170426403,1.1619923947713293,-0.1593609663420239,0.12653592491932364,1.2744933087301658,-0.15936096634202412,True,True,True,True
