arm,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,panel,book,cost,m,TO,gross,m_H1,m_H2,m_OOS,m_DD,m_CAGR,p4b
m0.60,0.07875929632670786,0.9543265772291166,-0.1232477713399206,1.1215173011670831,0.8088925796382446,0.0754871324660189,0.8894625783836446,-0.12324777133992004,broad136,CAND20,10.0,0.6,7.867697716492279,0.4195011387850214,0.16487890323140808,-0.025140112197590603,0.007438654786413035,0.07904794850443744,-0.027839040175308402,False
m0.65,0.0853004514847937,0.9546697700646478,-0.13311904092593962,1.1219189827121332,0.809209912813808,0.08171253506299525,0.8897869293484181,-0.13311904092593974,broad136,CAND20,10.0,0.65,8.517373052040703,0.45443029780585814,0.16528058477645813,-0.02482277902202712,0.007763005751186491,0.06917667891841842,-0.02129788501722256,False
m0.70,0.09183505011721027,0.9550084461686056,-0.14292946565316433,1.1223161939083015,0.8095232804293195,0.08792448800756336,0.890106971312868,-0.14292946565316456,broad136,CAND20,10.0,0.7,9.166513784221818,0.4893552787166646,0.16567779597262644,-0.024509411406515635,0.008083047715636393,0.05936625419119371,-0.014763286384805993,False
m0.75,0.09836229126206986,0.9553417656083263,-0.15267917222590566,1.122707931253202,0.8098320093275773,0.09412214796692897,0.8904219712312386,-0.15267917222590544,broad136,CAND20,10.0,0.75,9.815290081608575,0.5242761512550864,0.16606953331752694,-0.02420068250825791,0.008398047634006978,0.049616547618452383,-0.008236045239946407,False
m0.80,0.10488148517696749,0.9556700122267108,-0.16236818224018235,1.123095199795488,0.8101357695467419,0.10030468193072295,0.8907314646521738,-0.1623681822401819,broad136,CAND20,10.0,0.8,10.463768970681471,0.5591929852070175,0.16645680185981304,-0.023896922289093236,0.008707541054942203,0.039927537604175695,-0.001716851325048771,False
m0.85,0.11139188327904592,0.955992970004321,-0.17199660524493154,1.1234769260479294,0.8104351138208179,0.10647139246232973,0.8910361576177575,-0.17199660524493143,broad136,CAND20,10.0,0.85,11.112062244904877,0.5941058504112129,0.1668385281122543,-0.023597578015017273,0.009012234020525867,0.030299114599426497,0.004793546777029659,False
m0.90,0.11789273555863145,0.9563105479631482,-0.18156463688641322,1.1238531458005425,0.8107298692806216,0.11262144837153731,0.8913356941439318,-0.1815646368864131,broad136,CAND20,10.0,0.9,11.76027759206471,0.629014816763974,0.16721474786486745,-0.023302822555213543,0.009311770546700182,0.02073108295794482,0.011294399056615181,False
m0.95,0.12438320644412637,0.956622215996911,-0.19107242609323438,1.1242239615010836,0.8110189601103006,0.11875391294087256,0.8916292280829893,-0.19107242609323438,broad136,CAND20,10.0,0.95,12.408590497063997,0.6639199542239185,0.16758556356540855,-0.02301373172553456,0.009605304485757693,0.011223293751123659,0.017784869942110107,False
m1.00,0.13086243556020016,0.9569274633118441,-0.20052048331108274,1.124588659762104,0.8113021031479172,0.12486792010130943,0.8919165372280256,-0.2005204833110832,broad136,CAND20,10.0,1.0,13.057190803704055,0.6988213328168303,0.16795026182642891,-0.022730588687917996,0.009892613630793967,0.0017752365332752984,0.0242640990581839,False
m0.10,0.010692015817865164,1.025830151855411,-0.018710520050258195,1.1421996097163614,0.9165009975950292,0.010578551034006178,1.0209937432566023,-0.018710520050258306,broad136,EWall,10.0,0.1,0.8288962384485927,0.07184833654623728,0.1855612117806863,0.08246830575919406,0.13896981965937072,0.18358519979409985,-0.0959063206841511,False
m0.15,0.016042468520659492,1.0258582098579132,-0.0279790640740486,1.1423954165768915,0.9163969610430899,0.015870785153993205,1.0208735939783735,-0.027979064074048487,broad136,EWall,10.0,0.15,1.2413656592113351,0.1077675982172043,0.1857570186412164,0.0823642692072547,0.13884967038114193,0.17431665577030944,-0.09055586798135677,False
m0.20,0.02139551760363112,1.0258849317151488,-0.03719003228449702,1.1425902560502377,0.9162916988757767,0.021164609099542098,1.0207516863923174,-0.03719003228449669,broad136,EWall,10.0,0.2,1.6525291355796274,0.14368364510120513,0.1859518581145626,0.08225900703994149,0.1387277627950858,0.16510568755986102,-0.08520281889838514,False
m0.25,0.026750884043166723,1.0259102778470417,-0.04634360097573342,1.1427842207748626,0.9161850571245198,0.02645973008974467,1.0206279082734755,-0.0463436009757332,broad136,EWall,10.0,0.25,2.062397353057525,0.17959651944817673,0.18614582283918757,0.08215236528868464,0.1386039846762439,0.15595211886862462,-0.07984745245884954,False
m0.30,0.032108288236910365,1.0259342934156919,-0.055439945933768664,1.14297732534241,0.9160771194844463,0.031755856035265984,1.0205023246422127,-0.05543994593376822,broad136,EWall,10.0,0.3,2.470979285464478,0.21550626354196645,0.18633892740673497,0.08204442764861108,0.1384784010449811,0.14685577391058938,-0.0744900482651059,False
m0.35,0.037467445624695506,1.0259569225469614,-0.06447924449753795,1.1431694562334624,0.9159678931901288,0.03705269152776447,1.0203749381245495,-0.06447924449753772,broad136,EWall,10.0,0.35,2.8782862231236788,0.25141291970257384,0.18653105829778738,0.08193520135429366,0.1383510145273179,0.1378164753468201,-0.06913089087732076,False
m0.40,0.04282806970814246,1.025978155172038,-0.07346167217551758,1.1433606397027651,0.9158573445957052,0.042349935568007036,1.0202456809511884,-0.07346167217551713,broad136,EWall,10.0,0.4,3.2843306005871,0.28731653028842963,0.18672224176709007,0.08182465275987005,0.1382217573539568,0.12883404766884046,-0.0637702667938738,False
m0.45,0.0481898708882349,1.0259979581867669,-0.08238740765771524,1.1435507888590404,0.9157455000478559,0.04764728838689414,1.02011458478319,-0.08238740765771535,broad136,EWall,10.0,0.45,3.6891227468668975,0.3232171376987118,0.1869123909233653,0.08171280821202076,0.13809066118595847,0.1199083121866428,-0.058408465613781366,False
m0.50,0.05355255566045347,1.0260162834330266,-0.09125662750535946,1.1437398620113313,0.9156323153179005,0.052944445648944294,1.0199816252225604,-0.09125662750535923,broad136,EWall,10.0,0.5,4.092675270492394,0.3591147843757027,0.1871014640756562,0.08159962348206529,0.13795770162532883,0.11103909233899859,-0.05304578084156279,False
m0.55,0.058915831020285525,1.0260331559045894,-0.10006950718253305,1.143927882856925,0.9155178290357048,0.05824110227822121,1.0198468184522462,-0.10006950718253338,broad136,EWall,10.0,0.55,4.494999230603406,0.39500951280718666,0.18728948492124997,0.0814851371998696,0.13782289485501464,0.102226212661825,-0.04768250548173074,False
m0.60,0.06427940541974908,1.0260486408958303,-0.10882622466243674,1.1441149572316822,0.9154020791792499,0.06353695344147003,1.019710210628719,-0.10882622466243663,broad136,EWall,10.0,0.6,4.896101931414691,0.430901365528891,0.18747655929600715,0.0813693873434147,0.13768628703148744,0.0934694951819213,-0.04231893108226718,False
m0.65,0.06964297704404987,1.0260626750152788,-0.11752695491333387,1.1443010116811116,0.9152850225492787,0.0688316848905901,1.019571740217186,-0.1175269549133342,broad136,EWall,10.0,0.65,5.295995768800336,0.46679038512697363,0.18766261374543658,0.08125233071344351,0.1375478166199544,0.08476876493102417,-0.036955359457966394,False
m0.70,0.07500624014493162,1.026075194560301,-0.1261718767473491,1.144486006181689,0.9151665855571924,0.07412497963883724,1.0194313566594357,-0.12617187674734887,broad136,EWall,10.0,0.7,5.694695671567718,0.502676614240555,0.187847608246014,0.08113389372135726,0.13740743306220415,0.07612384309700895,-0.03159209635708464,False
m0.75,0.08036889195529229,1.026086210444955,-0.1347611654177706,1.1446700262873595,0.9150467214474463,0.07941651921072146,1.0192890266239076,-0.13476116541777072,broad136,EWall,10.0,0.75,6.092211742795921,0.5385600955643026,0.1880316283516844,0.08101402961161108,0.13726510302667605,0.06753455442658743,-0.026229444546723976,False
m0.80,0.08573062946642795,1.0260957586663149,-0.14329499751680153,1.1448530435001367,0.9149255383998004,0.08470598969969867,1.0191448143401092,-0.14329499751680208,broad136,EWall,10.0,0.8,6.488552254315287,0.5744408718510637,0.18821464556446166,0.08089284656396523,0.1371208907428776,0.059000722327556515,-0.02086770703558831,False
m0.85,0.09109113876122277,1.026103770123936,-0.1517735499743611,1.1450350856274445,0.914802888110151,0.08999305440751648,1.0189985473641303,-0.1517735499743612,broad136,EWall,10.0,0.85,6.88373285541931,0.6103189859145538,0.18839668769176943,0.08077019627431581,0.13697462376689873,0.05052216986999694,-0.015507197740793496,False
m0.90,0.09645010759667727,1.026110236412683,-0.16019700116620506,1.1452161128311003,0.914678806281077,0.09527739205434971,1.0188502678351419,-0.16019700116620517,broad136,EWall,10.0,0.9,7.2777656499639285,0.6461944806321006,0.18857771489542519,0.08064611444524183,0.1368263442379103,0.042098718678152985,-0.010148228905338993,False
m0.95,0.1018072198354758,1.0261151245460105,-0.16856552857502638,1.1453960612596257,0.9145532993536697,0.10055867601010893,1.018699981567507,-0.16856552857502627,broad136,EWall,10.0,0.95,7.6706639108731425,0.6820673989474444,0.1887576633239506,0.08052060751783452,0.1366760579702755,0.03373019126933166,-0.00479111666654046,False
m1.00,0.10716215168162102,1.0261183690583502,-0.17687931105226473,1.1455748414127866,0.9144263370785016,0.10583657394304091,1.0185476662771331,-0.17687931105226462,broad136,EWall,10.0,1.0,8.062445441350672,0.7179377838736023,0.18893644347711158,0.08039364524266646,0.13652374267990153,0.02541640879209331,0.0005638151796047569,True
m0.10,0.008143425449903319,0.5665606805418986,-0.04086951772570424,0.7377762944725715,0.4116362592932508,0.007212286467789264,0.4985693470512336,-0.040869517725704685,small439,V1,10.0,0.1,3.0456390883439988,0.07022304401094157,-0.1528858312474103,-0.4460699074438364,-0.3834411539992744,0.16143421747833853,-0.09076561518859744,False
m0.15,0.012159878170562521,0.5664834707149644,-0.060911391186651676,0.7381177751055181,0.41124456792609615,0.010752129575125391,0.49824395886096157,-0.0609113911866509,small439,V1,10.0,0.15,4.567429255960572,0.10532919152763422,-0.1525443506144637,-0.44646159881099107,-0.3837665421895465,0.1413923440173911,-0.08674916246793823,False
m0.20,0.016138622046485196,0.5664026797681501,-0.08069021559511702,0.7384554620247596,0.410851018106056,0.01424690056257849,0.4979150156337586,-0.0806902155951168,small439,V1,10.0,0.2,6.088650573241949,0.14043186271434088,-0.15220666369522218,-0.4468551486310312,-0.3840954854167494,0.12161351960892575,-0.08277041859201556,False
m0.25,0.020078978801042258,0.5663176449107834,-0.1002055896120575,0.7387894523294896,0.4104542535402732,0.0176959151101157,0.4975817680408311,-0.10020558961205794,small439,V1,10.0,0.25,7.609416205638789,0.1755311376597279,-0.15187267339049226,-0.447251913196814,-0.38442873300967695,0.10209814559198527,-0.0788300618374585,False
m0.30,0.0239802763547754,0.5662282715196846,-0.11945691719293983,0.7391184508044893,0.41005534979135494,0.021098518736709204,0.49724458068865895,-0.11945691719293905,small439,V1,10.0,0.3,9.129833782110506,0.2106270965381724,-0.15154367491549248,-0.4476508169457323,-0.3847659203618491,0.08284681801110294,-0.07492876428372536,False
m0.35,0.0278418858628251,0.5661353599213308,-0.1384438590438416,0.7394447935971518,0.4096537593917083,0.02445407091405305,0.4969038680973169,-0.1384438590438397,small439,V1,10.0,0.35,10.649971849363256,0.24571981962031705,-0.15121733212283006,-0.44805240734537893,-0.38510663295319114,0.06385987616020117,-0.07106715477567566,False
m0.40,0.03166317915731787,0.5660393367895985,-0.1571665563685002,0.739769457059835,0.409249432110759,0.027761930336566154,0.4965598532403016,-0.15716655636850052,small439,V1,10.0,0.4,12.169899517661785,0.28080938728390653,-0.15089266866014683,-0.44845673462632824,-0.38545064781020644,0.04513717883554258,-0.06724586148118289,False
m0.45,0.03544356087311873,0.5659409535040328,-0.17562425847806062,0.7400911118452026,0.4088450329042101,0.031021587066798695,0.4962146266767205,-0.17562425847806185,small439,V1,10.0,0.45,13.689657657992399,0.31589588002492436,-0.15057101387477922,-0.4488611338328771,-0.38579587437378754,0.026679476725982143,-0.06346547976538203,False
m0.50,0.039182367538917795,0.5658397166594293,-0.19381702970867742,0.7404094211533537,0.40843996083852213,0.03423239864990357,0.4958676253897713,-0.19381702970867543,small439,V1,10.0,0.5,15.209350178453054,0.3509793784690486,-0.1502527045666281,-0.4492662058985651,-0.38614287566073674,0.008486705495365343,-0.05972667309958296,False
m0.55,0.04287902685016065,0.5657364030676303,-0.21174468609512875,0.7407254305081308,0.4080348156048741,0.037393799905758085,0.4955193785286524,-0.2117446860951283,small439,V1,10.0,0.55,16.728999813645103,0.38605996338344867,-0.14993669521185105,-0.4496713511322131,-0.38649112252185563,-0.009440950891085986,-0.056030013788340105,False
m0.60,0.04653283794166585,0.5656300998067346,-0.2294077520472999,0.7410373064876844,0.40762955878246887,0.04050512245003479,0.49516910754089266,-0.22940775204730046,small439,V1,10.0,0.6,18.248746564431436,0.421137715688942,-0.14962481923229742,-0.45007660795461835,-0.3868413935096154,-0.02710401684325714,-0.052376202696834906,False
m0.65,0.05014320694232488,0.5655213043345166,-0.2468066363927235,0.7413459712006036,0.40722433791311397,0.04356583837827532,0.4948177362079162,-0.2468066363927236,small439,V1,10.0,0.65,19.768636164221615,0.4562127164725374,-0.14931615451937819,-0.45048182882397325,-0.38719276484259185,-0.04450290118868072,-0.048765833696175875,False
m0.70,0.05370927886861443,0.5654079068868394,-0.26394268634356877,0.7416505864662887,0.406815947845957,0.046574969252485277,0.49446167973245764,-0.26394268634356743,small439,V1,10.0,0.7,21.288948670657657,0.491285047000387,-0.14901153925369315,-0.45089021889113023,-0.3875488213180504,-0.061638951139526,-0.045199761769886326,False
m0.75,0.05723058788045776,0.5652917333666121,-0.2808152263331424,0.7419508027727131,0.40640827036446747,0.049532259400679735,0.49410456011635384,-0.28081522633314326,small439,V1,10.0,0.75,22.80961719925599,0.5263547887311747,-0.14871132294726874,-0.45129789637261974,-0.3879059409341542,-0.07851149112909961,-0.041678452758042994,False
m0.80,0.06070641758290374,0.5651721299243136,-0.2974245782258418,0.7422466934526124,0.40600001585919104,0.05243702845561815,0.4937456729376409,-0.2974245782258428,small439,V1,10.0,0.8,24.330800976460434,0.5614220233299695,-0.14841543226736942,-0.4517061508778962,-0.38826482811286717,-0.09512084302179902,-0.03820262305559702,False
m0.85,0.06413618223351158,0.5650495894278152,-0.31377149510290214,0.742538387331202,0.4055920566457686,0.05528873859487704,0.4933855655329386,-0.31377149510290403,small439,V1,10.0,0.85,25.8525448233116,0.5964868326825732,-0.1481237383887798,-0.45211411009131863,-0.38862493551756944,-0.11146775989885938,-0.03477285840498917,False
m0.90,0.06751955304829127,0.5649263040130272,-0.3298565046569313,0.7428280400193288,0.4051866909912435,0.05808704277204857,0.49302596821365113,-0.32985650465692995,small439,V1,10.0,0.9,27.37466939814153,0.6315492989103949,-0.14783408570065304,-0.4525194757458437,-0.3889845328368569,-0.12755276945288851,-0.031389487590209486,False
m0.95,0.07085579328610492,0.5648012799433827,-0.34568053280775823,0.7431149390854684,0.4047827481484586,0.060831304485680304,0.4926663219090238,-0.3456805328077577,small439,V1,10.0,0.95,28.897360622073652,0.6666095043858884,-0.14754718663451338,-0.4529234185886286,-0.3893441791414842,-0.14337679760371547,-0.028053247352395838,False
m1.00,0.07414435422562682,0.5646748961694034,-0.36124389175040317,0.7433995237792635,0.4043805846233895,0.06352095995056883,0.49230664187769546,-0.36124389175040517,small439,V1,10.0,1.0,30.420639970889503,0.7016675317485888,-0.14726260194071827,-0.4533255821136977,-0.3897038591728126,-0.1589401565463604,-0.024764686412873937,False
m0.10,0.007575933284395209,0.4590783969359782,-0.028439371418100157,0.597665997703,0.345573154879731,0.008328515607346487,0.4841312477640227,-0.02843937141809949,small439,CAND20,10.0,0.1,1.9117662379192188,0.07001370537274103,-0.2929961280169818,-0.5121330118573562,-0.3978792532864853,0.1738643637859426,-0.09133310735410555,False
m0.15,0.011285812825978292,0.45932019787594397,-0.04254541371539833,0.5980050726970597,0.3457306483512585,0.012409442338560117,0.4843482962992592,-0.04254541371539944,small439,CAND20,10.0,0.15,2.8658585231089835,0.10501485735180728,-0.2926570530229221,-0.5119755183858288,-0.39766220475124886,0.15975832148864444,-0.08762322781252246,False
m0.20,0.01494257523012954,0.4595587578369434,-0.05657338835866754,0.5983426106224848,0.34588365937622373,0.016433544596020644,0.484560784983349,-0.05657338835866699,small439,CAND20,10.0,0.2,3.818853785155611,0.1400123519602676,-0.292319515097497,-0.5118225073608635,-0.39744971606715906,0.14573034684537522,-0.08396646540837122,False
m0.25,0.01854540543263261,0.4597934939996769,-0.07052159440466155,0.5986773976740357,0.34603212764135477,0.020399866078460116,0.4847685495324468,-0.07052159440466066,small439,CAND20,10.0,0.25,4.77084822203925,0.17500629660143507,-0.2919847280459461,-0.5116740390957324,-0.39724195151806124,0.13178214079938122,-0.08036363520586814,False
m0.30,0.022093504834163724,0.4600244693423374,-0.08438819218049654,0.5990099788280022,0.3461757160894039,0.024307452825541365,0.4849715175987794,-0.08438819218049542,small439,CAND20,10.0,0.3,5.72192638040757,0.20999679875033478,-0.2916521468919796,-0.5115304506476833,-0.39703898345172867,0.11791554302354623,-0.07681553580433703,False
m0.35,0.025586073370488904,0.46025160226788714,-0.09817147023799455,0.5993398379891172,0.34631470245105905,0.028155378612880755,0.48517002705839135,-0.09817147023799222,small439,CAND20,10.0,0.35,6.672177793724983,0.24498396596183214,-0.29132228773086466,-0.5113914642860282,-0.3968404739921167,0.10413226496604822,-0.07332296726801185,False
m0.40,0.029022360842693162,0.4604755524899825,-0.11186982186625982,0.5996672737297287,0.34645007009675494,0.03194275093742216,0.48536466732545475,-0.11186982186625993,small439,CAND20,10.0,0.4,7.62165073857962,0.27996790587886367,-0.2909948519902531,-0.5112560966403323,-0.3966458337250533,0.09043391333778295,-0.0698866797958076,False
m0.45,0.03240155402226952,0.46069577002758916,-0.12548164561879127,0.5999917048111684,0.34658128554547074,0.035668608435742044,0.4855548224401432,-0.12548164561879172,small439,CAND20,10.0,0.45,8.570454917795159,0.31494872624077674,-0.29067042090881345,-0.5111248811916165,-0.39645567861036485,0.0768220895852515,-0.06650748661623124,False
m0.50,0.035722853569597035,0.4609120467199417,-0.1390053382227252,0.6003128840355406,0.3467081559573834,0.0393319915970487,0.4857401201664179,-0.13900533822272632,small439,CAND20,10.0,0.5,9.518691433071773,0.34992653489178355,-0.2903492416844412,-0.5109980107797039,-0.39627038088409017,0.06329839698131756,-0.06318618706890372,False
m0.55,0.03898549592441958,0.4611245906388357,-0.15243937516803918,0.6006315296538047,0.34683047367645303,0.042931993554554015,0.48592080826137707,-0.1524393751680394,small439,CAND20,10.0,0.55,10.466433574762807,0.3849014397895387,-0.2900305960661771,-0.5108756930606342,-0.396089692789131,0.049864360036003585,-0.05992354471408118,False
m0.60,0.04218863236293946,0.46133267612317247,-0.16578231441785896,0.6009469952721511,0.3469474562812799,0.04646761250139941,0.4860961186290572,-0.16578231441785973,small439,CAND20,10.0,0.6,11.41383606976153,0.4198735490138444,-0.2897151304478307,-0.5107587104558073,-0.39591438242145083,0.03652142078618381,-0.056720408275561296,False
m0.65,0.04533157866369519,0.46153721508856677,-0.17903249684288358,0.6012609018713706,0.34705943393417454,0.04993797684929646,0.4862665873340284,-0.17903249684288336,small439,CAND20,10.0,0.65,12.360910224476564,0.45484297077549257,-0.2894012238486112,-0.5106467328029127,-0.39574391371647966,0.023271238361159186,-0.05357746197480556,False
m0.70,0.04841356235669236,0.4617380912255943,-0.19218826819383683,0.601573375346173,0.34716607149711254,0.0533421335394042,0.4864319358739077,-0.19218826819383783,small439,CAND20,10.0,0.7,13.307752406160027,0.48980981342525176,-0.2890887503738089,-0.5105400952399747,-0.39557856517660034,0.010115467010205936,-0.05049547828180839,False
m0.75,0.051433873744056724,0.461935634164353,-0.2055859400446678,0.6018837167998167,0.3472685718828301,0.05667929424256091,0.4865930799071128,-0.20558594004466813,small439,CAND20,10.0,0.75,14.25440732644613,0.5247741854630059,-0.28877840892016515,-0.5104375948542571,-0.39541742114339523,-0.003282204840625025,-0.04747516689444403,False
m0.80,0.05439170460175036,0.4621293542736155,-0.21939903103905123,0.6021909046507855,0.3473668745504957,0.05994855195378279,0.48674986777882706,-0.21939903103904967,small439,CAND20,10.0,0.8,15.201013226487168,0.5597361955470544,-0.2884712210691963,-0.5103392921865915,-0.395260633271681,-0.01709529583500846,-0.0445173360367504,False
m0.85,0.05728631471278334,0.4623192907697802,-0.23318614820518602,0.6024953874207356,0.3474606877210647,0.063149008722998,0.48690218020692183,-0.2331861482051869,small439,CAND20,10.0,0.85,16.147652701530376,0.594695952503582,-0.2881667382992462,-0.5102454790160225,-0.3951083208435862,-0.03088241300114325,-0.04162272592571742,False
m0.90,0.06011694521167876,0.46250534424111805,-0.2469404603880293,0.6027970236731796,0.34754994939790607,0.0662798147813759,0.48705021025908074,-0.24694046038802753,small439,CAND20,10.0,0.9,17.09443220991278,0.6296535653363088,-0.28786510204680227,-0.5101562173391812,-0.3949602907914273,-0.044636725183986536,-0.03879209542682199,False
m0.95,0.06288280536449053,0.46268719517021084,-0.26065588264916983,0.6030956357375893,0.34763423599744414,0.06933996993750546,0.48719318853365884,-0.2606558826491703,small439,CAND20,10.0,0.95,18.041491156057685,0.6646091432363289,-0.28756648998239254,-0.5100719307396431,-0.3948173125168492,-0.05835214744512707,-0.03602623527401022,False
m1.00,0.06558312651493092,0.4628646711511531,-0.2743260458646094,0.6033916370675825,0.3477129033976653,0.07232854473169592,0.487330838507868,-0.27432604586461007,small439,CAND20,10.0,1.0,18.988954369618156,0.6995627955921507,-0.28727048865239935,-0.509993263339422,-0.39467966254264003,-0.07202231066056664,-0.03332591412356983,False
m0.10,0.0043857695214870596,0.3356882708042461,-0.04706413994029768,0.4338237399264148,0.26181439015166874,0.003993502872987831,0.2936725977066145,-0.0470641399402999,small439,EWall,10.0,0.1,1.2910274736930325,0.07137722031139154,-0.456838385793567,-0.5958917765854185,-0.5883379033438936,0.1552395952637451,-0.0945232711170137,False
m0.15,0.006522487657351084,0.33577874609144626,-0.0699578887636686,0.43416263077363215,0.2617370014229717,0.005924210526175644,0.29362730298683565,-0.06995788876366849,small439,EWall,10.0,0.15,1.9341028515141623,0.10706343108076975,-0.45649949494634967,-0.5959691653141155,-0.5883831980636725,0.13234584644037417,-0.09238655298114967,False
m0.20,0.008621334773357026,0.3358697718714531,-0.09243266691688645,0.4345021181972344,0.2616608072745789,0.007810412246651577,0.2935827388093428,-0.09243266691688645,small439,EWall,10.0,0.2,2.575565381231006,0.1427481374895378,-0.45616000752274743,-0.5960453594625084,-0.5884277622411652,0.10987106828715631,-0.09028770586514373,False
m0.25,0.010681993802240664,0.33596137869844944,-0.11449339567277284,0.4348422104714836,0.26158587330745764,0.009651754461238449,0.29353895669310204,-0.11449339567277239,small439,EWall,10.0,0.25,3.2154243433619283,0.17843141121572392,-0.45581991524849824,-0.5961202934296296,-0.588471544357406,0.08781033953126993,-0.08822704683626009,False
m0.30,0.012704149584271462,0.33605358893302034,-0.1361449943451506,0.4351828605883379,0.26151229337454457,0.011447887219270925,0.29349602120373397,-0.13614499434515126,small439,EWall,10.0,0.3,3.8536899362327226,0.2141133241515302,-0.45547926513164394,-0.5961938733625427,-0.5885144798467741,0.06615874085889217,-0.0862048910542293,False
m0.35,0.014687490075288911,0.3361464485047569,-0.15739236388931044,0.43552403810738305,0.26144019062442714,0.013198465316014651,0.2934540240389795,-0.15739236388931255,small439,EWall,10.0,0.35,4.490371525299951,0.24979394841187233,-0.4551380876125988,-0.5962659761126601,-0.5885564770115286,0.04491137131473233,-0.08422155056321184,False
m0.40,0.016631701375981578,0.33623991720914564,-0.17824039592660812,0.4358656902631442,0.26136955248932275,0.01490314218223654,0.29341295553708524,-0.17824039592660545,small439,EWall,10.0,0.4,5.125482393013399,0.2854733563431727,-0.4547964354568376,-0.5963366142477644,-0.5885975455134228,0.024063339277434648,-0.08227733926251918,False
m0.45,0.018536476921722667,0.336334072660127,-0.19869397509859288,0.43620787867166205,0.26130048717554666,0.01656157923345769,0.29337291417546724,-0.1986939750985932,small439,EWall,10.0,0.45,5.759030341455468,0.3211516205324183,-0.45445424704831977,-0.5964056795615406,-0.5886375868750409,0.0036097601054498885,-0.08037256371677809,False
m0.50,0.020401509229954762,0.3364289250165472,-0.2187579825208521,0.43655056885220217,0.26123305755266313,0.0181734373947815,0.29333392915696455,-0.2187579825208531,small439,EWall,10.0,0.5,6.3910281581903226,0.3568288138164966,-0.45411155686777965,-0.5964731091844241,-0.5886765718935435,-0.016454247316809334,-0.078507531408546,False
m0.55,0.022226495407474456,0.33652452306050146,-0.2384372813208241,0.436893791378265,0.26116734690281396,0.019738382570623214,0.2932960624270216,-0.23843728132082387,small439,EWall,10.0,0.55,7.021486084136779,0.3925050092918242,-0.4537683343417168,-0.5965388198342733,-0.5887144386234864,-0.03613354611678132,-0.0766825452310263,False
m0.60,0.02401113922918885,0.3366209637577533,-0.2577367164374176,0.4372376056372121,0.26110350278336386,0.021256089480836016,0.2932594416802271,-0.2577367164374188,small439,EWall,10.0,0.6,7.650410353540728,0.42818028032428057,-0.45342452008276973,-0.5966026639537234,-0.5887510593702809,-0.05543298123337481,-0.0748979014093119,False
m0.65,0.025755136691306912,0.3367182106742893,-0.2766611162570083,0.43758195877597844,0.2610415219390806,0.02272622467267671,0.2932240513699858,-0.27666111625700973,small439,EWall,10.0,0.65,8.277815867030487,0.4638547005594641,-0.4530801669440034,-0.5966646447980066,-0.5887864496805222,-0.07435738105296552,-0.07315390394719384,False
m0.70,0.02745819674862915,0.3368163592783446,-0.2952152885507888,0.4379268797003296,0.26098157423902396,0.02414847105930451,0.2931900310392866,-0.29521528855078927,small439,EWall,10.0,0.7,8.903711016167982,0.49952834393328527,-0.4527352460196522,-0.5967245924980633,-0.5888204700112214,-0.09291155334674606,-0.07145084388987161,False
m0.75,0.029120024428453073,0.3369154265610838,-0.31340403872796185,0.4382723275059517,0.26092374396238954,0.025522509915198555,0.29315745415729244,-0.3134040387279602,small439,EWall,10.0,0.75,9.528108275315505,0.535201284682915,-0.45238979821403014,-0.5967824227746976,-0.5888530468932156,-0.11110030352391909,-0.06978901621004768,False
m0.80,0.03074032848427999,0.3370154488083055,-0.3312321635610459,0.43861832835263614,0.260868097146362,0.02684802483551696,0.29312638692960863,-0.33123216356104557,small439,EWall,10.0,0.8,10.151018509957417,0.570873597358105,-0.4520437973673457,-0.5968380695907252,-0.5888841141208994,-0.12892842835700313,-0.06816871215422077,False
m0.85,0.032318820284354066,0.3371164639698048,-0.3487044137901403,0.43896483596534314,0.26081476140367277,0.02812470760253305,0.2930969361033475,-0.3487044137901396,small439,EWall,10.0,0.85,10.772453641783594,0.6065453568329007,-0.4516972897546387,-0.5968914053334144,-0.5889135649471605,-0.1464006785860975,-0.06659022035414669,False
m0.90,0.03385521487798404,0.33721852035517513,-0.3658255342826734,0.439311816064598,0.26076387488950553,0.02935225305763356,0.2930691988873798,-0.36582553428267406,small439,EWall,10.0,0.9,11.392426900933788,0.6422166383177663,-0.4513503096553838,-0.5969422918475817,-0.5889413021631282,-0.16352179907863063,-0.06505382576051671,False
m0.95,0.0353492210420121,0.33732159979535503,-0.38260025836148304,0.43965920494289057,0.26071547966248076,0.030530347335491648,0.2930431814122311,-0.38260025836148215,small439,EWall,10.0,0.95,12.010956089801125,0.6778875173721417,-0.45100292077709125,-0.5969906870746065,-0.588967319638277,-0.18029652315744027,-0.06355981959648865,False
m1.00,0.0368005602215038,0.3374257701205312,-0.3990333063570768,0.44000703527528817,0.2606696960368373,0.03165869053202308,0.29301897981506714,-0.39903330635707657,small439,EWall,10.0,1.0,12.62805130494879,0.713558069917459,-0.45065509044469365,-0.5970364707002499,-0.5889915212354409,-0.19672957115303402,-0.06210848041699696,False
