arm,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,panel,book,cost,m,TO,gross,m_H1,m_H2,m_OOS,m_DD,m_CAGR,p4b
m0.60,0.03938954113275894,0.6620478973234942,-0.08399224971446473,0.6417696188787536,0.683138165106645,0.04687838414470069,0.7430823922688786,-0.0839922497144645,u56,V1,10.0,0.6,13.435870846804647,0.4255485916438969,-0.3169247427801737,-0.14553395784564815,-0.13556377605298942,0.1183114854895781,-0.06692894925416332,False
m0.65,0.042558647001452954,0.6619497677471874,-0.09085343256421108,0.6419324571506201,0.6828150730342039,0.0506647078254896,0.7428141878443585,-0.09085343256421041,u56,V1,10.0,0.65,14.552080054605701,0.4609914581823496,-0.3167619045083072,-0.14585704991808934,-0.13583198047750955,0.11145030263983174,-0.0637598433854693,False
m0.70,0.04570888866462619,0.6618468777788654,-0.09769318268119997,0.6420905532570184,0.6824871671929752,0.05443070941116601,0.7425411083375075,-0.09769318268119986,u56,V1,10.0,0.7,15.668036370000644,0.4964315122682032,-0.31660380840190894,-0.146184955759318,-0.1361050599843605,0.10461055252284285,-0.06060960172229607,False
m0.75,0.04883988036698361,0.661738246457773,-0.1045115210611064,0.6422421028547706,0.6821541600482378,0.05817594929751402,0.7422626697809812,-0.1045115210611064,u56,V1,10.0,0.75,16.783868784273594,0.5318687946102019,-0.3164522588041567,-0.1465179629040554,-0.13638349854088683,0.09779221414293643,-0.05747861001993865,False
m0.80,0.051951188673384774,0.6616227269200585,-0.11130821798805979,0.6423859398446242,0.6818149112351937,0.0618999048180644,0.7419777425267327,-0.11130821798805957,u56,V1,10.0,0.8,17.899748960405265,0.5673033459194762,-0.3163084218143031,-0.14685721171709953,-0.13666842579513538,0.09099551721598303,-0.054367301713537486,False
m0.85,0.05504258038615095,0.6615014843361728,-0.11808321189478377,0.6425232550884986,0.6814705753230075,0.0656022447674447,0.7416872087185368,-0.11808321189478366,u56,V1,10.0,0.85,19.01566558234576,0.6027352069111851,-0.3161711065704287,-0.14720154762928572,-0.13695895960333127,0.08422052330925905,-0.05127591000077131,False
m0.90,0.05811379404578987,0.6613751687033653,-0.12483644180882347,0.6426545192932756,0.6811219610275377,0.06928270143301174,0.7413924431588466,-0.12483644180882358,u56,V1,10.0,0.9,20.1316331323469,0.6381644183061606,-0.31603984236565175,-0.14755016192475545,-0.13725372516302148,0.07746729339521935,-0.04820469634113239,False
m0.95,0.061164291903222257,0.661241670535871,-0.13156812404042972,0.6427785221838629,0.6807661775226828,0.07294053789294996,0.7410903368864123,-0.13156812404042995,u56,V1,10.0,0.95,21.24791300541262,0.6735910208325552,-0.3159158394750644,-0.14790594542961044,-0.1375558314354557,0.0707356111636131,-0.0451541984837,False
m1.00,0.06419373995428534,0.6611011896775674,-0.13827804260512722,0.6428944530146987,0.6804042828966702,0.07657544479101164,0.7407821445671212,-0.13827804260512733,u56,V1,10.0,1.0,22.364582711221665,0.7090150552274943,-0.3157999086442286,-0.148267840055623,-0.13786402375474682,0.0640256925989156,-0.042124750432636915,False
m0.10,0.012555814416563615,1.0901455993779838,-0.019191812284598098,1.0930332049590508,1.0936874823477345,0.014119551471885039,1.1652133342176298,-0.019191812284597876,u56,CAND20,10.0,0.1,0.9270802798486435,0.06783336279439704,0.13433884330012347,0.2650153593954413,0.2865671658957618,0.18311192291944473,-0.09376267597035864,False
m0.15,0.01884545657496095,1.090268750033316,-0.02871367011757331,1.0931324690544189,1.0938360363131026,0.02120227791468632,1.1653629967958397,-0.02871367011757331,u56,CAND20,10.0,0.15,1.388882473868539,0.1017429493844551,0.13443810739549156,0.26516391336080936,0.2867168284739716,0.1735900650864695,-0.08747303381196131,False
m0.20,0.025142393715470224,1.0903883568234989,-0.03818622204497346,1.0932285865470934,1.0939808038093977,0.028299728844401573,1.1655087417988277,-0.038186222044973905,u56,CAND20,10.0,0.2,1.8495933677652425,0.13564787292543795,0.13453422488816613,0.26530868085710446,0.28686257347695965,0.16411751315906936,-0.08117609667145204,False
m0.25,0.031446228900407824,1.0905046227674586,-0.0476095157312878,1.093321671201479,1.0941220603601212,0.03541147122145105,1.1656508484360308,-0.04760951573128813,u56,CAND20,10.0,0.25,2.309258657972781,0.1695481835269537,0.13462730954255175,0.26544993740782796,0.2870046801141628,0.15469421947275502,-0.07487226148651444,False
m0.30,0.03775654085040192,1.090617063043365,-0.056983601728172184,1.0934107993489404,1.0942597003682237,0.04253705541783748,1.1657890862657836,-0.056983601728172295,u56,CAND20,10.0,0.3,2.7679419908856246,0.20344393129587685,0.13471643769001307,0.26558757741593053,0.28714291794391555,0.14532013347587064,-0.06856194953652034,False
m0.35,0.044072937158335046,1.0907262565367473,-0.06630851983308317,1.0934967733992513,1.0943941131243005,0.04967605164056854,1.1659239718032979,-0.06630851983308295,u56,CAND20,10.0,0.35,3.2256762386153506,0.23733516633886675,0.13480241174032404,0.26572199017200726,0.28727780348142984,0.13599521537095965,-0.062245553228587214,False
m0.40,0.05039496032645019,1.0908312522164514,-0.07558442692232703,1.0935788878757502,1.09452412722414,0.05682794566628857,1.1660542763079336,-0.07558442692232725,u56,CAND20,10.0,0.4,3.6825489891518464,0.2712219387649104,0.1348845262168229,0.26585200427184674,0.28740810798606553,0.1267193082817158,-0.05592353006047207,False
m0.45,0.05672218036620702,1.0909321217869654,-0.08481129332640236,1.0936569885646754,1.0946500209846506,0.06399227966149001,1.166180335877977,-0.08481129332640214,u56,CAND20,10.0,0.45,4.138618086996769,0.30510429868788996,0.13496262690574812,0.2659778980323574,0.28753416755610894,0.11749244187764046,-0.04959631002071524,False
m0.50,0.06305416570571709,1.0910290104124356,-0.09398917294155984,1.093730616593064,1.094772459995393,0.07116861016012299,1.166302744505018,-0.09398917294156006,u56,CAND20,10.0,0.5,4.593938526577013,0.3389822962291772,0.13503625493413673,0.26610033704309977,0.28765657618315,0.10831456226248298,-0.04326432468120517,False
m0.55,0.06939042691181485,1.091121182926528,-0.10311809530986593,1.0937992835965296,1.0948904943375377,0.07835639333243027,1.166420539991152,-0.10311809530986593,u56,CAND20,10.0,0.55,5.048612028694445,0.3728559815202557,0.13510492193760226,0.2662183713852445,0.287774371669284,0.09918563989417689,-0.03692806347510741,False
m0.60,0.07573051286572663,1.0912086953443056,-0.11219810488097004,1.0938631024575263,1.095004132964292,0.08555511976937558,1.166533563364177,-0.11219810488097004,u56,CAND20,10.0,0.6,5.502701060099156,0.4067254047053724,0.13516874079859897,0.2663320100119989,0.28788739504230887,0.09010563032307278,-0.03058797752119563,False
m0.65,0.08207396449798243,1.0912915984252,-0.12122924617214414,1.0939226554365742,1.0951129751640993,0.09276424750997103,1.166641449396002,-0.12122924617214448,u56,CAND20,10.0,0.65,5.956270775196949,0.44059061594422017,0.1352282937776469,0.26644085221180613,0.28799528107413397,0.08107448903189868,-0.024244525888939827,False
m0.70,0.08842024929602998,1.0913691794081026,-0.1302115917100517,1.093976983186373,1.0952165226886563,0.09998322096205436,1.16674387571011,-0.13021159171005148,u56,CAND20,10.0,0.7,6.409445823275439,0.47445166541465167,0.13528262152744575,0.2665443997363631,0.28809770738824203,0.07209214349399112,-0.017898241090892275,False
m0.75,0.0947689425272944,1.0914420690377096,-0.13914519166499673,1.0940261751026235,1.0953158719660814,0.10721158649145712,1.1668416756074644,-0.13914519166499628,u56,CAND20,10.0,0.75,6.862251683478305,0.5083086033154285,0.13533181344369616,0.2666437490137882,0.2881955072855964,0.0631585435390461,-0.011549547859627862,False
m0.80,0.10111947497198615,1.0915094206794207,-0.14803008361857473,1.0940693615307162,1.095410187189286,0.1144487161164971,1.1669340134873567,-0.1480300836185745,u56,CAND20,10.0,0.8,7.314834821986596,0.542161479869005,0.13537499987178891,0.26673806423699287,0.28828784516548867,0.0542736515854681,-0.0051990154149361145,False
m0.85,0.10747134800268676,1.0915712335765684,-0.15686631248095972,1.0941070695170187,1.0954990189669134,0.12169402010740615,1.167020541838303,-0.15686631248096006,u56,CAND20,10.0,0.85,7.767274692739383,0.5760103453243488,0.13541270785809145,0.2668268960146202,0.288374373516435,0.0454374227230831,0.001152857615764502,True
m0.90,0.11382399564797163,1.0916270635730336,-0.16565390681935122,1.0941384890571715,1.0955822387120175,0.12894690561274436,1.1671011138414145,-0.1656539068193511,u56,CAND20,10.0,0.9,8.219704094847152,0.6098552499598011,0.13544412739824419,0.26691011575972434,0.2884549455195464,0.03664982838469161,0.007505505261049372,True
m0.95,0.12017693030551402,1.0916771761312565,-0.1743929112387097,1.0941638437600296,1.0956601488785203,0.13620683091843033,1.1671760196902918,-0.17439291123870948,u56,CAND20,10.0,0.95,8.672183135600521,0.6436962440859769,0.13546948210110232,0.26698802592622706,0.2885298513684238,0.02791082396533312,0.013858439918591758,True
m1.00,0.12652960424503834,1.0917213631902636,-0.18308337041384337,1.0941834254578091,1.0957321185166502,0.1434731535573177,1.1672447896726332,-0.18308337041384337,u56,CAND20,10.0,1.0,9.124818223186555,0.6775333780487081,0.13548906379888181,0.267059995564357,0.2885986213507652,0.01922036479019945,0.02021111385811608,True
m0.10,0.010350042211129784,1.0467743124144266,-0.016451406075097763,1.071716084520344,1.0271833304422602,0.011192984764709202,1.1087563413090609,-0.016451406075097874,u56,EWall,10.0,0.1,0.8057829011578549,0.07185879242760972,0.11302172286141665,0.19851120748996698,0.23011017298719283,0.18585232912894506,-0.09596844817579248,False
m0.15,0.01553030164593805,1.0468269481241734,-0.024629191072125245,1.0717876105952688,1.027225401025264,0.01680030150301448,1.1087904852519344,-0.024629191072125245,u56,EWall,10.0,0.15,1.2069878071790832,0.10778273768288446,0.11309324893634154,0.19855327807297074,0.23014431693006632,0.17767454413191758,-0.09078818874098421,False
m0.20,0.020713728979668167,1.0468780926080383,-0.03277500807403133,1.0718577245152634,1.027266010589246,0.02241450007642709,1.108822945012874,-0.032775008074031,u56,EWall,10.0,0.2,1.6070922849456264,0.14370309976953605,0.1131633628563361,0.19859388763695274,0.2301767766910059,0.1695287271300115,-0.08560476140725409,False
m0.25,0.025900080041250995,1.046927818025288,-0.040888840168868734,1.0719264660192147,1.02730526341011,0.028035328640814372,1.108853805861653,-0.040888840168868845,u56,EWall,10.0,0.25,2.006111574039763,0.17961991681223796,0.11323210436028741,0.19863314045781688,0.23020763753978501,0.1614148950351741,-0.08041841034567127,False
m0.30,0.03108910482931715,1.0469760237862533,-0.048970673384322594,1.071993960453993,1.0273428591226215,0.03366252365068312,1.1088827982940634,-0.048970673384322816,u56,EWall,10.0,0.3,2.404060401198156,0.21553322695495764,0.11329959879506568,0.19867073617032827,0.2302366299721954,0.15333306181972023,-0.07522938555760511,False
m0.35,0.03628055823759224,1.047022867565262,-0.05702049041876145,1.072060057940332,1.027379233139499,0.039295838890862855,1.108910362408797,-0.05702049041876145,u56,EWall,10.0,0.35,2.8009541262167366,0.2514430683624722,0.1133656962814048,0.19870711018720588,0.230264194086929,0.14528324478528137,-0.07003793214933002,False
m0.40,0.041474187657712935,1.0470683041721267,-0.06503827341018809,1.0721248141813282,1.0274142530275288,0.04493501059699723,1.1089363594026167,-0.06503827341018864,u56,EWall,10.0,0.4,3.1968068830969636,0.2873494792219043,0.11343045252240092,0.19874213007523556,0.23029019108074866,0.13726546179385474,-0.06484430272920932,False
m0.45,0.04666973684278242,1.047112267872486,-0.07302400562223599,1.0721882728785408,1.0274477551012162,0.05057976833010458,1.1089606331022435,-0.07302400562223588,u56,EWall,10.0,0.45,3.5916320039086687,0.3232524977442765,0.1134939112196135,0.19877563214892302,0.23031446478037543,0.12927972958180683,-0.05964875354413984,False
m0.50,0.05186694724534546,1.0471547199509657,-0.08097767037007886,1.0722505093243064,1.027479600619689,0.05622983803609016,1.1089830692437264,-0.08097767037007875,u56,EWall,10.0,0.5,3.9854431208878913,0.35915216216608864,0.11355614766537914,0.1988074776673957,0.23033690092185832,0.12132606483396396,-0.0544515431415768,False
m0.55,0.05706555646204747,1.0471956053486453,-0.08889925102044915,1.0723112658746925,1.0275099180752725,0.061884949874506656,1.1090037167702307,-0.08889925102044904,u56,EWall,10.0,0.55,4.378257158619204,0.3950485107509153,0.1136169042157652,0.19883779512297928,0.23035754844836265,0.11340448418359367,-0.04925293392487479,False
m0.60,0.06226529865515307,1.0472348614134512,-0.09678873099165786,1.0723705524443954,1.0275385812156888,0.06754482264354622,1.1090224659065346,-0.09678873099165819,u56,EWall,10.0,0.6,4.770092092974392,0.43094158179102593,0.11367619078546809,0.19886645826339555,0.2303762975846666,0.10551500421238497,-0.04405319173176919,False
m0.65,0.0674659136786917,1.047272559688193,-0.10464609375361489,1.0724283184470391,1.0275657729853103,0.07320919169485518,1.1090395210147181,-0.10464609375361522,u56,EWall,10.0,0.65,5.1609588631294026,0.46683141360902963,0.11373395678811182,0.19889365003301707,0.2303933526928501,0.09765764145042793,-0.03885257670823056,False
m0.70,0.07266714824541798,1.047308866756412,-0.1124713238009939,1.0724849184052967,1.027591492294982,0.07887777955899478,1.109054895752486,-0.112471323800994,u56,EWall,10.0,0.7,5.550860496012587,0.5027180445595419,0.1137905567463694,0.19891936934268883,0.2304087274306179,0.08983241140304893,-0.03365134214150428,False
m0.75,0.07786872196876615,1.0473436038117236,-0.1202644060707444,1.0725400159285028,1.0276157056599655,0.08455030341229874,1.1090685599036734,-0.12026440607074451,u56,EWall,10.0,0.75,5.939822162147557,0.5386015130308802,0.11384565426957549,0.19894358270767232,0.23042239158180533,0.08203932913329842,-0.028449768418156107,False
m0.80,0.08307038070182116,1.047376960564461,-0.12802532565583424,1.0725939427445121,1.0276384768041291,0.09022647982446075,1.109080524182503,-0.12802532565583413,u56,EWall,10.0,0.8,6.327843998488345,0.574481857446781,0.11389958108558484,0.19896635385183592,0.230434355860635,0.07427840954820858,-0.023248109685101104,False
m0.85,0.08827184700897739,1.0474088524645864,-0.13575406318364913,1.0726464350861782,1.0276598836876503,0.09590602935661074,1.1090908644494872,-0.1357540631836489,u56,EWall,10.0,0.85,6.714956908590806,0.6103591162681485,0.11395207342725089,0.19898776073535707,0.2304446961276192,0.06654967202039369,-0.01804664337794487,False
m0.90,0.09347283354458114,1.0474391367940754,-0.14345060313033098,1.0726971728532633,1.0276799455340482,0.1015886657059768,1.1090995885028234,-0.14345060313033142,u56,EWall,10.0,0.9,7.101180665899461,0.6462333279948287,0.11400281119433597,0.19900782258175498,0.23045342018095538,0.058853132073711845,-0.012845656842341124,False
m0.95,0.09867306054401936,1.0474677973324016,-0.15111493172448165,1.0727465967948564,1.0276982368009806,0.10727405753019514,1.1091063281857505,-0.15111493172448154,u56,EWall,10.0,0.95,7.486527628743415,0.682104531167414,0.1140522351359291,0.1990261138486874,0.23046015986388246,0.051188803479561173,-0.0076454298429028955,False
m1.00,0.10387225180061876,1.047494867635826,-0.15874702988527378,1.0727945875793974,1.0277149313488687,0.11296191401507927,1.1091111570462089,-0.158747029885274,u56,EWall,10.0,1.0,7.871009689137586,0.7179727643690781,0.11410022592047009,0.1990428083965755,0.23046498872434085,0.04355670531876904,-0.0024462385863034952,False
m0.10,0.006713074366957894,0.6342399798094993,-0.022750407009069606,0.7525390847956138,0.5339455387154919,0.006363597221645367,0.5777166222399681,-0.022750407009069495,broad136,V1,10.0,0.1,2.794647188818286,0.07097775727795107,-0.20409931314006124,-0.3000871531203433,-0.30430730135726347,0.17954531283528843,-0.09988526213505837,False
m0.15,0.010044803565120386,0.6343101458147071,-0.0339947691289183,0.7527725214524081,0.5338663753253555,0.009512946149654589,0.577663230795662,-0.033994769128917524,broad136,V1,10.0,0.15,4.190790773216131,0.10646223148771597,-0.20386587648326693,-0.30016631651047965,-0.30436069280156963,0.16830095071543974,-0.09655353293689588,False
m0.20,0.01335961930265217,0.6343777623830981,-0.04515191561463883,0.7530033401952912,0.5337847824824985,0.012640253069229779,0.5776073863642067,-0.04515191561463816,broad136,V1,10.0,0.2,5.586201417998961,0.1419438286008055,-0.20363505774038382,-0.3002479093533367,-0.30441653723302486,0.15714380422971921,-0.0932387171993641,False
m0.25,0.01665722838989847,0.6344423917120221,-0.05622202801330067,0.7532315937389017,0.5336999013346142,0.01574519278483022,0.5775484021205235,-0.05622202801330145,broad136,V1,10.0,0.25,6.9809300761638715,0.17742259300595933,-0.20340680419677337,-0.30033279050122097,-0.3044755214767081,0.14607369183105737,-0.08994110811211779,False
m0.30,0.019937349329015808,0.6345042745288837,-0.06720519300630134,0.7534576582505502,0.5336118638249706,0.018827445424997036,0.5774862080074962,-0.06720519300630146,broad136,V1,10.0,0.3,8.375016315004833,0.21289856909104574,-0.20318073968512484,-0.30042082801086456,-0.3045377155897354,0.1350905268380567,-0.08666098717300046,False
m0.35,0.0231996953897029,0.6345633897374259,-0.0781015470720322,0.7536811795952004,0.5335209365513077,0.021886703704695032,0.5774211001777623,-0.07810154707203132,broad136,V1,10.0,0.35,9.768504149481492,0.24837180124457772,-0.20295721834047464,-0.30051175528452745,-0.3046028234194693,0.12419417277232583,-0.08339864111231336,False
m0.40,0.026443984015723343,0.6346198387051966,-0.08891110843079864,0.7539018088510523,0.5334276009716727,0.024922675856559717,0.5773535938211235,-0.08891110843079786,broad136,V1,10.0,0.4,11.161433354010555,0.2838423338572321,-0.20273658908462278,-0.3006050908641624,-0.3046703297761081,0.1133846114135594,-0.08015435248629292,False
m0.45,0.029669905440504296,0.6346731120306116,-0.09963389623205932,0.7541192529514527,0.5333311752854364,0.0279350063861723,0.5772826767747613,-0.09963389623206031,broad136,V1,10.0,0.45,12.553868264710307,0.3193102113233716,-0.2025191449842224,-0.3007015165503988,-0.3047412468224703,0.10266182361229872,-0.07692843106151197,False
m0.50,0.03287708765978081,0.6347217793714669,-0.11027001413535009,0.7543308583214999,0.5332312925002641,0.030923346969786714,0.5772078785518112,-0.11027001413535142,broad136,V1,10.0,0.5,13.945929484104687,0.35477547804256987,-0.20230753961417514,-0.30080139933557104,-0.30481604504542037,0.09202570570900795,-0.07372124884223545,False
m0.55,0.03606524569101688,0.6347663621563194,-0.12081962473071062,0.7545363577447027,0.5331291600376051,0.03388744758206852,0.5771304207841467,-0.12081962473070951,broad136,V1,10.0,0.55,15.337656793207445,0.3902381784211409,-0.20210204019097233,-0.30090353179823004,-0.3048935028130849,0.08147609511364742,-0.07053309081099939,False
m0.60,0.03923415837268385,0.634808254644269,-0.1312829629505976,0.7547385089838314,0.5330249813572034,0.03682701405819988,0.5770505622184684,-0.13128296295060005,broad136,V1,10.0,0.6,16.729032143295804,0.4256983568736712,-0.20189988895184363,-0.30100771047863173,-0.3049733613787632,0.07101275689376044,-0.06736417812933242,False
m0.65,0.04238346280249239,0.6348464107562356,-0.141660115876723,0.7549371126625829,0.5329169581316278,0.03974163005873188,0.5769668168566564,-0.14166011587672112,broad136,V1,10.0,0.65,18.12016623165814,0.46115605782455715,-0.20170128527309217,-0.3011157337042074,-0.3050571067405752,0.06063560396763504,-0.06421487369952388,False
m0.70,0.04551280470142549,0.634880126043115,-0.15195152629454234,0.7551323168915192,0.532803601729621,0.04263085668381894,0.5768778305450029,-0.15195152629454256,broad136,V1,10.0,0.7,19.511160116864307,0.4966113257095456,-0.2015060810441559,-0.3012290901062141,-0.30514609305222873,0.0503441935498157,-0.06108553180059077,False
m0.75,0.04862191850548703,0.6349101517311582,-0.162157304580539,0.7553249857262169,0.5326856008293981,0.04549440188968834,0.5767843831731343,-0.16215730458053945,broad136,V1,10.0,0.75,20.902035906789152,0.5320642049772798,-0.2013134122094582,-0.3013470910064371,-0.3052395404240973,0.04013841526381903,-0.057976417996529236,False
m0.80,0.051710384736341375,0.6349352234378721,-0.17227814134675967,0.7555129475925283,0.532562463573729,0.048331867119119076,0.5766858728811601,-0.17227814134675767,broad136,V1,10.0,0.8,22.29295309820108,0.5675147400908506,-0.20112545034314677,-0.3014702282621061,-0.30533805071607145,0.03001757849759837,-0.05488795176567489,False
m0.85,0.05477788985790788,0.634955533122443,-0.18231428200266842,0.7556956023390606,0.5324350739538435,0.05114297480559982,0.576583070485515,-0.18231428200266797,broad136,V1,10.0,0.85,23.68397523441365,0.6029629755293514,-0.20094279559661443,-0.3015976178819917,-0.30544085311171654,0.019981437841689625,-0.051820446644108384,False
m0.90,0.05782423742947129,0.63497228126507,-0.19226512046541877,0.7558746478839299,0.5323042301986429,0.05392741597752426,0.5764761377132303,-0.19226512046541866,broad136,V1,10.0,0.9,25.07505933861384,0.63840895578944,-0.20076375005174518,-0.30172846163719225,-0.30554778588400133,0.01003059937893927,-0.04877409907254497,False
m0.95,0.06084891166977813,0.6349835342430908,-0.2021313117150667,0.7560471366533288,0.532168865619807,0.05668481113555357,0.576364703294715,-0.20213131171506526,broad136,V1,10.0,0.95,26.46644932990741,0.6738527253869047,-0.20059126128234628,-0.30186382621602814,-0.3056592203025166,0.00016440812929133242,-0.045749424832238136,False
m1.00,0.06385177680442844,0.6349911081998837,-0.21191263611532518,0.7562149489638127,0.5320307500704073,0.05941502665859644,0.5762505378038233,-0.2119126361153264,broad136,V1,10.0,1.0,27.85804910464405,0.7092943288582383,-0.20042344897186237,-0.30200194176542783,-0.3057733857934083,-0.00961691627096714,-0.042746559697587824,False
m0.10,0.01313682805559524,0.9506677660731812,-0.021159808478023456,1.1172759491221487,0.8055217644715771,0.012655551200979609,0.885997611692878,-0.021159808478023456,broad136,CAND20,10.0,0.1,1.3231762895823282,0.06996443585033116,0.1606375511864736,-0.028510927364258087,0.003973688095646466,0.18113591136633458,-0.09346150844642102,False
m0.15,0.019706484839665084,0.9510494919593176,-0.03164641989866812,1.1177147453498644,0.8058733266081389,0.01897524116726701,0.8863601771462584,-0.03164641989866801,broad136,CAND20,10.0,0.15,1.982702886799594,0.1049392040891547,0.1610763474141893,-0.028159365227696243,0.004336253549026781,0.17064929994568992,-0.08689185166235118,False
m0.20,0.026276176760134717,0.9514282219738516,-0.04207098911115881,1.1181504472910426,0.8062224878211441,0.025288669242638617,0.8867199141089877,-0.04207098911115903,broad136,CAND20,10.0,0.2,2.6409229417513043,0.1399090985282928,0.16151204935536756,-0.02781020401469103,0.004695990511756065,0.16022473073319923,-0.08032215974188155,False
m0.25,0.03284528371020046,0.951803472763458,-0.052433644537602464,1.1185830107809156,0.8065683669490596,0.03159513988364515,0.8870759152681147,-0.05243364453760235,broad136,CAND20,10.0,0.25,3.297903656679616,0.17487418866218343,0.16194461284524053,-0.027464324886775526,0.005051991670883105,0.14986207530675558,-0.0737530527918158,False
m0.30,0.039413193546080194,0.9521753807641284,-0.06273449106911355,1.1190130099636504,0.8069107435737954,0.03789396809565382,0.8874281824197426,-0.06273449106911355,broad136,CAND20,10.0,0.3,3.9536993134977996,0.20983454399086057,0.16237461202797532,-0.02712194826203973,0.005404258822511054,0.1395612287752445,-0.06718514295593607,False
m0.35,0.04597926694204024,0.9525436344755025,-0.07297363328296647,1.1194400312208987,0.8072494093852365,0.04418445088859091,0.8877765378012403,-0.07297363328296647,broad136,CAND20,10.0,0.35,4.608383598979873,0.24479023402398048,0.16280163328522368,-0.02678328245059869,0.005752614204008744,0.12932208656139157,-0.06061906955997602,False
m0.40,0.05254287806993263,0.9529084314487676,-0.08315118877467575,1.119863637923024,0.8075851560414,0.050465920547910326,0.8881215633799574,-0.08315118877467587,broad136,CAND20,10.0,0.4,5.262012510367678,0.2797413282848941,0.16322523998734895,-0.02644753579443515,0.006097639782725817,0.11914453106968229,-0.05405545843208363,False
m0.45,0.05910335651032006,0.953269261537623,-0.09326727391709555,1.120283352175413,0.8079174281973401,0.056737657204077196,0.8884629244518976,-0.09326727391709555,broad136,CAND20,10.0,0.45,5.914676618468741,0.31468789631476757,0.1636449542397379,-0.026115263638495034,0.006439000854665977,0.10902844592726249,-0.047494979991696204,False
m0.50,0.0656600411188486,0.9536260334479614,-0.1033219884955533,1.1206989553121742,0.8082462616346491,0.06299894195976319,0.8888004800940845,-0.10332198849555341,broad136,CAND20,10.0,0.5,6.566452335846462,0.34963000767675395,0.16406055737649916,-0.025786430201186095,0.006776556496852937,0.09897373134880474,-0.040938295383167664,False
m0.55,0.07221224269359916,0.9539784201866482,-0.11331545674121035,1.121110273343387,0.8085712128665177,0.06924900864916061,0.8891336374630108,-0.11331545674121024,broad136,CAND20,10.0,0.55,7.217436488084347,0.3845677319602186,0.16447187540771202,-0.025461478969317497,0.007109713865779188,0.08898026310314769,-0.034386093808417104,False
