panel,book,CAGR,Sharpe,MaxDD,H1,H2,OOS,turn,dS_vs_EW,p4a,f4b
U56,v1,0.06289145626490455,0.6471568146569674,-0.1382779615448082,0.6648337200631806,0.6332491395412173,0.747063834691694,24.141251568008904,-0.37416764109485456,n,"H1,H2,OOS,CAGR"
U56,EWall,0.09934648544918878,1.021324455751822,-0.1587470484779453,0.9319609553609352,1.103476473585597,1.111874408264675,8.162634676154699,0.0,n,-
U56,CAND5,0.17029807337470926,0.9779552268822402,-0.2157977985023959,0.9701824711656836,0.9936518604194359,0.9938232266964573,17.28489193856,-0.04336922886958172,n,DD
U56,CAND10,0.13113473080057214,0.9522717029850674,-0.17538190355779537,0.9625326377884578,0.9523093004001012,0.9713041910854872,13.611309088372764,-0.0690527527667546,n,-
U56,CAND20,0.12500418731827478,1.0917979074678539,-0.18308348697878096,1.0593569411503958,1.1266412450934877,1.167991233806965,9.617577047630485,0.07047345171603192,n,-
ETF36,v1,0.033713496089034845,0.42115026258016985,-0.17873321045055945,0.46437334754571663,0.3875433237156678,0.44252829129522814,18.30077570682119,-0.16313338395990584,n,"H1,H2,OOS,CAGR"
ETF36,EWall,0.045777267097222296,0.5842836465400757,-0.21774379263431087,0.49782990157202106,0.6600510465435664,0.6658045955243604,8.53526965906801,0.0,n,"H1,H2,OOS,DD,CAGR"
ETF36,CAND5,0.05814975435699643,0.5104812416875409,-0.23362769098213176,0.3864827314959661,0.6131858351418036,0.5861845086605967,14.452488651617207,-0.07380240485253475,n,"H1,H2,OOS,DD,CAGR"
ETF36,CAND10,0.06650031423703728,0.6866582170028832,-0.18527491134234364,0.6037261003653865,0.7605033131903184,0.7687925551603697,11.46909434086729,0.10237457046280751,n,"H1,H2,OOS,CAGR"
ETF36,CAND20,0.06549820767640036,0.8127641433674964,-0.15168285881703947,0.6520364900713753,0.9548804744454347,0.9418936547049168,6.670429199201329,0.22848049682742066,Y,"H1,CAGR"
ETF24,v1,0.05077356439796055,0.4979183403307184,-0.21578010788622548,0.4837448392421899,0.5150000315326868,0.5474025597568082,16.341767692389908,-0.18635929492357978,n,"H1,H2,OOS,DD,CAGR"
ETF24,EWall,0.07527631433804616,0.6842776352542982,-0.29404561633717075,0.6725691612786213,0.7004246306598038,0.7259007715977129,9.466092932784118,0.0,n,"H1,H2,OOS,DD,CAGR"
ETF24,CAND5,0.06606154145800502,0.576484230652231,-0.23414432866141743,0.4944431458652514,0.6485239182869073,0.6215308035376078,12.863913002356902,-0.10779340460206721,n,"H1,H2,OOS,DD,CAGR"
ETF24,CAND10,0.0691561149849158,0.6843441269702881,-0.21484725241238656,0.6219937511464566,0.7413525882213867,0.7347269751632187,9.243557451078225,6.649171598993586e-05,Y,"H1,H2,OOS,DD,CAGR"
