panel,cadence,arm,ruler,pick_gross,levered,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,keep4a_matched,keep4b,keep4b_oos,keep_BOTH,keep_BOTH_matched
B136,D,FLAT2,IS_SHARPE,0.25,False,0.042982336983026004,1.843802654523995,-0.03728290824512437,True,True,False,False,False,False
B136,D,FLAT2,IS_SHARPE_UNLEV,0.25,False,0.042982336983026004,1.843802654523995,-0.03728290824512437,True,True,False,False,False,False
B136,D,FLAT2,IS_4b_LEGAL,0.25,False,0.042982336983026004,1.843802654523995,-0.03728290824512437,True,True,False,False,False,False
B136,D,OFF,IS_SHARPE,1.15,True,0.12028884028837195,1.1282290094475413,-0.1678140648734322,False,False,True,True,False,False
B136,D,OFF,IS_SHARPE_UNLEV,1.0,False,0.10451151719823981,1.128144024764083,-0.14721765614814641,False,False,False,False,False,False
B136,D,OFF,IS_4b_LEGAL,1.0,False,0.10451151719823981,1.128144024764083,-0.14721765614814641,False,False,False,False,False,False
B136,D,ON,IS_SHARPE,0.25,False,0.04042666672590589,1.5183426322839637,-0.07112868875012535,True,True,False,False,False,False
B136,D,ON,IS_SHARPE_UNLEV,0.25,False,0.04042666672590589,1.5183426322839637,-0.07112868875012535,True,True,False,False,False,False
B136,D,ON,IS_4b_LEGAL,0.25,False,0.04042666672590589,1.5183426322839637,-0.07112868875012535,True,True,False,False,False,False
B136,D,ON_SPREAD,IS_SHARPE,0.25,False,0.04042666672590589,1.5183426322839637,-0.07112868875012535,True,True,False,False,False,False
B136,D,ON_SPREAD,IS_SHARPE_UNLEV,0.25,False,0.04042666672590589,1.5183426322839637,-0.07112868875012535,True,True,False,False,False,False
B136,D,ON_SPREAD,IS_4b_LEGAL,0.25,False,0.04042666672590589,1.5183426322839637,-0.07112868875012535,True,True,False,False,False,False
B136,M,FLAT2,IS_SHARPE,0.25,False,0.04417882380261973,1.7341277945604063,-0.05295573457395775,True,True,False,False,False,False
B136,M,FLAT2,IS_SHARPE_UNLEV,0.25,False,0.04417882380261973,1.7341277945604063,-0.05295573457395775,True,True,False,False,False,False
B136,M,FLAT2,IS_4b_LEGAL,0.25,False,0.04417882380261973,1.7341277945604063,-0.05295573457395775,True,True,False,False,False,False
B136,M,OFF,IS_SHARPE,1.5,True,0.16556853778844038,1.0812530260951294,-0.29551663618044044,False,False,False,False,False,False
B136,M,OFF,IS_SHARPE_UNLEV,1.0,False,0.1097449409236515,1.0802317302043467,-0.20501142132896188,False,False,False,False,False,False
B136,M,OFF,IS_4b_LEGAL,1.0,False,0.1097449409236515,1.0802317302043467,-0.20501142132896188,False,False,False,False,False,False
B136,M,ON,IS_SHARPE,0.25,False,0.04149093947933635,1.4726211052207947,-0.06672172263366827,True,True,False,False,False,False
B136,M,ON,IS_SHARPE_UNLEV,0.25,False,0.04149093947933635,1.4726211052207947,-0.06672172263366827,True,True,False,False,False,False
B136,M,ON,IS_4b_LEGAL,0.25,False,0.04149093947933635,1.4726211052207947,-0.06672172263366827,True,True,False,False,False,False
B136,M,ON_SPREAD,IS_SHARPE,0.25,False,0.04149093947933635,1.4726211052207947,-0.06672172263366827,True,True,False,False,False,False
B136,M,ON_SPREAD,IS_SHARPE_UNLEV,0.25,False,0.04149093947933635,1.4726211052207947,-0.06672172263366827,True,True,False,False,False,False
B136,M,ON_SPREAD,IS_4b_LEGAL,0.25,False,0.04149093947933635,1.4726211052207947,-0.06672172263366827,True,True,False,False,False,False
B136,W,FLAT2,IS_SHARPE,0.25,False,0.043108710848624776,1.802413641931567,-0.04060121168340325,True,True,False,False,False,False
B136,W,FLAT2,IS_SHARPE_UNLEV,0.25,False,0.043108710848624776,1.802413641931567,-0.04060121168340325,True,True,False,False,False,False
B136,W,FLAT2,IS_4b_LEGAL,0.25,False,0.043108710848624776,1.802413641931567,-0.04060121168340325,True,True,False,False,False,False
B136,W,OFF,IS_SHARPE,1.5,True,0.15712896225500983,1.0979774310418253,-0.23746586354817178,False,False,False,False,False,False
B136,W,OFF,IS_SHARPE_UNLEV,1.0,False,0.10473004292318833,1.1006130604666742,-0.16158091944280473,False,False,True,False,False,False
B136,W,OFF,IS_4b_LEGAL,1.0,False,0.10473004292318833,1.1006130604666742,-0.16158091944280473,False,False,True,False,False,False
B136,W,ON,IS_SHARPE,0.25,False,0.04049184262253558,1.4933157490548767,-0.06964832868119852,True,True,False,False,False,False
B136,W,ON,IS_SHARPE_UNLEV,0.25,False,0.04049184262253558,1.4933157490548767,-0.06964832868119852,True,True,False,False,False,False
B136,W,ON,IS_4b_LEGAL,0.25,False,0.04049184262253558,1.4933157490548767,-0.06964832868119852,True,True,False,False,False,False
