panel,kind,q,k,breadth,SPY_Sharpe,SPY_CAGR,SPY_MaxDD,base_Sharpe,base_CAGR,base_MaxDD
MIX q=0.00 d0,mix,0.0,40,0.7005421686746989,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.1026292109141222,0.08725336952078844,-0.12530645324146128
MIX q=0.00 d1,mix,0.0,40,0.6643373493975904,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.0684551864903722,0.08296416950264551,-0.11919610597222552
MIX q=0.00 d2,mix,0.0,40,0.6971686746987952,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.087595939421562,0.08952037845786065,-0.13605320146584754
MIX q=0.00 d3,mix,0.0,40,0.6805421686746989,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.1796414924150302,0.09832836208788387,-0.12755898807815225
MIX q=0.00 d4,mix,0.0,40,0.6723795180722892,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.174550903370754,0.10142254202897139,-0.14859537279364987
MIX q=0.00 d5,mix,0.0,40,0.6496084337349398,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.9855677095501988,0.07490342288708285,-0.12024702452139213
MIX q=0.00 d6,mix,0.0,40,0.6984036144578313,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.06591898724013,0.07837464860744259,-0.12125997859696636
MIX q=0.00 d7,mix,0.0,40,0.6827409638554216,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.0192595878154433,0.07971988958987208,-0.12971588300357495
MIX q=0.25 d0,mix,0.25,40,0.6418975903614459,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.9249377371868983,0.07087373535270847,-0.1236452856096748
MIX q=0.25 d1,mix,0.25,40,0.6042771084337349,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.9851649247828983,0.07480177368844099,-0.12287068147776681
MIX q=0.25 d2,mix,0.25,40,0.5989156626506025,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.0429744582081053,0.07740369461613072,-0.10178896377609781
MIX q=0.25 d3,mix,0.25,40,0.5932530120481927,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.1908520688267872,0.09328413647398581,-0.11404800634336143
MIX q=0.25 d4,mix,0.25,40,0.6217168674698795,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.0516896971683403,0.07789723412052152,-0.1351478316151472
MIX q=0.25 d5,mix,0.25,40,0.6343975903614457,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.0222860325582606,0.07948573232812306,-0.11531903076679884
MIX q=0.25 d6,mix,0.25,40,0.613644578313253,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.1840517210189887,0.09341223972793267,-0.12111121602733976
MIX q=0.25 d7,mix,0.25,40,0.5755421686746988,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.113346743159118,0.08934518766489297,-0.12239263188315197
MIX q=0.50 d0,mix,0.5,40,0.45686746987951804,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.0687312225118746,0.08652768533881217,-0.12886469942866896
MIX q=0.50 d1,mix,0.5,40,0.4503915662650603,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.8729980136194725,0.06542600195774217,-0.1093500032241479
MIX q=0.50 d2,mix,0.5,40,0.5299698795180723,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.6325037206340176,0.045135191174038525,-0.1631023433505039
MIX q=0.50 d3,mix,0.5,40,0.45984939759036153,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.9098418581540137,0.07148705420923851,-0.13518456985253458
MIX q=0.50 d4,mix,0.5,40,0.5075000000000001,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.8733997052422503,0.06824255320523709,-0.11265198914911057
MIX q=0.50 d5,mix,0.5,40,0.5111746987951807,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.8227106583845958,0.05707806918592384,-0.11419320309466419
MIX q=0.50 d6,mix,0.5,40,0.5207530120481928,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.9505098075511211,0.07601408708275481,-0.12681076236337885
MIX q=0.50 d7,mix,0.5,40,0.5183734939759036,0.8615356138948208,0.14129862948357252,-0.33717289200673795,1.030563924435717,0.07477626641065216,-0.10690446741309445
MIX q=0.75 d0,mix,0.75,40,0.4376807228915663,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.6747734345795806,0.0513427869281462,-0.13218059002809135
MIX q=0.75 d1,mix,0.75,40,0.38765060240963856,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.8216388581872991,0.0640491469883886,-0.13479722902413316
MIX q=0.75 d2,mix,0.75,40,0.43475903614457834,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.7711270065839155,0.05969432090712967,-0.1290813153572049
MIX q=0.75 d3,mix,0.75,40,0.426566265060241,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.7192032552118257,0.055342799540690324,-0.17202517445017085
MIX q=0.75 d4,mix,0.75,40,0.3947891566265061,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.7194061902714957,0.052217413724248596,-0.14120463361602986
MIX q=0.75 d5,mix,0.75,40,0.44289156626506027,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.48452426784114205,0.03641981960070906,-0.16923777716756516
MIX q=0.75 d6,mix,0.75,40,0.3988855421686748,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.6323323227138588,0.04611880914405564,-0.1802390281450188
MIX q=0.75 d7,mix,0.75,40,0.3645481927710843,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.8642626779354885,0.0667869186168375,-0.13671591642866143
MIX q=1.00 d0,mix,1.0,40,0.33195783132530116,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.5396594204272307,0.04142502826618566,-0.1666588900484014
MIX q=1.00 d1,mix,1.0,40,0.3086746987951807,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.6323866948556791,0.050381828079234525,-0.15874135652541588
MIX q=1.00 d2,mix,1.0,40,0.31671686746987954,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.4548529475584103,0.03382678757139801,-0.1727873689215338
MIX q=1.00 d3,mix,1.0,40,0.3059036144578313,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.6562555575907012,0.05260253525120184,-0.11721808203942319
MIX q=1.00 d4,mix,1.0,40,0.3024698795180723,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.514189401679839,0.03763576006900826,-0.15991757887767333
MIX q=1.00 d5,mix,1.0,40,0.34283132530120486,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.6797324839246245,0.05054540403957519,-0.15606705049284164
MIX q=1.00 d6,mix,1.0,40,0.32466867469879523,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.441170141679764,0.033497682376436355,-0.14318579098088846
MIX q=1.00 d7,mix,1.0,40,0.3426807228915662,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.24085103363294413,0.016556041689695267,-0.235024679728164
U56,named,0.0,55,0.6571484071484072,0.8871396799528589,0.15188355769560324,-0.33717289200673806,1.2107990276107445,0.08665827653405422,-0.11896570004554241
B136,named,0.0,135,0.6619132501485443,0.8890499106949826,0.15228333786002324,-0.3371595330739301,1.1078049683658702,0.08034199584015167,-0.12178128651163933
SMALL439,named,1.0,439,0.3223838406015863,0.8615356138948208,0.14129862948357252,-0.33717289200673795,0.5710244752159079,0.03803686076484869,-0.1470362580000899
