comparand,pool_def,n_IS,n_OOS,IS_agree,OOS_agree,IS_cond,OOS_cond,IS_slope,OOS_slope
CONTROL,ALL,4595,2061,0.8563656147986942,0.5613779718583212,0.49324324324324326,0.45213137665967856,0.9895125198695514,0.7907306270626734
CONTROL,LIVE,4595,2058,0.8557127312295973,0.5612244897959183,0.4918190567853705,0.45168067226890757,0.9773433207222576,0.7882106132368324
SPY,ALL,5151,3177,0.8868180935740633,0.9162732137236387,0.7359176256814052,0.8221709006928406,0.9943163828780863,0.8909029057232885
SPY,LIVE,5151,2842,0.8868180935740633,0.912033779028853,0.7359176256814052,0.8219653179190751,0.9787656032702959,0.8975084312264812
