panel,book,gross,drift,cost_bps,CAGR,Sharpe,MaxDD,Calmar,H1,H2,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,CAP2,0.75,0.0,0.0,0.12014999456189335,1.3078729412435246,-0.14765004422980466,0.8137484495086921,1.3431232040383605,1.284150948562567,1.2287390131430878,1.1884268750034246,0.13168913356431755,1.3693466954314062,-0.14765004422980466,False,True,True,True,True,True,True
U56,CAP2,0.75,0.0,10.0,0.1162295339930286,1.2686753146710161,-0.14809080759214654,0.7848531308785462,1.302764164743885,1.2457435666979828,1.187187051834311,1.1058366340986947,0.12773946456006335,1.3318413815124672,-0.14809080759214643,False,True,True,True,True,True,True
U56,CAP2,0.75,0.0,25.0,0.11037345513700925,1.209765685566478,-0.14875179387181792,0.7419974728648989,1.2421037770489964,1.1880255426552884,1.124749529084998,0.983502359682811,0.12183969460699817,1.275468963789105,-0.14875179387181792,False,True,True,True,True,True,True
U56,CAP2,0.75,0.0,50.0,0.10067860481310942,1.111339888951081,-0.14985301432639242,0.6718490466519611,1.1407447040222283,1.0915969990562207,1.0204653620097097,0.7785733423801011,0.11207234887057682,1.181260845927782,-0.14985301432639275,False,False,True,True,True,True,False
U56,CAP2,0.75,0.001,0.0,0.12028314425285114,1.310019800911742,-0.14651792572432476,0.8209449025313484,1.342621536248434,1.2885312263432134,1.2268230101909219,1.1797436774840664,0.13214287702430583,1.3745400765547091,-0.14651792572432465,False,True,True,True,True,True,True
U56,CAP2,0.75,0.001,10.0,0.11659809911666441,1.273126376803556,-0.14693833611281804,0.7935172140995347,1.30477370661486,1.2522661822982495,1.1877184766606355,1.0989875955261648,0.12843034819878518,1.3392360350750105,-0.1469383361128178,False,True,True,True,True,True,True
U56,CAP2,0.75,0.001,25.0,0.11109219382920799,1.2176783311773174,-0.14756881424751456,0.7528161989759911,1.2478843797252037,1.1977676509054647,1.1289561280712188,0.9849559704276672,0.12288331464392455,1.286171422778501,-0.14756881424751456,False,True,True,True,True,True,True
U56,CAP2,0.75,0.001,50.0,0.10197316327887163,1.1250305946061645,-0.1486192446275506,0.6861370042246072,1.152815136147387,1.1067164553046493,1.0308012448869044,0.7928417002922976,0.11369599577937373,1.1974876341534433,-0.14861924462755072,False,False,True,True,True,True,False
U56,CAP2,0.75,0.0025,0.0,0.12023753421896788,1.3010016715742982,-0.14838984211204875,0.8102814350875638,1.3324058447025418,1.2802239794473673,1.216026753044054,1.1476984848158183,0.13221473782309112,1.3668516127349413,-0.1483898421120491,False,True,True,True,True,True,True
U56,CAP2,0.75,0.0025,10.0,0.11670029323942632,1.2658356396095074,-0.14878511079353718,0.7843546482373925,1.2963626266768185,1.2456358468593072,1.1787952134096729,1.075493265338127,0.12864914312312847,1.3331729444454652,-0.1487851107935374,False,True,True,True,True,True,True
