panel,fold,SET,DELTA,wider,narrower,k_wider,k_narrower,sp_w,sp_n,MULTIPLE,INFLATION,V,null_median,L95,U95,SE_logM,involves_D,involves_GROSS,B_RAW,B_POINT,B_MED,B_IID95,B_BOOT95
U56,2013,NG,0.0,N,H,6,4,0.1313379995896118,0.06696166932823777,1.9613907614191823,1.2310439679203555,1.5932743366856559,1.3161713601861529,0.8323714368484606,4.4028814734013935,0.6274170199312009,False,False,W,W,W,TIE,TIE
U56,2013,NG,0.0,N,CADENCE,6,2,0.1313379995896118,0.03776199610391473,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,0.47845813638593043,29.109959192906462,1.2236570629170473,False,False,W,W,W,TIE,TIE
U56,2013,NG,0.0,H,CADENCE,4,2,0.06696166932823777,0.03776199610391473,1.7732555541812567,1.8245208391861245,0.9719020556499995,1.508861785346586,0.5794834092566273,32.57213922885693,1.2402549880424374,False,False,W,N,N,TIE,TIE
U56,2013,NG,0.01,N,H,6,4,0.1313379995896118,0.06696166932823777,1.9613907614191823,1.2310439679203555,1.5932743366856559,1.3161713601861529,0.8323714368484606,4.4028814734013935,0.6274170199312009,False,False,W,W,W,TIE,TIE
U56,2013,NG,0.01,N,CADENCE,6,2,0.1313379995896118,0.03776199610391473,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,0.47845813638593043,29.109959192906462,1.2236570629170473,False,False,W,W,W,TIE,TIE
U56,2013,NG,0.01,H,CADENCE,4,2,0.06696166932823777,0.03776199610391473,1.7732555541812567,1.8245208391861245,0.9719020556499995,1.508861785346586,0.5794834092566273,32.57213922885693,1.2402549880424374,False,False,W,N,N,TIE,TIE
U56,2013,NG,0.03,N,H,6,4,0.1313379995896118,0.06696166932823777,1.9613907614191823,1.2310439679203555,1.5932743366856559,1.3161713601861529,0.8323714368484606,4.4028814734013935,0.6274170199312009,False,False,W,W,W,TIE,TIE
U56,2013,NG,0.03,N,CADENCE,6,2,0.1313379995896118,0.03776199610391473,3.478047061606369,2.2460653734250635,1.5485066030391785,1.34305897535513,0.47845813638593043,29.109959192906462,1.2236570629170473,False,False,W,W,W,TIE,TIE
U56,2013,NG,0.03,H,CADENCE,4,2,0.06696166932823777,0.03776199610391473,1.7732555541812567,1.8245208391861245,0.9719020556499995,1.508861785346586,0.5794834092566273,32.57213922885693,1.2402549880424374,False,False,W,N,N,TIE,TIE
U56,2013,NG,0.1,N,H,6,4,0.1313379995896118,0.06696166932823777,1.9613907614191823,1.2310439679203555,1.5932743366856559,1.3161713601861529,0.8323714368484606,4.4028814734013935,0.6274170199312009,False,False,W,W,W,TIE,TIE
