panel,bar,K_raw,K_ded,mean_raw,med_raw,mean_ded,med_ded,sign_flip_raw,sign_flip_ded
U56,B_TIGHT,18,8,-0.03720521541208491,-0.0016772163338493185,-0.07314500117214132,-0.05610152316973793,False,False
U56,B_MID,18,7,-0.03720521541208491,-0.0016772163338493185,-0.08550980666534962,-0.06092595361122388,False,False
U56,B_LOOSE,18,3,-0.03720521541208491,-0.0016772163338493185,-0.1637189092061279,-0.12613852182740826,False,False
B136,B_TIGHT,18,4,-0.016641766509161413,-0.002138009651909467,-0.07044915348592676,-0.03540229828951241,False,False
B136,B_MID,18,2,-0.016641766509161413,-0.002138009651909467,-0.1849465967244313,-0.1849465967244313,False,False
B136,B_LOOSE,18,2,-0.016641766509161413,-0.002138009651909467,-0.1849465967244313,-0.1849465967244313,False,False
SMALL,B_TIGHT,18,7,-0.01578713446347977,-0.0012314681266131222,-0.03590339556788348,-0.0020479565902353225,False,False
SMALL,B_MID,18,5,-0.01578713446347977,-0.0012314681266131222,-0.047883812855541864,-0.0020479565902353225,False,False
SMALL,B_LOOSE,18,5,-0.01578713446347977,-0.0012314681266131222,-0.047883812855541864,-0.0020479565902353225,False,False
