panel,fold,axis,k,R_obs,rev,pick,anchor,rand,on_anchor,oos_start,oos_len,s_pick,s_anc,s_rand,gain,gain_rand,is_oos_half
U56,2013,N,6,0.1313379995896118,1,40,20,5,0,1259,252,2.704749985343767,2.5568857038167834,2.6912639138610377,0.14786428152698372,0.13437821004425432,0
U56,2013,H,4,0.06696166932823777,2,252,126,252,0,1259,252,2.7631664496894963,2.5568857038167834,2.7631664496894963,0.20628074587271295,0.20628074587271295,0
U56,2013,GROSS,10,0.00042513941117838794,0,0.3,0.75,0.6,0,1259,252,2.5546959610368254,2.5568857038167834,2.5562571759678674,-0.0021897427799579816,-0.0006285278489159829,0
U56,2013,CADENCE,2,0.03776199610391473,0,W,W,M,1,1259,252,2.5568857038167834,2.5568857038167834,2.9811059737239045,0.0,0.42422026990712114,0
U56,2014,N,6,0.15386058928612223,1,5,20,40,0,1511,252,0.8885729905166772,0.8921107325943569,1.030784845762209,-0.003537742077679762,0.13867411316785216,0
U56,2014,H,4,0.06781112552258461,1,252,126,21,0,1511,252,0.9372399021088342,0.8921107325943569,0.8795490507481509,0.04512916951447732,-0.012561681846205985,0
U56,2014,GROSS,10,0.0001687963801089154,1,0.5,0.75,0.6,0,1511,252,0.8868033003229919,0.8921107325943569,0.8889624149571126,-0.005307432271364987,-0.0031483176372443245,0
U56,2014,CADENCE,2,0.04422125179209857,0,M,W,W,0,1511,252,0.9770759914870005,0.8921107325943569,0.8921107325943569,0.08496525889264361,0.0,0
U56,2015,N,6,0.1282144986274072,1,5,20,30,0,1763,252,0.7610259833597219,1.1970392197168795,0.865276022996738,-0.4360132363571576,-0.33176319672014154,0
U56,2015,H,4,0.06593992395778137,1,252,126,126,0,1763,252,1.1251700788528032,1.1970392197168795,1.1970392197168795,-0.07186914086407636,0.0,0
U56,2015,GROSS,10,0.0014702516217581785,0,0.75,0.75,0.5,1,1763,252,1.1970392197168795,1.1970392197168795,1.1952392022577663,0.0,-0.00180001745911329,0
U56,2015,CADENCE,2,0.05128126000764621,0,M,W,M,0,1763,252,0.808762004925264,1.1970392197168795,0.808762004925264,-0.3882772147916156,-0.3882772147916156,0
U56,2016,N,6,0.051148514884976626,3,5,20,40,0,2015,252,0.6925129609685585,1.064881337722707,1.1098507612323008,-0.3723683767541486,0.04496942350959365,0
U56,2016,H,4,0.06399446706077594,1,252,126,63,0,2015,252,0.826622835623928,1.064881337722707,1.2289391583712388,-0.23825850209877908,0.1640578206485317,0
U56,2016,GROSS,10,0.0017692094899615096,0,0.75,0.75,0.6,1,2015,252,1.064881337722707,1.064881337722707,1.0664065439511612,0.0,0.0015252062284540902,0
U56,2016,CADENCE,2,0.015192728029082891,0,W,W,M,1,2015,252,1.064881337722707,1.064881337722707,1.0363136843228675,0.0,-0.028567653399839577,0
U56,2017,N,6,0.04652446553293976,2,40,20,10,0,2267,251,2.86613974445938,2.2713449074391034,2.0638815802308743,0.5947948370202765,-0.20746332720822913,1
U56,2017,H,4,0.01639205628639484,2,252,126,63,0,2267,251,2.5751988073011534,2.2713449074391034,2.0834502105738375,0.3038538998620499,-0.18789469686526594,1
U56,2017,GROSS,10,0.0011294205184011474,0,0.75,0.75,0.7,1,2267,251,2.2713449074391034,2.2713449074391034,2.2703608304250222,0.0,-0.0009840770140812083,1
U56,2017,CADENCE,2,0.016078650374136583,0,W,W,W,1,2267,251,2.2713449074391034,2.2713449074391034,2.2713449074391034,0.0,0.0,1
U56,2018,N,6,0.0885088854207996,2,40,20,20,0,2518,251,0.04209919524515937,0.27841926344661655,0.27841926344661655,-0.23632006820145718,0.0,1
U56,2018,H,4,0.048499437688103164,0,252,126,126,0,2518,251,0.0895636285954197,0.27841926344661655,0.27841926344661655,-0.18885563485119683,0.0,1
U56,2018,GROSS,10,0.00152790211000986,0,0.75,0.75,0.35,1,2518,251,0.27841926344661655,0.27841926344661655,0.27766511401240657,0.0,-0.000754149434209983,1
U56,2018,CADENCE,2,0.005384334735947904,0,M,W,M,0,2518,251,0.29888231887549355,0.27841926344661655,0.29888231887549355,0.020463055428876997,0.020463055428876997,1
U56,2019,N,6,0.04620084976872052,2,10,20,5,0,2769,252,1.7688437204219385,1.9836618210743198,0.8470178054241086,-0.21481810065238127,-1.1366440156502111,1
U56,2019,H,4,0.047919766170084754,0,21,126,252,0,2769,252,2.1357988034942097,1.9836618210743198,2.384041157276789,0.15213698241988993,0.400379336202469,1
U56,2019,GROSS,10,0.0012455055562967665,0,0.75,0.75,0.7,1,2769,252,1.9836618210743198,1.9836618210743198,1.9832376124406172,0.0,-0.0004242086337025164,1
U56,2019,CADENCE,2,0.012885330438979326,0,M,W,W,0,2769,252,2.544746609085411,1.9836618210743198,1.9836618210743198,0.5610847880110912,0.0,1
U56,2020,N,6,0.10280911449741592,2,40,20,15,0,3021,253,1.1016499328749216,1.168455535411927,1.076440753443667,-0.0668056025370054,-0.09201478196825996,1
U56,2020,H,4,0.043437162105670835,1,21,126,63,0,3021,253,1.1741700983673955,1.168455535411927,1.0579269285890296,0.005714562955468461,-0.11052860682289745,1
U56,2020,GROSS,10,0.001435842069839488,0,0.75,0.75,0.7,1,3021,253,1.168455535411927,1.168455535411927,1.1683778334865194,0.0,-7.77019254076805e-05,1
U56,2020,CADENCE,2,0.041300733101616416,0,M,W,M,0,3021,253,1.1941273276180686,1.168455535411927,1.1941273276180686,0.025671792206141575,0.025671792206141575,1
U56,2021,N,6,0.13495541046961113,3,15,20,15,0,3274,252,1.3283496219554352,1.5090824586740197,1.3283496219554352,-0.18073283671858453,-0.18073283671858453,1
U56,2021,H,4,0.07815342265876457,1,252,126,63,0,3274,252,1.0848644611727094,1.5090824586740197,1.5172982005853735,-0.4242179975013103,0.008215741911353769,1
U56,2021,GROSS,10,0.0008827607404908733,0,0.75,0.75,0.4,1,3274,252,1.5090824586740197,1.5090824586740197,1.5062317877145175,0.0,-0.0028506709595021995,1
U56,2021,CADENCE,2,0.0270058915759106,0,M,W,M,0,3274,252,1.3329376613331285,1.5090824586740197,1.3329376613331285,-0.17614479734089117,-0.17614479734089117,1
U56,2022,N,6,0.18870683883942208,2,40,20,10,0,3526,251,-0.6049803954629566,-0.3956659504113578,-0.02431018201648329,-0.20931444505159874,0.37135576839487455,1
U56,2022,H,4,0.050091649308481756,1,21,126,21,0,3526,251,-0.7043211370160182,-0.3956659504113578,-0.7043211370160182,-0.30865518660466035,-0.30865518660466035,1
U56,2022,GROSS,10,0.0010554569355429866,0,0.75,0.75,0.55,1,3526,251,-0.3956659504113578,-0.3956659504113578,-0.396122043763978,0.0,-0.00045609335262020156,1
U56,2022,CADENCE,2,0.012606645292135843,0,M,W,M,0,3526,251,-0.6468577100308989,-0.3956659504113578,-0.6468577100308989,-0.25119175961954104,-0.25119175961954104,1
U56,2023,N,6,0.14718309987016032,2,15,20,30,0,3777,250,1.8372467565536843,1.737057408665915,2.0966930967481536,0.10018934788776934,0.35963568808223867,1
U56,2023,H,4,0.06500056728001535,1,252,126,63,0,3777,250,1.857105828969369,1.737057408665915,2.067350111092109,0.12004842030345397,0.33029270242619413,1
U56,2023,GROSS,10,0.0013844902959869732,0,0.75,0.75,0.6,1,3777,250,1.737057408665915,1.737057408665915,1.736241053838288,0.0,-0.0008163548276269861,1
