gate,rule,n_keys_admitted,n_arms_admitted,pick_key,pick_dir,pick_m,pick_is_causal,Sharpe_IS,CAGR_OOS,Sharpe_OOS,MaxDD_OOS,CAGR_F,Sharpe_F,MaxDD_F,Sharpe_H1,Sharpe_H2,pass4a,pass4b,beats_SPY_OOS,beats_v2_OOS,spy_Sharpe_OOS,v2_Sharpe_OOS,dSharpe_OOS_vs_SPY,n_blind_keys,blind_keys,blind_best_arm,blind_best_Sharpe_IS,blind_best_Sharpe_OOS,blind_IS_margin
T2,NONE,14,84,MCAP,NEG,1.0,False,0.9630423030363326,0.2630870753496335,1.5840565642669804,-0.24873813962762126,0.2028917563885424,1.3744790480568647,-0.24873813962762126,1.1478221202771621,1.5700648298817634,False,False,True,True,0.8820107009842559,0.5580284349691186,0.7020458632827244,4,MCAP;MCAPFRZ;MCAPREB;SHARES,MCAP/NEG,0.9630423030363326,1.5840565642669804,0.0
T2,ASOF_TRUE,10,60,PXDVOL,NEG,1.0,True,0.8382940522412748,0.2441126224386707,1.5876018648222747,-0.24376762210436287,0.18173584523171904,1.3389365637495159,-0.24376762210436276,0.9928551323918433,1.616187060878637,False,False,True,True,0.8820107009842559,0.5580284349691186,0.7055911638380188,0,,-,,,
T2,ASOF_EARLY,14,84,MCAP,NEG,1.0,True,0.9630423030363326,0.2630870753496335,1.5840565642669804,-0.24873813962762126,0.2028917563885424,1.3744790480568647,-0.24873813962762126,1.1478221202771621,1.5700648298817634,False,False,True,True,0.8820107009842559,0.5580284349691186,0.7020458632827244,0,,-,,,
BOTH,NONE,8,48,VOL20,NEG,0.5,True,0.7961920589261182,0.05790760933840722,0.46725498866492865,-0.2687631803059177,0.07264196609178897,0.5828888914476265,-0.2687631803059167,0.8391930040285801,0.3719814062668865,False,False,False,False,0.8820107009842559,0.5580284349691186,-0.4147557123193273,2,MCAPREB;SHARES,MCAPREB/NEG,0.6832978938266421,0.9619341580188049,0.11289416509947614
BOTH,ASOF_TRUE,6,36,VOL20,NEG,0.5,True,0.7961920589261182,0.05790760933840722,0.46725498866492865,-0.2687631803059177,0.07264196609178897,0.5828888914476265,-0.2687631803059167,0.8391930040285801,0.3719814062668865,False,False,False,False,0.8820107009842559,0.5580284349691186,-0.4147557123193273,0,,-,,,
BOTH,ASOF_EARLY,8,48,VOL20,NEG,0.5,True,0.7961920589261182,0.05790760933840722,0.46725498866492865,-0.2687631803059177,0.07264196609178897,0.5828888914476265,-0.2687631803059167,0.8391930040285801,0.3719814062668865,False,False,False,False,0.8820107009842559,0.5580284349691186,-0.4147557123193273,0,,-,,,
