book,H1_spread,H2_spread,OOS_spread,CAGR_spread,DD_spread,sharpe_clearing
U56/EWALL/W,0.005612651060979523,0.00040875453713073995,0.0005337541482868247,0.14179069713972003,0.22780959227424824,True
U56/EWALL/M,0.012273154145063359,0.008372046984613801,0.009672917737915565,0.14252484783775832,0.22737309669014616,True
U56/MA-DG/W,0.002016297609939599,0.0016888302579227688,0.001464191581542984,0.08764466984857844,0.1255723695019041,True
U56/MA-DG/M,0.006730093420718397,0.004832381711906031,0.004827060706420916,0.09581850885644272,0.12201352907825802,True
U56/MA-RS/W,0.0015734346584872494,0.00011082607099943687,0.00023896484862673262,0.12308226888565654,0.19097969486137167,True
U56/MA-RS/M,0.008774456118686658,0.0026222700799369836,0.0019613160424127862,0.13547838942375767,0.18643525097210067,True
U56/CAND20/W,0.001978643213713216,0.002731078556845845,0.0024991665295188703,0.10445513851965749,0.17990271712564365,True
U56/CAND20/M,0.007557972999311158,0.0026795093723821495,0.0022354477937762685,0.12081130933313822,0.18500434912787866,True
U56/R620/W,0.0025854070041402277,0.0024458306643988514,0.002782296667585893,0.1617057587612245,0.22327624855696282,True
U56/R620/M,0.010752141352481148,0.00211808316804607,0.0021779732740989655,0.17710230087162282,0.2381064508140679,True
ETF36/EWALL/W,0.006506341866436061,0.0033366854286180914,0.0034627736773907847,0.08370574986027113,0.22567820552856632,False
ETF36/EWALL/M,0.012092554754740914,0.006712260535291503,0.007638599366207477,0.08329621147485211,0.22441721905817236,False
ETF36/MA-DG/W,0.00240843326749296,0.0024766784507451733,0.0021416482113670865,0.04742823065185453,0.10404207484138239,False
ETF36/MA-DG/M,0.008074984370064486,0.0058602803163863015,0.005929525889294851,0.05542523201075111,0.0985401791916144,False
ETF36/MA-RS/W,0.0018374212732352735,0.0012649218535283335,0.001180520159684062,0.052303150253386166,0.20382348818551266,False
ETF36/MA-RS/M,0.01153800035949315,0.003610827445679754,0.00313346306398099,0.0639172226312632,0.23614496241885274,False
ETF36/CAND20/W,0.0013601348526703916,0.004754060210445443,0.004204828124068305,0.06375993341850217,0.15506256787708728,False
ETF36/CAND20/M,0.007316569932315442,0.0062336546850816354,0.0063671368419518926,0.07938238749913484,0.14343226504521045,False
ETF36/R620/W,0.0038635492369861746,0.0036144522594168116,0.003295269198281492,0.08986174074587483,0.21228179173354422,False
ETF36/R620/M,0.011851135068020713,0.0027395213564893606,0.002724931449313517,0.10031689577574832,0.19289495082651986,True
B136/EWALL/W,0.0073941251324869395,0.0032637742232608513,0.003853843065871887,0.15091427677465585,0.2544618906013685,True
B136/EWALL/M,0.0132547792307518,0.008210371605604339,0.010828251376396647,0.15036250680651242,0.25461608358013155,True
B136/MA-DG/W,0.003334147238883478,0.003530513325371576,0.003562565643843385,0.08267461967856149,0.13181766042478604,True
B136/MA-DG/M,0.007810078544260302,0.0035375774037762486,0.0028528775755554125,0.09012351813455166,0.12677323389609274,True
B136/MA-RS/W,0.0056628829800258185,0.0013700969191265955,0.001913625855320511,0.12360810397827549,0.20554629657608192,True
B136/MA-RS/M,0.010624232996155447,0.0007885194164806153,0.00129633009964647,0.13316066501150314,0.22223490329029183,True
B136/CAND20/W,0.004763900449614944,0.0014670239334941826,0.0013396276067734192,0.0898198708334701,0.18093903695184976,False
B136/CAND20/M,0.011517086842383728,0.013330063321822072,0.01267563383563941,0.11380151479192913,0.1894641269068852,True
B136/R620/W,0.007066361858644177,0.009445943791436484,0.00962918134902746,0.18619299887158758,0.22467920937013064,True
B136/R620/M,0.012750954884404475,0.015057427682661384,0.015002180100106344,0.2049768249568289,0.2495314927910819,True
BSTK100/EWALL/W,0.007664422962424089,0.0027392790707756465,0.0035008132811513715,0.17603801845226164,0.2647432500940311,True
BSTK100/EWALL/M,0.013634778251386148,0.007569678121091439,0.010691823921332055,0.17549777415849954,0.2652958447936442,True
BSTK100/MA-DG/W,0.003801192689596,0.0034357962400032305,0.0036460098082014003,0.09556076933293678,0.14182062114247862,True
BSTK100/MA-DG/M,0.007799940173711217,0.0032673670191545323,0.0022302815015116106,0.10280613111341874,0.13879442207755321,True
BSTK100/MA-RS/W,0.008778807406265798,0.0001703652117581722,0.0007703690683613651,0.1523639975701263,0.22529600442325226,True
BSTK100/MA-RS/M,0.0159253464234117,0.0007850968771534461,0.0018960632564433144,0.15809485770573994,0.24819038930373938,True
BSTK100/CAND20/W,0.005497012687109004,0.003090045654223883,0.002650640399703974,0.11475182300138709,0.209322803205374,False
BSTK100/CAND20/M,0.013697493308976627,0.013440308456550198,0.010474640893247344,0.13365015699058413,0.25625712214264096,False
BSTK100/R620/W,0.01004860249775752,0.008299844696782022,0.008402145530203908,0.1902458267698508,0.23716137823722194,True
BSTK100/R620/M,0.014364310368222943,0.011888584734506713,0.011873447462959597,0.21422607532380167,0.24991790979822204,True
SMALL/EWALL/W,0.0015318441947571593,0.0037134288485508593,0.003678486335331188,0.10334643340836114,0.33837226865436254,False
SMALL/EWALL/M,0.0012422528500933838,0.0033995278869910495,0.005563885396442592,0.09930439850019668,0.33852723660507156,False
SMALL/MA-DG/W,0.003110751662188438,0.001382511650015461,0.0007368233292079918,0.04050343865490502,0.13873473233471123,False
SMALL/MA-DG/M,0.005818874509224359,0.007930866067372366,0.007659120927697605,0.04997312619847638,0.161478214402616,False
SMALL/MA-RS/W,0.0063237992589058045,0.0015058499324224206,0.0011929255217268953,0.06771855091486167,0.3505160642375402,False
SMALL/MA-RS/M,0.007284416323187104,0.012669735813976568,0.01266821180350619,0.09183001461744222,0.37275904657785164,False
SMALL/CAND20/W,0.000311173768132722,0.01007543547107137,0.00870733326786649,0.05551802190873323,0.30129955591488367,False
SMALL/CAND20/M,0.006629434543356849,0.018286518503796118,0.01837268203076592,0.063836740660703,0.3694760824788542,False
SMALL/R620/W,0.0062940628957806055,0.006432446923499757,0.005123253086196433,0.14443476569853364,0.38006784378777037,False
SMALL/R620/M,0.01824757990450465,0.01690155826591211,0.011752428671278015,0.17923370990002474,0.33747903620838426,False
