panel,book,conv,sleeve_star,f_star,n_eq_star,corr_star,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,anchor_OOS_Sharpe,anchor_OOS_CAGR,best_OOS_in_grid,regret,v2_OOS_Sharpe,v1_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,beats_anchor,beats_SPY,beats_v2,full_4b,full_4a
B136,ewall,matched,S4,0.5,0,-0.011297463674116168,1.1660907228327764,0.07750884036355377,1.2013092902510765,-0.10580673121255924,1.0190519497098376,0.10588426010291863,1.289971273669837,-0.08866198341876053,1.1185082795688426,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,True,False,True
B136,ewall,natural,S4,0.5,0,-0.011297463674116168,1.1363060778243377,0.0705230973168709,1.2317346943625984,-0.10239579942339316,1.0190519497098376,0.10588426010291863,1.3616410615906454,-0.12990636722804694,1.1185082795688426,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,True,False,False
B136,top20,matched,S4,0.5,0,0.03515875843561145,1.1521707259086016,0.08551304755272149,1.000854323306036,-0.11821146074367694,0.8919165372280256,0.12486792010130943,1.158616480112828,-0.15776215680679195,1.1185082795688426,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,False,False
B136,top20,natural,S4,0.5,0,0.03515875843561145,1.1267351207569252,0.08051605704949494,1.052523243946113,-0.1090710192816885,0.8919165372280256,0.12486792010130943,1.316475803148633,-0.26395255920252003,1.1185082795688426,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,False,False
B136,v1,matched,S4+SYQQIM,1.0,3,0.6154166070186197,0.9169502615349315,0.0620545827601946,1.0669981736198402,-0.09136443193652433,0.5762505378038233,0.05941502665859644,1.1809424470175856,-0.11394427339774538,1.1185082795688426,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,False,False,False
B136,v1,natural,S4+SYQQ,0.75,2,0.5704024522385818,0.8485654844895751,0.06234209903007737,1.130132498787059,-0.07855877609485873,0.5762505378038233,0.05941502665859644,1.316475803148633,-0.1863433043615741,1.1185082795688426,0.5762505378038233,0.8820239235972316,0.1545044425578177,-0.3371595330739301,True,True,True,False,False
u56,ewall,matched,S4+QQ,0.5,1,0.5002373174595118,1.063161853206012,0.08934247871610856,1.2504011483750144,-0.10592747563277549,1.1132841948586054,0.11341323151490479,1.2902984572538272,-0.03989730887881282,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266,-0.33717235283398284,True,True,False,False,False
u56,ewall,natural,S4,0.5,0,0.10690258293692233,1.0200601408435792,0.07400596509059287,1.279587333161305,-0.08684400427466288,1.1132841948586054,0.11341323151490479,1.363640763224568,-0.08405343006326293,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266,-0.33717235283398284,True,True,False,False,False
u56,top20,matched,S4+QQ,0.5,1,0.5346482969752486,1.0766905840902579,0.10334565195323009,1.262119783906703,-0.11805392518499191,1.167991233806965,0.14360571273280298,1.2957048772035848,-0.03358509329688175,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266,-0.33717235283398284,True,True,False,False,False
u56,top20,natural,S4,0.5,0,0.11982166171076838,1.0405884901032512,0.08888776181998126,1.308068871247853,-0.0996987694416358,1.167991233806965,0.14360571273280298,1.3672492352684746,-0.059180364020621656,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266,-0.33717235283398284,True,True,True,False,False
u56,v1,matched,S4+SYQQIM,1.0,3,0.7215083548105399,0.9172800214564253,0.061661439052100864,1.0614710258187134,-0.0914708669353218,0.747063834691694,0.07730300522922962,1.174767789008342,-0.11329676318962845,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266,-0.33717235283398284,True,True,False,False,False
u56,v1,natural,S4+SYQQIM,1.0,3,0.7215083548105399,0.8168224603855901,0.060128358936406556,1.1723616743376821,-0.0873947504387047,0.747063834691694,0.07730300522922962,1.3158833114669612,-0.14352163712927912,1.285072363206482,0.747063834691694,0.8820107671822842,0.15450717694493266,-0.33717235283398284,True,True,False,False,False
