panel,book,beta,alpha_bpd,R2,MaxDD_book,MaxDD_beta_spy,MaxDD_idio,MaxDD_spy,ep_depth,ep_days,ep_sum_r,ep_sum_beta_spy,ep_sum_idio,ep_share_beta_spy,ep_share_idio,ep_logloss,MaxDD_beta_spy_roll,MaxDD_idio_roll,beta_roll_mean,beta_roll_min,beta_roll_max
U56,incumbent N15/H126,0.5256902086699704,2.0760034004326746,0.6543972343317019,-0.1638148264272491,-0.18835060322064223,-0.1229575531087661,-0.3371726770846234,-0.1638148264272491,58,-0.1747274915857308,-0.10907169414641031,-0.06565579743932048,0.6242388828256817,0.37576111717431815,-0.17890519093588916,-0.18274085667311268,-0.08295166118028352,0.6088414641117873,0.21263160251209431,0.9382303001885848
B136,incumbent N15/H126,0.5451847858036839,1.9391700589300727,0.5873336846414471,-0.1597039087489136,-0.19485426231147573,-0.20572890203889627,-0.3371595330739303,-0.1597039087489136,58,-0.17012537632146124,-0.11310304157381167,-0.05702233474764956,0.6648216980875167,0.3351783019124832,-0.17400095967001028,-0.18152551350102097,-0.11351321781518797,0.6367058146388848,0.23542661679633667,1.1213936827602298
SMALL663,incumbent N15/H126,0.6576645332952802,-0.6336247887670239,0.5283757276411926,-0.33350849240419733,-0.23176534734879806,-0.446820979092428,-0.3371726770846236,-0.33350849240419733,368,-0.3818591940315918,-0.08083264708931778,-0.301026546942274,0.2116818145345752,0.7883181854654248,-0.40572788123629433,-0.19297481043777398,-0.42414680255175674,0.6856216937240475,0.4690579770350781,1.0640442341746739
U56,shallowest N40/H21,0.4321340081625951,1.1287680185147293,0.7769704176675839,-0.15407456039305434,-0.15663226923795381,-0.11070325681961168,-0.3371726770846234,-0.15407456039305434,22,-0.16162140514998088,-0.15386288311164711,-0.007758522038333762,0.9519957023567884,0.04800429764321152,-0.1673240561121519,-0.17173192020302686,-0.06852534682861922,0.48799957264771215,0.2197193134356739,0.6592288687775721
B136,shallowest N15/H126,0.5451847858036839,1.9391700589300727,0.5873336846414471,-0.1597039087489136,-0.19485426231147573,-0.20572890203889627,-0.3371595330739303,-0.1597039087489136,58,-0.17012537632146124,-0.11310304157381167,-0.05702233474764956,0.6648216980875167,0.3351783019124832,-0.17400095967001028,-0.18152551350102097,-0.11351321781518797,0.6367058146388848,0.23542661679633667,1.1213936827602298
SMALL663,shallowest N30/H63,0.6103530921117806,-0.20679331381373736,0.5893172801817415,-0.28692737460451423,-0.21638022158991477,-0.3432976442867711,-0.3371726770846236,-0.28692737460451423,23,-0.32585584239687493,-0.1899895538716017,-0.13586628852527316,0.5830478670387154,0.41695213296128447,-0.33817200485540677,-0.18767753666569487,-0.32334918848440475,0.6342665092823733,0.40651430353482193,0.9118760386448832
