panel,T_trade,delay,phase,phase_dd,delay_dd
B136,M,0.012522332487275634,0.014754957362084209,0.004598682835776247,0.005986285875281688
B136,W,0.012833294946138274,0.018051637510589247,0.005510046207123337,0.0057684713943096655
SMALL665,M,0.0013785452513508378,0.005901583415462874,0.007850648542467031,0.0034611299539581974
SMALL665,W,0.0006321799980195664,0.015012326896067907,0.005815838432965903,0.003120853995249917
U56,M,0.00542693810159478,0.014548497265177263,0.0059410116515530575,0.00225482595745799
U56,W,0.006409364353598956,0.01793564990905505,0.005389155779110116,0.0024870032359730065
