panel,N,pick_cap,IS_Sharpe,OOS_Sharpe_pick,OOS_Sharpe_cap20,OOS_CAGR_pick,OOS_MaxDD_pick,delta,pass4b_pick,pass4b_cap20,pass4a_pick
U56,10,3,1.1682399822777958,1.2446457369924422,1.0960648242351698,0.18467210874099083,-0.18259551919351935,0.14858091275727237,True,False,False
U56,20,5,1.1957557798175875,1.2258465855334648,1.1837143680307356,0.16884490130986296,-0.21758613289108353,0.04213221750272922,False,True,False
B136,10,3,1.296620063123252,1.0172222409791725,0.923941448049247,0.16834280414194147,-0.20660491291345284,0.09328079292992542,False,True,False
B136,20,3,1.2112991244822133,1.009531532087446,1.0244937706927486,0.1420748102986673,-0.221146944572706,-0.014962238605302547,False,False,False
SMALL,10,8,0.5985795301448734,0.46093088412064764,0.46093088412064764,0.0794502704053146,-0.4343297930404827,0.0,False,False,False
SMALL,20,2,0.6941512105343932,0.5212410601346535,0.45424585897421693,0.08433183952686085,-0.364486067367788,0.06699520116043661,False,False,False
