panel,n,bps,metric,sat_share,unsat,EWall,FWD,REV,RANDH,RANDW,d_FWD_RANDH,d_FWD_RANDW,d_RANDH_RANDW,d_EW_FWD,d_FWD_REV
U56,20,0,Sharpe,0.1712820512820513,True,1.1321362346444486,1.1550935984443078,0.9589558138165691,1.0937248081753217,1.1157256582919541,0.06136879026898612,0.039367940152353675,-0.022000850116632442,-0.022957363799859243,0.19613778462773868
U56,20,0,CAGR,0.1712820512820513,True,0.11314831389325475,0.14034814475179003,0.08422338371804994,0.110963837350565,0.11384219543960103,0.029384307401225024,0.026505949312188998,-0.002878358089036026,-0.02719983085853528,0.05612476103374009
U56,20,0,MaxDD,0.1712820512820513,True,-0.15769540293383966,-0.1822003619415382,-0.15896903548260555,-0.16296846086168196,-0.16018264221179868,-0.019231901079856256,-0.022017719729739538,-0.0027858186498832815,0.024504959007698557,-0.023231326458932666
U56,20,10,Sharpe,0.1712820512820513,True,1.0490288480160836,1.0635392242670008,0.7684892059575963,1.0080615667946997,0.7360240385136452,0.055477657472301045,0.3275151857533556,0.27203752828105454,-0.014510376250917112,0.29505001830940447
U56,20,10,CAGR,0.1712820512820513,True,0.1040491811310249,0.12788458697149974,0.06617693854103601,0.10142755996882621,0.07190655777910182,0.026457027002673522,0.055978029192397916,0.029521002189724393,-0.023835405840474833,0.061707648430463724
U56,20,10,MaxDD,0.1712820512820513,True,-0.15874704847794507,-0.18308348697878107,-0.1657846279106897,-0.16555240304727875,-0.16314382683830114,-0.017531083931502323,-0.01993966014047993,-0.0024085762089776086,0.024336438500836,-0.017298859068091366
U56,20,30,Sharpe,0.1712820512820513,True,0.8823171715292214,0.8798869594020006,0.3876900298646035,0.8362156873312305,-0.02127006907253267,0.04367127207077004,0.9011570284745333,0.8574857564037632,0.002430212127220832,0.4921969295373971
U56,20,30,CAGR,0.1712820512820513,True,0.08606524745167432,0.1033541893029517,0.030958650272987276,0.08259089600872294,-0.007379610920852861,0.02076329329422877,0.11073380022380457,0.0899705069295758,-0.017288941851277384,0.07239553902996443
U56,20,30,MaxDD,0.1712820512820513,True,-0.1655172511657863,-0.18484805308738783,-0.19551753178001918,-0.17441595890677156,-0.336647068207424,-0.010432094180616275,0.15179901512003618,0.16223110930065246,0.019330801921601526,0.010669478692631351
U56,30,0,Sharpe,0.25846153846153846,False,1.1321362346444486,1.1381902824038215,1.0528199928413062,1.1113585655872535,1.1247533667478216,0.02683171681656793,0.013436915655999915,-0.013394801160568015,-0.006054047759372905,0.08537028956251524
U56,30,0,CAGR,0.25846153846153846,False,0.11314831389325475,0.12560932974981665,0.09763072029705788,0.1120523196909955,0.11321048227067784,0.01355701005882115,0.012398847479138803,-0.001158162579682348,-0.012461015856561897,0.027978609452758763
U56,30,0,MaxDD,0.25846153846153846,False,-0.15769540293383966,-0.1736001552376677,-0.14591951456492624,-0.15990660976168736,-0.15955226462239852,-0.01369354547598034,-0.014047890615269176,-0.0003543451392888364,0.01590475230382804,-0.027680640672741452
U56,30,10,Sharpe,0.25846153846153846,False,1.0490288480160836,1.0531559958898553,0.9232593408301194,1.02625890367759,0.8869122620505765,0.026897092212265328,0.16624373383927882,0.1393466416270135,-0.004127147873771664,0.1298966550597359
