sel,panel,book,cost,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,v1_OOS_Sharpe,v1_OOS_CAGR,v1_OOS_MaxDD,ctl_OOS_Sharpe,pick,n_admitted,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,beat_spy,beat_v1,beat_ctl,oos_best,oos_rank
PUB,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),0,,,,,,,,
H1@lo,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),0,,,,,,,,
H1@mid,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),0,,,,,,,,
H1@hi,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),0,,,,,,,,
H2@lo,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),0,,,,,,,,
H2@mid,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),0,,,,,,,,
H2@hi,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),0,,,,,,,,
DD@lo,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),0,,,,,,,,
DD@mid,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),0,,,,,,,,
DD@hi,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),0,,,,,,,,
CAGR@lo,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),0,,,,,,,,
CAGR@mid,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),0,,,,,,,,
CAGR@hi,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,(none),0,,,,,,,,
NOBARS,u56,V1u,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,0.7135835570891119,control,17,0.07167644913632909,0.7135835570891119,-0.15672092223908363,False,False,False,False,8.5
PUB,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),0,,,,,,,,
H1@lo,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),0,,,,,,,,
H1@mid,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),0,,,,,,,,
H1@hi,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),0,,,,,,,,
H2@lo,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),0,,,,,,,,
H2@mid,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),0,,,,,,,,
H2@hi,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),0,,,,,,,,
DD@lo,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),0,,,,,,,,
DD@mid,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),0,,,,,,,,
DD@hi,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),0,,,,,,,,
CAGR@lo,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),0,,,,,,,,
CAGR@mid,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),0,,,,,,,,
CAGR@hi,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,(none),0,,,,,,,,
NOBARS,u56,V1u,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,0.3592038657013107,ebud-0.10,17,0.009515797736436848,0.21069454724710715,-0.11081637294244429,False,False,False,False,17.0
PUB,u56,TOP20,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1676752607259366,control,8,0.16638958865609776,1.1676752607259366,-0.22210408719864583,True,True,False,False,7.0
H1@lo,u56,TOP20,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1676752607259366,control,8,0.16638958865609776,1.1676752607259366,-0.22210408719864583,True,True,False,False,7.0
H1@mid,u56,TOP20,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1676752607259366,control,8,0.16638958865609776,1.1676752607259366,-0.22210408719864583,True,True,False,False,7.0
H1@hi,u56,TOP20,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1676752607259366,control,8,0.16638958865609776,1.1676752607259366,-0.22210408719864583,True,True,False,False,7.0
H2@lo,u56,TOP20,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1676752607259366,control,8,0.16638958865609776,1.1676752607259366,-0.22210408719864583,True,True,False,False,7.0
H2@mid,u56,TOP20,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1676752607259366,control,8,0.16638958865609776,1.1676752607259366,-0.22210408719864583,True,True,False,False,7.0
H2@hi,u56,TOP20,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1676752607259366,control,8,0.16638958865609776,1.1676752607259366,-0.22210408719864583,True,True,False,False,7.0
DD@lo,u56,TOP20,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1676752607259366,control,8,0.16638958865609776,1.1676752607259366,-0.22210408719864583,True,True,False,False,7.0
DD@mid,u56,TOP20,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1676752607259366,control,8,0.16638958865609776,1.1676752607259366,-0.22210408719864583,True,True,False,False,7.0
DD@hi,u56,TOP20,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1676752607259366,control,8,0.16638958865609776,1.1676752607259366,-0.22210408719864583,True,True,False,False,7.0
CAGR@lo,u56,TOP20,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1676752607259366,control,8,0.16638958865609776,1.1676752607259366,-0.22210408719864583,True,True,False,False,7.0
CAGR@mid,u56,TOP20,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1676752607259366,control,8,0.16638958865609776,1.1676752607259366,-0.22210408719864583,True,True,False,False,7.0
CAGR@hi,u56,TOP20,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1676752607259366,control,8,0.16638958865609776,1.1676752607259366,-0.22210408719864583,True,True,False,False,7.0
NOBARS,u56,TOP20,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1676752607259366,control,17,0.16638958865609776,1.1676752607259366,-0.22210408719864583,True,True,False,False,7.0
PUB,u56,TOP20,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,1.0721876011978528,(none),0,,,,,,,,
H1@lo,u56,TOP20,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,1.0721876011978528,(none),0,,,,,,,,
H1@mid,u56,TOP20,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,1.0721876011978528,(none),0,,,,,,,,
H1@hi,u56,TOP20,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,1.0721876011978528,(none),0,,,,,,,,
H2@lo,u56,TOP20,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,1.0721876011978528,(none),0,,,,,,,,
H2@mid,u56,TOP20,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,1.0721876011978528,(none),0,,,,,,,,
H2@hi,u56,TOP20,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,1.0721876011978528,(none),0,,,,,,,,
DD@lo,u56,TOP20,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,1.0721876011978528,(none),0,,,,,,,,
DD@mid,u56,TOP20,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,1.0721876011978528,(none),0,,,,,,,,
DD@hi,u56,TOP20,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,1.0721876011978528,(none),0,,,,,,,,
CAGR@lo,u56,TOP20,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,1.0721876011978528,(none),0,,,,,,,,
CAGR@mid,u56,TOP20,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,1.0721876011978528,(none),0,,,,,,,,
CAGR@hi,u56,TOP20,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,1.0721876011978528,(none),0,,,,,,,,
NOBARS,u56,TOP20,25.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.39920030769495,0.037834702288707334,-0.14177187688535975,1.0721876011978528,control,17,0.15087237124064035,1.0721876011978528,-0.22340270136729112,True,True,False,False,4.0
PUB,u56,EWall,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1357379992068701,abs12-rw,10,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False,17.0
H1@lo,u56,EWall,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1357379992068701,abs12-rw,10,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False,17.0
H1@mid,u56,EWall,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1357379992068701,abs12-rw,10,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False,17.0
H1@hi,u56,EWall,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1357379992068701,abs12-rw,10,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False,17.0
H2@lo,u56,EWall,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1357379992068701,abs12-rw,10,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False,17.0
H2@mid,u56,EWall,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1357379992068701,abs12-rw,10,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False,17.0
H2@hi,u56,EWall,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1357379992068701,abs12-rw,10,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False,17.0
DD@lo,u56,EWall,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1357379992068701,abs12-rw,10,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False,17.0
DD@mid,u56,EWall,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1357379992068701,abs12-rw,10,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False,17.0
DD@hi,u56,EWall,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1357379992068701,abs12-rw,10,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False,17.0
CAGR@lo,u56,EWall,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1357379992068701,abs12-rw,10,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False,17.0
CAGR@mid,u56,EWall,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1357379992068701,abs12-rw,10,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False,17.0
CAGR@hi,u56,EWall,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.747063834691694,0.07730300522922962,-0.13827796154480798,1.1357379992068701,abs12-rw,10,0.12045286302342895,1.031338857338196,-0.19885932203290213,True,True,False,False,17.0
