panel,n,median_elig,realised_gross_mean,realised_gross_median,realised_gross_p10,sat_share
u56,5,41.0,0.9991313789359393,1.0,1.0,0.003257328990228013
u56,10,41.0,0.9895765472312702,0.9999999999999999,0.9999999999999999,0.038002171552660155
u56,20,41.0,0.9592833876221498,1.0000000000000002,0.9000000000000002,0.10749185667752444
u56,40,41.0,0.8644136807817592,1.0000000000000004,0.4500000000000001,0.43539630836047777
u56,60,41.0,0.6231451321027873,0.6833333333333338,0.3,1.0
u56,90,41.0,0.41543008806852466,0.4555555555555557,0.19999999999999993,1.0
broad136,5,99.0,0.9995656894679696,1.0,1.0,0.0010857763300760044
broad136,10,99.0,0.9965255157437567,0.9999999999999999,0.9999999999999999,0.011943539630836048
broad136,20,99.0,0.989196525515744,1.0000000000000002,1.0000000000000002,0.023887079261672096
broad136,40,99.0,0.9724755700325733,1.0000000000000004,1.0000000000000004,0.06948968512486428
broad136,60,99.0,0.9469236337314528,1.0000000000000013,0.8000000000000008,0.13137893593919653
broad136,90,99.0,0.8929062613101687,0.9999999999999984,0.5333333333333334,0.3311617806731813
small439,5,147.0,0.996328029375765,1.0,1.0,0.004895960832313341
small439,10,147.0,0.9951040391676865,0.9999999999999999,0.9999999999999999,0.0073439412484700125
small439,20,147.0,0.9935128518971849,1.0000000000000002,1.0000000000000002,0.009791921664626682
small439,40,147.0,0.9876376988984089,1.0000000000000004,1.0000000000000004,0.030599755201958383
small439,60,147.0,0.9739290085679329,1.0000000000000013,1.0000000000000013,0.07221542227662178
small439,90,147.0,0.9439548483612117,0.9999999999999984,0.7622222222222216,0.16156670746634028
