form,level,clshape,n,SD,IQR,SDDIFF,MAD,IS_SD,OOS_SD,gap,p4a,p4b,sign,p4b_oos
MA-DG,name,name-DG,36,0.1902517688370095,0.22404405483125775,0.03198466333336342,0.14942687496200088,0.1948026187452744,0.18503807364705835,0.2744953626949366,0,3,0.6666666666666666,4
VOL-DG,name,name-DG,36,0.11315370825419246,0.09918288600528871,0.01891832590967001,0.07259740853023003,0.09347061431335041,0.11874468485294488,0.11855230502028798,3,6,0.6666666666666666,7
BAND-DG,name,name-DG,36,0.18938702860139692,0.2133055400639335,0.018629794039344203,0.14777943590982687,0.1969927969933235,0.18097870604686547,0.27195644462979957,2,7,0.4444444444444444,6
BREADTH-DG,market,market-DG,36,0.3926344560211564,0.5,0.11355071158159734,0.3222327355345983,0.3485782930688539,0.415844301293172,0.17384197407975502,1,6,0.5,5
SPYTR-DG,market,market-DG,36,0.3981223784163955,0.5,0.11893256138410208,0.3302620235883459,0.3704360180480393,0.4151015430185091,0.18012608752295817,0,7,0.5833333333333334,7
DD-DG,market,market-DG,36,0.3990084699754811,0.3333333333333333,0.1241550139529201,0.3301026788316497,0.3142360027582819,0.4360562515833323,0.17713909327043173,0,5,0.3888888888888889,5
MA-RS,name,name-RS,36,0.0015939535805992138,0.0005903876440516308,0.0014605307968856675,0.0007079327029836082,0.0014245497870469317,0.001652174727355996,2.621359919253842e-16,0,6,0.8333333333333334,5
VOL-RS,name,name-RS,36,0.0011711817919251878,0.00035575026854520186,0.0011026516541433303,0.0004420707631381827,0.0008065300267075057,0.0013633692374443779,1.5111368946286853e-16,0,4,0.5,3
BAND-RS,name,name-RS,36,0.0016131245099428372,0.0005987347604198834,0.0014606054274594264,0.0007153506770720464,0.0015091986672968452,0.0016189931042872295,2.7292982688701767e-16,0,6,0.6666666666666666,6
