panel,arm,gross,dCAGR,dSharpe,dMaxDD,dH1,dH2,dOOS_Sharpe,legs_match,flipped_legs,flip_margin,pass4b_match,pass4a_match,worst_metric,worst_carrier,exact
U56,BAND03,0.2,3.727415147448607e-05,0.002025572429612099,2.82309734617181e-09,1.3063196268259247e-05,0.0038295932070051553,0.0035639368597260024,True,,,True,True,0.0038295932070051553,dH2,True
U56,BAND03,0.35,6.646016612586736e-05,0.0020278424886988056,7.220264136575949e-09,1.3176478140142223e-05,0.0038332773915057405,0.0035674643690315477,True,,,True,True,0.0038332773915057405,dH2,True
U56,BAND03,0.5,9.671532372792363e-05,0.002030094816256378,1.3464472176094588e-08,1.3278671199934422e-05,0.003836919400941552,0.003570954621186173,True,,,True,True,0.003836919400941552,dH2,True
U56,BAND03,0.6,0.00011748620206235294,0.0020315980707965586,1.8611134147694663e-08,1.3367282650555978e-05,0.0038393211857217224,0.0035732583714036537,True,,,True,True,0.0038393211857217224,dH2,True
U56,BAND03,0.75,0.000149552278646381,0.0020338443780525406,2.7751717104895768e-08,1.3502848066559991e-05,0.0038428869944677757,0.0035766824913938677,True,,,True,True,0.0038428869944677757,dH2,True
U56,BAND03,0.85,0.00017154053012349846,0.0020353299177762185,3.4751302863123e-08,1.3584320361692548e-05,0.003845236861615753,0.003578941382183176,True,,,True,True,0.003845236861615753,dH2,True
U56,BAND03,0.95,0.0001940203575401256,0.0020367989771530315,4.242728865455625e-08,1.3642176837969089e-05,0.0038475664834172196,0.0035811821083542306,True,,,True,True,0.0038475664834172196,dH2,True
U56,BAND03,1.0,0.00020544666055552496,0.0020375390877731547,4.585524998601542e-08,1.3686539729329539e-05,0.003848724502837131,0.0035822965282896746,True,,,True,True,0.003848724502837131,dH2,True
U56,BAND08,0.2,4.162282209725296e-05,0.0021645940302255084,1.235344065236843e-08,3.4615125970027805e-06,0.004075996659199443,0.0038004404187901297,True,,,True,True,0.004075996659199443,dH2,True
U56,BAND08,0.35,7.419350395614782e-05,0.0021663915772822673,2.3756325850943227e-08,3.5134657661028967e-06,0.004078131331835433,0.0038025924090889784,True,,,True,True,0.004078131331835433,dH2,True
U56,BAND08,0.5,0.00010793837824740748,0.0021681420238635063,3.685272305375964e-08,3.5561091111802057e-06,0.0040801315219869405,0.0038046244109415372,True,,,True,True,0.0040801315219869405,dH2,True
U56,BAND08,0.6,0.0001310938082341867,0.0021692934967434407,4.64690866897044e-08,3.6058545525019525e-06,0.004081385111832647,0.0038059082217676288,True,,,True,True,0.004081385111832647,dH2,True
U56,BAND08,0.75,0.00016682257051699179,0.0021709768548110464,6.215430756184581e-08,3.6658842914594203e-06,0.004083144118725235,0.0038077256475013144,True,,,True,True,0.004083144118725235,dH2,True
U56,BAND08,0.85,0.00019130959417237858,0.0021720675388841038,7.338305191284533e-08,3.6960935141383544e-06,0.004084230887248186,0.003808860670574621,True,,,True,True,0.004084230887248186,dH2,True
U56,BAND08,0.95,0.00021633493976822016,0.0021731410549883368,8.455589528555407e-08,3.7351620225667403e-06,0.004085248351969106,0.003809933199800941,True,,,True,True,0.004085248351969106,dH2,True
U56,BAND08,1.0,0.00022904967900030937,0.002173665779694689,9.066561046378041e-08,3.747316954294533e-06,0.004085729856957654,0.0038104456219181237,True,,,True,True,0.004085729856957654,dH2,True
U56,BAND03_M,0.2,3.807296207371594e-05,0.0019655163434564304,2.4981494789466652e-08,1.7918887202483802e-05,0.0037054541868577484,0.0034584264439845303,True,,,True,True,0.0037054541868577484,dH2,True
U56,BAND03_M,0.35,6.787230116426374e-05,0.001965715298964499,4.3419830536572945e-08,1.7786775993400283e-05,0.003705895111836499,0.003459086683980095,True,,,True,True,0.003705895111836499,dH2,True
U56,BAND03_M,0.5,9.875444611398554e-05,0.0019658079002364826,6.161817384109369e-08,1.765162441169643e-05,0.0037061176621262515,0.0034595507323045283,True,,,True,True,0.0037061176621262515,dH2,True
U56,BAND03_M,0.6,0.00011995111057584718,0.001965810974430493,7.362305580460582e-08,1.7563126273767438e-05,0.0037061421245332404,0.0034597485457976695,True,,,True,True,0.0037061421245332404,dH2,True
U56,BAND03_M,0.75,0.0001526692658653378,0.001965727238274706,9.144457113752225e-08,1.7432669250583288e-05,0.003705991271185205,0.003459876728634015,True,,,True,True,0.003705991271185205,dH2,True
U56,BAND03_M,0.85,0.00017510265809143888,0.0019656117830333386,1.0320596172119778e-07,1.734764955929613e-05,0.0037057639410009724,0.003459848117514319,True,,,True,True,0.0037057639410009724,dH2,True
U56,BAND03_M,0.95,0.00019803736276793882,0.0019654454116388997,1.1487578371882634e-07,1.725976847444244e-05,0.0037054325644267916,0.003459725788417023,True,,,True,True,0.0037054325644267916,dH2,True
U56,BAND03_M,1.0,0.00020969414161457756,0.0019653454655670366,1.2069219673671583e-07,1.7220296817832548e-05,0.0037052275049049843,0.0034596291473916185,True,,,True,True,0.0037052275049049843,dH2,True
U56,CAND20_VS,0.2,4.854523734583102e-05,0.0017820860338408906,1.8481735258174536e-07,1.158795523958922e-05,0.003316380032733157,0.0030983926534383643,True,,,True,True,0.003316380032733157,dH2,True
U56,CAND20_VS,0.35,8.692291798629431e-05,0.0017855974222007465,3.1229315049230433e-07,1.1744705551652856e-05,0.003322512118359655,0.0031041966586374814,True,,,True,True,0.003322512118359655,dH2,True
U56,CAND20_VS,0.5,0.00012700018886852016,0.0017890869921582953,4.305193213871572e-07,1.1903085383346834e-05,0.0033285713488330204,0.0031099361695805516,True,,,True,True,0.0033285713488330204,dH2,True
U56,CAND20_VS,0.6,0.00015466676833322812,0.0017914044873655888,5.043412864003116e-07,1.2015622341987608e-05,0.003332569912575911,0.00311372696016321,True,,,True,True,0.003332569912575911,dH2,True
U56,CAND20_VS,0.75,0.00019759286196686932,0.0017948663771791828,6.077906782309128e-07,1.2192762573137728e-05,0.003338505369475331,0.0031193587259445987,True,,,True,True,0.003338505369475331,dH2,True
U56,CAND20_VS,0.85,0.00022716138540107567,0.001797161701334593,6.720391467207598e-07,1.230853834677248e-05,0.0033424202668084213,0.003123076669375502,True,,,True,True,0.0033424202668084213,dH2,True
U56,CAND20_VS,0.95,0.00025748928470958887,0.0017994421500506785,7.325016605774781e-07,1.2409417036840509e-05,0.0033463035856098333,0.0031267655125599703,True,,,True,True,0.0033463035856098333,dH2,True
U56,CAND20_VS,1.0,0.00027293826356941664,0.0018005815033741435,7.614213981543827e-07,1.246572000401791e-05,0.0033482316298836245,0.003128598766446,True,,,True,True,0.0033482316298836245,dH2,True
U56,CAND20,0.2,4.266641671684529e-05,0.0014299545594629315,5.708668607273815e-10,0.0005751378022551545,0.002149906353693831,0.0019995979034139744,True,,,True,True,0.002149906353693831,dH2,True
U56,CAND20,0.35,7.668227954487489e-05,0.001429271229359319,6.293577575755549e-09,0.0005732182031765731,0.0021500751426994924,0.0019998346998248984,True,,,True,True,0.0021500751426994924,dH2,True
