claimset,required,stems,lost_stems,rerun_share,rows,added_cols,bytes_per_cell,added_bytes,current_bytes,bytes_inflation
ALL,R_MARGIN,425,104,0.2447058823529412,79508,1,13.999537037037037,1113075.1907407406,22431196,0.04962174958217746
ALL,R_FULL,425,154,0.3623529411764706,79508,3,13.999537037037037,3339225.572222222,22431196,0.14886524874653237
RULE8,R_MARGIN,410,101,0.24634146341463414,79056,1,13.999537037037037,1106747.4,22247151,0.049747826137378215
RULE8,R_FULL,410,148,0.36097560975609755,79056,3,13.999537037037037,3320242.1999999997,22247151,0.14924347841213464
