panel,cost,share,n,k,dCAGR_pp,dSharpe,dMaxDD_pp,cost_k_pp,CAGR,Sharpe,MaxDD,pass4a,pass4b,failing,dCAGR_net_of_extra_cost_pp
u56,10.0,0.15,6,0.1,1.4311020711535782,0.046107946269710154,1.1664087781075971,-0.07651462599085868,0.16945195343047503,0.9879216643961675,-0.2058386882483889,False,False,DD,1.4311020711535782
u56,10.0,0.15,6,0.25,1.347033301294398,0.020555460186812535,1.4294481170800455,-0.013259670032602955,0.16861126573188323,0.9623691783132698,-0.2084690816381134,False,False,DD,1.347033301294398
u56,10.0,0.15,6,0.5,2.654013389249732,0.056520226415572195,4.67351283445675,0.05405867812849579,0.18168106661143657,0.9983339445420295,-0.24090972881188044,False,False,DD,2.654013389249732
u56,10.0,0.15,6,0.75,2.881590611441842,0.05981252366861278,3.785749196864374,0.10841888016818153,0.18395683883335767,1.00162624179507,-0.23203209243595668,False,False,DD,2.881590611441842
u56,10.0,0.15,6,1.0,2.317939532015245,0.03076275000204942,3.1466966699677412,0.15363268700192734,0.1783203280390917,0.9725764681285067,-0.22564156716699035,False,False,H1|DD,2.317939532015245
u56,10.0,0.2,7,-1.0,-10.262031871939637,-0.33797801320163967,-4.050690720570838,0.3486154200720449,0.0457454662319452,0.6094050471828271,-0.14694556990820873,False,False,H1|H2|OOS|CAGR,-10.262031871939637
u56,10.0,0.2,7,-0.75,-8.641395429004683,-0.21280968734456784,-3.44573936091207,0.38439356129911,0.06195183066129473,0.7345733730398989,-0.1529950835047964,False,False,H1|H2|OOS|CAGR,-8.641395429004683
u56,10.0,0.2,7,-0.5,-7.169355447208847,-0.16966300278210444,-4.315581500129517,0.3733086738235606,0.07667223047925309,0.7777200576023623,-0.14429666211262193,False,False,H1|H2|OOS|CAGR,-7.169355447208847
u56,10.0,0.2,7,-0.25,-1.8690548571824506,0.032233726642447724,-3.1887486538937027,0.181447276232252,0.12967523637951706,0.9796167870269145,-0.15556499057498008,False,True,,-1.8690548571824506
u56,10.0,0.2,7,-0.1,-0.5203504347617072,-0.0026347868009526376,-0.6642894725892634,0.0393349731306035,0.1431622806037245,0.9447482735835141,-0.18080958238802447,False,False,H1,-0.5203504347617072
u56,10.0,0.2,7,0.0,0.0,0.0,0.0,0.0,0.14836578495134156,0.9473830603844667,-0.1874524771139171,False,False,H1,0.0
u56,10.0,0.2,7,0.1,1.795019783713614,0.06864367336683708,1.3445772647362797,-0.11607940511973211,0.1663159827884777,1.0160267337513038,-0.2008982497612799,False,True,,1.795019783713614
u56,10.0,0.2,7,0.25,2.58194482344154,0.08151438257533228,2.17614977997016,-0.09500636933371194,0.17418523318575696,1.028897442959799,-0.2092139749136187,False,False,DD,2.58194482344154
u56,10.0,0.2,7,0.5,2.833939127549323,0.07469588326561138,3.0484137089894725,-0.009165484457858142,0.1767051762268348,1.0220789436500781,-0.21793661420381183,False,False,DD,2.833939127549323
u56,10.0,0.2,7,0.75,2.938633015301151,0.06739642072944496,2.878973061577017,0.059405165489885545,0.17775211510435307,1.0147794811139117,-0.21624220772968727,False,False,DD,2.938633015301151
u56,10.0,0.2,7,1.0,4.104181029500653,0.11772004257711866,2.7962482912467834,0.10194158619857205,0.1894075952463481,1.0651031029615854,-0.21541496002638494,False,False,DD,4.104181029500653
u56,10.0,0.27,10,-1.0,-6.943915355956509,-0.16466461848629588,-3.355264379614331,0.22704996315861423,0.06131920033339133,0.7657924755662215,-0.14182925976165206,False,False,H2|OOS|CAGR,-6.943915355956509
u56,10.0,0.27,10,-0.75,-5.913854273892127,-0.11017072434528896,-3.0998010814574872,0.24831108282365,0.07161981115403515,0.8202863697072285,-0.1443838927432205,False,False,H2|OOS|CAGR,-5.913854273892127
u56,10.0,0.27,10,-0.5,-4.004566374292984,-0.024512528436223424,-3.911394958913106,0.2000909548501232,0.09071269015002659,0.905944565616294,-0.1362679539686643,True,False,CAGR,-4.004566374292984
u56,10.0,0.27,10,-0.25,-1.984050222451117,-0.03367931690692161,-1.5077808962135286,0.1271889656406456,0.11091785166844526,0.8967777771455958,-0.16030409459566008,False,False,H1,-1.984050222451117
u56,10.0,0.27,10,-0.1,-0.4325870537407628,-0.003519927688073965,0.13730019393198845,-0.01849387698534404,0.1264324833555488,0.9269371663644435,-0.17675490549711526,False,False,H1,-0.4325870537407628
u56,10.0,0.27,10,0.0,0.0,0.0,0.0,0.0,0.13075835389295642,0.9304570940525174,-0.17538190355779537,False,False,H1,0.0
u56,10.0,0.27,10,0.1,1.7042282773257256,0.08574921782383371,1.6914084031210974,-0.07482426201083836,0.14780063666621368,1.0162063118763511,-0.19229598758900635,False,False,H1,1.7042282773257256
u56,10.0,0.27,10,0.25,2.8102418234631,0.11794294922900672,2.511470883462219,-0.13540062058163702,0.15886077212758742,1.0484000432815241,-0.20049661239241756,False,True,,2.8102418234631
u56,10.0,0.27,10,0.5,3.8201721725331206,0.1537010893281361,2.9828603649310725,-0.07275396197568594,0.16896007561828763,1.0841581833806535,-0.2052105072071061,False,False,DD,3.8201721725331206
u56,10.0,0.27,10,0.75,4.178500461627999,0.16268407412953145,2.6769099537877983,-0.02255736695556667,0.1725433585092364,1.0931411681820489,-0.20215100309567335,False,True,,4.178500461627999
u56,10.0,0.27,10,1.0,4.672983825345933,0.18295761374352737,3.2690986010506795,0.013476859586287481,0.17748819214641576,1.1134147077960448,-0.20807288956830217,False,False,DD,4.672983825345933
u56,10.0,0.35,13,-1.0,-6.638661167373661,-0.20418579608344067,-4.855949383437885,0.1835519651228495,0.06763048576776898,0.8071679510005402,-0.14253446468853836,False,False,H2|OOS|CAGR,-6.638661167373661
u56,10.0,0.35,13,-0.75,-5.672460217792796,-0.156976658613316,-4.266419219195483,0.20148511309292855,0.07729249526357762,0.8543770884706648,-0.1484297663309624,False,False,H2|OOS|CAGR,-5.672460217792796
u56,10.0,0.35,13,-0.5,-4.149754369702374,-0.10291619467872293,-4.577072062628074,0.16704307312982608,0.09251955374448184,0.9084375524052579,-0.14532323789663648,False,False,H2|CAGR,-4.149754369702374
u56,10.0,0.35,13,-0.25,-2.0881946538183094,-0.06760092862587286,-2.515220488668257,0.07034616757016342,0.11313515090332249,0.943752818458108,-0.16594175363623465,False,True,,-2.0881946538183094
u56,10.0,0.35,13,-0.1,-0.5131676918151751,-0.0013196157228823058,-2.081674607940387,-0.032077562024082164,0.12888542052335383,1.0100341313610985,-0.17027721244351335,False,True,,-0.5131676918151751
u56,10.0,0.35,13,0.0,0.0,0.0,0.0,0.0,0.13401709744150558,1.0113537470839808,-0.19109395852291722,False,True,,0.0
u56,10.0,0.35,13,0.1,1.5307219334062205,0.07374660088499962,0.08338145704809286,-0.07350671067075058,0.1493243167755678,1.0851003479689805,-0.19192777309339815,False,True,,1.5307219334062205
u56,10.0,0.35,13,0.25,1.6026560412051971,0.05682831982416725,0.8091900636818417,-0.0626576008407671,0.15004365785355755,1.068182066908148,-0.19918585915973563,False,True,,1.6026560412051971
u56,10.0,0.35,13,0.5,2.0424645484997894,0.06722433300256525,1.123323527754283,-0.009559215205882942,0.15444174292650348,1.078578080086546,-0.20232719380046005,False,False,DD,2.0424645484997894
u56,10.0,0.35,13,0.75,2.3153716787737144,0.07211016227044054,0.9611502553401485,0.033152189456609096,0.15717081422924273,1.0834639093544214,-0.2007054610763187,False,True,,2.3153716787737144
u56,10.0,0.35,13,1.0,2.7211453429625276,0.09015666089948415,1.1417986564034255,0.07356314622569293,0.16122855087113086,1.101510407983465,-0.20251194508695147,False,False,DD,2.7211453429625276
u56,10.0,0.53,20,-1.0,-4.950618697936693,-0.1885555703922014,-2.841655690485545,0.09512633436341122,0.07837839999213281,0.8749836538747994,-0.15466693007392562,False,False,H2|OOS|CAGR,-4.950618697936693
u56,10.0,0.53,20,-0.75,-4.444032087419925,-0.17966582567968004,-2.3380723842709616,0.07073664768644915,0.08344426609730049,0.8838733985873207,-0.15970276313607146,False,False,H2|OOS|CAGR,-4.444032087419925
u56,10.0,0.53,20,-0.5,-2.7158881276679647,-0.0939994930880449,-0.92634686312979,0.07891644422627113,0.10072570569482009,0.9695397311789559,-0.17382001834748317,False,False,CAGR,-2.7158881276679647
u56,10.0,0.53,20,-0.25,-1.2738464426186313,-0.04156833606239285,-0.9068625858710266,0.0016883079127762103,0.11514612254531342,1.021970888204608,-0.1740148611200708,False,True,,-1.2738464426186313
u56,10.0,0.53,20,-0.1,-0.5317742601146813,-0.021178202685052216,0.0675712202931944,0.0024428255435173796,0.12256684437035292,1.0423610215819485,-0.18375919918171302,False,True,,-0.5317742601146813
u56,10.0,0.53,20,0.0,0.0,0.0,0.0,0.0,0.12788458697149974,1.0635392242670008,-0.18308348697878107,False,True,,0.0
u56,10.0,0.53,20,0.1,0.24317568642964194,0.0043888317430833546,0.49356317758718626,-0.016166437004440228,0.13031634383579616,1.0679280560100841,-0.18801911875465294,False,True,,0.24317568642964194
u56,10.0,0.53,20,0.25,0.6065347695156209,0.018385650410486454,0.7341137634050643,-0.01934157780146517,0.13394993466665595,1.0819248746774872,-0.19042462461283172,False,True,,0.6065347695156209
u56,10.0,0.53,20,0.5,0.5579316257643852,0.0014773263878888887,0.6932977701473386,-0.0002783170071893437,0.1334639032291436,1.0650165506548896,-0.19001646468025446,False,True,,0.5579316257643852
u56,10.0,0.53,20,0.75,0.6019488071331791,-0.0019158398318555037,0.6779809445165985,0.026100985092144667,0.13390407504283153,1.0616233844351453,-0.18986329642394706,False,True,,0.6019488071331791
u56,10.0,0.53,20,1.0,0.9148192931564658,0.0142190103118216,0.8371459447851226,0.04930304640205776,0.1370327799030644,1.0777582345788224,-0.1914549464266323,False,True,,0.9148192931564658
u56,10.0,0.75,28,-1.0,-2.889079279593809,-0.11060725238053093,-1.6782493041352708,0.0159909268340618,0.08923296403856495,0.9520776299743628,-0.1586340388610512,False,False,CAGR,-2.889079279593809
u56,10.0,0.75,28,-0.75,-2.284220139139692,-0.09127833331075486,-0.8234359686834836,0.03458745918204293,0.09528155544310613,0.9714065490441389,-0.16718217221556908,False,False,CAGR,-2.284220139139692
u56,10.0,0.75,28,-0.5,-1.290003647507132,-0.04725159989782779,-0.9386444753693879,0.014680979483293121,0.10522372035943173,1.015433282457066,-0.16603008714871004,False,False,CAGR,-1.290003647507132
u56,10.0,0.75,28,-0.25,-0.39207160999668034,-0.007158735053381493,-0.06041245523392691,-0.006763243008671615,0.11420304073453624,1.0555261473015123,-0.17481240735006465,False,True,,-0.39207160999668034
u56,10.0,0.75,28,-0.1,-0.24604540195187763,-0.01121201689993745,-0.02613171306814488,-0.007594071749863218,0.11566330281498427,1.0514728654549563,-0.17515521477172247,False,True,,-0.24604540195187763
u56,10.0,0.75,28,0.0,0.0,0.0,0.0,0.0,0.11812375683450305,1.0626848823548938,-0.17541653190240392,False,True,,0.0
u56,10.0,0.75,28,0.1,0.34357956779582643,0.01899573534666632,-1.1102230246251565e-14,-0.01797658472263297,0.12155955251246131,1.08168061770156,-0.1754165319024038,False,True,,0.34357956779582643
u56,10.0,0.75,28,0.25,0.43681898356078275,0.017322261762378277,-0.03674892934005802,-0.022370117609290575,0.12249194667011087,1.080007144117272,-0.17504904260900334,False,True,,0.43681898356078275
u56,10.0,0.75,28,0.5,0.4786295007798369,0.012803478751071129,0.1305285848824722,0.005306149680838068,0.12291005184230142,1.075488361105965,-0.17672181775122864,False,True,,0.4786295007798369
u56,10.0,0.75,28,0.75,0.41775510685848616,0.0037299083832584845,0.1546585789407917,0.02848417315766465,0.12230130790308791,1.0664147907381523,-0.17696311769181183,False,True,,0.41775510685848616
u56,10.0,0.75,28,1.0,0.4119028534524727,0.0011791685590298862,0.1546585789407584,0.04670415391390392,0.12224278536902777,1.0638640509139237,-0.1769631176918115,False,True,,0.4119028534524727
u56,25.0,0.05,2,-1.0,-18.516860698104953,-1.0671713801378548,24.106733995893524,1.4894275673477797,-0.0333061500699835,-0.3685004918143533,-0.5117308990542253,False,False,H1|H2|OOS|DD|CAGR,-18.516860698104953
u56,25.0,0.05,2,-0.75,-18.535551135981333,-1.0188556032719547,27.116796829728905,1.5241397255890075,-0.033493054448747284,-0.3201847149484532,-0.5418315273925791,False,False,H1|H2|OOS|DD|CAGR,-18.535551135981333
u56,25.0,0.05,2,-0.5,-14.76856689500703,-0.6048106250532586,0.47873967849720866,1.8526416697420782,0.0041767879609957426,0.09386026327024295,-0.27545095588026214,False,False,H1|H2|OOS|DD|CAGR,-14.76856689500703
u56,25.0,0.05,2,-0.25,-10.146143510486262,-0.3123130029941738,-4.751548507157677,1.2864192099553753,0.05040102180620343,0.38635788532932774,-0.22314807402371328,False,False,H1|H2|OOS|DD|CAGR,-10.146143510486262
u56,25.0,0.05,2,-0.1,-1.669487730016761,-0.015555678323672995,0.502702682163958,0.6616511307651997,0.13516757961089843,0.6831152099998286,-0.27569058591692963,False,False,H1|H2|OOS|DD,-1.669487730016761
u56,25.0,0.05,2,0.0,0.0,0.0,0.0,0.0,0.15186245691106603,0.6986708883235015,-0.27066355909529005,False,False,H1|H2|OOS|DD,0.0
u56,25.0,0.05,2,0.1,6.670217894208519,0.19359964968847265,2.10719709699424,-0.20880686198784293,0.21856463585315122,0.8922705380119742,-0.29173553006523245,False,False,H1|DD,6.670217894208519
u56,25.0,0.05,2,0.25,5.116221650752162,0.13731988330128342,2.17789564421057,0.29110835459337636,0.20302467341858765,0.835990771624785,-0.29244251553739575,False,False,H1|DD,5.116221650752162
u56,25.0,0.05,2,0.5,0.5298149692742005,-0.02160509914307651,6.680033781484429,0.34916217934288696,0.15716060660380804,0.677065789180425,-0.33746389691013434,False,False,H1|H2|OOS|DD,0.5298149692742005
u56,25.0,0.05,2,0.75,2.2906083936673927,0.02407587486571028,8.592177599123774,0.7274581851286648,0.17476854084773996,0.7227467631892118,-0.3565853350865278,False,False,H1|OOS|DD,2.2906083936673927
u56,25.0,0.05,2,1.0,-0.9895171586918439,-0.07999990115167,10.693314267359389,0.9201623917457811,0.1419672853241476,0.6186709871718316,-0.37759670176888394,False,False,H1|H2|OOS|DD,-0.9895171586918439
u56,25.0,0.1,4,-1.0,-16.727678216481536,-0.9196658190286052,-0.3406353933346873,1.2515972915118567,-0.007352021640815387,-0.05898656554225921,-0.24739704210719837,False,False,H1|H2|OOS|DD|CAGR,-16.727678216481536
u56,25.0,0.1,4,-0.75,-15.429960091539986,-0.7523444070689344,-1.57827891586384,1.4410258323610927,0.0056251596086001054,0.1083348464174116,-0.23502060688190685,False,False,H1|H2|OOS|DD|CAGR,-15.429960091539986
u56,25.0,0.1,4,-0.5,-13.697604722523282,-0.5904384374508861,-7.578588665253038,1.4924319454173292,0.02294871329876713,0.2702408160354599,-0.17501750938801486,False,False,H1|H2|OOS|CAGR,-13.697604722523282
u56,25.0,0.1,4,-0.25,-8.862201234711398,-0.31285675147802616,-8.742810980634108,0.9554589564172159,0.07130274817688598,0.5478225020083198,-0.16337528623420416,False,False,H1|H2|OOS|CAGR,-8.862201234711398
u56,25.0,0.1,4,-0.1,-1.9396034578330168,-0.04354969744488768,-4.366030211899652,0.2775860754206487,0.14052872594566979,0.8171295560414583,-0.20714309392154873,False,False,H1|OOS|DD,-1.9396034578330168
u56,25.0,0.1,4,0.0,0.0,0.0,0.0,0.0,0.15992476052399995,0.860679253486346,-0.25080339604054525,False,False,H1|H2|OOS|DD,0.0
u56,25.0,0.1,4,0.1,-0.21737578684464243,-0.027048385597822078,2.695395640966558,-0.3323122010414874,0.15775100265555353,0.8336308678885239,-0.2777573524502108,False,False,H1|OOS|DD,-0.21737578684464243
u56,25.0,0.1,4,0.25,-0.8951189111673363,-0.07069440459764853,-0.44462677304374365,-0.301723640136772,0.1509735714123266,0.7899848488886975,-0.2463571283101078,False,False,H1|H2|OOS|DD,-0.8951189111673363
u56,25.0,0.1,4,0.5,-0.4092098735179128,-0.0742382663274016,7.154738810038019,0.244721529429774,0.15583266178882083,0.7864409871589444,-0.32235078414092544,False,False,H1|H2|OOS|DD,-0.4092098735179128
u56,25.0,0.1,4,0.75,-0.30400098594336455,-0.07437469037575228,2.950356790270514,0.2811693102257742,0.1568847506645663,0.7863045631105937,-0.2803069639432504,False,False,H1|OOS|DD,-0.30400098594336455
u56,25.0,0.1,4,1.0,1.5476683470679875,-0.0022399148406933023,2.480582048394331,0.4003755410910923,0.17540144399467983,0.8584393386456527,-0.27560921652448855,False,False,H1|OOS|DD,1.5476683470679875
u56,25.0,0.15,6,-1.0,-11.565581610206333,-0.6170326766987622,-1.869824351753846,1.1074782281333402,0.010510538229617339,0.17381085403883112,-0.1780293149959048,False,False,H1|H2|OOS|CAGR,-11.565581610206333
u56,25.0,0.15,6,-0.75,-10.358797845104672,-0.48808100261319715,-1.9207195034547597,1.1520573302571664,0.02257837588063394,0.30276252812439614,-0.17752036347889566,False,False,H1|H2|OOS|CAGR,-10.358797845104672
u56,25.0,0.15,6,-0.5,-8.987440772388421,-0.3877133659052681,-3.2002860415094814,1.2628980072082483,0.036291946607796444,0.40313016483232517,-0.16472469809834844,False,False,H1|H2|OOS|CAGR,-8.987440772388421
u56,25.0,0.15,6,-0.25,-3.543887340078511,-0.08626355723655521,-3.0913504380447043,0.7471178944677215,0.09072748093089555,0.7045799735010381,-0.1658140541329962,False,False,H1|H2|OOS|CAGR,-3.543887340078511
u56,25.0,0.15,6,-0.1,-0.8975433177619507,-0.01992396180067979,3.4495787503145303,0.1082537474453682,0.11719092115406116,0.7709195689369135,-0.23122334601658856,False,False,H1|DD,-0.8975433177619507
u56,25.0,0.15,6,0.0,0.0,0.0,0.0,0.0,0.12616635433168066,0.7908435307375933,-0.19672755851344326,False,False,H1|OOS,0.0
u56,25.0,0.15,6,0.1,1.5254149523566074,0.057377655849314646,1.0335137502010872,-0.1912865649771467,0.14142050385524674,0.8482211865869079,-0.20706269601545413,False,False,H1|OOS|DD,1.5254149523566074
u56,25.0,0.15,6,0.25,1.3348214520151558,0.030131715474706056,2.025767285051705,-0.03314917508150739,0.13951456885183222,0.8209752462122993,-0.2169852313639603,False,False,H1|H2|OOS|DD,1.3348214520151558
u56,25.0,0.15,6,0.5,2.492926697790132,0.06499674639533082,5.179627859972646,0.13514669532123946,0.15109562130958198,0.8558402771329241,-0.24852383711316972,False,False,H1|OOS|DD,2.492926697790132
u56,25.0,0.15,6,0.75,2.6202806337951356,0.06506103960475651,4.415100435911512,0.2710472004204538,0.15236916066963202,0.8559045703423498,-0.24087856287255838,False,False,H1|OOS|DD,2.6202806337951356
u56,25.0,0.15,6,1.0,1.9937126924296722,0.032978357468596675,3.0677454592934694,0.38408171750481834,0.14610348125597739,0.82382188820619,-0.22740501310637795,False,False,H1|OOS|DD,1.9937126924296722
u56,25.0,0.2,7,-1.0,-10.54784098601238,-0.5648135828277667,-1.4511792698464476,0.8715385501801123,0.014977047918682596,0.22820218612709697,-0.19261623596305233,False,False,H1|H2|OOS|CAGR,-10.54784098601238
u56,25.0,0.2,7,-0.75,-9.029662395063198,-0.40868513201868767,-1.8098276854716988,0.9609839032477749,0.030158833828174414,0.38433063693617603,-0.18902975180679982,False,False,H1|H2|OOS|CAGR,-9.029662395063198
u56,25.0,0.2,7,-0.5,-7.5828138646799825,-0.31285533481593414,-4.663504980920274,0.9332716845589016,0.04462731913200657,0.48016043413892956,-0.16049297885231406,False,False,H1|H2|OOS|CAGR,-7.5828138646799825
u56,25.0,0.2,7,-0.25,-2.1232665343635437,-0.018056000249867088,-4.989418223999309,0.4536181905806301,0.09922279243517096,0.7749597687049966,-0.15723384642152372,False,False,H1|H2|OOS|CAGR,-2.1232665343635437
u56,25.0,0.2,7,-0.1,-0.5732955168685105,-0.01164027136933754,-1.5120494146884877,0.09833743282650877,0.11472250261012129,0.7813754975855262,-0.19200753451463193,False,False,H1|OOS,-0.5732955168685105
u56,25.0,0.2,7,0.0,0.0,0.0,0.0,0.0,0.1204554577788064,0.7930157689548637,-0.2071280286615168,False,False,H1|OOS|DD,0.0
u56,25.0,0.2,7,0.1,1.9506660627278904,0.0844595747891752,-0.4653994053073873,-0.2901985127993303,0.1399621184060853,0.8774753437440389,-0.20247403460844293,False,False,H1|DD,1.9506660627278904
u56,25.0,0.2,7,0.25,2.6829956918131614,0.09966421873965492,0.9171759935831192,-0.23751592333427987,0.147285414696938,0.8926799876945186,-0.216299788597348,False,False,H1|DD,2.6829956918131614
u56,25.0,0.2,7,0.5,2.7810244184267363,0.08841771985732638,1.8322637609225811,-0.022913711144645355,0.14826570196307376,0.8814334888121901,-0.22545066627074262,False,False,H1|DD,2.7810244184267363
u56,25.0,0.2,7,0.75,2.7648940300560865,0.07730158953768773,1.7382522533037847,0.14851291372471387,0.14810439807936726,0.8703173584925514,-0.22451055119455465,False,False,H1|DD,2.7648940300560865
u56,25.0,0.2,7,1.0,3.8261017920232288,0.12460901804104396,1.214881877286611,0.25485396549643013,0.15871647569903868,0.9176247869959077,-0.21927684743438292,False,False,H1|DD,3.8261017920232288
u56,25.0,0.27,10,-1.0,-7.148373894563553,-0.32176012522260816,0.05204425093572329,0.5676249078965356,0.0346503907723672,0.45492537161915886,-0.17687080014235246,False,False,H1|H2|OOS|CAGR,-7.148373894563553
u56,25.0,0.27,10,-0.75,-6.176921349851328,-0.24600562155832706,-2.246059637486908,0.6207777070591249,0.04436491621948946,0.53067987528344,-0.15388976125812615,False,False,H1|H2|OOS|CAGR,-6.176921349851328
u56,25.0,0.27,10,-0.5,-4.238534031905528,-0.11767564769895278,-3.1421010236202807,0.500227387125308,0.06374878939894746,0.6590098491428142,-0.14492934739679242,True,False,H1|H2|OOS|CAGR,-4.238534031905528
u56,25.0,0.27,10,-0.25,-2.1482834916300986,-0.06949228636249294,-1.4524131113561323,0.3179724141016141,0.08465129480170175,0.7071932104792741,-0.1618262265194339,False,False,H1|H2|OOS|CAGR,-2.1482834916300986
