panel,gross,bps,oosCAGR_min,oosCAGR_max,oosSharpe_min,oosSharpe_max,oosDD_min,oosDD_max,fullCAGR_min,fullCAGR_max,fullSharpe_min,fullSharpe_max,n4b_full,n4b_oos,n4a,oosCAGR_spread,oosSharpe_spread,oosDD_spread,fullCAGR_spread,fullSharpe_spread
b136,0.25,0,0.026418428791701754,0.02786648610585929,1.1211264159650953,1.1685511042666,-0.04268075495324386,-0.037116349200445375,0.026240183879496115,0.02758669873315789,1.0895711443339489,1.1350900461020665,0,0,0,0.001448057314157536,0.04742468830150459,0.005564405752798485,0.0013465148536617733,0.04551890176811768
b136,0.25,10,0.02568214543406455,0.027129062676527038,1.0905479648386733,1.138062532585829,-0.04288624680002684,-0.03727568856004748,0.025533649757682797,0.026881653077118095,1.060904888805363,1.1066714980162535,0,0,0,0.0014469172424624865,0.04751456774715557,0.005610558239979357,0.001348003319435298,0.045766609210890596
b136,0.25,25,0.02457868372829597,0.026023892886560374,1.0446430719589623,1.0923165136183342,-0.043194430263639005,-0.03751466453288965,0.024474734118099528,0.025824965687575974,1.0178677509817984,1.0640137218909362,0,0,0,0.0014452091582644044,0.04767344165937182,0.005679765730749353,0.0013502315694764455,0.04614597090913786
b136,0.25,50,0.02274214686131204,0.02418451459949389,0.9680522814415815,1.0160539997217672,-0.043707924571562584,-0.037912869652383274,0.02271223361231578,0.02406616708810949,0.9460532854359256,0.9928516314366399,0,0,0,0.001442367738181849,0.048001718280185734,0.00579505491917931,0.0013539334757937116,0.04679834600071431
b136,0.5,0,0.05297425579956028,0.05594484664583055,1.1206630054605489,1.1678702302172848,-0.08459451396637119,-0.07339178419704406,0.05257914568417199,0.05535157520074652,1.0891329728236963,1.134874286951335,0,0,0,0.0029705908462702713,0.04720722475673589,0.011202729769327124,0.002772429516574526,0.04574131412763882
b136,0.5,10,0.05148104174645396,0.054447673639553384,1.0904518793773206,1.1377730421866197,-0.08498821136850021,-0.07369645711670458,0.051149223406543154,0.05392346429825756,1.0608621868111276,1.1068629893733155,0,0,0,0.002966631893099425,0.0473211628092991,0.011291754251795627,0.002774240891714408,0.04600080256218786
b136,0.5,25,0.049245081807764546,0.052205786539333277,1.0450986166639917,1.0926141759849888,-0.0855785500379781,-0.07415334145849584,0.04900787506175153,0.05178481663265089,1.0184188838227533,1.0648168241457636,0,0,0,0.0029607047315687307,0.04751555932099705,0.01142520857948226,0.0027769415708993606,0.04639794032301037
b136,0.5,50,0.04552875527487066,0.048479611371169185,0.9694284573916633,1.0173299481848064,-0.08656189481107723,-0.07491448199388118,0.04544836790266915,0.048229767068326934,0.9475953837272967,0.9946755861305848,0,0,0,0.0029508560962985264,0.0479014907931431,0.011647412817196057,0.002781399165657783,0.04708020240328814
b136,0.75,0,0.07964100036572286,0.08420786225047228,1.1202064210927525,1.1671899349995019,-0.1257288041511495,-0.10883200033325735,0.07898803157021406,0.0832669748135293,1.0886944573572204,1.1346592318728457,0,0,0,0.004566861884749418,0.046983513906749375,0.01689680381789216,0.004278943243315236,0.045964774515625306
b136,0.75,10,0.07736355503341041,0.0819214911544639,1.0902619160949867,1.1373781502584455,-0.12629592432761783,-0.10927099610570401,0.07681087912871654,0.08109047495079569,1.0607135077438135,1.1069472903977124,0,0,0,0.004557936121053485,0.04711623416345878,0.017024928221913815,0.004279595822079152,0.04623378265389899
b136,0.75,25,0.07395614482799151,0.07850072795313845,1.0453090176233177,1.0926474544247708,-0.12714615616947877,-0.10992922065896948,0.07355314216403053,0.07783368494852572,1.0187053566918893,1.0653506958264307,0,0,0,0.004544583125146939,0.04733843680145311,0.01721693551050929,0.004280542784495189,0.046645339134541386
b136,0.75,50,0.06830040433884976,0.0728228271803224,0.9703069707619907,1.018076663388312,-0.12856201392027022,-0.11102554417878119,0.06814482427645041,0.07242686073715032,0.9486078740216797,0.9959598528954415,0,0,0,0.00452242284147264,0.04776969262632136,0.017536469741489036,0.004282036460699912,0.04735197887376186
b136,1.0,0,0.10639101670521178,0.1126268711027878,1.119756642369342,1.16651048277735,-0.1660712488376146,-0.14344282283092158,0.10543678068596463,0.11130394900146312,1.0882552678858441,1.1348208372351767,4,3,0,0.006235854397576013,0.04675384040800812,0.022628426006693014,0.005867168315498494,0.046565569349332536
b136,1.0,10,0.1032935626556526,0.1095131782245704,1.0899676982971345,1.136871301517498,-0.1668010495869794,-0.1440066506721417,0.10247913863173697,0.10834403071734089,1.0604428164081439,1.1071591516183545,4,2,0,0.006219615568917813,0.04690360322036358,0.0227943989148377,0.005864892085603923,0.04671633521021068
