panel,N,H,seed,null_CAGR_cash,null_CAGR_rebuilt,null_CAGR_sym,null_IS_CAGR_rebuilt,lam_cash,lam_rebuilt,lam_sym
B136,1,42,13,0.0817370181940904,0.08406182629414838,0.08406182629353554,0.0530109611531866,0.7105605235826484,0.7294002371401322,0.7294002371340089
B136,1,42,14,0.049562550483744916,0.04971388233207241,0.04971388233373086,0.03839285100174905,0.8126541220965124,0.8151083939957753,0.815108394033389
B136,1,42,15,0.04972608345110796,0.04894637712233507,0.04894637712185501,0.07782977644365685,0.7043731957252517,0.6994196917036344,0.6994196916954505
B136,1,42,16,0.12129908468670525,0.12096055829488472,0.12096055830052088,0.1298733639045344,0.7896131275653868,0.7901310610265091,0.7901310610659333
B136,1,42,17,0.1125978408147792,0.11241144815994186,0.11241144815924975,0.12229689534558408,0.9605571059890119,0.9597015988285391,0.9597015988218862
B136,1,42,18,0.11326383579841992,0.11326383579841992,0.12134516248634641,0.11467149672288812,1.0,1.0,1.0857831509129872
B136,1,42,19,0.12283454341496824,0.12283454341496824,0.14418184432858516,0.07767566404811665,1.0,1.0,1.2035166996684536
B136,1,42,20,0.16611429472756734,0.16622174566764136,0.16622174566090941,0.11130898156143099,0.8928457508160004,0.8947622367810719,0.8947622367413803
B136,1,42,21,0.06287606866468853,0.06307082150811105,0.06307082150515386,0.09652875607826128,0.7256861115633131,0.728589571936612,0.7285895718956454
B136,1,42,22,0.02364938338030087,0.02236244598157633,0.022362445982006207,0.006498151620892845,0.6338707864404509,0.6258935400856223,0.6258935401041845
B136,1,42,23,0.09435166571504117,0.09483881921158988,0.09483881921475668,0.06834572802141525,0.9656962270282179,0.9707509875848279,0.9707509876261613
B136,1,42,24,0.12307102881102794,0.12250689471265419,0.12250689471346843,0.21691709864191067,0.8541877722049103,0.8529751036321893,0.8529751036382427
B136,1,42,25,-0.012649221282818757,-0.012873007136057102,-0.012873007137177095,-0.010686326805800506,0.5665872557084162,0.5609025161059777,0.5609025161393715
B136,1,42,26,0.12508324393145087,0.12368216874001736,0.12368216874572235,0.1699511279009338,0.5736784100103802,0.5720479953437256,0.5720479953709439
B136,1,42,27,0.03735206470203045,0.035678078418523995,0.03567807841208115,0.23154791558086596,0.4321673350730474,0.42423193322220176,0.42423193313594965
B136,1,42,28,0.10096092732418938,0.10063050590675227,0.10063050590323908,0.13680937794436798,0.84585589307498,0.8435635739071208,0.8435635738727787
B136,1,42,29,0.1134892278639672,0.11335320626186762,0.11335320625754775,0.14435548148061428,0.8905493202701529,0.8900340746282105,0.8900340745883675
B136,1,42,30,0.057657306408199105,0.05687816860339012,0.056878168602015444,0.01776056175345242,0.639804235310244,0.6402756439664081,0.6402756439485384
B136,1,42,31,0.11080256650393716,0.11140582617917394,0.11140582618448236,0.07051105902044608,0.8991850816838238,0.9024363861113873,0.9024363861627385
B136,1,42,32,0.10922745768109321,0.10922745768109321,0.12091139524436478,0.12489512399692182,1.0,1.0,1.1313231539658701
B136,1,42,33,0.06051774490261508,0.05926212807105613,0.05926212807579634,0.05782093268167188,0.6080347853687738,0.6004269734482253,0.6004269735031675
B136,1,42,34,0.0991675157968197,0.09884243471393428,0.09884243472251897,0.07328446273187583,0.9309057144244579,0.9295523345221153,0.9295523346144678
B136,1,42,35,0.02115876104107839,0.020097560383434576,0.02009756038414512,0.16930047065537446,0.41810435589771655,0.41256063044907343,0.4125606304668443
B136,1,42,36,0.09309328790241223,0.09239029560391665,0.09239029559032175,0.09014980255860694,0.6726609356685336,0.674115229122425,0.6741152290159631
B136,1,42,37,0.1258314065798516,0.12565835360470645,0.12565835360362,0.18034688599942839,0.8305111746423441,0.8319574550996913,0.8319574550917692
B136,1,42,38,0.13726603788934155,0.13722515189572992,0.13722515189974693,0.14981555021909765,0.9611271821877134,0.9613128439043153,0.9613128439351888
B136,1,42,39,0.05715082438382946,0.05636489587084492,0.05636489587379212,0.1347202777057479,0.6165822178655798,0.6154178898206242,0.6154178898613056
B136,1,52,0,0.031718032815886366,0.03149496176430033,0.03149496176387623,0.10797235785218473,0.7019648244744137,0.7026715403184032,0.7026715403054988
B136,1,52,1,0.24682279704436194,0.24682279704436194,0.305373329345872,0.1405714724605851,1.0,1.0,1.2420754560258385
B136,1,52,2,0.06017803027587876,0.059701894922560284,0.05970189491560207,0.1456351863538934,0.5918365318286145,0.5916286704751343,0.591628670398725
B136,1,52,3,0.13295193854841614,0.13295193854841614,0.13500653002219076,0.13536712882960322,1.0,1.0,1.0178598649379944
B136,1,52,4,0.059888163362771474,0.05965049709556691,0.0596504970986973,0.03541315793542754,0.8252655065208758,0.8283249944454436,0.8283249945014688
B136,1,52,5,0.0865842691587888,0.08631951316786313,0.08631951316970454,0.14138303708115463,0.7214774191091449,0.7208757546765292,0.7208757546936013
B136,1,52,6,0.006309617843482274,0.0054227306666492225,0.005422730666501341,-0.017530932053245407,0.4451585615847462,0.4398898081689986,0.43988980812587275
B136,1,52,7,0.12222969644572856,0.12222969644572856,0.14475011489822798,0.11754606046241522,1.0,1.0,1.2285869710488162
B136,1,52,8,0.12093585589957767,0.11806901828535277,0.11806901828995975,0.11945402547859896,0.7444397684619735,0.7311948159171062,0.7311948159487773
B136,1,52,9,0.16993483200628767,0.16815376269943005,0.16815376270978288,0.11934497769295671,0.8375540667562191,0.8322613313304406,0.8322613313855749
B136,1,52,10,0.025774760177911915,0.02446849246922067,0.02446849246943006,0.037036787137952,0.5837753415999611,0.581537189429681,0.5815371894369221
B136,1,52,11,0.062143653091614626,0.0618020461202462,0.061802046121962384,0.04303146567323668,0.9093086906106529,0.9083707666180356,0.9083707666518313
B136,1,52,12,0.10691879113531222,0.10672703439413445,0.10672703439830533,0.06600705133128959,0.9547268647544989,0.9535782844396337,0.9535782844843255
B136,1,52,13,0.15610491598409237,0.15610491598409237,0.16029115845756348,0.16402064471534494,1.0,1.0,1.0301094477862616
B136,1,52,14,0.057808808765889674,0.057808808765889674,0.05893312277015328,0.07343375921568818,1.0,1.0,1.0294975428025384
B136,1,52,15,0.10483751687485077,0.10460942185846633,0.10460942184390598,0.12856383999334242,0.7306170269269527,0.7321224161255202,0.7321224160142972
B136,1,52,16,0.12170552730924467,0.12170552730924467,0.16049395900280294,0.12770250987157317,1.0,1.0,1.3824638324073601
B136,1,52,17,0.059113753205062514,0.05859833052639418,0.05859833052507901,0.18689821903184756,0.6454355469620698,0.6476350417611334,0.6476350417446259
B136,1,52,18,0.16907112927055512,0.16907112927055512,0.1802554874060307,0.24834172855558956,1.0,1.0,1.070750783932939
B136,1,52,19,0.1722767201090003,0.1722767201090003,0.20198874314085558,0.09892030786705042,1.0,1.0,1.179993878942056
B136,1,52,20,0.17912207033941296,0.1790935691027009,0.17909356911295826,0.15675819958582737,0.9624462589149041,0.9628445372499321,0.9628445373110734
B136,1,52,21,0.15057203165453736,0.15054033385185206,0.15054033385558063,0.23961442189922377,0.9938208707157146,0.993652147655256,0.9936521476826137
B136,1,52,22,0.11062844330960098,0.11035191118457943,0.11035191118581777,0.05457271474805636,0.9556872493610455,0.9546830271867015,0.9546830271998334
B136,1,52,23,0.073469338261819,0.07159664217219386,0.07159664217334072,0.10227199224551753,0.5845992535422988,0.5757850437734886,0.5757850437834948
B136,1,52,24,0.09593182879280837,0.09593182879280837,0.10703381484535135,0.142456531663129,1.0,1.0,1.1403287134975866
B136,1,52,25,0.022056252381832397,0.021392710478092436,0.02139271047717828,0.0311141720987822,0.5511452457993495,0.5511509729186219,0.5511509728838138
B136,1,52,26,0.07778724726178665,0.077845218026386,0.07784521801931721,0.05156908814109351,0.6542586633584782,0.6571508325165862,0.6571508324490134
B136,1,52,27,0.04578161833717864,0.04530862748150577,0.045308627482752106,0.0891144158234467,0.6982611249424315,0.6941586133063451,0.6941586133304023
B136,1,52,28,0.09168258586737399,0.09103231982172577,0.09103231982394511,0.12696127534108492,0.8542419861131727,0.8532119483962277,0.8532119484197609
B136,1,52,29,0.06657644953334474,0.06643929853466268,0.06643929853194308,0.15023567382765557,0.92199550881038,0.9224125624770212,0.9224125624269397
B136,1,52,30,0.1220874205131599,0.12181205045986987,0.12181205046749599,0.27035778859818027,0.8687629995692143,0.866228950931478,0.8662289509946746
B136,1,52,31,0.15775010202716389,0.15775010202716389,0.19318075754894726,0.12413611143292802,1.0,1.0,1.2528260902322856
B136,1,52,32,0.06248646517556766,0.0622787433515084,0.06227874335202377,0.1484926605339303,0.9449784096985792,0.9435417988367525,0.9435417988484522
B136,1,52,33,0.08737473161065656,0.0872231941952919,0.08722319419402158,0.05498654090984667,0.9599200785839377,0.9593146912124153,0.9593146911944759
B136,1,52,34,0.06468288675649925,0.06445373434278578,0.0644537343425402,0.008147225913329725,0.8259899832966067,0.8222130992575754,0.8222130992532155
B136,1,52,35,0.17291019942622765,0.17274687326451543,0.17274687326585858,0.21782428939303222,0.9641723859838645,0.9639585576031271,0.9639585576110143
B136,1,52,36,0.07228298066618777,0.07228298066618777,0.074237342656013,0.08278700276216644,1.0,1.0,1.0375704523404095
B136,1,52,37,0.10022222333072173,0.09998834594357486,0.09998834594507788,0.12548559074368892,0.8699190204073242,0.8704273443954269,0.8704273444099966
B136,1,52,38,0.06550066043573954,0.06507412772426169,0.06507412772923704,0.0029982911910269028,0.6549904465604137,0.650810380215707,0.6508103802736005
B136,1,52,39,0.11926179500951495,0.11672100861063228,0.11672100859891033,0.16376877122920575,0.6778878743214385,0.6702396589744688,0.6702396589042241
B136,1,63,0,0.17175067332722382,0.17824726975486938,0.17824726974100824,0.1325042560984333,0.6964185917486989,0.7142040543432959,0.714204054285775
B136,1,63,1,0.09363343809863989,0.09363343809863989,0.12453413890641518,0.05861056536425102,1.0,1.0,1.5049739096504495
B136,1,63,2,0.10116900448660249,0.10116900448660249,0.11741716206847519,0.022510335286694882,1.0,1.0,1.196241671995752
B136,1,63,3,0.14339255823004238,0.14339255823004238,0.19658473147421973,0.1622192740395203,1.0,1.0,1.4302279208067887
B136,1,63,4,0.0638790581515456,0.0638790581515456,0.07899277438275143,0.08102223102883666,1.0,1.0,1.3592480651340304
B136,1,63,5,0.10866852318640641,0.10866852318640641,0.16180331058788333,0.06728847192355447,1.0,1.0,1.6420947601185036
B136,1,63,6,0.05999385614750863,0.05999385614750863,0.06019181459560485,0.06370096309245787,1.0,1.0,1.0058249927490277
B136,1,63,7,0.08872958413450949,0.08872958413450949,0.09551731969096378,0.039762964460789085,1.0,1.0,1.0929638303138167
B136,1,63,8,0.11092971315513633,0.11092971315513633,0.15181176491295578,0.046917712098339726,1.0,1.0,1.4848714663194869
B136,1,63,9,0.016405594468618334,0.01634919204965324,0.016349192049784023,0.004475925527422042,0.977982527402512,0.9775532819636079,0.9775532819394053
B136,1,63,10,0.09592010950367769,0.09592010950367769,0.10807916748397717,0.12266079893580284,1.0,1.0,1.1525502994524233
B136,1,63,11,0.11291918567496761,0.11291918567496761,0.1365481042088268,0.06919866302896915,1.0,1.0,1.2652839243017981
B136,1,63,12,0.12984028127316516,0.12984028127316516,0.1556477725484613,0.12190549817164142,1.0,1.0,1.255614868971237
B136,1,63,13,0.17970039005324923,0.17970039005324923,0.18665347193419812,0.17686481330707227,1.0,1.0,1.0428205416982206
B136,1,63,14,0.1555931700408255,0.1555931700408255,0.2163689910097093,0.0773165944679397,1.0,1.0,1.450570701262509
B136,1,63,15,0.027841981803592653,0.027536408042079463,0.02753640804085844,-0.011803065639448551,0.7909995561022165,0.7878571281691638,0.7878571281073934
B136,1,63,16,0.15119980301135416,0.15119980301135416,0.20486592876511112,0.2246026725130661,1.0,1.0,1.3975536000647442
B136,1,63,17,0.11076787846355307,0.11076787846355307,0.13148975824762665,0.11659072208463339,1.0,1.0,1.215444262277466
B136,1,63,18,0.09516672807033477,0.09516672807033477,0.10502681384567425,0.07509867251886648,1.0,1.0,1.1533982822990894
B136,1,63,19,0.07525481894951525,0.0755265679154431,0.0755265679138748,0.1660778359958095,0.8413377727493381,0.844216759947277,0.8442167599251467
B136,1,63,20,0.06231484998279657,0.06231484998279657,0.07047000403032455,0.05697499580576593,1.0,1.0,1.211711388786641
B136,1,63,21,0.1601947604958487,0.1601947604958487,0.1986015383660802,0.11073776853394857,1.0,1.0,1.2738524420473463
B136,1,63,22,0.03426267351023271,0.03400796560333452,0.034007965604321067,0.034453877627989016,0.8861289241516237,0.8855325656315631,0.8855325656862145
B136,1,63,23,0.14979390311218688,0.14979390311218688,0.1916658150166961,0.19743082824314873,1.0,1.0,1.3210827016854514
B136,1,63,24,0.14589200394753798,0.14589200394753798,0.16355671089570234,0.1549297193033412,1.0,1.0,1.1358770899247348
B136,1,63,25,0.09813704063207118,0.09784704324709925,0.09784704324790416,0.09324000348098194,0.9052815516379982,0.9057767197403561,0.9057767197495938
B136,1,63,26,0.0861374656549001,0.0861374656549001,0.09752705275536244,0.04820301354023404,1.0,1.0,1.1789226903111591
B136,1,63,27,0.09219716432334679,0.09219716432334679,0.10902378862565087,0.06958283128566922,1.0,1.0,1.2461717860592214
B136,1,63,28,0.1464792146371996,0.1464792146371996,0.19452037337715256,0.13636440005387618,1.0,1.0,1.40966250975577
B136,1,63,29,0.14709469076423143,0.14709469076423143,0.17904497713520873,0.22271250308064405,1.0,1.0,1.2403481736175923
B136,1,63,30,0.17018610499656917,0.17018610499656917,0.1872705312091998,0.18197452329139052,1.0,1.0,1.1117766373726978
B136,1,63,31,0.1107148751208753,0.1107148751208753,0.12922036814707538,0.05813987457396297,1.0,1.0,1.213857996673035
B136,1,63,32,0.18292098440089344,0.18292098440089344,0.2727620273240694,0.16197117983297304,1.0,1.0,1.5750680541686746
B136,1,63,33,0.09108602039953007,0.09108602039953007,0.10045940126387265,0.04567084897679119,1.0,1.0,1.1281414305603683
B136,1,63,34,0.008018392495173998,0.007334832568129057,0.00733483256840306,0.0034926977538807247,0.6338568067076586,0.630964964934901,0.6309649648488236
B136,1,63,35,0.17156429119707806,0.17156429119707806,0.17293805364234793,0.2384692594050668,1.0,1.0,1.008676180709372
B136,1,63,36,0.15846394714334044,0.15846394714334044,0.20110815340686372,0.13445337227943566,1.0,1.0,1.2920388990923968
B136,1,63,37,0.11299250223927104,0.11299250223927104,0.14716754880341765,0.07356619996403935,1.0,1.0,1.3953619964788173
B136,1,63,38,0.09904423481855984,0.09904423481855984,0.10654357653253976,0.1317496304429544,1.0,1.0,1.0936666741693248
B136,1,63,39,0.14436698468121123,0.14436698468121123,0.1962719695391375,0.09095371944935216,1.0,1.0,1.4748067986959914
B136,1,76,0,0.052610864372369504,0.052271773520990106,0.05227177351746315,0.008392247419575671,0.8219936706375768,0.8209750278515013,0.8209750277782992
B136,1,76,1,0.05215387264624449,0.051695306408176656,0.05169530641241793,0.0410275059565437,0.6151954122972294,0.6127013976788351,0.6127013977381315
B136,1,76,2,0.07099586483153653,0.07051240478134368,0.07051240478760579,0.1281688767668998,0.8018541368391277,0.8021276230372458,0.8021276231226482
B136,1,76,3,0.09668487221459143,0.09647743395935904,0.0964774339640353,0.11466292232586683,0.9264086307465245,0.9263740333028692,0.9263740333561059
B136,1,76,4,0.06945744502127327,0.06999750462600218,0.06999750462993037,0.11058626155083617,0.7401248619564722,0.7461635745579522,0.7461635746113808
B136,1,76,5,0.09413576863488027,0.09415026012732719,0.09415026012579175,0.12317754740237286,0.9542098730573514,0.9545498514239297,0.954549851405059
B136,1,76,6,0.04387365423588996,0.04338749856869595,0.043387498571208605,0.03009106760053326,0.7712158817408519,0.7741267485311167,0.7741267485951453
B136,1,76,7,0.16787213299040693,0.16787213299040693,0.22144487531209633,0.2337162594756077,1.0,1.0,1.3453835167792072
B136,1,76,8,0.09716736341540955,0.09716736341540955,0.11336840171369866,0.08288606474180238,1.0,1.0,1.2125688119609348
B136,1,76,9,0.11018085062135952,0.11009840934185511,0.11009840935046755,0.09944209538005144,0.8085444781741273,0.8093968214825698,0.809396821550632
B136,1,76,10,0.10276487838804349,0.10262723229769488,0.10262723229724724,0.11986894659932501,0.9221572622586827,0.9219418245970652,0.9219418245924087
B136,1,76,11,0.0775587687910102,0.0775587687910102,0.07865828004267028,0.0997230333768655,1.0,1.0,1.0182654471724089
B136,1,76,12,0.10818828392046198,0.10724660554218612,0.10724660554091159,0.13234878394230853,0.9035937684651434,0.8991800169014925,0.8991800168889841
B136,1,76,13,0.13092747763866353,0.13091198208983923,0.1309119820995308,0.2103170220055186,0.7629030293162824,0.7657188350992363,0.7657188351589401
B136,1,76,14,0.10517722687512898,0.10496587396314938,0.10496587395642765,0.13373234653424393,0.8318648730251559,0.8308854781261674,0.8308854780643857
B136,1,76,15,0.13935198768151014,0.13950528432406561,0.13950528431445952,0.29597001275014545,0.7077225948728416,0.7104301838791431,0.7104301838284273
B136,1,76,16,0.19121636937071806,0.19121636937071806,0.27344119002799117,0.2199255901366448,1.0,1.0,1.4533174788116383
B136,1,76,17,0.00917025448957065,0.008456898457582351,0.008456898458016227,0.011323221442775422,0.35379638551294046,0.3507559509501762,0.3507559509761078
B136,1,76,18,0.06561259876045078,0.06507965829537277,0.06507965829334306,0.08789411079200637,0.7718204551596397,0.7725757811805203,0.7725757811515388
B136,1,76,19,0.058812767843960945,0.059785080224388665,0.05978508021879669,0.0717976797111608,0.6656715475750767,0.6795387691680079,0.6795387690931067
B136,1,76,20,0.08863910278562259,0.08810903068990306,0.08810903069375486,0.12699011541147898,0.7847565493962407,0.7826966242977038,0.7826966243383624
B136,1,76,21,0.1463633134520046,0.1463633134520046,0.15962080482789354,0.1754737851396102,1.0,1.0,1.103714094855732
B136,1,76,22,0.03316524433637924,0.033716233458982,0.03371623345579233,0.10673306876727962,0.36195774093388167,0.3698064083654754,0.3698064083254752
B136,1,76,23,0.08236359200731558,0.08226974104501572,0.08226974103387108,0.048864182318279825,0.40188061297806854,0.40426164117901053,0.4042616411208728
B136,1,76,24,0.17094260046629328,0.17094260046629328,0.22062954984121186,0.17646966369644357,1.0,1.0,1.3079186506807134
B136,1,76,25,0.067614267769879,0.0672260893345209,0.06722608933352792,0.08961366622958722,0.899436648894337,0.897730776356757,0.8977307763400459
B136,1,76,26,0.1078202179879284,0.1078202179879284,0.11129576960724652,0.17928856144264493,1.0,1.0,1.0378244672274652
B136,1,76,27,0.19211316713579762,0.19211316713579762,0.22585727012720191,0.1807976232027979,1.0,1.0,1.1929190573361732
B136,1,76,28,0.07513915960507478,0.07371153361966498,0.07371153362444804,0.24762001304101533,0.483666058057695,0.4810929845623234,0.48109298459514693
B136,1,76,29,0.13051689562890734,0.13052869267330336,0.13052869267345435,0.10618317669100019,0.982079776893827,0.9820688134714,0.9820688134727504
B136,1,76,30,0.09456487457223872,0.09351415362658422,0.0935141536155435,0.07479702175007019,0.6822158207746194,0.6801462175830935,0.6801462174976218
B136,1,76,31,0.1026092699741108,0.10242501055981745,0.10242501055565811,0.17863813853577515,0.8943085368495987,0.8936421506320971,0.8936421505904673
B136,1,76,32,0.12942055766212257,0.12920277917311762,0.1292027791715995,0.17647063315240175,0.9647543272096981,0.9641014290358436,0.9641014290237071
B136,1,76,33,0.10633420260654991,0.10565988212672628,0.10565988211858945,0.18182784637506222,0.8785572662829451,0.875279837028202,0.8752798369508268
B136,1,76,34,0.05516648497711074,0.05568278144624372,0.055682781439017726,0.055679612658736,0.40188061297806854,0.40426164117901053,0.4042616411208728
B136,1,76,35,0.1904320445449541,0.1904320445449541,0.2085005374135842,0.17927909915539741,1.0,1.0,1.0985852507497211
B136,1,76,36,0.09299540749486757,0.09163526394999622,0.09163526394679966,0.20076841101878729,0.5819378989137736,0.5783808718020822,0.5783808717807841
B136,1,76,37,0.16837394049861043,0.16824956008214587,0.1682495600888254,0.10538953831541176,0.9472911085317754,0.9473161891015394,0.9473161891410913
B136,1,76,38,0.051160928047721876,0.050111763319925506,0.05011176332423917,0.027817343313780496,0.6389012750254621,0.6353934068758127,0.6353934069457201
B136,1,76,39,0.20853577656773825,0.20853577656773825,0.26331858981675427,0.13243506798240956,1.0,1.0,1.2863675545621807
B136,1,90,0,0.08840510268445056,0.08888413690221242,0.08888413689821384,0.09897706657555672,0.845706746261657,0.8540917834020656,0.8540917833575603
B136,1,90,1,0.1565582451465568,0.1565582451465568,0.22010737446240558,0.16290273376015674,1.0,1.0,1.4642826363131725
B136,1,90,2,0.1614146574110984,0.1614146574110984,0.24166944759559938,0.21680215344517184,1.0,1.0,1.5894275534721762
B136,1,90,3,0.17635794620397727,0.17635794620397727,0.24621560245913954,0.21153699130102455,1.0,1.0,1.4258912080735697
B136,1,90,4,0.14548535439044907,0.14548535439044907,0.1575727946538934,0.06503285737415831,1.0,1.0,1.096503244403188
B136,1,90,5,0.08144813551796792,0.08101537493780375,0.08101537494653166,0.1721645177622897,0.7429846774100646,0.7396010087861884,0.7396010088820857
