construction,partition,panel,stat,family,rung_label,k,fmax,between,R_SPREAD_within,R_SPREAD_between,R_SPREAD_ratio,R_SD_within,R_SD_between,R_SD_ratio,R_MATCHED_within,R_MATCHED_between,R_MATCHED_ratio
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k1,1,2,B_ENDPOINT,1.2220472103399551,0.0944130563574781,12.94362514558254,0.8641178693614855,0.0944130563574781,9.152525113578129,1.2220472103399551,0.0944130563574781,12.94362514558254
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k1,1,2,B_MATCHED,1.2220472103399551,0.0944130563574781,12.94362514558254,0.8641178693614855,0.0944130563574781,9.152525113578129,1.2220472103399551,0.0944130563574781,12.94362514558254
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k1,1,2,B_SD,1.2220472103399551,0.06676011238292044,18.305050227156258,0.8641178693614855,0.06676011238292044,12.943625145582542,1.2220472103399551,0.06676011238292044,18.305050227156258
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k1,1,2,B_SPAN,1.2220472103399551,0.13620924820210387,8.97183727588535,0.8641178693614855,0.13620924820210387,6.344046977480773,1.2220472103399551,0.13620924820210387,8.97183727588535
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k2,2,3,B_ENDPOINT,1.9290519456904072,0.47810522399844757,4.034785333566385,1.169233875182789,0.47810522399844757,2.445557623077939,1.5320105767728798,0.47810522399844757,3.2043376643336035
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k2,2,3,B_MATCHED,1.9290519456904072,0.31873681599896503,6.052178000349577,1.169233875182789,0.31873681599896503,3.6683364346169087,1.5320105767728798,0.31873681599896503,4.806506496500406
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k2,2,3,B_SD,1.9290519456904072,0.2532186505553359,7.6181274225251085,1.169233875182789,0.2532186505553359,4.617487189899057,1.5320105767728798,0.2532186505553359,6.050149044760388
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k2,2,3,B_SPAN,1.9290519456904072,0.43519012933859774,4.432664749593888,1.169233875182789,0.43519012933859774,2.686719657359397,1.5320105767728798,0.43519012933859774,3.5203247350789653
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k3,3,4,B_ENDPOINT,2.6895262430016276,0.7079710720086947,3.798921099093435,1.3740609024826522,0.7079710720086947,1.940843286977942,1.7039731580743407,0.7079710720086947,2.4068400891575044
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k3,3,4,B_MATCHED,2.6895262430016276,0.4179342306111756,6.435285856027007,1.3740609024826522,0.4179342306111756,3.28774434310696,1.7039731580743407,0.4179342306111756,4.077132317165065
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k3,3,4,B_SD,2.6895262430016276,0.3310630472919598,8.123909524187315,1.3740609024826522,0.3310630472919598,4.15045083926533,1.7039731580743407,0.3310630472919598,5.146974789281242
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k3,3,4,B_SPAN,2.6895262430016276,0.5106931773398935,5.266422898012606,1.3740609024826522,0.5106931773398935,2.6905801045549147,1.7039731580743407,0.5106931773398935,3.3365888437163433
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k4,4,6,B_ENDPOINT,3.3925587223809215,2.037105128586024,1.6653822499262627,1.5811452585520442,2.037105128586024,0.776172636534244,1.9240231769061666,2.037105128586024,0.9444888974589403
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k4,4,6,B_MATCHED,3.3925587223809215,0.9375536545646529,3.6185222102901777,1.5811452585520442,0.9375536545646529,1.6864584238501412,1.9240231769061666,0.9375536545646529,2.0521739396339664
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k4,4,6,B_SD,3.3925587223809215,0.8196389671878639,4.139089108977583,1.5811452585520442,0.8196389671878639,1.9290752658781787,1.9240231769061666,0.8196389671878639,2.347403251833407
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k4,4,6,B_SPAN,3.3925587223809215,1.136930019665905,2.9839644161897048,1.5811452585520442,1.136930019665905,1.390714671265937,1.9240231769061666,1.136930019665905,1.6922969256028217
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k6,6,8,B_ENDPOINT,7.409767354800495,1.3203569830099617,5.611942414171025,3.005352547485142,1.3203569830099617,2.2761666626202617,3.6654185873363536,1.3203569830099617,2.7760814950063386
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k6,6,8,B_MATCHED,7.409767354800495,1.1538842011447374,6.421586626673165,3.005352547485142,1.1538842011447374,2.6045529911091707,3.6654185873363536,1.1538842011447374,3.176591363067447
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k6,6,8,B_SD,7.409767354800495,0.9569089996226053,7.743439927644978,3.005352547485142,0.9569089996226053,3.1406879323639143,3.6654185873363536,0.9569089996226053,3.8304777035036306
C_POOLED,ALIGNED,U56,CAGR,E_FINE,k6,6,8,B_SPAN,7.409767354800495,0.6349574905305284,11.669706185542255,3.005352547485142,0.6349574905305284,4.733155514039323,3.6654185873363536,0.6349574905305284,5.7726991838048445
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k1,1,8,B_ENDPOINT,11.377785787459548,1.3203569830099617,8.617204236328643,4.1964294577483585,1.3203569830099617,3.1782536933170427,4.963145531928415,1.3203569830099617,3.758942161697924
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k1,1,8,B_MATCHED,11.377785787459548,1.3203569830099617,8.617204236328643,4.1964294577483585,1.3203569830099617,3.1782536933170427,4.963145531928415,1.3203569830099617,3.758942161697924
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k1,1,8,B_SD,11.377785787459548,0.9336333762733551,12.186567100754855,4.1964294577483585,0.9336333762733551,4.494729477751341,4.963145531928415,0.9336333762733551,5.315946985249244
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k1,1,8,B_SPAN,11.377785787459548,0.6349574905305284,17.918972462161243,4.1964294577483585,0.6349574905305284,6.608992759880823,4.963145531928415,0.6349574905305284,7.8165004838064664
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k2,2,8,B_ENDPOINT,13.07231700104154,1.3203569830099617,9.900592922408858,4.755417198674728,1.3203569830099617,3.6016147601491872,5.583434048967538,1.3203569830099617,4.228730654522855
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k2,2,8,B_MATCHED,13.07231700104154,1.358070085724016,9.62565712805051,4.755417198674728,1.358070085724016,3.501599253722987,5.583434048967538,1.358070085724016,4.111300372241754
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k2,2,8,B_SD,13.07231700104154,1.033349551352411,12.65043080914194,4.755417198674728,1.033349551352411,4.601944417018431,5.583434048967538,1.033349551352411,5.403238470138337
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k2,2,8,B_SPAN,13.07231700104154,0.6349574905305284,20.587704210118346,4.755417198674728,0.6349574905305284,7.489347349381478,5.583434048967538,0.6349574905305284,8.793398191589787
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k3,3,8,B_ENDPOINT,13.07231700104154,1.3203569830099617,9.900592922408858,5.086762141404609,1.3203569830099617,3.852565788540409,5.752015602689641,1.3203569830099617,4.35640942313723
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k3,3,8,B_MATCHED,13.07231700104154,1.3508160590211995,9.677347936264345,5.086762141404609,1.3508160590211995,3.7656956381540754,5.752015602689641,1.3508160590211995,4.258178279918843
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k3,3,8,B_SD,13.07231700104154,1.078500779102807,12.120822955655404,5.086762141404609,1.078500779102807,4.7165122547581575,5.752015602689641,1.078500779102807,5.333343947581271
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k3,3,8,B_SPAN,13.07231700104154,0.6349574905305284,20.587704210118346,5.086762141404609,0.6349574905305284,8.011185342745462,5.752015602689641,0.6349574905305284,9.058898727037047
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k4,4,8,B_ENDPOINT,12.015425023453558,1.3203569830099617,9.100133659355143,4.368811350831654,1.3203569830099617,3.3088107284987887,5.208141451629272,1.3203569830099617,3.9444949499615576
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k4,4,8,B_MATCHED,12.015425023453558,1.250913239122284,9.605322453765302,4.368811350831654,1.250913239122284,3.4924974923897003,5.208141451629272,1.250913239122284,4.163471365355137
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k4,4,8,B_SD,12.015425023453558,0.9919660794536429,12.112737796509572,4.368811350831654,0.9919660794536429,4.404194297891634,5.208141451629272,0.9919660794536429,5.250322122403443
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k4,4,8,B_SPAN,12.015425023453558,0.6349574905305284,18.92319596610202,4.368811350831654,0.6349574905305284,6.880478482396302,5.208141451629272,0.6349574905305284,8.202346659896389
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k6,6,8,B_ENDPOINT,7.409767354800495,1.3203569830099617,5.611942414171025,3.005352547485142,1.3203569830099617,2.2761666626202617,3.6654185873363536,1.3203569830099617,2.7760814950063386
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k6,6,8,B_MATCHED,7.409767354800495,1.1538842011447374,6.421586626673165,3.005352547485142,1.1538842011447374,2.6045529911091707,3.6654185873363536,1.1538842011447374,3.176591363067447
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k6,6,8,B_SD,7.409767354800495,0.9569089996226053,7.743439927644978,3.005352547485142,0.9569089996226053,3.1406879323639143,3.6654185873363536,0.9569089996226053,3.8304777035036306
C_POOLED,ALIGNED,U56,CAGR,E_COARSE,k6,6,8,B_SPAN,7.409767354800495,0.6349574905305284,11.669706185542255,3.005352547485142,0.6349574905305284,4.733155514039323,3.6654185873363536,0.6349574905305284,5.7726991838048445
C_POOLED,ALIGNED,U56,CAGR,E_SLIDE,f3,2,3,B_ENDPOINT,1.9290519456904072,0.47810522399844757,4.034785333566385,1.169233875182789,0.47810522399844757,2.445557623077939,1.5320105767728798,0.47810522399844757,3.2043376643336035
C_POOLED,ALIGNED,U56,CAGR,E_SLIDE,f3,2,3,B_MATCHED,1.9290519456904072,0.31873681599896503,6.052178000349577,1.169233875182789,0.31873681599896503,3.6683364346169087,1.5320105767728798,0.31873681599896503,4.806506496500406
C_POOLED,ALIGNED,U56,CAGR,E_SLIDE,f3,2,3,B_SD,1.9290519456904072,0.2532186505553359,7.6181274225251085,1.169233875182789,0.2532186505553359,4.617487189899057,1.5320105767728798,0.2532186505553359,6.050149044760388
C_POOLED,ALIGNED,U56,CAGR,E_SLIDE,f3,2,3,B_SPAN,1.9290519456904072,0.43519012933859774,4.432664749593888,1.169233875182789,0.43519012933859774,2.686719657359397,1.5320105767728798,0.43519012933859774,3.5203247350789653
