panel,n_max,gross,wcap,mean_n_held,max_n_held,mean_n_sel,max_name_w,mean_name_w,mean_book_gross,struct_dev,mean_sweep_w,mean_gross,turnover_yr,max_row_sum,tie_days,window_days
U56,10,0.75,0.02,9.938426966292134,10,9.938426966292134,0.02,0.019999999999999993,0.19876853932584268,0.65,0.8016449438202247,1.0,3.3039326495807737,1.0000000000000002,0,4450
U56,10,0.75,INF,9.938426966292134,10,9.938426966292134,0.15,0.0754646587979921,0.75,1.1102230246251565e-16,0.25182343499197435,1.0,11.83744641179113,1.0000000000000002,0,4450
U56,10,1.0,0.02,9.938426966292134,10,9.938426966292134,0.02,0.019999999999999993,0.19876853932584268,0.9,0.8016449438202247,1.0,3.3039326495807737,1.0000000000000002,0,4450
U56,10,1.0,INF,9.938426966292134,10,9.938426966292134,0.2,0.10061954506398951,1.0,2.220446049250313e-16,0.002431246655965866,1.0,15.50625776466461,1.0000000000000002,0,4450
U56,20,0.75,0.02,19.324044943820226,20,19.324044943820226,0.02,0.019999999999999997,0.3864808988764045,0.65,0.615658426966292,1.0,4.963457786316655,1.0000000000000002,0,4450
U56,20,0.75,INF,19.324044943820226,20,19.324044943820226,0.15,0.03881174993022606,0.75,2.220446049250313e-16,0.2554470729827334,1.0,9.326583017835258,1.0000000000000002,0,4450
U56,20,1.0,0.02,19.324044943820226,20,19.324044943820226,0.02,0.019999999999999997,0.3864808988764045,0.9,0.615658426966292,1.0,4.963457786316655,1.0000000000000002,0,4450
U56,20,1.0,INF,19.324044943820226,20,19.324044943820226,0.2,0.05174899990696808,1.0,4.440892098500626e-16,0.007262763976977645,1.0,12.237639961101454,1.0000000000000002,0,4450
U56,30,0.75,0.02,27.857303370786518,30,27.857303370786518,0.02,0.019999999999999997,0.5571460674157305,0.65,0.4466516853932583,1.0,5.29312519990634,1.0000000000000002,0,4450
U56,30,0.75,INF,27.857303370786518,30,27.857303370786518,0.15,0.026922921792441414,0.7500000000000002,4.440892098500626e-16,0.25755259860899327,1.0,7.14421289906963,1.0000000000000002,0,4450
U56,30,1.0,0.02,27.857303370786518,30,27.857303370786518,0.02,0.019999999999999997,0.5571460674157305,0.9,0.4466516853932583,1.0,5.29312519990634,1.0000000000000002,0,4450
U56,30,1.0,INF,27.857303370786518,30,27.857303370786518,0.2,0.035897229056588556,1.0,6.661338147750939e-16,0.010070131478658224,1.0,9.35225584804612,1.0000000000000004,0,4450
U56,50,0.75,0.02,38.3876404494382,50,38.3876404494382,0.02,0.017508678472120592,0.6721168539325845,0.65,0.34350332905168035,0.9999999999999998,3.519942395849407,1.0000000000000004,0,4450
U56,50,0.75,INF,38.3876404494382,50,38.3876404494382,0.15,0.019537538416508123,0.7500000000000002,6.661338147750939e-16,0.2693620338569429,0.9999999999999996,4.408132264398899,1.0000000000000004,0,4450
U56,50,1.0,0.02,38.3876404494382,50,38.3876404494382,0.02,0.019999999999999993,0.7677528089887644,0.9,0.2496764044943817,0.9999999999999996,4.016975913287983,1.0000000000000004,0,4450
U56,50,1.0,INF,38.3876404494382,50,38.3876404494382,0.2,0.02605005122201083,1.0,8.881784197001252e-16,0.025816045142590883,1.0,5.698010292942921,1.0000000000000007,0,4450
U56,INF,0.75,0.02,38.450337078651685,55,38.450337078651685,0.02,0.017480129044323917,0.6721168539325844,0.65,0.3436092589733788,0.9999999999999998,3.5063829420832278,1.0000000000000004,0,4450
