panel,family,level,cad,con,turn_yr,turn_yr_ref,d_abs,d_rel
SMALL439,QUANTILE,0.8,Q,DEGROSS,0.7721998418833304,0.7721998418833304,0.0,0.0
SMALL439,QUANTILE,0.9,W,RESPREAD,2.5155470556785584,2.5155470556785584,0.0,0.0
SMALL439,QUANTILE,0.9,W,DEGROSS,2.274543050231182,2.274543050231182,0.0,0.0
SMALL439,QUANTILE,0.9,M,RESPREAD,1.2142637298986896,1.2142637298986896,0.0,0.0
SMALL439,QUANTILE,0.9,M,DEGROSS,1.0978133263763687,1.0978133263763687,0.0,0.0
SMALL439,QUANTILE,0.9,Q,RESPREAD,0.6796022666220451,0.6796022666220451,0.0,0.0
SMALL439,QUANTILE,0.9,Q,DEGROSS,0.6154325415813614,0.6154325415813614,0.0,0.0
SMALL439,QUANTILE,0.95,W,RESPREAD,1.9730700441489464,1.9730700441489464,0.0,0.0
SMALL439,QUANTILE,0.95,W,DEGROSS,1.878701744815092,1.878701744815092,0.0,0.0
SMALL439,QUANTILE,0.95,M,RESPREAD,0.9768187321007752,0.9768187321007752,0.0,0.0
SMALL439,QUANTILE,0.95,M,DEGROSS,0.929971989749742,0.929971989749742,0.0,0.0
SMALL439,QUANTILE,0.95,Q,RESPREAD,0.5748611988505853,0.5748611988505853,0.0,0.0
SMALL439,QUANTILE,0.95,Q,DEGROSS,0.5477585814522395,0.5477585814522395,0.0,0.0
SMALL439,MA-THRESH,0.3,W,RESPREAD,19.46747085688036,19.46747085688036,0.0,0.0
SMALL439,MA-THRESH,0.3,W,DEGROSS,1.4343371183055644,1.4343371183055644,0.0,0.0
SMALL439,MA-THRESH,0.3,M,RESPREAD,8.194270774152137,8.194270774152137,0.0,0.0
SMALL439,MA-THRESH,0.3,M,DEGROSS,0.6734793230638759,0.6734793230638759,0.0,0.0
SMALL439,MA-THRESH,0.3,Q,RESPREAD,4.307520730715597,4.307520730715597,0.0,0.0
SMALL439,MA-THRESH,0.3,Q,DEGROSS,0.3869135320899393,0.3869135320899393,0.0,0.0
SMALL439,MA-THRESH,0.2,W,RESPREAD,17.20160961892131,17.20160961892131,0.0,0.0
SMALL439,MA-THRESH,0.2,W,DEGROSS,2.18332132887954,2.18332132887954,0.0,0.0
SMALL439,MA-THRESH,0.2,M,RESPREAD,7.474827166694891,7.474827166694891,0.0,0.0
SMALL439,MA-THRESH,0.2,M,DEGROSS,1.048186239998932,1.048186239998932,0.0,0.0
SMALL439,MA-THRESH,0.2,Q,RESPREAD,3.8380891282164487,3.8380891282164487,0.0,0.0
SMALL439,MA-THRESH,0.2,Q,DEGROSS,0.5933266720318796,0.5933266720318796,0.0,0.0
SMALL439,MA-THRESH,0.12,W,RESPREAD,14.837374912985029,14.837374912985029,0.0,0.0
SMALL439,MA-THRESH,0.12,W,DEGROSS,2.934357695419065,2.934357695419065,0.0,0.0
SMALL439,MA-THRESH,0.12,M,RESPREAD,6.546314072869468,6.546314072869468,0.0,0.0
SMALL439,MA-THRESH,0.12,M,DEGROSS,1.4162291158692373,1.4162291158692373,0.0,0.0
SMALL439,MA-THRESH,0.12,Q,RESPREAD,3.4242121170822246,3.4242121170822246,0.0,0.0
SMALL439,MA-THRESH,0.12,Q,DEGROSS,0.808687242212002,0.808687242212002,0.0,0.0
SMALL439,MA-THRESH,0.06,W,RESPREAD,12.79284114649012,12.79284114649012,0.0,0.0
SMALL439,MA-THRESH,0.06,W,DEGROSS,3.4433174988701705,3.4433174988701705,0.0,0.0
SMALL439,MA-THRESH,0.06,M,RESPREAD,5.6276338410084605,5.6276338410084605,0.0,0.0
SMALL439,MA-THRESH,0.06,M,DEGROSS,1.6584414355970167,1.6584414355970167,0.0,0.0
SMALL439,MA-THRESH,0.06,Q,RESPREAD,2.9771781004955225,2.9771781004955225,0.0,0.0
SMALL439,MA-THRESH,0.06,Q,DEGROSS,0.9452205518739186,0.9452205518739186,0.0,0.0
SMALL439,MA-THRESH,0.0,W,RESPREAD,10.338000682036554,10.338000682036554,0.0,0.0
SMALL439,MA-THRESH,0.0,W,DEGROSS,3.71245483616262,3.71245483616262,0.0,0.0
SMALL439,MA-THRESH,0.0,M,RESPREAD,4.573999672176938,4.573999672176938,0.0,0.0
SMALL439,MA-THRESH,0.0,M,DEGROSS,1.7852287485642349,1.7852287485642349,0.0,0.0
SMALL439,MA-THRESH,0.0,Q,RESPREAD,2.447251595465136,2.447251595465136,0.0,0.0
SMALL439,MA-THRESH,0.0,Q,DEGROSS,1.0107441605347958,1.0107441605347958,0.0,0.0
SMALL439,MA-THRESH,-0.06,W,RESPREAD,8.03754306722113,8.03754306722113,0.0,0.0
SMALL439,MA-THRESH,-0.06,W,DEGROSS,3.667775800913116,3.667775800913116,0.0,0.0
SMALL439,MA-THRESH,-0.06,M,RESPREAD,3.54528217332759,3.54528217332759,0.0,0.0
SMALL439,MA-THRESH,-0.06,M,DEGROSS,1.7236015473774098,1.7236015473774098,0.0,0.0
SMALL439,MA-THRESH,-0.06,Q,RESPREAD,1.9191846829276216,1.9191846829276216,0.0,0.0
SMALL439,MA-THRESH,-0.06,Q,DEGROSS,0.967229351922446,0.967229351922446,0.0,0.0
SMALL439,MA-THRESH,-0.12,W,RESPREAD,5.953841150066975,5.953841150066975,0.0,0.0
SMALL439,MA-THRESH,-0.12,W,DEGROSS,3.265876112532118,3.265876112532118,0.0,0.0
SMALL439,MA-THRESH,-0.12,M,RESPREAD,2.6955874616845223,2.6955874616845223,0.0,0.0
SMALL439,MA-THRESH,-0.12,M,DEGROSS,1.5645846490052733,1.5645846490052733,0.0,0.0
SMALL439,MA-THRESH,-0.12,Q,RESPREAD,1.4721795438896237,1.4721795438896237,0.0,0.0
SMALL439,MA-THRESH,-0.12,Q,DEGROSS,0.8751233656631908,0.8751233656631908,0.0,0.0
SMALL439,MA-THRESH,-0.25,W,RESPREAD,3.4815224880954543,3.4815224880954543,0.0,0.0
SMALL439,MA-THRESH,-0.25,W,DEGROSS,2.524328944486718,2.524328944486718,0.0,0.0
SMALL439,MA-THRESH,-0.25,M,RESPREAD,1.602262719860826,1.602262719860826,0.0,0.0
SMALL439,MA-THRESH,-0.25,M,DEGROSS,1.2125657702931087,1.2125657702931087,0.0,0.0
SMALL439,MA-THRESH,-0.25,Q,RESPREAD,0.919235279671774,0.919235279671774,0.0,0.0
SMALL439,MA-THRESH,-0.25,Q,DEGROSS,0.6896035249425324,0.6896035249425324,0.0,0.0
SMALL439,MA-THRESH,-0.4,W,RESPREAD,2.3060389097809875,2.3060389097809875,0.0,0.0
SMALL439,MA-THRESH,-0.4,W,DEGROSS,2.0126931567802218,2.0126931567802218,0.0,0.0
SMALL439,MA-THRESH,-0.4,M,RESPREAD,1.0953455898452626,1.0953455898452626,0.0,0.0
SMALL439,MA-THRESH,-0.4,M,DEGROSS,0.9767712319459274,0.9767712319459274,0.0,0.0
SMALL439,MA-THRESH,-0.4,Q,RESPREAD,0.646220895900727,0.646220895900727,0.0,0.0
SMALL439,MA-THRESH,-0.4,Q,DEGROSS,0.5713497523672587,0.5713497523672587,0.0,0.0
U56,QUANTILE,0.2,W,RESPREAD,11.233045845749364,11.238105809507063,0.005059963757698682,0.0004502505887974574
U56,QUANTILE,0.2,W,DEGROSS,2.345916331122691,2.3469730228568944,0.0010566917342034188,0.0004502359950082179
U56,QUANTILE,0.2,M,RESPREAD,5.19390390020205,5.196243684495482,0.0023397842934311797,0.0004502837887323516
U56,QUANTILE,0.2,M,DEGROSS,1.0907237787343615,1.0912151294328565,0.0004913506984949301,0.00045027848793693194
U56,QUANTILE,0.2,Q,RESPREAD,2.923112082518156,2.924428639704083,0.0013165571859268255,0.0004501929601058911
U56,QUANTILE,0.2,Q,DEGROSS,0.6221127770713298,0.6223929840478488,0.00028020697651898185,0.0004502090860610342
U56,QUANTILE,0.3,W,RESPREAD,10.13537613305053,10.139941330345394,0.004565197294864376,0.0004502193006977559
U56,QUANTILE,0.3,W,DEGROSS,3.163406216620145,3.164831096121291,0.0014248795011457815,0.0004502229211827656
U56,QUANTILE,0.3,M,RESPREAD,4.596994602790057,4.599065370389991,0.00207076759993452,0.0004502583532007772
U56,QUANTILE,0.3,M,DEGROSS,1.4415808127362284,1.442230224178644,0.0006494114424155928,0.00045028278531982315
U56,QUANTILE,0.3,Q,RESPREAD,2.545791473919534,2.546938198015304,0.0011467240957698799,0.0004502363255863303
U56,QUANTILE,0.3,Q,DEGROSS,0.8080404998401892,0.8084044618568107,0.0003639620166214774,0.00045022267168775784
U56,QUANTILE,0.4,W,RESPREAD,8.564834323699765,8.568692027434084,0.003857703734318818,0.0004502091710109013
U56,QUANTILE,0.4,W,DEGROSS,3.513280356869789,3.514862797769612,0.0015824408998232897,0.0004502141309263741
U56,QUANTILE,0.4,M,RESPREAD,3.9529011699959855,3.9546817974577824,0.0017806274617968576,0.0004502580872477557
U56,QUANTILE,0.4,M,DEGROSS,1.6270425079772113,1.6277754844948182,0.0007329765176069536,0.0004502933755845534
U56,QUANTILE,0.4,Q,RESPREAD,2.212903893993171,2.2139007062385034,0.0009968122453325456,0.0004502515593963405
U56,QUANTILE,0.4,Q,DEGROSS,0.921275217174969,0.9216902020129036,0.0004149848379346732,0.00045024329978595503
U56,QUANTILE,0.5,W,RESPREAD,6.991952555898636,6.995101733247321,0.0031491773486846952,0.00045019750516519787
U56,QUANTILE,0.5,W,DEGROSS,3.5736912515558528,3.5753009236712234,0.001609672115370664,0.0004502200373438232
U56,QUANTILE,0.5,M,RESPREAD,3.1091340701675176,3.110534558131022,0.0014004879635045597,0.00045024028421212874
U56,QUANTILE,0.5,M,DEGROSS,1.5944494193110563,1.5951676790231502,0.0007182597120938272,0.00045027223253023507
U56,QUANTILE,0.5,Q,RESPREAD,1.8525945618203408,1.8534290804536315,0.0008345186332907595,0.0004502565768993486
U56,QUANTILE,0.5,Q,DEGROSS,0.9582461275826538,0.958677785578492,0.0004316579958382194,0.0004502638971421929
U56,QUANTILE,0.6,W,RESPREAD,5.529043338417624,5.531533840523648,0.002490502106023307,0.000450237163474994
U56,QUANTILE,0.6,W,DEGROSS,3.382785724051671,3.384309521386465,0.0015237973347939082,0.000450253537734825
U56,QUANTILE,0.6,M,RESPREAD,2.520369796612673,2.521505019712504,0.0011352230998311619,0.00045021647427082945
U56,QUANTILE,0.6,M,DEGROSS,1.545463405477816,1.5461595658730545,0.0006961603952384543,0.0004502513263211358
U56,QUANTILE,0.6,Q,RESPREAD,1.4590297728982204,1.4596869804854586,0.0006572075872381955,0.00045023871283665434
U56,QUANTILE,0.6,Q,DEGROSS,0.9021328183652608,0.902539164064544,0.00040634569928321707,0.0004502250045895601
U56,QUANTILE,0.7,W,RESPREAD,4.602946427188248,4.605019851059225,0.002073423870977642,0.00045025297133099713
U56,QUANTILE,0.7,W,DEGROSS,3.2885490005975133,3.2900303976502303,0.0014813970527169928,0.000450268500186205
U56,QUANTILE,0.7,M,RESPREAD,2.0389366552641133,2.0398549460096387,0.0009182907455254075,0.00045017453193020736
U56,QUANTILE,0.7,M,DEGROSS,1.4595550383053102,1.460212424915266,0.0006573866099557346,0.0004501992989094596
U56,QUANTILE,0.7,Q,RESPREAD,1.1643067680015378,1.164831175894001,0.00052440789246333,0.0004502007701337921
U56,QUANTILE,0.7,Q,DEGROSS,0.8379927097067987,0.8383701312195285,0.00037742151272979196,0.0004501848272919489
U56,QUANTILE,0.8,W,RESPREAD,3.4276640522884074,3.4292079607743635,0.0015439084859560914,0.0004502230554741437
U56,QUANTILE,0.8,W,DEGROSS,2.7777424237907886,2.778993607023238,0.0012511832324495487,0.00045022889915524955
U56,QUANTILE,0.8,M,RESPREAD,1.5000621582457367,1.5007377205769148,0.0006755623311780479,0.0004501534957876235
U56,QUANTILE,0.8,M,DEGROSS,1.2172635225627575,1.2178117427624306,0.000548220199673155,0.00045016826527686165
U56,QUANTILE,0.8,Q,RESPREAD,0.8262379009359013,0.8266100559404527,0.0003721550045513444,0.0004502183367802553
U56,QUANTILE,0.8,Q,DEGROSS,0.6739580648279916,0.6742616095488836,0.0003035447208920017,0.00045018834914105376
U56,QUANTILE,0.9,W,RESPREAD,2.050719564700119,2.0516432364759947,0.0009236717758756008,0.0004502107186345642
U56,QUANTILE,0.9,W,DEGROSS,1.8660212170364032,1.8668616435092424,0.0008404264728392175,0.00045018144529415774
U56,QUANTILE,0.9,M,RESPREAD,0.9373673333411878,0.9377894535984076,0.0004221202572197713,0.0004501226321111275
U56,QUANTILE,0.9,M,DEGROSS,0.8531149676177318,0.8534991495543381,0.000384181936606387,0.00045012574037946125
U56,QUANTILE,0.9,Q,RESPREAD,0.4923499431761192,0.492571669655003,0.00022172647888379915,0.0004501405430789316
U56,QUANTILE,0.9,Q,DEGROSS,0.4493582600421583,0.4495606222273119,0.00020236218515362614,0.00045013325266576724
U56,QUANTILE,0.95,W,RESPREAD,1.2885663588931788,1.289146740636581,0.0005803817434022474,0.00045020611316571663
U56,QUANTILE,0.95,W,DEGROSS,1.2427725226953787,1.2433322751991898,0.0005597525038110174,0.0004502034693190454
U56,QUANTILE,0.95,M,RESPREAD,0.5799946724373475,0.5802557999871216,0.00026112754977414276,0.0004500214384413535
U56,QUANTILE,0.95,M,DEGROSS,0.5593188343014119,0.5595706596619394,0.00025182536052748006,0.0004500331748623463
U56,QUANTILE,0.95,Q,RESPREAD,0.3322745855002436,0.3324242167030146,0.0001496312027710056,0.00045012124644542683
U56,QUANTILE,0.95,Q,DEGROSS,0.3206689683168358,0.3208133797964134,0.0001444114795776108,0.00045014169817123473
U56,MA-THRESH,0.3,W,RESPREAD,16.883618458219246,16.891223425477634,0.007604967258387774,0.0004502318788180216
U56,MA-THRESH,0.3,W,DEGROSS,0.6497199738303374,0.6500126491584609,0.00029267532812349284,0.0004502609733862949
U56,MA-THRESH,0.3,M,RESPREAD,6.700954514653669,6.703972672800676,0.0030181581470065666,0.00045020442270772115
U56,MA-THRESH,0.3,M,DEGROSS,0.2887106080473052,0.2888406602430883,0.00013005219578310356,0.0004502558458135764
U56,MA-THRESH,0.3,Q,RESPREAD,3.0881843210023763,3.0895749734899334,0.001390652487557098,0.0004501112610924084
U56,MA-THRESH,0.3,Q,DEGROSS,0.1532986820633332,0.1533677169472147,6.903488388151913e-05,0.0004501265667616294
U56,MA-THRESH,0.2,W,RESPREAD,20.30024430917004,20.309388603998983,0.009144294828942634,0.0004502496361284895
U56,MA-THRESH,0.2,W,DEGROSS,1.3922872875661063,1.3929144355540233,0.000627147987916965,0.00045024157400416396
U56,MA-THRESH,0.2,M,RESPREAD,8.145027398672092,8.148696586133665,0.003669187461573742,0.00045027906276661004
U56,MA-THRESH,0.2,M,DEGROSS,0.6242309225277252,0.6245121333769843,0.0002812108492591392,0.0004502888482542698
U56,MA-THRESH,0.2,Q,RESPREAD,3.603026232483299,3.604649155290572,0.0016229228072730528,0.0004502304488887847
U56,MA-THRESH,0.2,Q,DEGROSS,0.330068013864577,0.3302166812581741,0.00014866739359709058,0.00045021163991669337
U56,MA-THRESH,0.12,W,RESPREAD,17.95374576524877,17.961833088692725,0.008087323443955796,0.00045025045072080656
U56,MA-THRESH,0.12,W,DEGROSS,2.589887538824013,2.59105412566138,0.001166586837367145,0.0004502363828734638
U56,MA-THRESH,0.12,M,RESPREAD,7.077371249412758,7.080559227337944,0.00318797792518577,0.000450243804596257
U56,MA-THRESH,0.12,M,DEGROSS,1.1630575603172075,1.163581471555665,0.0005239112384574085,0.0004502574604913215
U56,MA-THRESH,0.12,Q,RESPREAD,3.495591804157774,3.497166444890111,0.0015746407323371514,0.000450261878338087
U56,MA-THRESH,0.12,Q,DEGROSS,0.6420166433466827,0.6423058210791349,0.0002891777324521838,0.0004502181405834649
U56,MA-THRESH,0.06,W,RESPREAD,13.454989091286487,13.46104993148332,0.0060608401968327286,0.00045025018313447885
U56,MA-THRESH,0.06,W,DEGROSS,3.3973553377636416,3.3988856967032683,0.0015303589396267192,0.0004502531347585719
U56,MA-THRESH,0.06,M,RESPREAD,5.695919344971959,5.698485173154444,0.002565828182484964,0.0004502649571806516
U56,MA-THRESH,0.06,M,DEGROSS,1.646875109176065,1.64761702251456,0.0007419133384951593,0.0004502947762477387
U56,MA-THRESH,0.06,Q,RESPREAD,2.878914587883911,2.880211459475993,0.0012968715920820273,0.00045026957580328905
U56,MA-THRESH,0.06,Q,DEGROSS,0.9363292744148703,0.9367510419633756,0.00042176754850520304,0.00045024508072198443
U56,MA-THRESH,0.0,W,RESPREAD,7.602947286623919,7.60637196909905,0.003424682475131391,0.00045023862743554904
U56,MA-THRESH,0.0,W,DEGROSS,3.149150522278121,3.15056891689494,0.0014183946168189188,0.0004502026948887775
U56,MA-THRESH,0.0,M,RESPREAD,3.256685456816695,3.2581524906834187,0.0014670338667235328,0.00045026556335790556
U56,MA-THRESH,0.0,M,DEGROSS,1.4922270442111627,1.492899158878598,0.0006721146674353307,0.0004502076804304682
U56,MA-THRESH,0.0,Q,RESPREAD,1.8400162684134944,1.8408451037643048,0.000828835350810353,0.0004502471984826346
U56,MA-THRESH,0.0,Q,DEGROSS,0.9001411723673111,0.9005465702476545,0.0004053978803434388,0.0004501687016940751
U56,MA-THRESH,-0.06,W,RESPREAD,4.305663929660656,4.307603307805198,0.0019393781445415925,0.00045022208545237213
U56,MA-THRESH,-0.06,W,DEGROSS,2.232057602086585,2.2330629004409355,0.0010052983543502592,0.0004501881044872293
U56,MA-THRESH,-0.06,M,RESPREAD,1.905156197480492,1.9060143623664776,0.0008581648859855573,0.00045024051388577847
U56,MA-THRESH,-0.06,M,DEGROSS,1.0644990766412918,1.06497846004475,0.0004793834034582112,0.00045013436557023666
U56,MA-THRESH,-0.06,Q,RESPREAD,1.1049648712040585,1.1054625817231551,0.0004977105190966391,0.0004502282821014402
U56,MA-THRESH,-0.06,Q,DEGROSS,0.62300862958438,0.623289214406152,0.00028058482177206745,0.0004501679401582438
U56,MA-THRESH,-0.12,W,RESPREAD,2.713571948352583,2.714794056575338,0.0012221082227550362,0.00045016608895066714
U56,MA-THRESH,-0.12,W,DEGROSS,1.6529171967551717,1.653661550962936,0.0007443542077643084,0.00045012488034862206
U56,MA-THRESH,-0.12,M,RESPREAD,1.184631992623834,1.185165534470131,0.0005335418462970587,0.00045018339698479074
U56,MA-THRESH,-0.12,M,DEGROSS,0.7696820532945123,0.770028619599736,0.00034656630522367227,0.0004500693823611632
U56,MA-THRESH,-0.12,Q,RESPREAD,0.6936219325011302,0.6939343139748785,0.00031238147374823555,0.00045016000427894136
U56,MA-THRESH,-0.12,Q,DEGROSS,0.4603269154791026,0.460534229861422,0.00020731438231941235,0.0004501606370970399
U56,MA-THRESH,-0.25,W,RESPREAD,1.3490490944129614,1.349656787946358,0.0006076935333965139,0.0004502578276371894
U56,MA-THRESH,-0.25,W,DEGROSS,1.0810511336188366,1.08153803723497,0.00048690361613346056,0.00045019555426664855
U56,MA-THRESH,-0.25,M,RESPREAD,0.6015888016864959,0.6018596555962485,0.0002708539097526774,0.0004500283533448486
U56,MA-THRESH,-0.25,M,DEGROSS,0.5081250295329133,0.5083537899835253,0.0002287604506120422,0.000450002449316756
U56,MA-THRESH,-0.25,Q,RESPREAD,0.3368256858369011,0.336977340893411,0.00015165505650993616,0.00045004526449125853
U56,MA-THRESH,-0.25,Q,DEGROSS,0.3019167491723175,0.3020527119789609,0.0001359628066434082,0.00045012940209217034
U56,MA-THRESH,-0.4,W,RESPREAD,0.950359246925674,0.9507872807146698,0.00042803378899580746,0.00045018880424449004
U56,MA-THRESH,-0.4,W,DEGROSS,0.9001717268807732,0.9005771748678331,0.0004054479870598815,0.0004502090419062467
U56,MA-THRESH,-0.4,M,RESPREAD,0.4431675577720143,0.443367073810119,0.00019951603810469676,0.00045000192817688486
U56,MA-THRESH,-0.4,M,DEGROSS,0.4289992029171701,0.4291923159194494,0.00019311300227931039,0.0004499451530617658
U56,MA-THRESH,-0.4,Q,RESPREAD,0.26855575423871,0.2686766650582526,0.00012091081954263005,0.0004500235236893945
U56,MA-THRESH,-0.4,Q,DEGROSS,0.2621737618934823,0.2622918112769838,0.00011804938350151728,0.0004500688867364429
B136,QUANTILE,0.2,W,RESPREAD,11.563404958242398,11.563404958242398,0.0,0.0
B136,QUANTILE,0.2,W,DEGROSS,2.37565947779744,2.37565947779744,0.0,0.0
B136,QUANTILE,0.2,M,RESPREAD,5.32550125771366,5.32550125771366,0.0,0.0
B136,QUANTILE,0.2,M,DEGROSS,1.0990622892695026,1.0990622892695026,0.0,0.0
B136,QUANTILE,0.2,Q,RESPREAD,3.0426588374616115,3.0426588374616115,0.0,0.0
B136,QUANTILE,0.2,Q,DEGROSS,0.6365361746910554,0.6365361746910554,0.0,0.0
B136,QUANTILE,0.3,W,RESPREAD,9.951889858266645,9.951889858266645,0.0,0.0
B136,QUANTILE,0.3,W,DEGROSS,3.065817905204124,3.065817905204124,0.0,0.0
B136,QUANTILE,0.3,M,RESPREAD,4.737621969920623,4.737621969920623,0.0,0.0
B136,QUANTILE,0.3,M,DEGROSS,1.4650522809662536,1.4650522809662536,0.0,0.0
B136,QUANTILE,0.3,Q,RESPREAD,2.72342014157932,2.72342014157932,0.0,0.0
B136,QUANTILE,0.3,Q,DEGROSS,0.8512488109492267,0.8512488109492267,0.0,0.0
B136,QUANTILE,0.4,W,RESPREAD,8.536655715920494,8.536655715920494,0.0,0.0
B136,QUANTILE,0.4,W,DEGROSS,3.4831988660053903,3.4831988660053903,0.0,0.0
B136,QUANTILE,0.4,M,RESPREAD,4.103449584240488,4.103449584240488,0.0,0.0
B136,QUANTILE,0.4,M,DEGROSS,1.678431275912822,1.678431275912822,0.0,0.0
B136,QUANTILE,0.4,Q,RESPREAD,2.3725429581598747,2.3725429581598747,0.0,0.0
B136,QUANTILE,0.4,Q,DEGROSS,0.9804432137592074,0.9804432137592074,0.0,0.0
B136,QUANTILE,0.5,W,RESPREAD,7.24045157268004,7.24045157268004,0.0,0.0
B136,QUANTILE,0.5,W,DEGROSS,3.6697521941672,3.6697521941672,0.0,0.0
B136,QUANTILE,0.5,M,RESPREAD,3.4276495861568983,3.4276495861568983,0.0,0.0
B136,QUANTILE,0.5,M,DEGROSS,1.7420234479932746,1.7420234479932746,0.0,0.0
B136,QUANTILE,0.5,Q,RESPREAD,1.9642713276034616,1.9642713276034616,0.0,0.0
B136,QUANTILE,0.5,Q,DEGROSS,1.0081618193133588,1.0081618193133588,0.0,0.0
B136,QUANTILE,0.6,W,RESPREAD,5.868804935923504,5.868804935923504,0.0,0.0
B136,QUANTILE,0.6,W,DEGROSS,3.577737897619031,3.577737897619031,0.0,0.0
B136,QUANTILE,0.6,M,RESPREAD,2.7824384481845,2.7824384481845,0.0,0.0
B136,QUANTILE,0.6,M,DEGROSS,1.699615223993936,1.699615223993936,0.0,0.0
B136,QUANTILE,0.6,Q,RESPREAD,1.5501326698296332,1.5501326698296332,0.0,0.0
B136,QUANTILE,0.6,Q,DEGROSS,0.955636768340754,0.955636768340754,0.0,0.0
B136,QUANTILE,0.7,W,RESPREAD,4.6703216140727575,4.6703216140727575,0.0,0.0
B136,QUANTILE,0.7,W,DEGROSS,3.309258729321748,3.309258729321748,0.0,0.0
B136,QUANTILE,0.7,M,RESPREAD,2.1975216330874754,2.1975216330874754,0.0,0.0
B136,QUANTILE,0.7,M,DEGROSS,1.5592447991801646,1.5592447991801646,0.0,0.0
B136,QUANTILE,0.7,Q,RESPREAD,1.2183349239009462,1.2183349239009462,0.0,0.0
