panel,book,cost,arm,regime,instr,gross,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_Sharpe,OOS_CAGR,f4a,f4b
u56,V1u,10.0,control,-,control,0.7498934888027835,0.06302817005165506,0.6633444197513279,-0.15672052714358353,0.6830627666275517,0.649828508476489,0.5973862990551364,0.7135811186539041,0.071676179287683,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,always:g200-dg@spy200,spy200,g200-dg,0.7256651680361145,0.061574142588478153,0.6527026408139562,-0.14051639324392162,0.6648530963675743,0.6454508991985752,0.5771564231925408,0.7100169635221466,0.07082461998932632,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,MATCHED[always:g200-dg@spy200],spy200,g200-dg,0.7671180366004624,0.06439103902821852,0.6632718324020578,-0.16006803660149516,0.6831069814653727,0.6496532900835827,0.5974189887879016,0.7134316341887776,0.0732264913636218,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,always:g200-dg@breadth20,breadth20,g200-dg,0.7256651680361145,0.061574142588478153,0.6527026408139562,-0.14051639324392162,0.6648530963675743,0.6454508991985752,0.5771564231925408,0.7100169635221466,0.07082461998932632,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,MATCHED[always:g200-dg@breadth20],breadth20,g200-dg,0.7671180366004624,0.06439103902821852,0.6632718324020578,-0.16006803660149516,0.6831069814653727,0.6496532900835827,0.5974189887879016,0.7134316341887776,0.0732264913636218,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,always:g200-dg@hivol80,hivol80,g200-dg,0.7256651680361145,0.061574142588478153,0.6527026408139562,-0.14051639324392162,0.6648530963675743,0.6454508991985752,0.5771564231925408,0.7100169635221466,0.07082461998932632,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,MATCHED[always:g200-dg@hivol80],hivol80,g200-dg,0.7671180366004624,0.06439103902821852,0.6632718324020578,-0.16006803660149516,0.6831069814653727,0.6496532900835827,0.5974189887879016,0.7134316341887776,0.0732264913636218,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,cond:g200-dg@spy200,spy200,g200-dg,0.7272888612311091,0.061533128964479156,0.6522207725487018,-0.14134488803566225,0.6656568247271122,0.6438815143230842,0.5780254547138052,0.7085295907808666,0.07068075338009683,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,MATCHED[cond:g200-dg@spy200],spy200,g200-dg,0.7688330578221316,0.06452649866202798,0.663264489625414,-0.1604007436948931,0.6831112523201092,0.6496357416276147,0.5974221311568415,0.7134166321965879,0.07338058039469675,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,cond:g200-dg@breadth20,breadth20,g200-dg,0.7305310893622218,0.06220608911241321,0.658176131085977,-0.14217333803876764,0.6779780310807958,0.6442605279559913,0.5916582498633371,0.7088890242616107,0.07071534353009823,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,MATCHED[cond:g200-dg@breadth20],breadth20,g200-dg,0.7722576346296305,0.06479685793883871,0.6632497810500203,-0.1610647732220306,0.6831197229393824,0.6496006634363843,0.5974283647440966,0.713386625398748,0.07368812042556216,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,cond:g200-dg@hivol80,hivol80,g200-dg,0.7364078777487267,0.06222999009856167,0.6576567966970991,-0.14763644886973526,0.6777678314143248,0.6435194911705296,0.5915204756521883,0.7080754124394549,0.07073162852348358,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,MATCHED[cond:g200-dg@hivol80],hivol80,g200-dg,0.7784648855741932,0.06528646340313693,0.6632229555139426,-0.16226726539470526,0.683134876031923,0.6495369456347512,0.5974394923719795,0.7133320741000143,0.07424505659570002,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,always:band3-dg@spy200,spy200,band3-dg,0.7328635507450268,0.0621767283194703,0.6570370820199766,-0.14551360460391816,0.6624504198347851,0.6556871479541502,0.5747032711820961,0.7193233880345344,0.07206809270539316,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,MATCHED[always:band3-dg@spy200],spy200,band3-dg,0.7747212635944477,0.06499124706998582,0.6632391555366652,-0.16154220658640772,0.6831257698593292,0.6495753860339251,0.5974328164767693,0.7133649856472034,0.07390924121780795,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,always:band3-dg@breadth20,breadth20,band3-dg,0.7328635507450268,0.0621767283194703,0.6570370820199766,-0.14551360460391816,0.6624504198347851,0.6556871479541502,0.5747032711820961,0.7193233880345344,0.07206809270539316,"H1,H2,DD","H1,H2,OOS,CAGR"
u56,V1u,10.0,MATCHED[always:band3-dg@breadth20],breadth20,band3-dg,0.7747212635944477,0.06499124706998582,0.6632391555366652,-0.16154220658640772,0.6831257698593292,0.6495753860339251,0.5974328164767693,0.7133649856472034,0.07390924121780795,"H1,H2,DD","H1,H2,OOS,CAGR"
