vintage,conv,window,step,rung,pop,n_IS,n_OOS,IS_exact,OOS_exact,IS_QRgtQE,OOS_QRgtQE,gap
ASOF,WINMATCH,756,126,0.0,ALL,10,14,0.0,0.07142857142857142,1.0,1.0,0.07142857142857142
ASOF,WINMATCH,756,126,0.0,FIRE,2,14,0.0,0.5,1.0,0.8571428571428571,0.5
ASOF,WINMATCH,756,126,10.0,ALL,10,14,0.0,0.07142857142857142,1.0,1.0,0.07142857142857142
ASOF,WINMATCH,756,126,10.0,FIRE,2,14,0.0,0.42857142857142855,1.0,0.8571428571428571,0.42857142857142855
ASOF,WINMATCH,756,126,25.0,ALL,10,14,0.0,0.21428571428571427,1.0,1.0,0.21428571428571427
ASOF,WINMATCH,756,126,25.0,FIRE,2,14,0.5,0.2857142857142857,1.0,0.7857142857142857,0.2142857142857143
ASOF,WINMATCH,1008,21,0.0,ALL,48,68,0.0,0.0,1.0,1.0,0.0
ASOF,WINMATCH,1008,21,0.0,FIRE,16,68,0.0,0.23529411764705882,1.0,0.9117647058823529,0.23529411764705882
ASOF,WINMATCH,1008,21,10.0,ALL,48,68,0.0,0.029411764705882353,1.0,1.0,0.029411764705882353
ASOF,WINMATCH,1008,21,10.0,FIRE,16,68,0.0,0.23529411764705882,1.0,0.9264705882352942,0.23529411764705882
ASOF,WINMATCH,1008,21,25.0,ALL,48,68,0.0,0.07352941176470588,1.0,1.0,0.07352941176470588
ASOF,WINMATCH,1008,21,25.0,FIRE,16,68,0.0625,0.08823529411764706,1.0,0.7794117647058824,0.025735294117647065
ASOF,WINMATCH,1008,63,0.0,ALL,16,23,0.0,0.0,1.0,1.0,0.0
ASOF,WINMATCH,1008,63,0.0,FIRE,5,23,0.0,0.2608695652173913,1.0,0.9130434782608695,0.2608695652173913
ASOF,WINMATCH,1008,63,10.0,ALL,16,23,0.0,0.043478260869565216,1.0,1.0,0.043478260869565216
ASOF,WINMATCH,1008,63,10.0,FIRE,5,23,0.0,0.2608695652173913,1.0,0.9130434782608695,0.2608695652173913
ASOF,WINMATCH,1008,63,25.0,ALL,16,23,0.0,0.08695652173913043,1.0,1.0,0.08695652173913043
ASOF,WINMATCH,1008,63,25.0,FIRE,5,23,0.2,0.08695652173913043,1.0,0.782608695652174,0.11304347826086958
ASOF,WINMATCH,1008,126,0.0,ALL,8,12,0.0,0.0,1.0,1.0,0.0
ASOF,WINMATCH,1008,126,0.0,FIRE,2,12,0.0,0.3333333333333333,1.0,0.9166666666666666,0.3333333333333333
ASOF,WINMATCH,1008,126,10.0,ALL,8,12,0.0,0.0,1.0,1.0,0.0
ASOF,WINMATCH,1008,126,10.0,FIRE,2,12,0.0,0.3333333333333333,1.0,0.9166666666666666,0.3333333333333333
ASOF,WINMATCH,1008,126,25.0,ALL,8,12,0.0,0.08333333333333333,1.0,1.0,0.08333333333333333
ASOF,WINMATCH,1008,126,25.0,FIRE,2,12,0.5,0.08333333333333333,1.0,0.75,0.4166666666666667
TODAY,FULLMATCH,504,21,0.0,ALL,72,92,0.375,0.15217391304347827,0.4444444444444444,0.9782608695652174,0.22282608695652173
TODAY,FULLMATCH,504,21,0.0,FIRE,16,92,0.1875,0.41304347826086957,1.0,0.9565217391304348,0.22554347826086957
TODAY,FULLMATCH,504,21,10.0,ALL,72,92,0.20833333333333334,0.2717391304347826,0.2638888888888889,0.967391304347826,0.06340579710144925
TODAY,FULLMATCH,504,21,10.0,FIRE,16,92,0.0,0.42391304347826086,0.9375,0.967391304347826,0.42391304347826086
TODAY,FULLMATCH,504,21,25.0,ALL,72,92,0.1111111111111111,0.3804347826086957,0.1388888888888889,0.9347826086956522,0.26932367149758457
TODAY,FULLMATCH,504,21,25.0,FIRE,16,92,0.0,0.32608695652173914,0.9375,0.9456521739130435,0.32608695652173914
TODAY,FULLMATCH,504,63,0.0,ALL,24,31,0.375,0.1935483870967742,0.4583333333333333,0.967741935483871,0.1814516129032258
TODAY,FULLMATCH,504,63,0.0,FIRE,5,31,0.2,0.3870967741935484,1.0,0.967741935483871,0.18709677419354837
TODAY,FULLMATCH,504,63,10.0,ALL,24,31,0.16666666666666666,0.2903225806451613,0.25,0.967741935483871,0.12365591397849465
TODAY,FULLMATCH,504,63,10.0,FIRE,5,31,0.0,0.41935483870967744,0.8,0.967741935483871,0.41935483870967744
TODAY,FULLMATCH,504,63,25.0,ALL,24,31,0.125,0.3870967741935484,0.16666666666666666,0.9354838709677419,0.2620967741935484
TODAY,FULLMATCH,504,63,25.0,FIRE,5,31,0.0,0.3225806451612903,0.8,0.9354838709677419,0.3225806451612903
TODAY,FULLMATCH,504,126,0.0,ALL,12,16,0.3333333333333333,0.1875,0.5,1.0,0.14583333333333331
TODAY,FULLMATCH,504,126,0.0,FIRE,2,16,0.5,0.375,1.0,1.0,0.125
TODAY,FULLMATCH,504,126,10.0,ALL,12,16,0.08333333333333333,0.25,0.25,1.0,0.16666666666666669
TODAY,FULLMATCH,504,126,10.0,FIRE,2,16,0.0,0.4375,0.5,1.0,0.4375
TODAY,FULLMATCH,504,126,25.0,ALL,12,16,0.08333333333333333,0.375,0.16666666666666666,0.9375,0.2916666666666667
TODAY,FULLMATCH,504,126,25.0,FIRE,2,16,0.0,0.3125,0.5,0.9375,0.3125
TODAY,FULLMATCH,756,21,0.0,ALL,60,80,0.38333333333333336,0.2,0.4666666666666667,1.0,0.18333333333333335
TODAY,FULLMATCH,756,21,0.0,FIRE,16,80,0.0625,0.4,1.0,0.8875,0.3375
TODAY,FULLMATCH,756,21,10.0,ALL,60,80,0.16666666666666666,0.2875,0.16666666666666666,1.0,0.12083333333333332
TODAY,FULLMATCH,756,21,10.0,FIRE,16,80,0.0,0.4,1.0,0.8875,0.4
TODAY,FULLMATCH,756,21,25.0,ALL,60,80,0.06666666666666667,0.35,0.06666666666666667,1.0,0.2833333333333333
TODAY,FULLMATCH,756,21,25.0,FIRE,16,80,0.0625,0.4125,1.0,0.9,0.35
TODAY,FULLMATCH,756,63,0.0,ALL,20,27,0.4,0.2222222222222222,0.5,1.0,0.1777777777777778
TODAY,FULLMATCH,756,63,0.0,FIRE,5,27,0.2,0.4444444444444444,1.0,0.9259259259259259,0.2444444444444444
TODAY,FULLMATCH,756,63,10.0,ALL,20,27,0.15,0.3333333333333333,0.15,1.0,0.18333333333333332
TODAY,FULLMATCH,756,63,10.0,FIRE,5,27,0.0,0.4074074074074074,1.0,0.9259259259259259,0.4074074074074074
TODAY,FULLMATCH,756,63,25.0,ALL,20,27,0.1,0.37037037037037035,0.1,1.0,0.27037037037037037
TODAY,FULLMATCH,756,63,25.0,FIRE,5,27,0.2,0.37037037037037035,1.0,0.8518518518518519,0.17037037037037034
TODAY,FULLMATCH,756,126,0.0,ALL,10,14,0.3,0.21428571428571427,0.5,1.0,0.08571428571428572
TODAY,FULLMATCH,756,126,0.0,FIRE,2,14,0.5,0.35714285714285715,1.0,0.8571428571428571,0.14285714285714285
TODAY,FULLMATCH,756,126,10.0,ALL,10,14,0.2,0.35714285714285715,0.2,1.0,0.15714285714285714
TODAY,FULLMATCH,756,126,10.0,FIRE,2,14,0.0,0.35714285714285715,1.0,0.9285714285714286,0.35714285714285715
TODAY,FULLMATCH,756,126,25.0,ALL,10,14,0.2,0.42857142857142855,0.2,1.0,0.22857142857142854
TODAY,FULLMATCH,756,126,25.0,FIRE,2,14,0.5,0.35714285714285715,1.0,0.8571428571428571,0.14285714285714285
TODAY,FULLMATCH,1008,21,0.0,ALL,48,68,0.4166666666666667,0.0,0.4583333333333333,1.0,0.4166666666666667
TODAY,FULLMATCH,1008,21,0.0,FIRE,16,68,0.0,0.23529411764705882,1.0,0.9264705882352942,0.23529411764705882
TODAY,FULLMATCH,1008,21,10.0,ALL,48,68,0.16666666666666666,0.0,0.16666666666666666,1.0,0.16666666666666666
TODAY,FULLMATCH,1008,21,10.0,FIRE,16,68,0.0625,0.20588235294117646,1.0,0.8970588235294118,0.14338235294117646
TODAY,FULLMATCH,1008,21,25.0,ALL,48,68,0.020833333333333332,0.08823529411764706,0.020833333333333332,1.0,0.06740196078431374
TODAY,FULLMATCH,1008,21,25.0,FIRE,16,68,0.0625,0.10294117647058823,1.0,0.7647058823529411,0.04044117647058823
TODAY,FULLMATCH,1008,63,0.0,ALL,16,23,0.375,0.0,0.4375,1.0,0.375
TODAY,FULLMATCH,1008,63,0.0,FIRE,5,23,0.0,0.2608695652173913,1.0,0.9565217391304348,0.2608695652173913
TODAY,FULLMATCH,1008,63,10.0,ALL,16,23,0.125,0.0,0.125,1.0,0.125
TODAY,FULLMATCH,1008,63,10.0,FIRE,5,23,0.2,0.17391304347826086,1.0,0.8695652173913043,0.026086956521739146
TODAY,FULLMATCH,1008,63,25.0,ALL,16,23,0.0,0.08695652173913043,0.0,1.0,0.08695652173913043
TODAY,FULLMATCH,1008,63,25.0,FIRE,5,23,0.2,0.13043478260869565,1.0,0.782608695652174,0.06956521739130436
TODAY,FULLMATCH,1008,126,0.0,ALL,8,12,0.25,0.0,0.375,1.0,0.25
TODAY,FULLMATCH,1008,126,0.0,FIRE,2,12,0.0,0.25,1.0,0.9166666666666666,0.25
TODAY,FULLMATCH,1008,126,10.0,ALL,8,12,0.25,0.0,0.25,1.0,0.25
TODAY,FULLMATCH,1008,126,10.0,FIRE,2,12,0.5,0.16666666666666666,1.0,0.8333333333333334,0.33333333333333337
TODAY,FULLMATCH,1008,126,25.0,ALL,8,12,0.0,0.08333333333333333,0.0,1.0,0.08333333333333333
TODAY,FULLMATCH,1008,126,25.0,FIRE,2,12,0.5,0.16666666666666666,1.0,0.75,0.33333333333333337
TODAY,WINMATCH,504,21,0.0,ALL,72,92,0.0,0.11956521739130435,0.9583333333333334,1.0,0.11956521739130435
TODAY,WINMATCH,504,21,0.0,FIRE,16,92,0.1875,0.41304347826086957,1.0,0.9565217391304348,0.22554347826086957
TODAY,WINMATCH,504,21,10.0,ALL,72,92,0.0,0.11956521739130435,0.9583333333333334,1.0,0.11956521739130435
TODAY,WINMATCH,504,21,10.0,FIRE,16,92,0.0,0.42391304347826086,0.9375,0.967391304347826,0.42391304347826086
TODAY,WINMATCH,504,21,25.0,ALL,72,92,0.013888888888888888,0.11956521739130435,0.9444444444444444,1.0,0.10567632850241546
TODAY,WINMATCH,504,21,25.0,FIRE,16,92,0.0,0.33695652173913043,0.9375,0.9456521739130435,0.33695652173913043
TODAY,WINMATCH,504,63,0.0,ALL,24,31,0.0,0.12903225806451613,0.9583333333333334,1.0,0.12903225806451613
TODAY,WINMATCH,504,63,0.0,FIRE,5,31,0.2,0.3870967741935484,1.0,0.967741935483871,0.18709677419354837
TODAY,WINMATCH,504,63,10.0,ALL,24,31,0.0,0.12903225806451613,0.9583333333333334,1.0,0.12903225806451613
TODAY,WINMATCH,504,63,10.0,FIRE,5,31,0.0,0.41935483870967744,0.8,0.967741935483871,0.41935483870967744
TODAY,WINMATCH,504,63,25.0,ALL,24,31,0.041666666666666664,0.16129032258064516,0.9583333333333334,1.0,0.1196236559139785
TODAY,WINMATCH,504,63,25.0,FIRE,5,31,0.0,0.3225806451612903,0.8,0.9354838709677419,0.3225806451612903
TODAY,WINMATCH,504,126,0.0,ALL,12,16,0.0,0.0625,0.9166666666666666,1.0,0.0625
TODAY,WINMATCH,504,126,0.0,FIRE,2,16,0.5,0.375,1.0,1.0,0.125
TODAY,WINMATCH,504,126,10.0,ALL,12,16,0.0,0.0625,0.9166666666666666,1.0,0.0625
TODAY,WINMATCH,504,126,10.0,FIRE,2,16,0.0,0.4375,0.5,1.0,0.4375
TODAY,WINMATCH,504,126,25.0,ALL,12,16,0.08333333333333333,0.1875,0.9166666666666666,1.0,0.10416666666666667
TODAY,WINMATCH,504,126,25.0,FIRE,2,16,0.0,0.3125,0.5,0.9375,0.3125
TODAY,WINMATCH,756,21,0.0,ALL,60,80,0.0,0.1375,1.0,1.0,0.1375
TODAY,WINMATCH,756,21,0.0,FIRE,16,80,0.0625,0.4,1.0,0.8875,0.3375
TODAY,WINMATCH,756,21,10.0,ALL,60,80,0.0,0.175,1.0,1.0,0.175
TODAY,WINMATCH,756,21,10.0,FIRE,16,80,0.0,0.4,1.0,0.8875,0.4
TODAY,WINMATCH,756,21,25.0,ALL,60,80,0.0,0.2125,1.0,1.0,0.2125
TODAY,WINMATCH,756,21,25.0,FIRE,16,80,0.0625,0.4125,1.0,0.9,0.35
TODAY,WINMATCH,756,63,0.0,ALL,20,27,0.0,0.1111111111111111,1.0,1.0,0.1111111111111111
TODAY,WINMATCH,756,63,0.0,FIRE,5,27,0.2,0.4444444444444444,1.0,0.9259259259259259,0.2444444444444444
TODAY,WINMATCH,756,63,10.0,ALL,20,27,0.0,0.18518518518518517,1.0,1.0,0.18518518518518517
TODAY,WINMATCH,756,63,10.0,FIRE,5,27,0.0,0.4074074074074074,1.0,0.9259259259259259,0.4074074074074074
TODAY,WINMATCH,756,63,25.0,ALL,20,27,0.0,0.25925925925925924,1.0,1.0,0.25925925925925924
TODAY,WINMATCH,756,63,25.0,FIRE,5,27,0.2,0.37037037037037035,1.0,0.8518518518518519,0.17037037037037034
TODAY,WINMATCH,756,126,0.0,ALL,10,14,0.0,0.07142857142857142,1.0,1.0,0.07142857142857142
TODAY,WINMATCH,756,126,0.0,FIRE,2,14,0.5,0.35714285714285715,1.0,0.8571428571428571,0.14285714285714285
TODAY,WINMATCH,756,126,10.0,ALL,10,14,0.0,0.14285714285714285,1.0,1.0,0.14285714285714285
TODAY,WINMATCH,756,126,10.0,FIRE,2,14,0.0,0.35714285714285715,1.0,0.9285714285714286,0.35714285714285715
TODAY,WINMATCH,756,126,25.0,ALL,10,14,0.0,0.21428571428571427,1.0,1.0,0.21428571428571427
TODAY,WINMATCH,756,126,25.0,FIRE,2,14,0.5,0.35714285714285715,1.0,0.8571428571428571,0.14285714285714285
TODAY,WINMATCH,1008,21,0.0,ALL,48,68,0.0,0.0,1.0,1.0,0.0
TODAY,WINMATCH,1008,21,0.0,FIRE,16,68,0.0,0.22058823529411764,1.0,0.9117647058823529,0.22058823529411764
TODAY,WINMATCH,1008,21,10.0,ALL,48,68,0.0,0.0,1.0,1.0,0.0
TODAY,WINMATCH,1008,21,10.0,FIRE,16,68,0.0625,0.20588235294117646,1.0,0.8970588235294118,0.14338235294117646
TODAY,WINMATCH,1008,21,25.0,ALL,48,68,0.0,0.04411764705882353,1.0,1.0,0.04411764705882353
TODAY,WINMATCH,1008,21,25.0,FIRE,16,68,0.0625,0.10294117647058823,1.0,0.7647058823529411,0.04044117647058823
TODAY,WINMATCH,1008,63,0.0,ALL,16,23,0.0,0.0,1.0,1.0,0.0
TODAY,WINMATCH,1008,63,0.0,FIRE,5,23,0.0,0.21739130434782608,1.0,0.9130434782608695,0.21739130434782608
TODAY,WINMATCH,1008,63,10.0,ALL,16,23,0.0,0.0,1.0,1.0,0.0
TODAY,WINMATCH,1008,63,10.0,FIRE,5,23,0.2,0.17391304347826086,1.0,0.8695652173913043,0.026086956521739146
TODAY,WINMATCH,1008,63,25.0,ALL,16,23,0.0,0.08695652173913043,1.0,1.0,0.08695652173913043
TODAY,WINMATCH,1008,63,25.0,FIRE,5,23,0.2,0.13043478260869565,1.0,0.782608695652174,0.06956521739130436
TODAY,WINMATCH,1008,126,0.0,ALL,8,12,0.0,0.0,1.0,1.0,0.0
TODAY,WINMATCH,1008,126,0.0,FIRE,2,12,0.0,0.25,1.0,0.9166666666666666,0.25
TODAY,WINMATCH,1008,126,10.0,ALL,8,12,0.0,0.0,1.0,1.0,0.0
TODAY,WINMATCH,1008,126,10.0,FIRE,2,12,0.5,0.16666666666666666,1.0,0.8333333333333334,0.33333333333333337
TODAY,WINMATCH,1008,126,25.0,ALL,8,12,0.0,0.08333333333333333,1.0,1.0,0.08333333333333333
TODAY,WINMATCH,1008,126,25.0,FIRE,2,12,0.5,0.16666666666666666,1.0,0.75,0.33333333333333337
