vintage,conv,window,step,rung,pop,n_IS,n_OOS,IS_exact,OOS_exact,IS_QRgtQE,OOS_QRgtQE,gap
ASOF,FULLMATCH,504,21,0.0,ALL,72,92,0.3472222222222222,0.2608695652173913,0.4444444444444444,0.967391304347826,0.08635265700483091
ASOF,FULLMATCH,504,21,0.0,FIRE,16,92,0.0,0.41304347826086957,0.9375,0.967391304347826,0.41304347826086957
ASOF,FULLMATCH,504,21,10.0,ALL,72,92,0.2222222222222222,0.29347826086956524,0.2777777777777778,0.9456521739130435,0.07125603864734303
ASOF,FULLMATCH,504,21,10.0,FIRE,16,92,0.0,0.3695652173913043,0.9375,0.9130434782608695,0.3695652173913043
ASOF,FULLMATCH,504,21,25.0,ALL,72,92,0.1111111111111111,0.391304347826087,0.1388888888888889,0.9130434782608695,0.28019323671497587
ASOF,FULLMATCH,504,21,25.0,FIRE,16,92,0.0,0.41304347826086957,0.9375,0.9565217391304348,0.41304347826086957
ASOF,FULLMATCH,504,63,0.0,ALL,24,31,0.4166666666666667,0.25806451612903225,0.5,0.9354838709677419,0.15860215053763443
ASOF,FULLMATCH,504,63,0.0,FIRE,5,31,0.0,0.3870967741935484,0.8,0.967741935483871,0.3870967741935484
ASOF,FULLMATCH,504,63,10.0,ALL,24,31,0.20833333333333334,0.25806451612903225,0.2916666666666667,0.9354838709677419,0.04973118279569891
ASOF,FULLMATCH,504,63,10.0,FIRE,5,31,0.0,0.3870967741935484,0.8,0.9354838709677419,0.3870967741935484
ASOF,FULLMATCH,504,63,25.0,ALL,24,31,0.125,0.3548387096774194,0.16666666666666666,0.9032258064516129,0.22983870967741937
ASOF,FULLMATCH,504,63,25.0,FIRE,5,31,0.0,0.3548387096774194,0.8,0.9354838709677419,0.3548387096774194
ASOF,FULLMATCH,504,126,0.0,ALL,12,16,0.25,0.25,0.4166666666666667,1.0,0.0
ASOF,FULLMATCH,504,126,0.0,FIRE,2,16,0.0,0.375,0.5,1.0,0.375
ASOF,FULLMATCH,504,126,10.0,ALL,12,16,0.08333333333333333,0.25,0.25,1.0,0.16666666666666669
ASOF,FULLMATCH,504,126,10.0,FIRE,2,16,0.0,0.375,0.5,0.9375,0.375
ASOF,FULLMATCH,504,126,25.0,ALL,12,16,0.08333333333333333,0.375,0.16666666666666666,0.9375,0.2916666666666667
ASOF,FULLMATCH,504,126,25.0,FIRE,2,16,0.0,0.375,0.5,0.9375,0.375
ASOF,FULLMATCH,756,21,0.0,ALL,60,80,0.45,0.225,0.55,1.0,0.225
ASOF,FULLMATCH,756,21,0.0,FIRE,16,80,0.0,0.4875,1.0,0.925,0.4875
ASOF,FULLMATCH,756,21,10.0,ALL,60,80,0.21666666666666667,0.2875,0.21666666666666667,1.0,0.0708333333333333
ASOF,FULLMATCH,756,21,10.0,FIRE,16,80,0.0,0.5,1.0,0.925,0.5
ASOF,FULLMATCH,756,21,25.0,ALL,60,80,0.05,0.375,0.05,1.0,0.325
ASOF,FULLMATCH,756,21,25.0,FIRE,16,80,0.0625,0.4375,1.0,0.925,0.375
ASOF,FULLMATCH,756,63,0.0,ALL,20,27,0.4,0.25925925925925924,0.55,1.0,0.14074074074074078
ASOF,FULLMATCH,756,63,0.0,FIRE,5,27,0.0,0.5185185185185185,1.0,0.9259259259259259,0.5185185185185185
ASOF,FULLMATCH,756,63,10.0,ALL,20,27,0.25,0.2962962962962963,0.25,1.0,0.04629629629629628
ASOF,FULLMATCH,756,63,10.0,FIRE,5,27,0.0,0.48148148148148145,1.0,0.9259259259259259,0.48148148148148145
ASOF,FULLMATCH,756,63,25.0,ALL,20,27,0.1,0.4074074074074074,0.1,1.0,0.30740740740740735
ASOF,FULLMATCH,756,63,25.0,FIRE,5,27,0.2,0.4074074074074074,1.0,0.8888888888888888,0.20740740740740737
ASOF,FULLMATCH,756,126,0.0,ALL,10,14,0.4,0.21428571428571427,0.6,1.0,0.18571428571428575
ASOF,FULLMATCH,756,126,0.0,FIRE,2,14,0.0,0.5,1.0,0.8571428571428571,0.5
ASOF,FULLMATCH,756,126,10.0,ALL,10,14,0.2,0.2857142857142857,0.2,1.0,0.08571428571428569
ASOF,FULLMATCH,756,126,10.0,FIRE,2,14,0.0,0.42857142857142855,1.0,0.8571428571428571,0.42857142857142855
ASOF,FULLMATCH,756,126,25.0,ALL,10,14,0.2,0.42857142857142855,0.2,1.0,0.22857142857142854
ASOF,FULLMATCH,756,126,25.0,FIRE,2,14,0.5,0.2857142857142857,1.0,0.7857142857142857,0.2142857142857143
ASOF,FULLMATCH,1008,21,0.0,ALL,48,68,0.5208333333333334,0.0,0.5625,1.0,0.5208333333333334
ASOF,FULLMATCH,1008,21,0.0,FIRE,16,68,0.0,0.25,1.0,0.9264705882352942,0.25
ASOF,FULLMATCH,1008,21,10.0,ALL,48,68,0.20833333333333334,0.029411764705882353,0.20833333333333334,1.0,0.17892156862745098
ASOF,FULLMATCH,1008,21,10.0,FIRE,16,68,0.0,0.23529411764705882,1.0,0.9264705882352942,0.23529411764705882
ASOF,FULLMATCH,1008,21,25.0,ALL,48,68,0.0,0.11764705882352941,0.0,1.0,0.11764705882352941
ASOF,FULLMATCH,1008,21,25.0,FIRE,16,68,0.0625,0.08823529411764706,1.0,0.7794117647058824,0.025735294117647065
ASOF,FULLMATCH,1008,63,0.0,ALL,16,23,0.5625,0.0,0.625,1.0,0.5625
ASOF,FULLMATCH,1008,63,0.0,FIRE,5,23,0.0,0.30434782608695654,1.0,0.9565217391304348,0.30434782608695654
ASOF,FULLMATCH,1008,63,10.0,ALL,16,23,0.25,0.043478260869565216,0.25,1.0,0.20652173913043478
ASOF,FULLMATCH,1008,63,10.0,FIRE,5,23,0.0,0.2608695652173913,1.0,0.9130434782608695,0.2608695652173913
ASOF,FULLMATCH,1008,63,25.0,ALL,16,23,0.0,0.13043478260869565,0.0,1.0,0.13043478260869565
ASOF,FULLMATCH,1008,63,25.0,FIRE,5,23,0.2,0.08695652173913043,1.0,0.782608695652174,0.11304347826086958
ASOF,FULLMATCH,1008,126,0.0,ALL,8,12,0.375,0.0,0.5,1.0,0.375
ASOF,FULLMATCH,1008,126,0.0,FIRE,2,12,0.0,0.3333333333333333,1.0,0.9166666666666666,0.3333333333333333
ASOF,FULLMATCH,1008,126,10.0,ALL,8,12,0.375,0.0,0.375,1.0,0.375
ASOF,FULLMATCH,1008,126,10.0,FIRE,2,12,0.0,0.3333333333333333,1.0,0.9166666666666666,0.3333333333333333
ASOF,FULLMATCH,1008,126,25.0,ALL,8,12,0.0,0.16666666666666666,0.0,1.0,0.16666666666666666
ASOF,FULLMATCH,1008,126,25.0,FIRE,2,12,0.5,0.08333333333333333,1.0,0.75,0.4166666666666667
ASOF,WINMATCH,504,21,0.0,ALL,72,92,0.0,0.16304347826086957,0.9722222222222222,1.0,0.16304347826086957
ASOF,WINMATCH,504,21,0.0,FIRE,16,92,0.0,0.41304347826086957,0.9375,0.967391304347826,0.41304347826086957
ASOF,WINMATCH,504,21,10.0,ALL,72,92,0.0,0.11956521739130435,0.9722222222222222,1.0,0.11956521739130435
ASOF,WINMATCH,504,21,10.0,FIRE,16,92,0.0,0.3695652173913043,0.9375,0.9130434782608695,0.3695652173913043
ASOF,WINMATCH,504,21,25.0,ALL,72,92,0.0,0.09782608695652174,0.9722222222222222,1.0,0.09782608695652174
ASOF,WINMATCH,504,21,25.0,FIRE,16,92,0.0,0.41304347826086957,0.9375,0.9565217391304348,0.41304347826086957
ASOF,WINMATCH,504,63,0.0,ALL,24,31,0.0,0.12903225806451613,1.0,1.0,0.12903225806451613
ASOF,WINMATCH,504,63,0.0,FIRE,5,31,0.0,0.3870967741935484,0.8,0.967741935483871,0.3870967741935484
ASOF,WINMATCH,504,63,10.0,ALL,24,31,0.0,0.12903225806451613,1.0,1.0,0.12903225806451613
ASOF,WINMATCH,504,63,10.0,FIRE,5,31,0.0,0.3870967741935484,0.8,0.9354838709677419,0.3870967741935484
ASOF,WINMATCH,504,63,25.0,ALL,24,31,0.0,0.12903225806451613,1.0,1.0,0.12903225806451613
ASOF,WINMATCH,504,63,25.0,FIRE,5,31,0.0,0.3548387096774194,0.8,0.9354838709677419,0.3548387096774194
ASOF,WINMATCH,504,126,0.0,ALL,12,16,0.0,0.0625,1.0,1.0,0.0625
ASOF,WINMATCH,504,126,0.0,FIRE,2,16,0.0,0.375,0.5,1.0,0.375
ASOF,WINMATCH,504,126,10.0,ALL,12,16,0.0,0.0625,1.0,1.0,0.0625
ASOF,WINMATCH,504,126,10.0,FIRE,2,16,0.0,0.375,0.5,0.9375,0.375
ASOF,WINMATCH,504,126,25.0,ALL,12,16,0.0,0.125,1.0,1.0,0.125
ASOF,WINMATCH,504,126,25.0,FIRE,2,16,0.0,0.375,0.5,0.9375,0.375
ASOF,WINMATCH,756,21,0.0,ALL,60,80,0.0,0.15,1.0,1.0,0.15
ASOF,WINMATCH,756,21,0.0,FIRE,16,80,0.0,0.4875,1.0,0.925,0.4875
ASOF,WINMATCH,756,21,10.0,ALL,60,80,0.0,0.1625,1.0,1.0,0.1625
ASOF,WINMATCH,756,21,10.0,FIRE,16,80,0.0,0.5,1.0,0.925,0.5
ASOF,WINMATCH,756,21,25.0,ALL,60,80,0.0,0.225,1.0,1.0,0.225
ASOF,WINMATCH,756,21,25.0,FIRE,16,80,0.0625,0.425,1.0,0.9125,0.3625
ASOF,WINMATCH,756,63,0.0,ALL,20,27,0.0,0.14814814814814814,1.0,1.0,0.14814814814814814
ASOF,WINMATCH,756,63,0.0,FIRE,5,27,0.0,0.5185185185185185,1.0,0.9259259259259259,0.5185185185185185
ASOF,WINMATCH,756,63,10.0,ALL,20,27,0.0,0.14814814814814814,1.0,1.0,0.14814814814814814
ASOF,WINMATCH,756,63,10.0,FIRE,5,27,0.0,0.48148148148148145,1.0,0.9259259259259259,0.48148148148148145
ASOF,WINMATCH,756,63,25.0,ALL,20,27,0.0,0.25925925925925924,1.0,1.0,0.25925925925925924
ASOF,WINMATCH,756,63,25.0,FIRE,5,27,0.2,0.4074074074074074,1.0,0.8888888888888888,0.20740740740740737
