tag,pair,char,level,n_A,n_B,min_n,SMD,OVL,sd_char,DISP,feasible,reason,d,d_mean_rep,d_sd_rep,nrep,neff_min,resid_raw
FULL,BS,avol,0.262908,134,663,134,1.1458595782151286,0.3848742711780464,0.20031494072764705,1.2411553091518341,1,-,0.38637948674820005,0.4054309405374026,0.02236420451146476,6.0,116.74842139389726,0.07739758398634439
FULL,BS,avol,0.307478,134,663,134,1.1458595782151286,0.3848742711780464,0.20031494072764705,1.1458595782151286,1,-,0.3824633667002383,0.4232368809622215,0.025965599681662437,6.0,114.63478511394479,0.07661312663105457
FULL,BS,avol,0.342713,134,663,134,1.1458595782151286,0.3848742711780464,0.20031494072764705,1.1458595782151286,1,-,0.4626421884441928,0.42324804333255633,0.025379540996443673,6.0,108.07675203897352,0.0926741425563074
FULL,BS,avol,0.377612,134,663,134,1.1458595782151286,0.3848742711780464,0.20031494072764705,1.1458595782151286,1,-,0.37088364982059935,0.43227875016099077,0.038619658486531594,6.0,97.33353010588004,0.07429353633066677
FULL,BS,avol,0.426542,134,663,134,1.1458595782151286,0.3848742711780464,0.20031494072764705,1.1458595782151288,0,out-of-reach,,,,,,
FULL,BS,avol,0.472934,134,663,134,1.1458595782151286,0.3848742711780464,0.20031494072764705,1.1458595782151286,0,out-of-reach,,,,,,
FULL,BS,avol,0.525017,134,663,134,1.1458595782151286,0.3848742711780464,0.20031494072764705,1.3758137401650574,0,out-of-reach,,,,,,
FULL,BS,avol,0.602098,134,663,134,1.1458595782151286,0.3848742711780464,0.20031494072764705,2.1454118512196017,0,out-of-reach,,,,,,
FULL,BS,avol,0.716711,134,663,134,1.1458595782151286,0.3848742711780464,0.20031494072764705,3.2897398737192365,0,out-of-reach,,,,,,
FULL,BS,tpers,0.951059,134,663,134,0.3689347315935192,0.7594831273496769,0.012845067882201832,2.2818822192809103,0,out-of-reach,,,,,,
FULL,BS,tpers,0.955783,134,663,134,0.3689347315935192,0.7594831273496769,0.012845067882201832,1.5463469860968726,0,out-of-reach,,,,,,
FULL,BS,tpers,0.95994,134,663,134,0.3689347315935192,0.7594831273496769,0.012845067882201832,0.899094665109154,1,-,0.1229986555982431,0.16207034501327555,0.0423062745440154,6.0,81.8364789551132,0.0015799260805789972
FULL,BS,tpers,0.962694,134,663,134,0.3689347315935192,0.7594831273496769,0.012845067882201832,0.47029194872709656,1,-,0.0863908133087193,0.10932832071246464,0.024060948490522323,6.0,95.23245198528747,0.0011096958613491248
FULL,BS,tpers,0.965448,134,663,134,0.3689347315935192,0.7594831273496769,0.012845067882201832,0.3689347315935192,1,-,0.055612664701409235,0.11244035556359872,0.03849388849993705,6.0,104.95977676602179,0.0007143484531997313
FULL,BS,tpers,0.967702,134,663,134,0.3689347315935192,0.7594831273496769,0.012845067882201832,0.3689347315935192,1,-,0.08114031439916233,0.07715703364867589,0.05233556813320936,6.0,108.34018602798078,0.001042252846440439
FULL,BS,tpers,0.970205,134,663,134,0.3689347315935192,0.7594831273496769,0.012845067882201832,0.69918415974987,1,-,0.11149258662526357,0.07309927944652049,0.02439065723963957,6.0,106.6909682441228,0.0014321298435637786
FULL,BS,tpers,0.973476,134,663,134,0.3689347315935192,0.7594831273496769,0.012845067882201832,1.2084846990692972,1,-,0.007497381003590055,0.05405994585867968,0.04247273550048688,6.0,97.70456808279404,9.630436792984476e-05
FULL,BS,tpers,0.97763,134,663,134,0.3689347315935192,0.7594831273496769,0.012845067882201832,1.8552699147014835,0,out-of-reach,,,,,,
FULL,BS,momac,0.804001,134,654,134,0.3280465778414983,0.8166735131681044,0.07236370191968149,1.7797757301105803,0,out-of-reach,,,,,,
FULL,BS,momac,0.834292,134,654,134,0.3280465778414983,0.8166735131681044,0.07236370191968149,0.9425880463289822,0,out-of-reach,,,,,,
FULL,BS,momac,0.850084,134,654,134,0.3280465778414983,0.8166735131681044,0.07236370191968149,0.5061261301730645,1,-,0.1489342084558962,0.1324255001204573,0.019951779999744942,6.0,103.84099767435319,0.010777430666346179
FULL,BS,momac,0.862796,134,654,134,0.3280465778414983,0.8166735131681044,0.07236370191968149,0.3280465778414983,1,-,0.1214917548902149,0.1053252934676014,0.021871823764403366,6.0,113.19674648778116,0.008791593136574516
FULL,BS,momac,0.874831,134,654,134,0.3280465778414983,0.8166735131681044,0.07236370191968149,0.32804657784149827,1,-,0.047055805196551226,0.10831694568066053,0.03611048330314309,6.0,117.80038333181567,0.003405132260833832
FULL,BS,momac,0.882765,134,654,134,0.3280465778414983,0.8166735131681044,0.07236370191968149,0.39711677014935504,1,-,0.03950650313985946,0.072031541250907,0.03254961564270938,6.0,118.52732087980255,0.002858836817101751
FULL,BS,momac,0.892101,134,654,134,0.3280465778414983,0.8166735131681044,0.07236370191968149,0.655146687147308,1,-,0.058407244980906006,0.08375178076739011,0.03103956820480707,6.0,117.07237959457761,0.004226564465748095
FULL,BS,momac,0.903074,134,654,134,0.3280465778414983,0.8166735131681044,0.07236370191968149,0.9584202817508359,1,-,0.05394196872186635,0.05698234112791259,0.020961606081376174,6.0,112.34404902096331,0.003903440545549919
FULL,BS,momac,0.91663,134,654,134,0.3280465778414983,0.8166735131681044,0.07236370191968149,1.3330832589170978,1,-,0.07849037057294489,0.03778104795354041,0.03376032938244407,6.0,102.72414333691772,0.005679853779705923
FULL,BS,beta,0.557198,134,663,134,0.211925705197988,0.8223700502014812,0.37121454321402636,2.1950102163102323,1,-,0.04806942551153891,0.024087449332140493,0.01333799459904305,6.0,46.84108693196916,0.01784406983382658
FULL,BS,beta,0.702588,134,663,134,0.211925705197988,0.8223700502014812,0.37121454321402636,1.411689612859767,1,-,0.0437686985831443,0.06462933792193584,0.02375699618954131,6.0,67.42640229851621,0.016247577451614315
FULL,BS,beta,0.826853,134,663,134,0.211925705197988,0.8223700502014812,0.37121454321402636,0.7421845933414226,1,-,0.06888906539757257,0.04307820016652871,0.03071953935666368,6.0,79.6450739103462,0.025572622944001092
FULL,BS,beta,0.918552,134,663,134,0.211925705197988,0.8223700502014812,0.37121454321402636,0.24813606169685085,1,-,0.0970855967807822,0.04186453051204279,0.02999193674868359,6.0,83.23007108473766,0.03603958546163921
FULL,BS,beta,1.002115,134,663,134,0.211925705197988,0.8223700502014812,0.37121454321402636,0.211925705197988,1,-,0.017782254303126035,0.01894278438692692,0.012296114493405343,6.0,84.10856065839457,0.006601031408450586
FULL,BS,beta,1.079123,134,663,134,0.211925705197988,0.8223700502014812,0.37121454321402636,0.6169755183062078,1,-,0.07072726430283822,0.042500454793396175,0.024978168169625798,6.0,82.05222372548819,0.026254989110955803
FULL,BS,beta,1.159118,134,663,134,0.211925705197988,0.8223700502014812,0.37121454321402636,1.0479661756624221,1,-,0.05118350347912882,0.03497017937293443,0.02212430141416108,6.0,76.51220241742298,0.019000060864098334
FULL,BS,beta,1.264537,134,663,134,0.211925705197988,0.8223700502014812,0.37121454321402636,1.6159342250134405,1,-,0.09470198334432235,0.09620185662257669,0.03193892876851274,6.0,65.69132435233807,0.03515475348862496
