cadence,SET,window,chooser,F,moves,move_rate,obs_delta,null_mean,null_sd,q95,p_NL_PERM,gap,half_width,separates,obs_U56,obs_B136,obs_SMALL,p_U56,p_B136,p_SMALL
MONTH,ALL4,L252,H_RUNNERUP,573,16,0.027260110074180426,0.006618269416281408,0.003381995744259936,0.01638176175353098,0.03132278213642226,0.41791666666666666,0.0032362736720214723,0.027940786392162326,False,0.00847683572951085,0.012951453481909727,-0.0015734809625763558,0.31475,0.31,0.629
MONTH,ALL4,L252,H_NARROWEST,573,421,0.7327590332615458,-0.07446821465323357,0.03243848207899499,0.0902806820767154,0.18053753347652343,0.8751666666666665,-0.10690669673222855,0.14809905139752844,False,-0.16415232183875864,-0.10511517963531875,0.04586285751437672,0.9335,0.93275,0.75925
MONTH,ALL4,L252,H_ANY,573,421,0.7327590332615458,-0.07446821465323357,0.03253913763515042,0.09145221670753739,0.18335347714273864,0.8745833333333333,-0.10700735228838398,0.1508143395075882,False,-0.16415232183875864,-0.10511517963531875,0.04586285751437672,0.9325,0.92975,0.7615
MONTH,ALL4,L252,CH_RAW,573,486,0.8469203158650395,-0.004324381674123523,0.01746082474220872,0.09629990240411342,0.17525161965457284,0.607,-0.021785206416332244,0.1577907949123641,False,-0.17291547117218423,-0.04532610475462078,0.20526843090443445,0.87325,0.71575,0.232
MONTH,ALL4,L252,CH_ANCHOR,573,0,0.0,0.0,,,,,,,False,0.0,0.0,0.0,,,
MONTH,ALL4,L504,H_RUNNERUP,573,9,0.015764536970567122,-0.016899560163603146,0.0022658406072720806,0.014680563173805889,0.026908767828078755,0.8109999999999999,-0.019165400770875227,0.024642927220806674,False,-0.0002659914605970209,-0.025511889969869195,-0.02492079906034322,0.52025,0.996,0.91675
MONTH,ALL4,L504,H_NARROWEST,573,403,0.6991624790619766,0.011128259251601769,0.0297673118419637,0.0857446356269634,0.17107573767252826,0.5766666666666667,-0.018639052590361933,0.14130842583056455,False,-0.03664555997374271,-0.06478630660217721,0.13481664433072524,0.43725,0.854,0.43875
MONTH,ALL4,L504,H_ANY,573,403,0.6991624790619766,0.011128259251601769,0.029739316431883846,0.08582996025635059,0.16989641969025981,0.576,-0.018611057180282078,0.14015710325837596,False,-0.03664555997374271,-0.06478630660217721,0.13481664433072524,0.455,0.85,0.423
MONTH,ALL4,L504,CH_RAW,573,487,0.8495142378559463,0.06800105378174624,0.027057170370029377,0.09324923165334142,0.1793951019105902,0.35508333333333336,0.04094388341171687,0.1523379315405608,False,0.024566982139731013,0.0030289921252638122,0.1764071870802439,0.12525,0.52625,0.41375
MONTH,ALL4,L504,CH_ANCHOR,573,0,0.0,0.0,,,,,,,False,0.0,0.0,0.0,,,
MONTH,ALL4,L756,H_RUNNERUP,573,16,0.028638430246470448,-0.010511503783927475,0.004052202194798043,0.020096466114947347,0.03760793546519516,0.6783333333333333,-0.014563705978725517,0.03355573327039712,False,-4.0097641159172344e-05,-0.0018532902462246345,-0.02964112346439862,0.4475,0.664,0.9235
MONTH,ALL4,L756,H_NARROWEST,573,433,0.7512514955731037,-0.006357432357687221,0.04881153374549754,0.08597112156306187,0.18900943566041115,0.6615,-0.055168966103184766,0.1401979019149136,False,-0.020018711781087172,-0.02339150780587433,0.024337922513899844,0.33025,0.6955,0.95875
MONTH,ALL4,L756,H_ANY,573,433,0.7512514955731037,-0.006357432357687221,0.05027722948904115,0.08659780230955165,0.19388282866785134,0.65975,-0.05663466184672837,0.1436055991788102,False,-0.020018711781087172,-0.02339150780587433,0.024337922513899844,0.332,0.69,0.95725
MONTH,ALL4,L756,CH_RAW,573,506,0.8811103134721225,0.012440295488201183,0.01997146539373461,0.09259459708700819,0.17059076781386265,0.5314166666666668,-0.0075311699055334285,0.15061930242012803,False,-0.05617100314475497,-0.027132684759643255,0.12062457436900177,0.3685,0.63425,0.5915
MONTH,ALL4,L756,CH_ANCHOR,573,0,0.0,0.0,,,,,,,False,0.0,0.0,0.0,,,
MONTH,ALL4,L1260,H_RUNNERUP,573,12,0.020559942569992818,-0.013094621796564454,0.0017882685818045464,0.015438938332955008,0.027886414508246495,0.8485,-0.014882890378369,0.026098145926441947,False,-0.014904561224766175,-0.009724736444528632,-0.014654567720398554,0.924,0.74725,0.87425
MONTH,ALL4,L1260,H_NARROWEST,573,452,0.7849150514477148,-0.0013381912164309728,0.06581039684945594,0.08318715708264797,0.20287198650773172,0.7915833333333332,-0.06714858806588692,0.13706158965827578,False,-0.1109920728107223,-0.059099927038585826,0.1660774262000152,0.8065,0.843,0.72525
MONTH,ALL4,L1260,H_ANY,573,452,0.7849150514477148,-0.0013381912164309728,0.06557511858802494,0.08276491712593838,0.20266330212609654,0.7915000000000001,-0.06691330980445591,0.13708818353807162,False,-0.1109920728107223,-0.059099927038585826,0.1660774262000152,0.8205,0.83875,0.71525
MONTH,ALL4,L1260,CH_RAW,573,512,0.8918497248145489,-0.014027802485099819,0.047592109619779145,0.08603876214839762,0.18738212148324915,0.7593333333333333,-0.061619912104878966,0.13979001186347,False,-0.1432992019830486,-0.049564098839797684,0.15077989336754682,0.862,0.777,0.639
MONTH,ALL4,L1260,CH_ANCHOR,573,0,0.0,0.0,,,,,,,False,0.0,0.0,0.0,,,
