book,panel,CAGR,Sharpe,MaxDD,memo_CAGR,memo_Sharpe,memo_MaxDD,d_CAGR,d_Sharpe,d_MaxDD,verdict,src
u56-v2band-gross100,U56,0.1153026775142354,1.200557594332463,-0.1591099751297821,0.1155,1.2067,-0.157,0.00019732248576460887,0.00614240566753721,0.002109975129782088,PASS,2026-09-11_u56-v2band-gross100_4b_cloud_MEMO.md
u56-band008-gross100,U56,0.11364276426240827,1.143892180573586,-0.19050611381992277,0.1137,1.1439,-0.1905,5.723573759172651e-05,7.819426413924191e-06,6.1138199227706025e-06,PASS,2026-09-11_u56-band008-gross100_4b_cloud_MEMO.md
u56-top20-band-m20,U56,0.12609871547774354,1.0888126437266294,-0.183083519022036,0.1287,1.112,-0.1722,0.0026012845222564696,0.023187356273370652,0.01088351902203602,PASS,2026-09-07_u56-top20-band-m20_4b_B_MEMO.md
u56-marsrespread-gross075,U56,0.11494469142780517,1.0866839760481157,-0.18647370565298937,0.1155,1.0914,,0.0005553085721948375,0.004716023951884196,0.0,PASS,2026-09-11_u56-marsrespread-gross075_4b_C_MEMO.md
u56-quantile50-respread-M,U56,0.1538781722242084,1.2254301875233362,-0.1975272575249959,0.1547,1.2359,-0.198,0.0008218277757915948,0.010469812476663787,0.0004727424750041176,PASS,2026-09-11_u56-quantile50-respread-M_4b_B_MEMO.md
b136-r620-gross065-W,B136,0.14985888137427095,1.1264311898720905,-0.1943271934977504,0.1499,1.1264,-0.1943,4.1118625729058556e-05,3.118987209038693e-05,2.7193497750405138e-05,PASS,2026-09-12_b136-r620-gross065-W_4b_C_MEMO.md
b136-qroll-q012-w1008-d050-g100,B136,0.1430065891165806,1.1121424544849141,-0.17314358462261414,0.143,1.1121,-0.1731,6.589116580607568e-06,4.245448491402293e-05,4.358462261414009e-05,PASS,2026-09-12_b136-qroll-q012-w1008-depth050-gross100_4b_cloud_MEMO.md
u56-k8-qroll-q017-w1008-d100-g100,U56,0.14129588181446406,1.2206474011037542,-0.14791148023407985,0.1416,1.2226,-0.1479,0.00030411818553593983,0.0019525988962456609,1.1480234079846996e-05,PASS,2026-09-14_u56-k8-qroll-q017-w1008-depth100-gross100_LIVELEG_4b_cloud_MEMO.md
u56-top20-g065-M,U56,0.12689638355046462,1.2017247392237502,-0.17109756817918442,0.1269,1.201,-0.1711,3.6164495353929738e-06,0.0007247392237501593,2.4318208155793553e-06,PASS,2026-09-15_u56-top20-g065_4b_B_MEMO.md
