arm,panel,r,n,q,draw,namevol_is,namevol_full,q_realised,vol_target,vol_gap,tol,tertile,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,pass4a,pass4b,spy_S,spy_CAGR,spy_DD,spy_H1,spy_H2,spy_OOS_S,spy_OOS_CAGR,spy_OOS_DD,v2_S,v2_DD,v2_H1,v2_H2,v2_OOS_S,v2_OOS_CAGR,v2_OOS_DD
CAP,CAP q0.00 d0,0.05,4,0.0,0,0.2596646965637803,0.28791608337328345,0.0,,0.0,,n/a,0.1679679243393457,0.8716782559670109,-0.277549571777882,0.9605305419759165,0.8030059094798856,0.16092859579644103,0.8081071229574376,-0.2775495717778823,0.9993521807786551,False,False,0.8561299616898185,0.14014789820865858,-0.33715953307393,0.9026722289046263,0.8390952878382697,0.8736721309012504,0.15257181383948715,-0.3371595330739301,1.101958975138274,-0.12566811832867475,1.211811109624794,0.9925092539407724,1.1085449695672094,0.08340752977129373,-0.12566811832867486
CAP,CAP q0.00 d0,0.1,9,0.0,0,0.2596646965637803,0.28791608337328345,0.0,,0.0,,n/a,0.1295768485700579,0.848045827395832,-0.22473027544373625,1.074335320407765,0.6580463744656033,0.11728924833535692,0.7519667204006312,-0.22473027544373647,1.0296492757874507,False,False,0.8561299616898185,0.14014789820865858,-0.33715953307393,0.9026722289046263,0.8390952878382697,0.8736721309012504,0.15257181383948715,-0.3371595330739301,1.101958975138274,-0.12566811832867475,1.211811109624794,0.9925092539407724,1.1085449695672094,0.08340752977129373,-0.12566811832867486
CAP,CAP q0.00 d0,0.25,22,0.0,0,0.2596646965637803,0.28791608337328345,0.0,,0.0,,n/a,0.12653305082705013,0.9827758409988265,-0.2045816534539049,1.1502379011331916,0.8332893207341084,0.12393438740677887,0.9389058435939085,-0.204581653453905,1.0627335748081717,False,False,0.8561299616898185,0.14014789820865858,-0.33715953307393,0.9026722289046263,0.8390952878382697,0.8736721309012504,0.15257181383948715,-0.3371595330739301,1.101958975138274,-0.12566811832867475,1.211811109624794,0.9925092539407724,1.1085449695672094,0.08340752977129373,-0.12566811832867486
CAP,CAP q0.00 d0,0.5,45,0.0,0,0.2596646965637803,0.28791608337328345,0.0,,0.0,,n/a,0.11551976361546368,1.0552908468616258,-0.19028042537068268,1.1660607168260402,0.9523719533812385,0.11811337398293453,1.0579429364615212,-0.1902804253706828,1.0513182974685664,False,True,0.8561299616898185,0.14014789820865858,-0.33715953307393,0.9026722289046263,0.8390952878382697,0.8736721309012504,0.15257181383948715,-0.3371595330739301,1.101958975138274,-0.12566811832867475,1.211811109624794,0.9925092539407724,1.1085449695672094,0.08340752977129373,-0.12566811832867486
CAP,CAP q0.00 d1,0.05,4,0.0,1,0.2594285111128646,0.28816816520032523,0.0,,0.0,,n/a,0.17257324371805693,0.896216610642859,-0.23842520459105887,0.910126977482929,0.8883778043857644,0.17778081489651343,0.8893881935017672,-0.23842520459105887,0.912350946225417,False,False,0.8561299616898185,0.14014789820865858,-0.33715953307393,0.9026722289046263,0.8390952878382697,0.8736721309012504,0.15257181383948715,-0.3371595330739301,1.0905959478739093,-0.12809395222373265,1.246861827402783,0.9342233769630262,1.0661421666388853,0.08065994087040962,-0.1280939522237331
CAP,CAP q0.00 d1,0.1,9,0.0,1,0.2594285111128646,0.28816816520032523,0.0,,0.0,,n/a,0.1401171541718651,0.9129022394124653,-0.20066255202038363,1.1094156551192975,0.7421682078865881,0.12615371185446556,0.8111115428197361,-0.20066255202038352,1.0979893050608915,False,False,0.8561299616898185,0.14014789820865858,-0.33715953307393,0.9026722289046263,0.8390952878382697,0.8736721309012504,0.15257181383948715,-0.3371595330739301,1.0905959478739093,-0.12809395222373265,1.246861827402783,0.9342233769630262,1.0661421666388853,0.08065994087040962,-0.1280939522237331
CAP,CAP q0.00 d1,0.25,22,0.0,1,0.2594285111128646,0.28816816520032523,0.0,,0.0,,n/a,0.12366179004266264,0.9666460397344542,-0.201066858680094,1.1001105384502623,0.8454483544861897,0.1218784542859972,0.9322291845635587,-0.2010668586800941,1.028308361015924,False,True,0.8561299616898185,0.14014789820865858,-0.33715953307393,0.9026722289046263,0.8390952878382697,0.8736721309012504,0.15257181383948715,-0.3371595330739301,1.0905959478739093,-0.12809395222373265,1.246861827402783,0.9342233769630262,1.0661421666388853,0.08065994087040962,-0.1280939522237331
CAP,CAP q0.00 d1,0.5,45,0.0,1,0.2594285111128646,0.28816816520032523,0.0,,0.0,,n/a,0.1163435947639535,1.0615928813050652,-0.19076754525915351,1.1821546250529376,0.9468912227393588,0.11794771632318057,1.0617540361598372,-0.1907675452591533,1.0614029862933505,False,True,0.8561299616898185,0.14014789820865858,-0.33715953307393,0.9026722289046263,0.8390952878382697,0.8736721309012504,0.15257181383948715,-0.3371595330739301,1.0905959478739093,-0.12809395222373265,1.246861827402783,0.9342233769630262,1.0661421666388853,0.08065994087040962,-0.1280939522237331
CAP,CAP q0.00 d2,0.05,4,0.0,2,0.2612531852930582,0.29017963172133804,0.0,,0.0,,n/a,0.178747826410669,0.8963700880796671,-0.25734954101009844,0.9179529968084925,0.8855296379965674,0.1766979435985221,0.852441683240768,-0.257349541010098,0.9867977823687851,False,False,0.8561299616898185,0.14014789820865858,-0.33715953307393,0.9026722289046263,0.8390952878382697,0.8736721309012504,0.15257181383948715,-0.3371595330739301,1.1481294157128048,-0.127185163266046,1.2798884183299168,1.0190404829825415,1.14836952718266,0.08927086167939868,-0.127185163266046
CAP,CAP q0.00 d2,0.1,9,0.0,2,0.2612531852930582,0.29017963172133804,0.0,,0.0,,n/a,0.15162886346327387,0.9453756871922513,-0.21669739834595014,1.1836764771784543,0.7511045799383508,0.13646962242139415,0.8285611145420549,-0.21669739834595003,1.1733337609563756,False,False,0.8561299616898185,0.14014789820865858,-0.33715953307393,0.9026722289046263,0.8390952878382697,0.8736721309012504,0.15257181383948715,-0.3371595330739301,1.1481294157128048,-0.127185163266046,1.2798884183299168,1.0190404829825415,1.14836952718266,0.08927086167939868,-0.127185163266046
