universe,sleeve,book,conv,f,Sharpe,dSharpe,dCAGR,conv_per_pp
u56,S9,v1,natural,0.25,0.7246799883887267,0.009485165815492191,-0.0030025122647252545,0.03159076459712691
u56,S9,v1,natural,0.5,0.7913469693490998,0.02513772592954855,-0.0063603885469278865,0.03952231179601481
u56,S9,v1,natural,0.75,0.8504919442458887,0.0332682799800208,-0.010061008941456562,0.033066544492310584
u56,S9,v1,matched,0.25,0.7307436896549804,0.01577239965158994,-0.0006242293148399636,0.25266996080813
u56,S9,v1,matched,0.5,0.8026126483239671,0.03685047004410391,-0.0018207821780475975,0.2023881301585356
u56,S9,v1,matched,0.75,0.8664762933769765,0.049923226820640654,-0.003719433005235695,0.13422268058159872
u56,S9,top20,natural,0.25,1.0845122321300773,0.04835078177853869,-0.0189619121346436,0.025498895594079533
u56,S9,top20,natural,0.5,1.0609341042774836,0.08074710900572968,-0.03799349045736111,0.02125287991013871
u56,S9,top20,natural,0.75,1.001986295479305,0.07777375528733577,-0.057079480710876096,0.013625519068977186
u56,S9,top20,matched,0.25,1.0885326197431777,0.04062774279541248,-0.0157020571032922,0.025874153003108233
u56,S9,top20,matched,0.5,1.0718013647246434,0.068127516260436,-0.03220165709620337,0.02115652497537723
u56,S9,top20,matched,0.75,1.0282337056540336,0.0687908856733841,-0.04964133909047397,0.013857580583797118
u56,S9,ewall,natural,0.25,1.0509400757309115,0.04702003274453892,-0.013044716237066156,0.03604527065980397
u56,S9,ewall,natural,0.5,1.0338183223618307,0.07512559866685398,-0.02641698906373402,0.028438365358597395
u56,S9,ewall,natural,0.75,0.9816929279663573,0.06822752356277662,-0.03993746444386659,0.017083589184454268
u56,S9,ewall,matched,0.25,1.0445422912982303,0.03855392947950764,-0.009484479121356193,0.04064949586181891
u56,S9,ewall,matched,0.5,1.029409326670468,0.06657996531079169,-0.019951166742822046,0.03337146452086346
u56,S9,ewall,matched,0.75,0.9904721115466042,0.07080175064597394,-0.03171120558360352,0.02232704476003348
u56,S4,v1,natural,0.25,0.7242624026715834,0.07220278352515042,-0.008590072222479872,0.08405375607459813
u56,S4,v1,natural,0.5,0.7959598322255304,0.15602099565958216,-0.01782247478755572,0.0875417120906921
u56,S4,v1,natural,0.75,0.8161695972807183,0.18835154329525483,-0.027689599098470907,0.06802248838108173
u56,S4,v1,matched,0.25,0.7206079950257651,0.10042533286166577,-0.004958792062334405,0.2025197499698938
u56,S4,v1,matched,0.5,0.7778823280931956,0.20169740549191462,-0.011687144299428187,0.17258057257133635
u56,S4,v1,matched,0.75,0.7797558388109878,0.24756865577252518,-0.021078953768500774,0.11744826545541275
u56,S4,top20,natural,0.25,1.1435586596473484,0.17053241272261133,-0.02457894893335788,0.0693814911227426
u56,S4,top20,natural,0.5,1.1923482704636108,0.3384316820454599,-0.049530204673210454,0.06832834313493327
u56,S4,top20,natural,0.75,1.1179851464708388,0.3831782165592741,-0.07477360389472643,0.051245118143395864
