universe,sleeve,book,conv,f,Sharpe,dSharpe,dCAGR,conv_per_pp
u56,S4,top20,matched,0.25,1.141893659065849,0.19658879545004382,-0.018312647725421183,0.10735137725449931
u56,S4,top20,matched,0.5,1.1793425175639836,0.3808686957636963,-0.039415344818906295,0.09662954808935367
u56,S4,top20,matched,0.75,1.1028839502502206,0.4512411702654513,-0.06479889676835393,0.06963716865096777
u56,S4,ewall,natural,0.25,1.1117718237908862,0.17098698423131498,-0.018804872165994135,0.09092695909973797
u56,S4,ewall,natural,0.5,1.1645218694100654,0.3320995525686917,-0.03808220508977733,0.08720596714023776
u56,S4,ewall,natural,0.75,1.0703470069008918,0.3462872127777157,-0.05769926900085043,0.060015875205041466
u56,S4,ewall,matched,0.25,1.1155876076028826,0.2060135378672867,-0.012570587078224227,0.16388537511041135
u56,S4,ewall,matched,0.5,1.1607098263619406,0.3907090491685177,-0.02794580246182421,0.13980956521189605
u56,S4,ewall,matched,0.75,1.0549841607597947,0.42455667610854475,-0.047468142704981675,0.08944033870193714
broad,S9,v1,natural,0.25,0.7062670190682024,0.013024737488133487,-0.0027350583378704663,0.047621424771051246
broad,S9,v1,natural,0.5,0.787929631418537,0.03643617645828279,-0.005897052032866279,0.06178710354802971
broad,S9,v1,natural,0.75,0.859191599456632,0.04944697111619256,-0.009476511265045229,0.05217845442613587
broad,S9,v1,matched,0.25,0.7015682349690553,0.007712202117592604,-0.0012050134058245732,0.06400096530308105
broad,S9,v1,matched,0.5,0.7793522655109718,0.02663130800793012,-0.0026574642200347665,0.10021323262663426
broad,S9,v1,matched,0.75,0.8554456972172915,0.04385981506267078,-0.0042594824034787315,0.10296982334485134
broad,S9,top20,natural,0.25,0.9721849859897319,0.037490438075692745,-0.019781411937902282,0.018952356987146597
broad,S9,top20,natural,0.5,0.9828532670324361,0.07039163451620167,-0.03981423967834141,0.017680014759767996
broad,S9,top20,natural,0.75,0.968972445533433,0.07874372841500343,-0.06006669973354528,0.01310938153158224
broad,S9,top20,matched,0.25,0.9740751158167016,0.03519885124332456,-0.015842218668978836,0.02221838492372825
broad,S9,top20,matched,0.5,0.9869048927676716,0.0660798269327616,-0.03306489517797262,0.019984889284265166
broad,S9,top20,matched,0.75,0.9826078334370714,0.07983396634062845,-0.05188419267411515,0.01538695356446345
broad,S9,ewall,natural,0.25,1.0366199577039563,0.05067490307110534,-0.013845372898857233,0.03660060544507829
broad,S9,ewall,natural,0.5,1.0309732211254934,0.08434458413005119,-0.02797715204479445,0.03014766620812811
broad,S9,ewall,natural,0.75,0.9868651744299779,0.07955295507194438,-0.042261493031140684,0.018823981209874722
broad,S9,ewall,matched,0.25,1.030936936098845,0.042933602787115,-0.010030774273447118,0.04280188310165282
broad,S9,ewall,matched,0.5,1.0279447738034972,0.07719957945029698,-0.021105988510615514,0.036577097259135015
broad,S9,ewall,matched,0.75,0.9987905125306574,0.08530345713598686,-0.03364063159041031,0.02535726979641598
broad,S4,v1,natural,0.25,0.7004824924990712,0.06970697711182872,-0.00833211185486249,0.0836606352939787
broad,S4,v1,natural,0.5,0.7865545576921653,0.15999463511756407,-0.01735220342915733,0.09220421819670531
broad,S4,v1,natural,0.75,0.8285685936399709,0.20622426387801096,-0.027049271606561565,0.07624022815756172
broad,S4,v1,matched,0.25,0.6829376032635623,0.08401316926192537,-0.005867286551531015,0.14318913610926826
broad,S4,v1,matched,0.5,0.7359322891161348,0.17307452931274458,-0.01320107056778852,0.13110643445468567
broad,S4,v1,matched,0.75,0.7433653649032094,0.21657427929806583,-0.022733195148779917,0.09526785736922216
broad,S4,top20,natural,0.25,1.0103552765592498,0.1381274948380371,-0.02525416665608282,0.05469493280815392
broad,S4,top20,natural,0.5,1.0832744472012856,0.29574634707070424,-0.05112753798395131,0.05784482467423673
broad,S4,top20,natural,0.75,1.095393014191386,0.39256459565143587,-0.0775405173785122,0.05062702815550496
broad,S4,top20,matched,0.25,1.0110101389017836,0.16890903149261638,-0.018293945161869773,0.09233056620541037
broad,S4,top20,matched,0.5,1.0683589736206984,0.34108422211420797,-0.0400848974295267,0.08509045650269369
broad,S4,top20,matched,0.75,1.057874485241721,0.4454260896379074,-0.06662499023859891,0.06685570805229951
broad,S4,ewall,natural,0.25,1.102772052433978,0.17929376399395336,-0.019466069560905686,0.09210578613878716
broad,S4,ewall,natural,0.5,1.188967225309679,0.3672721206998898,-0.039451180055534385,0.09309534472299448
broad,S4,ewall,natural,0.75,1.1273142231669486,0.4074023023873947,-0.059839630635727836,0.06808235579986203
broad,S4,ewall,matched,0.25,1.1085568881877932,0.21640342619099995,-0.01297026968815218,0.1668457413716507
broad,S4,ewall,matched,0.5,1.184768233767817,0.4257227820444903,-0.028938556586139974,0.1471126525530955
broad,S4,ewall,matched,0.75,1.1053991609769076,0.47946171952704764,-0.04936256868241484,0.09713062596312039
