panel,cost_bps,margin,SE,t,fail_share,joint4b,CAGR,Sharpe,MaxDD
B136,0,0.02276687121689476,0.014171902844706675,1.6064794873610342,0.05975,0.766,0.1286270762769417,1.2602507915910557,-0.1174303658226914
B136,10,0.019236014470239773,0.014187685296776963,1.3558247217824635,0.095,0.71575,0.1250962195302867,1.228631477106311,-0.11807522356955857
B136,25,0.013959741237401582,0.014213893580357424,0.9821194423949352,0.16875,0.61825,0.11981994629744852,1.1811677338534763,-0.12005538984948905
B136,50,0.005219057898392013,0.0142640911250103,0.3658878685401166,0.3645,0.3955,0.11107926295843895,1.1019918788255159,-0.12708369542135212
U56,0,0.0228030065345277,0.01475865650969738,1.5450597769210679,0.06575,0.77175,0.1286611959352315,1.2742693773800569,-0.13226642653995602
U56,10,0.019387542007675437,0.014772162802991382,1.3124376075620718,0.10175,0.71925,0.12524573140837925,1.2433652555867876,-0.1348766087743386
U56,25,0.014283041662766158,0.014794931913386414,0.9654009728725349,0.17175,0.63,0.12014123106346997,1.1969671544087093,-0.1387775908516956
U56,50,0.005825164330067065,0.014839348001335741,0.3925485357943436,0.3535,0.41825,0.11168335373077087,1.1195479478663186,-0.14524129749571368
