panel,instrument,year,book,control,sleeve_gain,instrument_ret
U56,SHY,2009,0.16219463906986276,0.1613919885698687,0.000802650499994062,0.005902030323210905
U56,SHY,2010,0.0779999231420252,0.06809111243890142,0.009908810703123772,0.02279679948762392
U56,SHY,2011,-0.002206942015291591,-0.006145912138065923,0.003938970122774332,0.014404029334907476
U56,SHY,2012,0.04363586873106273,0.04350511766897269,0.00013075106209003984,0.002501866012164289
U56,SHY,2013,0.194554549789818,0.19403749540126247,0.0005170543885555379,0.0021462943857397665
U56,SHY,2014,0.06269909783430228,0.06179133713444651,0.0009077606998557641,0.004470978519507396
U56,SHY,2015,0.035785980357825986,0.03502477516672475,0.000761205191101233,0.004298150163221326
U56,SHY,2016,0.0670055974786401,0.06231848619302349,0.0046871112856166075,0.008225680580630002
U56,SHY,2017,0.14368724835357427,0.14269492577563936,0.000992322577934912,0.002627065601122913
U56,SHY,2018,0.014415400923297739,0.004995044896697998,0.009420356026599741,0.014631885401428457
U56,SHY,2019,0.10880813892300667,0.09380260108555949,0.01500553783744718,0.033808128911424706
U56,SHY,2020,0.15836752280995414,0.143061754954954,0.015305767855000152,0.03034127548519394
U56,SHY,2021,0.16678603138864734,0.17065287832715326,-0.003866846938505919,-0.007156565277522953
U56,SHY,2022,-0.07200428277711479,-0.04556920825523991,-0.02643507452187488,-0.03880117922108672
U56,SHY,2023,0.13928266390819344,0.11536603240866583,0.023916631499527607,0.04163700018116012
U56,SHY,2024,0.17870154807548522,0.16451474835133295,0.014186799724152266,0.039138125360641096
U56,SHY,2025,0.10523017506634003,0.08340298319444561,0.021827191871894414,0.049504256826361503
U56,SHY,2026,0.0646304851517272,0.06282703347850305,0.0018034516732241546,0.004304515414418564
U56,IEF,2009,0.1039751217816498,0.1613919885698687,-0.05741686678821889,-0.06307935545352161
U56,IEF,2010,0.11901883035590677,0.06809111243890142,0.050927717917005344,0.09359628686019383
U56,IEF,2011,0.06496430849105894,-0.006145912138065923,0.07111022062912487,0.1564988419460127
U56,IEF,2012,0.05657769350512787,0.04350511766897269,0.013072575836155176,0.03663981618078993
U56,IEF,2013,0.16313261976150062,0.19403749540126247,-0.030904875639761853,-0.06090159753663338
U56,IEF,2014,0.09812110977824395,0.06179133713444651,0.03632977264379744,0.09068135399107224
U56,IEF,2015,0.04454953181871635,0.03502477516672475,0.009524756651991595,0.01507815112824984
U56,IEF,2016,0.08143753664474351,0.06231848619302349,0.01911905045172002,0.010016243539226144
U56,IEF,2017,0.15502443444065395,0.14269492577563936,0.012329508665014588,0.025529245839670534
U56,IEF,2018,0.02546034720036472,0.004995044896697998,0.02046530230366672,0.009877034083134006
U56,IEF,2019,0.13019068807922984,0.09380260108555949,0.036388086993670354,0.08029542788523258
U56,IEF,2020,0.19972957879708653,0.143061754954954,0.056667823842132536,0.10006742408894453
U56,IEF,2021,0.15697627591278862,0.17065287832715326,-0.013676602414364636,-0.03327831121729974
U56,IEF,2022,-0.1459736213740357,-0.04556920825523991,-0.10040441311879578,-0.15155195735922267
U56,IEF,2023,0.15307956014070445,0.11536603240866583,0.03771352773203862,0.03644444233243305
U56,IEF,2024,0.16137266222634317,0.16451474835133295,-0.0031420861249897847,-0.0063432459446338685
U56,IEF,2025,0.11399565656771404,0.08340298319444561,0.03059267337326843,0.08032045588252057
U56,IEF,2026,0.04958005701027801,0.06282703347850305,-0.013246976468225036,-0.030452131777357838
