char,panel,x,pred,actual,window,resid
cvol,U56,0.25804689153127275,-0.12387018575437489,0.007950453632135868,common,0.13182063938651076
cvol,U56,0.25804689153127275,-0.12387018575437489,-0.004496275786484076,full,0.11937390996789081
cvol,B136,0.27170966245540384,-0.12584062632663737,-0.025016508634760275,common,0.10082411769187709
cvol,B136,0.27170966245540384,-0.12584062632663737,-0.04652453310441784,full,0.07931609322221952
cvol,SMALL439,0.561759042633276,-0.1676714577030634,-0.10227731712053757,common,0.06539414058252584
cvol,SMALL439,0.561759042633276,-0.1676714577030634,-0.10227731712053757,full,0.06539414058252584
mrho,U56,0.3321639884937967,-0.18023988544367403,0.007950453632135868,common,0.1881903390758099
mrho,U56,0.3321639884937967,-0.18023988544367403,-0.004496275786484076,full,0.17574360965718996
mrho,B136,0.3390442162595661,-0.1835882762370708,-0.025016508634760275,common,0.15857176760231054
mrho,B136,0.3390442162595661,-0.1835882762370708,-0.04652453310441784,full,0.13706374313265296
mrho,SMALL439,0.176283224203534,-0.10437761259654818,-0.10227731712053757,common,0.002100295476010608
mrho,SMALL439,0.176283224203534,-0.10437761259654818,-0.10227731712053757,full,0.002100295476010608
beta,U56,0.8574337690202367,-0.1258354630503012,0.007950453632135868,common,0.13378591668243706
beta,U56,0.8574337690202367,-0.1258354630503012,-0.004496275786484076,full,0.12133918726381711
beta,B136,0.9176739815503769,-0.12641998291660403,-0.025016508634760275,common,0.10140347428184375
beta,B136,0.9176739815503769,-0.12641998291660403,-0.04652453310441784,full,0.07989544981218619
beta,SMALL439,1.0679174621245435,-0.12787781806507972,-0.10227731712053757,common,0.02560050094454215
beta,SMALL439,1.0679174621245435,-0.12787781806507972,-0.10227731712053757,full,0.02560050094454215
tpers,U56,0.9688945409167375,-0.013816798653891738,0.007950453632135868,common,0.021767252286027605
tpers,U56,0.9688945409167375,-0.013816798653891738,-0.004496275786484076,full,0.00932052286740766
tpers,B136,0.968175715499529,-0.03781204430475782,-0.025016508634760275,common,0.012795535669997544
tpers,B136,0.968175715499529,-0.03781204430475782,-0.04652453310441784,full,-0.008712488799660023
tpers,SMALL439,0.9640388289620007,-0.17590622728904037,-0.10227731712053757,common,0.0736289101685028
tpers,SMALL439,0.9640388289620007,-0.17590622728904037,-0.10227731712053757,full,0.0736289101685028
plevel,U56,1.745083156865395,-0.11238600116604222,0.007950453632135868,common,0.12033645479817809
plevel,U56,1.745083156865395,-0.11238600116604222,-0.004496275786484076,full,0.10788972537955814
plevel,B136,1.7977374576416032,-0.11054426903719307,-0.025016508634760275,common,0.08552776040243279
plevel,B136,1.7977374576416032,-0.11054426903719307,-0.04652453310441784,full,0.06401973593277523
plevel,SMALL439,1.189084005586441,-0.13183363384614427,-0.10227731712053757,common,0.0295563167256067
plevel,SMALL439,1.189084005586441,-0.13183363384614427,-0.10227731712053757,full,0.0295563167256067
