panel,arm,gate,conv,m,gross,bps,TO,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,IS_Sharpe,m_H1,m_H2,m_DD,m_CAGR,m_OOS,is_H1,is_H2,is_DD,is_CAGR,pass4b,fail4b,pass4a,spy_CAGR,spy_MaxDD,spy_H1,spy_H2,spy_OOS,base_Sharpe
u56,band3-dg,band3,dg,0.1,0.05331543125495519,0.0,0.1843105292740386,0.008744730778009302,1.2314379166476506,-0.012353239803975069,1.2500789643960732,1.218089218171162,1.3117392545664606,0.009571719335005557,-0.012353239803974625,1.1290875798900017,0.2934589317923818,0.38407328052872003,0.1899501718964145,-0.09785158412795691,0.42972848738417635,0.10708512994320729,0.31000343154418863,0.12450942084214492,-0.0969680358250309,False,CAGR,True,0.15228044986566602,-0.3371723528339826,0.9566200326036914,0.834015937642442,0.8820107671822842,0.8948880940589614
u56,band3-dg,band3,dg,0.1,0.05331543125495519,5.0,0.1843105292740386,0.008651776979510917,1.218438696436701,-0.012367686698510849,1.2369809901580262,1.2051417873599866,1.299004025899207,0.009478055723155965,-0.012367686698510738,1.1157380081659567,0.28036095755433477,0.3711258497175446,0.18993572500187872,-0.0979445379264553,0.41699325871692283,0.09365670024558159,0.296524506008063,0.12443300812283922,-0.09706013097437728,False,CAGR,True,0.15228044986566602,-0.3371723528339826,0.9566200326036914,0.834015937642442,0.8820107671822842,0.7796833873389952
u56,band3-dg,band3,dg,0.1,0.05331543125495519,10.0,0.1843105292740386,0.008558831466150219,1.205433681751437,-0.012382133503589743,1.2238769098000182,1.192188807249232,1.2862629069466767,0.00938440052569578,-0.012382133503589632,1.1023828399454791,0.26725687719632674,0.35817286960678996,0.18992127819679983,-0.098037483439816,0.40425213976439245,0.08022132502195378,0.283042543301685,0.12435648478611441,-0.09715221799387065,False,CAGR,True,0.15228044986566602,-0.3371723528339826,0.9566200326036914,0.834015937642442,0.8820107671822842,0.6641804017269177
u56,band3-dg,band3,dg,0.1,0.05331543125495519,25.0,0.1843105292740386,0.008280044629738637,1.1663857703450768,-0.012425473382086327,1.1845300882916592,1.1532983495199733,1.2480059298266106,0.009103485412332857,-0.01242547338208655,1.06228590704544,0.22791005568796774,0.31928241187753137,0.18987793831830324,-0.09831627027622758,0.3659951626443264,0.03987581419598729,0.24258038483788846,0.12408912139197084,-0.09742843028017513,False,CAGR,True,0.15228044986566602,-0.3371723528339826,0.9566200326036914,0.834015937642442,0.8820107671822842,0.3169259386690001
u56,band3-dg,band3,dg,0.11,0.05864646245347179,0.0,0.20262301798048168,0.009620637716757585,1.2314297247200974,-0.013584629579024954,1.2500907505575145,1.2180644735224695,1.3117164821503127,0.010530953536623366,-0.01358462957902462,1.129097240803465,0.29347071795382307,0.3840485358800275,0.18871878212136461,-0.09697567718920863,0.42970571496802845,0.10706715962754076,0.31004714350945184,0.12372462303622891,-0.09619291034133683,False,CAGR,True,0.15228044986566602,-0.3371723528339826,0.9566200326036914,0.834015937642442,0.8820107671822842,0.8948880940589614
u56,band3-dg,band3,dg,0.11,0.05864646245347179,5.0,0.20262301798048168,0.00951836039650189,1.2184381254815047,-0.013600494364846005,1.2370003882324683,1.2051246784505907,1.298988876119002,0.010427887422581827,-0.013600494364846116,1.1157552839637566,0.28038035562877683,0.3711087408081487,0.18870291733554356,-0.09707795450946433,0.41697810893671783,0.09364668734565407,0.2965755591107093,0.12364065749096556,-0.09629423362526503,False,CAGR,True,0.15228044986566602,-0.3371723528339826,0.9566200326036914,0.834015937642442,0.8820107671822842,0.7796833873389952
u56,band3-dg,band3,dg,0.11,0.05864646245347179,10.0,0.20262301798048168,0.00941609309792435,1.2054407384818304,-0.013616359042629922,1.2239039263586173,1.192179340890463,1.286255386762996,0.010324831487289243,-0.013616359042629589,1.1024077370448209,0.2672838937549259,0.3581634032480211,0.18868705265775965,-0.09718022180804187,0.4042446195807118,0.08021927855008482,0.2831009400938391,0.12355649907416547,-0.0963955470761957,False,CAGR,True,0.15228044986566602,-0.3371723528339826,0.9566200326036914,0.834015937642442,0.8820107671822842,0.6641804017269177
u56,band3-dg,band3,dg,0.11,0.05864646245347179,25.0,0.20262301798048168,0.009109351322760029,1.1664157480405344,-0.013663952427752202,1.1845799973358289,1.153311849331086,1.2480213378967515,0.010015724744175225,-0.013663952427752202,1.0623337040926921,0.22795996473213742,0.31929591168864413,0.18863945927263737,-0.09748696358320619,0.3660105707144673,0.03989771854340962,0.24266082566147373,0.12326270627339711,-0.09669942844022252,False,CAGR,True,0.15228044986566602,-0.3371723528339826,0.9566200326036914,0.834015937642442,0.8820107671822842,0.3169259386690001
u56,band3-dg,band3,dg,0.12,0.06397740109356277,0.0,0.22091490692354473,0.01049680273555742,1.2314215196425526,-0.014815303579142736,1.2501025326241275,1.2180397103401195,1.31169368773707,0.011490559925831922,-0.014815303579142736,1.1291068992220978,0.2934825000204361,0.3840237726976775,0.18748810812124683,-0.0960995121704088,0.42968292055478574,0.10704918369163352,0.3100908609245441,0.12294008580577978,-0.09541764671656928,False,CAGR,True,0.15228044986566602,-0.3371723528339826,0.9566200326036914,0.834015937642442,0.8820107671822842,0.8948880940589614
u56,band3-dg,band3,dg,0.12,0.06397740109356277,5.0,0.22091490692354473,0.01038519637596158,1.2184374860320029,-0.014832581411746704,1.2370197300863017,1.2051074926564342,1.2989736431962775,0.011378084275342593,-0.014832581411746926,1.1157725092817248,0.2803996974826103,0.37109155501399227,0.18747083028864286,-0.09621111853000464,0.4169628760139933,0.09363662560080821,0.2966265630119942,0.12284858274865232,-0.0955282018477266,False,CAGR,True,0.15228044986566602,-0.3371723528339826,0.9566200326036914,0.834015937642442,0.8820107671822842,0.7796833873389952
