subset,n,predictor,spearman,sign_acc,MAE,RMSE,skill_vs_naive,mean_pred,mean_act,cut,form
OUT all,648,A_NAIVE,,0.8811728395061729,2.481414653521915,3.913975984909643,0.0,1.7791357068041582,2.665104543066447,subset,
OUT all,648,B_SHARE,0.2756774013406466,0.8811728395061729,2.363417231608612,3.8478019208416705,0.04755248049568306,2.1531617807869314,2.665104543066447,subset,
OUT all,648,C_SHARExD,0.2915808330352196,0.8811728395061729,2.4085866825340876,3.8086121360219907,0.029349375721813065,2.153161780786927,2.665104543066447,subset,
OUT all,648,D_BOUND,0.36063418522464374,0.8811728395061729,4.979442538488933,8.699109912007726,-1.006695064616276,7.408246092948469,2.665104543066447,subset,
OUT minus TOP5/TOP40,486,A_NAIVE,,0.9218106995884774,2.742164838451369,4.285864683140986,0.0,1.7791357068041584,3.2692564803888082,subset,
OUT minus TOP5/TOP40,486,B_SHARE,0.3622930756634816,0.9218106995884774,2.50833259256887,4.13392378966394,0.0852728627410142,2.153760962958488,3.2692564803888082,subset,
OUT minus TOP5/TOP40,486,C_SHARExD,0.2277051999186294,0.9218106995884774,2.5765680747804027,4.1242062639917005,0.06038906244764142,2.153760962958484,3.2692564803888082,subset,
OUT minus TOP5/TOP40,486,D_BOUND,0.5335458701536184,0.9218106995884774,4.452131619156084,8.20465345050063,-0.6235827827441676,7.423523442236272,3.2692564803888082,subset,
"IN (in-corpus, for reference)",486,A_NAIVE,,0.808641975308642,2.2955613934128993,3.4505010199781,0.0,1.7791357068041584,1.7791357068041576,subset,
"IN (in-corpus, for reference)",486,B_SHARE,0.4412166082834031,0.808641975308642,1.9925007670013146,3.3398920749530006,0.13202026627613428,1.7791357068041571,1.7791357068041576,subset,
"IN (in-corpus, for reference)",486,C_SHARExD,0.44822308014059853,0.8106995884773662,1.9841292429232307,3.2838629066248326,0.1356670971132906,1.7791357068041518,1.7791357068041576,subset,
"IN (in-corpus, for reference)",486,D_BOUND,0.4155347633012603,0.808641975308642,4.387132142524792,7.826482864682398,-0.9111369249864734,5.989873237304981,1.7791357068041576,subset,
OUT B136,216,A_NAIVE,,0.8796296296296297,1.5313579849949794,2.1243541720068517,0.0,1.779135706804158,2.0604891955769826,subset,
OUT B136,216,B_SHARE,0.34374870906495575,0.8796296296296297,1.5422971261479053,2.1435322565934403,-0.00714342515604649,2.1433532041433554,2.0604891955769826,subset,
