panel,flag,cost,outcome,flagged,end,depth,verdict,pub_argmax,argmax,struct_bound,n_points,val_pub,val_new,spread,tol,VACUOUS
U56,gross,10,BindSharpe,1,lo,3,MIGRATE_EDGE,0.25,0.03125,,7,1.1839240685608385,1.1842248439385519,0.002132521431492451,0.01,1
U56,gross,10,CAGR,1,hi,1,CLOSED,1.0,1.0,1.0,4,,,0.11211406556560122,0.001,0
U56,gross,10,CAGR,1,hi,2,CLOSED,1.0,1.0,1.0,4,,,0.11211406556560122,0.001,0
U56,gross,10,CAGR,1,hi,3,CLOSED,1.0,1.0,1.0,4,,,0.11211406556560122,0.001,0
U56,gross,10,MaxDD,1,lo,1,MIGRATE_EDGE,0.25,0.125,,5,-0.040991624292728734,-0.02059660674165753,0.1539419033811329,0.001,0
U56,gross,10,MaxDD,1,lo,2,MIGRATE_EDGE,0.25,0.0625,,6,-0.040991624292728734,-0.010323483720133919,0.1539419033811329,0.001,0
U56,gross,10,MaxDD,1,lo,3,MIGRATE_EDGE,0.25,0.03125,,7,-0.040991624292728734,-0.005168033796155047,0.1539419033811329,0.001,0
U56,gross,10,OOS_Sharpe,1,lo,1,MIGRATE_EDGE,0.25,0.125,,5,1.2826637491525856,1.2828199499411783,0.00193175118600597,0.01,1
U56,gross,10,OOS_Sharpe,1,lo,2,MIGRATE_EDGE,0.25,0.0625,,6,1.2826637491525856,1.2828842858449043,0.00193175118600597,0.01,1
U56,gross,10,OOS_Sharpe,1,lo,3,MIGRATE_EDGE,0.25,0.03125,,7,1.2826637491525856,1.282912664247313,0.00193175118600597,0.01,1
U56,gross,25,Sharpe,1,hi,1,CLOSED,1.0,1.0,1.0,4,,,0.0018834311344908539,0.01,1
U56,gross,25,Sharpe,1,hi,2,CLOSED,1.0,1.0,1.0,4,,,0.0018834311344908539,0.01,1
U56,gross,25,Sharpe,1,hi,3,CLOSED,1.0,1.0,1.0,4,,,0.0018834311344908539,0.01,1
U56,gross,25,BindSharpe,0,interior,0,NO_FLAG,0.5,0.5,,4,,,0.0007672456373106762,0.01,1
U56,gross,25,CAGR,1,hi,1,CLOSED,1.0,1.0,1.0,4,,,0.10829789049291172,0.001,0
U56,gross,25,CAGR,1,hi,2,CLOSED,1.0,1.0,1.0,4,,,0.10829789049291172,0.001,0
U56,gross,25,CAGR,1,hi,3,CLOSED,1.0,1.0,1.0,4,,,0.10829789049291172,0.001,0
U56,gross,25,MaxDD,1,lo,1,MIGRATE_EDGE,0.25,0.125,,5,-0.04113059511085748,-0.02066802908985521,0.15440346843934394,0.001,0
U56,gross,25,MaxDD,1,lo,2,MIGRATE_EDGE,0.25,0.0625,,6,-0.04113059511085748,-0.01035970201098313,0.15440346843934394,0.001,0
U56,gross,25,MaxDD,1,lo,3,MIGRATE_EDGE,0.25,0.03125,,7,-0.04113059511085748,-0.005186271304228329,0.15440346843934394,0.001,0
U56,gross,25,OOS_Sharpe,0,interior,0,NO_FLAG,0.5,0.5,,4,,,0.0006806969628283532,0.01,1
U56,m,10,Sharpe,0,interior,0,NO_FLAG,0.45,0.45,,25,,,0.0006951340512924009,0.01,1
U56,m,10,BindSharpe,1,lo,1,MIGRATE_EDGE,0.1,0.066667,,26,0.9605135783226476,0.9605684183924132,0.0031857977162608186,0.01,1
U56,m,10,BindSharpe,1,lo,2,MIGRATE_EDGE,0.1,0.044444,,27,0.9605135783226476,0.9606042081536144,0.0031857977162608186,0.01,1
U56,m,10,BindSharpe,1,lo,3,MIGRATE_EDGE,0.1,0.02963,,28,0.9605135783226476,0.9606276879430468,0.0031857977162608186,0.01,1
U56,m,10,CAGR,1,hi,1,CLOSED,1.3,1.3,1.3333333333333333,25,,,0.13570598346861007,0.001,0
U56,m,10,CAGR,1,hi,2,CLOSED,1.3,1.3,1.3333333333333333,25,,,0.13570598346861007,0.001,0
U56,m,10,CAGR,1,hi,3,CLOSED,1.3,1.3,1.3333333333333333,25,,,0.13570598346861007,0.001,0
U56,m,10,MaxDD,1,lo,1,MIGRATE_EDGE,0.1,0.066667,,26,-0.020775328649079938,-0.013882681067700187,0.2418431312503635,0.001,0
U56,m,10,MaxDD,1,lo,2,MIGRATE_EDGE,0.1,0.044444,,27,-0.020775328649079938,-0.0092693983805604,0.2418431312503635,0.001,0
U56,m,10,MaxDD,1,lo,3,MIGRATE_EDGE,0.1,0.02963,,28,-0.020775328649079938,-0.006186150579626015,0.2418431312503635,0.001,0
U56,m,10,OOS_Sharpe,1,lo,1,MIGRATE_EDGE,0.1,0.066667,,26,1.030846248527782,1.0308925691193156,0.002940365761892272,0.01,1
U56,m,10,OOS_Sharpe,1,lo,2,MIGRATE_EDGE,0.1,0.044444,,27,1.030846248527782,1.0309226280939323,0.002940365761892272,0.01,1
U56,m,10,OOS_Sharpe,1,lo,3,MIGRATE_EDGE,0.1,0.02963,,28,1.030846248527782,1.030942257303009,0.002940365761892272,0.01,1
U56,m,25,Sharpe,0,interior,0,NO_FLAG,1.15,1.15,,25,,,0.002853734828593746,0.01,1
U56,m,25,BindSharpe,0,interior,0,NO_FLAG,0.75,0.75,,25,,,0.0009320015672368287,0.01,1
U56,m,25,CAGR,1,hi,1,CLOSED,1.3,1.3,1.3333333333333333,25,,,0.11080078456605835,0.001,0
U56,m,25,CAGR,1,hi,2,CLOSED,1.3,1.3,1.3333333333333333,25,,,0.11080078456605835,0.001,0
U56,m,25,CAGR,1,hi,3,CLOSED,1.3,1.3,1.3333333333333333,25,,,0.11080078456605835,0.001,0
U56,m,25,MaxDD,1,lo,1,MIGRATE_EDGE,0.1,0.066667,,26,-0.021042709883672628,-0.014062132887241896,0.24448759650825536,0.001,0
U56,m,25,MaxDD,1,lo,2,MIGRATE_EDGE,0.1,0.044444,,27,-0.021042709883672628,-0.009389565068409378,0.24448759650825536,0.001,0
U56,m,25,MaxDD,1,lo,3,MIGRATE_EDGE,0.1,0.02963,,28,-0.021042709883672628,-0.006266501396355317,0.24448759650825536,0.001,0
U56,m,25,OOS_Sharpe,0,interior,0,NO_FLAG,0.8,0.8,,25,,,0.0010961818762352804,0.01,1
U56,volcap,10,Sharpe,1,hi,1,CLOSED,9.99,9.99,9.99,5,,,0.5591061123973776,0.01,0
U56,volcap,10,Sharpe,1,hi,2,CLOSED,9.99,9.99,9.99,5,,,0.5591061123973776,0.01,0
U56,volcap,10,Sharpe,1,hi,3,CLOSED,9.99,9.99,9.99,5,,,0.5591061123973776,0.01,0
U56,volcap,10,BindSharpe,1,hi,1,CLOSED,9.99,9.99,9.99,5,,,0.6729584656218413,0.01,0
U56,volcap,10,BindSharpe,1,hi,2,CLOSED,9.99,9.99,9.99,5,,,0.6729584656218413,0.01,0
U56,volcap,10,BindSharpe,1,hi,3,CLOSED,9.99,9.99,9.99,5,,,0.6729584656218413,0.01,0
U56,volcap,10,CAGR,1,hi,1,CLOSED,9.99,9.99,9.99,5,,,0.09386037640953915,0.001,0
U56,volcap,10,CAGR,1,hi,2,CLOSED,9.99,9.99,9.99,5,,,0.09386037640953915,0.001,0
U56,volcap,10,CAGR,1,hi,3,CLOSED,9.99,9.99,9.99,5,,,0.09386037640953915,0.001,0
U56,volcap,10,MaxDD,0,interior,0,NO_FLAG,0.45,0.45,,5,,,0.14603089650855483,0.001,0
U56,volcap,10,OOS_Sharpe,0,interior,0,NO_FLAG,0.6,0.6,,5,,,0.5614488743897046,0.01,0
U56,volcap,25,Sharpe,1,hi,1,CLOSED,9.99,9.99,9.99,5,,,1.0282520828106263,0.01,0
U56,volcap,25,Sharpe,1,hi,2,CLOSED,9.99,9.99,9.99,5,,,1.0282520828106263,0.01,0
U56,volcap,25,Sharpe,1,hi,3,CLOSED,9.99,9.99,9.99,5,,,1.0282520828106263,0.01,0
U56,volcap,25,BindSharpe,1,hi,1,CLOSED,9.99,9.99,9.99,5,,,1.1011046722741997,0.01,0
U56,volcap,25,BindSharpe,1,hi,2,CLOSED,9.99,9.99,9.99,5,,,1.1011046722741997,0.01,0
U56,volcap,25,BindSharpe,1,hi,3,CLOSED,9.99,9.99,9.99,5,,,1.1011046722741997,0.01,0
U56,volcap,25,CAGR,1,hi,1,CLOSED,9.99,9.99,9.99,5,,,0.10489408773627507,0.001,0
U56,volcap,25,CAGR,1,hi,2,CLOSED,9.99,9.99,9.99,5,,,0.10489408773627507,0.001,0
U56,volcap,25,CAGR,1,hi,3,CLOSED,9.99,9.99,9.99,5,,,0.10489408773627507,0.001,0
U56,volcap,25,MaxDD,0,interior,0,NO_FLAG,0.45,0.45,,5,,,0.08805361214335972,0.001,0
U56,volcap,25,OOS_Sharpe,1,hi,1,CLOSED,9.99,9.99,9.99,5,,,0.9681848443069735,0.01,0
U56,volcap,25,OOS_Sharpe,1,hi,2,CLOSED,9.99,9.99,9.99,5,,,0.9681848443069735,0.01,0
U56,volcap,25,OOS_Sharpe,1,hi,3,CLOSED,9.99,9.99,9.99,5,,,0.9681848443069735,0.01,0
U56,quantile,10,Sharpe,1,hi,1,CLOSED,1.0,1.0,1.0,5,,,0.4703973586235446,0.01,0
U56,quantile,10,Sharpe,1,hi,2,CLOSED,1.0,1.0,1.0,5,,,0.4703973586235446,0.01,0
U56,quantile,10,Sharpe,1,hi,3,CLOSED,1.0,1.0,1.0,5,,,0.4703973586235446,0.01,0
U56,quantile,10,BindSharpe,0,interior,0,NO_FLAG,0.75,0.75,,5,,,0.45852560466143766,0.01,0
U56,quantile,10,CAGR,1,hi,1,CLOSED,1.0,1.0,1.0,5,,,0.05494424240640261,0.001,0
U56,quantile,10,CAGR,1,hi,2,CLOSED,1.0,1.0,1.0,5,,,0.05494424240640261,0.001,0
U56,quantile,10,CAGR,1,hi,3,CLOSED,1.0,1.0,1.0,5,,,0.05494424240640261,0.001,0
U56,quantile,10,MaxDD,0,interior,0,NO_FLAG,0.25,0.25,,5,,,0.01489055615922863,0.001,0
U56,quantile,10,OOS_Sharpe,0,interior,0,NO_FLAG,0.75,0.75,,5,,,0.4768711895722513,0.01,0
U56,quantile,25,Sharpe,1,hi,1,CLOSED,1.0,1.0,1.0,5,,,0.7876669368214808,0.01,0
U56,quantile,25,Sharpe,1,hi,2,CLOSED,1.0,1.0,1.0,5,,,0.7876669368214808,0.01,0
U56,quantile,25,Sharpe,1,hi,3,CLOSED,1.0,1.0,1.0,5,,,0.7876669368214808,0.01,0
U56,quantile,25,BindSharpe,1,hi,1,CLOSED,1.0,1.0,1.0,5,,,0.7374376632792113,0.01,0
U56,quantile,25,BindSharpe,1,hi,2,CLOSED,1.0,1.0,1.0,5,,,0.7374376632792113,0.01,0
U56,quantile,25,BindSharpe,1,hi,3,CLOSED,1.0,1.0,1.0,5,,,0.7374376632792113,0.01,0
U56,quantile,25,CAGR,1,hi,1,CLOSED,1.0,1.0,1.0,5,,,0.08789149845766331,0.001,0
U56,quantile,25,CAGR,1,hi,2,CLOSED,1.0,1.0,1.0,5,,,0.08789149845766331,0.001,0
U56,quantile,25,CAGR,1,hi,3,CLOSED,1.0,1.0,1.0,5,,,0.08789149845766331,0.001,0
U56,quantile,25,MaxDD,0,interior,0,NO_FLAG,0.75,0.75,,5,,,0.01970968413778429,0.001,0
U56,quantile,25,OOS_Sharpe,1,hi,1,CLOSED,1.0,1.0,1.0,5,,,0.7569244937203888,0.01,0
U56,quantile,25,OOS_Sharpe,1,hi,2,CLOSED,1.0,1.0,1.0,5,,,0.7569244937203888,0.01,0
U56,quantile,25,OOS_Sharpe,1,hi,3,CLOSED,1.0,1.0,1.0,5,,,0.7569244937203888,0.01,0
U56,cadence,10,Sharpe,0,interior,0,NO_FLAG,W,W,,4,,,0.20702385705718673,0.01,0
U56,cadence,10,BindSharpe,1,lo,1,CLOSED,D,D,D,4,,,0.2964028692596976,0.01,0
U56,cadence,10,BindSharpe,1,lo,2,CLOSED,D,D,D,4,,,0.2964028692596976,0.01,0
U56,cadence,10,BindSharpe,1,lo,3,CLOSED,D,D,D,4,,,0.2964028692596976,0.01,0
U56,cadence,10,CAGR,0,interior,0,NO_FLAG,M,M,,4,,,0.008691070033771231,0.001,0
U56,cadence,10,MaxDD,1,lo,1,CLOSED,D,D,D,4,,,0.0866392551199825,0.001,0
U56,cadence,10,MaxDD,1,lo,2,CLOSED,D,D,D,4,,,0.0866392551199825,0.001,0
U56,cadence,10,MaxDD,1,lo,3,CLOSED,D,D,D,4,,,0.0866392551199825,0.001,0
U56,cadence,10,OOS_Sharpe,1,lo,1,CLOSED,D,D,D,4,,,0.31229835393680483,0.01,0
U56,cadence,10,OOS_Sharpe,1,lo,2,CLOSED,D,D,D,4,,,0.31229835393680483,0.01,0
U56,cadence,10,OOS_Sharpe,1,lo,3,CLOSED,D,D,D,4,,,0.31229835393680483,0.01,0
U56,cadence,25,Sharpe,0,interior,0,NO_FLAG,W,W,,4,,,0.18497839149806483,0.01,0
U56,cadence,25,BindSharpe,0,interior,0,NO_FLAG,W,W,,4,,,0.265969610065352,0.01,0
U56,cadence,25,CAGR,0,interior,0,NO_FLAG,M,M,,4,,,0.008030594271044578,0.001,0
U56,cadence,25,MaxDD,1,lo,1,CLOSED,D,D,D,4,,,0.0855889767532736,0.001,0
U56,cadence,25,MaxDD,1,lo,2,CLOSED,D,D,D,4,,,0.0855889767532736,0.001,0
U56,cadence,25,MaxDD,1,lo,3,CLOSED,D,D,D,4,,,0.0855889767532736,0.001,0
U56,cadence,25,OOS_Sharpe,0,interior,0,NO_FLAG,W,W,,4,,,0.2795006234071109,0.01,0
B136,n,10,Sharpe,1,hi,1,MIGRATE_EDGE,60,80,panel_names,7,0.9768483967389784,1.0301881863727052,0.41410115926593993,0.01,0
B136,n,10,Sharpe,1,hi,2,MIGRATE_EDGE,60,100,panel_names,8,0.9768483967389784,1.0472389505495732,0.41410115926593993,0.01,0
B136,n,10,Sharpe,1,hi,3,MIGRATE_EDGE,60,120,panel_names,9,0.9768483967389784,1.0570158407026369,0.41410115926593993,0.01,0
B136,n,10,BindSharpe,1,hi,1,MIGRATE_EDGE,60,80,panel_names,7,0.9006697620925672,0.9358562523984983,0.48507239129020135,0.01,0
B136,n,10,BindSharpe,1,hi,2,MIGRATE_EDGE,60,100,panel_names,8,0.9006697620925672,0.9610595434990462,0.48507239129020135,0.01,0
B136,n,10,BindSharpe,1,hi,3,MIGRATE_EDGE,60,120,panel_names,9,0.9006697620925672,0.9713640946777297,0.48507239129020135,0.01,0
B136,n,10,CAGR,1,hi,1,MIGRATE_EDGE,60,80,panel_names,7,0.10898854089177812,0.11516880497944082,0.05161422209236144,0.001,0
B136,n,10,CAGR,1,hi,2,MIGRATE_EDGE,60,100,panel_names,8,0.10898854089177812,0.1160522032588367,0.05161422209236144,0.001,0
B136,n,10,CAGR,1,hi,3,MIGRATE_EDGE,60,120,panel_names,9,0.10898854089177812,0.11640816308339885,0.05161422209236144,0.001,0
B136,n,10,MaxDD,0,interior,0,NO_FLAG,10,10,,6,,,0.039447372097276556,0.001,0
B136,n,10,OOS_Sharpe,1,hi,1,MIGRATE_EDGE,60,80,panel_names,7,0.9951413480473762,1.0357232669890253,0.47596791113263226,0.01,0
B136,n,10,OOS_Sharpe,1,hi,2,MIGRATE_EDGE,60,100,panel_names,8,0.9951413480473762,1.0591432685692048,0.47596791113263226,0.01,0
B136,n,10,OOS_Sharpe,1,hi,3,MIGRATE_EDGE,60,120,panel_names,9,0.9951413480473762,1.0661998151949972,0.47596791113263226,0.01,0
B136,n,25,Sharpe,1,hi,1,MIGRATE_EDGE,60,80,panel_names,7,0.8413437100989821,0.9147714104263283,0.739596610904866,0.01,0
B136,n,25,Sharpe,1,hi,2,MIGRATE_EDGE,60,100,panel_names,8,0.8413437100989821,0.9391810292144769,0.739596610904866,0.01,0
B136,n,25,Sharpe,1,hi,3,MIGRATE_EDGE,60,120,panel_names,9,0.8413437100989821,0.949219762034729,0.739596610904866,0.01,0
B136,n,25,BindSharpe,1,hi,1,MIGRATE_EDGE,60,80,panel_names,7,0.7712367035102536,0.8227834394613985,0.8163725185528833,0.01,0
B136,n,25,BindSharpe,1,hi,2,MIGRATE_EDGE,60,100,panel_names,8,0.7712367035102536,0.851984014638969,0.8163725185528833,0.01,0
B136,n,25,BindSharpe,1,hi,3,MIGRATE_EDGE,60,120,panel_names,9,0.7712367035102536,0.8620454972820359,0.8163725185528833,0.01,0
B136,n,25,CAGR,1,hi,1,MIGRATE_EDGE,60,80,panel_names,7,0.09228576057841908,0.10094256010798919,0.08518544371063252,0.001,0
B136,n,25,CAGR,1,hi,2,MIGRATE_EDGE,60,100,panel_names,8,0.09228576057841908,0.10285589501619574,0.08518544371063252,0.001,0
B136,n,25,CAGR,1,hi,3,MIGRATE_EDGE,60,120,panel_names,9,0.09228576057841908,0.10333715707813584,0.08518544371063252,0.001,0
B136,n,25,MaxDD,0,interior,0,NO_FLAG,20,20,,6,,,0.08968320304331556,0.001,0
B136,n,25,OOS_Sharpe,1,hi,1,MIGRATE_EDGE,60,80,panel_names,7,0.863441047178737,0.9223248263976013,0.800300347873113,0.01,0
B136,n,25,OOS_Sharpe,1,hi,2,MIGRATE_EDGE,60,100,panel_names,8,0.863441047178737,0.9518493352854177,0.800300347873113,0.01,0
B136,n,25,OOS_Sharpe,1,hi,3,MIGRATE_EDGE,60,120,panel_names,9,0.863441047178737,0.9586707253315117,0.800300347873113,0.01,0
B136,band,10,Sharpe,0,interior,0,NO_FLAG,0.08,0.08,,10,,,0.1370851348729074,0.01,0
B136,band,10,BindSharpe,0,interior,0,NO_FLAG,0.01,0.01,,10,,,0.24836229142304356,0.01,0
B136,band,10,CAGR,0,interior,0,NO_FLAG,0.12,0.12,,10,,,0.06768203439369702,0.001,0
B136,band,10,MaxDD,1,hi,1,MIGRATE_EDGE,0.35,0.44999999999999996,,11,-0.11122319855693341,-0.07169950520343538,0.12562461909896516,0.001,0
B136,band,10,MaxDD,1,hi,2,MIGRATE_EDGE,0.35,0.5499999999999999,,12,-0.11122319855693341,-0.05776774604468471,0.12562461909896516,0.001,0
B136,band,10,MaxDD,1,hi,3,MIGRATE_EDGE,0.35,0.6499999999999999,,13,-0.11122319855693341,-0.03307005095035498,0.12562461909896516,0.001,0
B136,band,10,OOS_Sharpe,0,interior,0,NO_FLAG,0.01,0.01,,10,,,0.2492852608592835,0.01,0
B136,band,25,Sharpe,0,interior,0,NO_FLAG,0.08,0.08,,10,,,0.13792969628841145,0.01,0
B136,band,25,BindSharpe,1,hi,1,MIGRATE_EDGE,0.35,0.44999999999999996,,11,0.9771832465436632,1.1318507634661952,0.25117648392243896,0.01,0
B136,band,25,BindSharpe,1,hi,2,MIGRATE_INTERIOR,0.35,0.44999999999999996,,12,0.9771832465436632,1.1318507634661952,0.25117648392243896,0.01,0
B136,band,25,BindSharpe,1,hi,3,MIGRATE_INTERIOR,0.35,0.44999999999999996,,13,0.9771832465436632,1.1318507634661952,0.25117648392243896,0.01,0
B136,band,25,CAGR,0,interior,0,NO_FLAG,0.12,0.12,,10,,,0.0662529631547708,0.001,0
B136,band,25,MaxDD,1,hi,1,MIGRATE_EDGE,0.35,0.44999999999999996,,11,-0.111416506942836,-0.07180950625447158,0.12593149929590375,0.001,0
B136,band,25,MaxDD,1,hi,2,MIGRATE_EDGE,0.35,0.5499999999999999,,12,-0.111416506942836,-0.058242505739825035,0.12593149929590375,0.001,0
B136,band,25,MaxDD,1,hi,3,MIGRATE_EDGE,0.35,0.6499999999999999,,13,-0.111416506942836,-0.033338706465366186,0.12593149929590375,0.001,0
B136,band,25,OOS_Sharpe,0,interior,0,NO_FLAG,0.08,0.08,,10,,,0.25120819049486176,0.01,0
B136,gross,10,Sharpe,0,interior,0,NO_FLAG,0.75,0.75,,4,,,0.00044357701376207537,0.01,1
B136,gross,10,BindSharpe,1,lo,1,MIGRATE_EDGE,0.25,0.125,,5,0.9861568136006243,0.9865273660986734,0.0034845443735721515,0.01,1
B136,gross,10,BindSharpe,1,lo,2,MIGRATE_EDGE,0.25,0.0625,,6,0.9861568136006243,0.9867020374536544,0.0034845443735721515,0.01,1
B136,gross,10,BindSharpe,1,lo,3,MIGRATE_EDGE,0.25,0.03125,,7,0.9861568136006243,0.9867867514479725,0.0034845443735721515,0.01,1
B136,gross,10,CAGR,1,hi,1,CLOSED,1.0,1.0,1.0,4,,,0.10392419227485972,0.001,0
B136,gross,10,CAGR,1,hi,2,CLOSED,1.0,1.0,1.0,4,,,0.10392419227485972,0.001,0
B136,gross,10,CAGR,1,hi,3,CLOSED,1.0,1.0,1.0,4,,,0.10392419227485972,0.001,0
B136,gross,10,MaxDD,1,lo,1,MIGRATE_EDGE,0.25,0.125,,5,-0.041615518500660476,-0.02090890626490305,0.15633118716333338,0.001,0
B136,gross,10,MaxDD,1,lo,2,MIGRATE_EDGE,0.25,0.0625,,6,-0.041615518500660476,-0.01047970388140218,0.15633118716333338,0.001,0
B136,gross,10,MaxDD,1,lo,3,MIGRATE_EDGE,0.25,0.03125,,7,-0.041615518500660476,-0.005246160609711947,0.15633118716333338,0.001,0
B136,gross,10,OOS_Sharpe,1,lo,1,MIGRATE_EDGE,0.25,0.125,,5,1.1202829150490405,1.1206489798262227,0.0034923154398491807,0.01,1
B136,gross,10,OOS_Sharpe,1,lo,2,MIGRATE_EDGE,0.25,0.0625,,6,1.1202829150490405,1.1208207346931982,0.0034923154398491807,0.01,1
B136,gross,10,OOS_Sharpe,1,lo,3,MIGRATE_EDGE,0.25,0.03125,,7,1.1202829150490405,1.1209038269028604,0.0034923154398491807,0.01,1
B136,gross,25,Sharpe,1,hi,1,CLOSED,1.0,1.0,1.0,4,,,0.0023178420697345103,0.01,1
B136,gross,25,Sharpe,1,hi,2,CLOSED,1.0,1.0,1.0,4,,,0.0023178420697345103,0.01,1
B136,gross,25,Sharpe,1,hi,3,CLOSED,1.0,1.0,1.0,4,,,0.0023178420697345103,0.01,1
B136,gross,25,BindSharpe,1,lo,1,MIGRATE_EDGE,0.25,0.125,,5,0.9400581613323274,0.9400858141748606,0.0016019377629105103,0.01,1
B136,gross,25,BindSharpe,1,lo,2,MIGRATE_INTERIOR,0.25,0.125,,6,0.9400581613323274,0.9400858141748606,0.0016019377629105103,0.01,1
B136,gross,25,BindSharpe,1,lo,3,MIGRATE_INTERIOR,0.25,0.125,,7,0.9400581613323274,0.9400858141748606,0.0016019377629105103,0.01,1
B136,gross,25,CAGR,1,hi,1,CLOSED,1.0,1.0,1.0,4,,,0.09963699219454059,0.001,0
B136,gross,25,CAGR,1,hi,2,CLOSED,1.0,1.0,1.0,4,,,0.09963699219454059,0.001,0
B136,gross,25,CAGR,1,hi,3,CLOSED,1.0,1.0,1.0,4,,,0.09963699219454059,0.001,0
B136,gross,25,MaxDD,1,lo,1,MIGRATE_EDGE,0.25,0.125,,5,-0.04177839841802977,-0.020992579499293895,0.15687226228232376,0.001,0
B136,gross,25,MaxDD,1,lo,2,MIGRATE_EDGE,0.25,0.0625,,6,-0.04177839841802977,-0.010522115738313187,0.15687226228232376,0.001,0
B136,gross,25,MaxDD,1,lo,3,MIGRATE_EDGE,0.25,0.03125,,7,-0.04177839841802977,-0.005267513217503739,0.15687226228232376,0.001,0
