explanator,col,all60,n_kept,c0,c1,c2,c3
H1  mean REMOVED trade size,mean_removed_size,-0.035130930775213905,57,-0.16923076923076924,-0.2964285714285714,-0.06043956043956044,0.5178571428571428
H2  REDUCTION share of removed turnover,removed_reduction_share,0.3495592429349235,57,0.0857142857142857,0.3428571428571428,0.8186813186813187,0.1964285714285714
H1b WHOLE-POSITION share of removed turnover (>100bp),removed_whole_share,-0.10513352346383201,57,-0.1824175824175824,-0.2714285714285714,-0.39560439560439564,0.5464285714285714
H2b count of realised FULL EXITS,n_full_exits,0.09745348900579764,57,0.34696662142897317,0.2708547412586511,0.09090943586734493,-0.22719177676716112
H3  d RISK GROSS (the exposure control),d_risk_gross,0.6580891884884627,57,0.4681318681318682,0.5785714285714285,0.6318681318681317,0.7428571428571428
--  size of the cut itself (dTurn),dTurn,0.10066113559761472,57,0.44175824175824174,0.1464285714285714,0.1043956043956044,-0.06428571428571428
