key,mean_IC_fwd,n_dates
MCAP,-0.695947241555757,13
DVOL,-0.5997628382808593,13
MCAPREB,-0.43887404486671666,13
PRICE,-0.4234364079840122,13
VOLSH,-0.4182970825801026,13
MCAPFRZ,-0.399450874130176,13
SHARES,-0.32904452456566397,13
FROZEN,-0.22474204839010906,13
REBASED,-0.19719499970473756,13
DDTR,-0.07800878794679825,13
PXTERM,0.473164101752925,13
FWDRET,1.0,13
