corpus,cost_bps,book,parent,dial,point,is_incumbent,CAGR,Sharpe,MaxDD,H1,H2,turnover,IS_Sharpe,IS_CAGR,IS_MaxDD,IS_margin,IS_worstbar,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,OOS_margin,OOS_worstbar,fail4a,fail4b
A,5,U56,U56,GROSS,0.2,False,0.03536673008258262,1.147713919484876,-0.05030434595267386,1.153733644014977,1.1488604725904865,2.5509545901343804,1.0605545407164187,0.03046439300063475,-0.03104907767020537,-0.7090637180784848,CAGR,1.2148822973826228,0.039429927795762154,-0.050304345952673635,-0.6354313799951439,CAGR,-,CAGR
A,10,U56,U56,GROSS,0.2,False,0.03404723321088565,1.1062433681878276,-0.0504372249536692,1.1089196124274912,1.1100206025321728,2.5509545901343804,1.0156341276843208,0.029135629433458154,-0.03161823929871865,-0.7217534681017028,CAGR,1.1758274926770405,0.03811816742632623,-0.0504372249536692,-0.6475598999898904,CAGR,-,CAGR
A,15,U56,U56,GROSS,0.2,False,0.03272937695379263,1.0647290673840752,-0.050570093521027926,1.0640536897631032,1.0711427315141684,2.5509545901343804,0.9706669315446395,0.02780853697439367,-0.03250653656270941,-0.7344272589695614,CAGR,1.1367313185434083,0.036808022614450264,-0.050570093521027815,-0.6596734825596124,CAGR,-,CAGR
A,20,U56,U56,GROSS,0.2,False,0.03141315932188027,1.0231754029487876,-0.05070295165507477,1.019141501528187,1.0322304064479788,2.5509545901343804,0.9256586151484106,0.026483113574479855,-0.03339405145060814,-0.7470851102497319,CAGR,1.097597388304669,0.035499491419052065,-0.05070295165507488,-0.6717721456515316,CAGR,-,CAGR
A,25,U56,U56,GROSS,0.2,False,0.030098578328072945,0.9815867738259538,-0.050835799356137246,0.974188691306859,0.993287184190439,2.5509545901343804,0.8806148570216541,0.02515935718719886,-0.034280784623355154,-0.7597270414865488,CAGR,1.05842932651324,0.03419257190132008,-0.050835799356137135,-0.6838559071918754,CAGR,-,CAGR
A,5,U56,U56,GROSS,0.3,False,0.05316195699612414,1.1478892754933483,-0.0749459646943148,1.1538473962885931,1.1491033441598104,3.8150397916906824,1.0606332751266145,0.04572861192705324,-0.046451665071706505,-0.5632897615517393,CAGR,1.2151281222560752,0.059336078795689806,-0.0749459646943148,-0.4513793564347077,CAGR,-,CAGR
A,10,U56,U56,GROSS,0.3,False,0.05115550226977983,1.1065502829988172,-0.07513974796118783,1.1091663916271814,1.1103935090171717,3.8150397916906824,1.015844121738401,0.04371242785271612,-0.0472718206818914,-0.5825444074015612,CAGR,1.176204904282232,0.057337834368837104,-0.07513974796118761,-0.4698550994516245,CAGR,-,CAGR
A,15,U56,U56,GROSS,0.3,False,0.04915277694652609,1.0651678120693602,-0.07533350839674424,1.0644338410617422,1.071645891744397,3.8150397916906824,0.9710085254904463,0.04170003499840558,-0.048581297174571825,-0.6017628469347676,CAGR,1.1372405443736475,0.05534326835676162,-0.07533350839674424,-0.48829683189144657,CAGR,-,CAGR
A,20,U56,U56,GROSS,0.3,False,0.047153774266092574,1.0237462138784659,-0.07552724600205485,1.0196553275651448,1.0328640102330824,3.8150397916906824,0.9261321062299618,0.039691426413941855,-0.049889045588978,-0.6209451465258783,CAGR,1.0982386264502144,0.05335237415381222,-0.07552724600205496,-0.5067046148299418,CAGR,-,CAGR
A,25,U56,U56,GROSS,0.3,False,0.04515848748015583,0.9822898525084867,-0.07572096077819057,0.9748364519487307,0.9940513922073577,3.8150397916906824,0.8812204992485011,0.0376865951615597,-0.051195068112419806,-0.6400913724308542,CAGR,1.0592027455401152,0.0513651451659054,-0.07572096077819057,-0.525078509235924,CAGR,-,CAGR
