stat,pooled_corr_with_breadth,N,p,dof_naive,dof_correct,slope,R2,t_naive,t_correct,inflation
D_size,0.537225723667266,80,5,78,74,0.37092233033713673,0.011858471766669432,0.9675024813144051,0.9423682510097066,1.0266713466606798
D_share,-0.5118000891314441,80,5,78,74,-0.695689170783134,0.03331982088446617,-1.6396729174676608,-1.5970767303488222,1.0266713466606798
reversal,0.5344421551706691,80,5,78,74,0.12257125937777477,0.0001478166275675763,0.10738436330840388,0.10459468227849059,1.0266713466606798
