panel,n,d_Sharpe,d_OOS_Sharpe,d_MaxDD,d_CAGR,gross_gap
B136,5.0,0.00436280763521224,-0.010324517604653805,0.004786519941869183,0.0009843353691227907,-8.301433338631092e-06
B136,10.0,-0.0014892101932425517,0.0025983944100903544,-0.0014850766835030615,0.00010989559678886707,-7.58916610010818e-06
B136,20.0,0.013828609765799138,0.008397969199313127,-0.002822702935823762,0.0028524275896948392,-1.2883694124443679e-05
B136,30.0,0.019473444982812782,0.008067008657965835,-0.0039929901293164205,0.0033117265173125965,-1.58730606444335e-05
B136,40.0,0.01482583865854592,0.007520175573463628,-0.005344933659537032,0.0023978631927910055,-2.1261218183021846e-05
B136,60.0,0.014234813440764604,0.021078862551897837,-0.012978349047928939,0.0011335697487437901,-3.510672851037011e-05
BSTK100,5.0,0.021200813839205246,0.021137908349360912,0.06179731080452944,0.0022942554764393552,-1.9443397338170243e-05
BSTK100,10.0,0.027075358612701828,0.02390610586370323,0.06272047510476952,0.001008090934350836,-1.7941091045803326e-05
BSTK100,20.0,0.056460547362261804,0.047219198414128916,0.06410467539513387,0.0025016945322109407,-1.7254269333744077e-05
BSTK100,30.0,0.05385690945511712,0.04754623551297943,0.06676709319700325,-2.9769389413347724e-05,-2.3161394489545906e-05
BSTK100,40.0,0.05510705590226239,0.05711078606413378,0.06210600611816375,-0.0021876552992219356,-3.1726206663140744e-05
BSTK100,60.0,0.0945339851564806,0.10676165813678495,0.07241315421553396,-0.0031006878832657847,-5.783132218284415e-05
ETF24,5.0,-0.009637148625549763,0.008992574269450437,0.0638133852818884,-0.003398906052578754,-2.9193548793160495e-05
ETF24,10.0,0.006537597064365075,0.07054201953216133,0.06511567130939866,-0.00355520463102188,-4.3407108261450666e-05
ETF24,20.0,0.06367745357867738,0.15931100296944523,0.09608134427463744,-0.001618118279747005,-6.935333352442452e-05
ETF24,30.0,0.058935067859587686,0.15195807537483397,0.06829427592981485,-0.0019652163261176803,-0.0001203937736293792
ETF24,40.0,0.05852313538466991,0.15117884492006706,0.05299352485987485,-0.0015904792649996669,-0.00012446809510963108
ETF24,60.0,0.0580772783733281,0.15035870219529057,0.03652881571507738,-0.0011373521766011585,-0.0001067663047933376
ETF36,5.0,0.0053896275944324,0.013070959208633326,-0.000514134721916415,0.0009708136488049135,-8.386324939602119e-06
ETF36,10.0,0.0739999208945219,0.08989911910902726,0.031929335715952245,0.00850846357591073,-1.8572498342028787e-05
ETF36,20.0,0.14490758213539212,0.19855115209088403,0.04970766653390346,0.013513617930046129,-3.5026398286119864e-05
ETF36,30.0,0.16788068336201312,0.25337883499971037,0.05801922735571319,0.011088209527557069,-4.8760695904537243e-05
ETF36,40.0,0.16684281863682948,0.25317484697422965,0.047528658089801445,0.007999020018054193,-7.269837081780306e-05
ETF36,60.0,0.16687598276353632,0.2535347683695488,0.032903137763398926,0.005258763233285668,-7.539644426002301e-05
SMALL,5.0,-0.0033225638055315865,-0.005049702031623748,-0.0013013083690961436,-0.0007912349725724965,-1.0419143384732266e-06
SMALL,10.0,0.0005433445176231122,0.0011963612271587154,0.02125052756820045,0.00011330227032901874,-2.923250862041371e-06
SMALL,20.0,0.012976940688974314,0.021625087319819103,0.058516426852133874,0.0018719342139283945,-3.147036809258985e-06
SMALL,30.0,0.011583742664215024,0.02050439295911438,0.07860377037910293,0.0013804036637894423,-3.08942055038397e-06
SMALL,40.0,0.006609252944352828,0.015727401423465737,0.08213548944663762,0.00035539984058874374,-4.097679796033482e-06
SMALL,60.0,-0.01889014026335889,-0.017124063036803416,0.08193461147778047,-0.0037179646776803743,-7.191526709693363e-06
STK20,5.0,0.01175382456184515,-0.0827619320850077,0.11330588803969488,-0.004795778311420085,-5.4665983382107264e-05
STK20,10.0,0.06074718393279688,-0.04646150609307709,0.11442812595405438,-0.00368912883974315,-0.00010069956685598846
STK20,20.0,0.09008161736188502,0.011243576127946131,0.08846469613236341,-0.006619681798294641,-0.0002962114836056462
STK20,30.0,0.08818281937938766,0.011400792717505492,0.06089044842426239,-0.004615871635577751,-0.0003316710458597383
STK20,40.0,0.08725876160976576,0.011443529821477005,0.04640178534933215,-0.003530235104537649,-0.0003007312667868689
STK20,60.0,0.08635153470008206,0.011464557485603155,0.03143101805091841,-0.002395756740147581,-0.00023587510385220112
U56,5.0,0.02914104497081449,0.039093160054155196,-0.003160561896021208,0.0053471726395439845,-1.533838193112924e-05
U56,10.0,-0.0036926001512667117,-0.017575047455091086,-0.0029274633618940893,-0.0002431051920921412,-1.6782345334309667e-05
U56,20.0,0.028648826819921647,0.037376469561564374,-0.007751731049934318,0.004423324683511476,-3.759682549531185e-05
U56,30.0,0.04529625730009079,0.08524207673286655,-0.004772804509495798,0.0045919497167763446,-5.886358123974311e-05
U56,40.0,0.0730755455558394,0.13032533452574513,0.005022070765515196,0.0043040706424908315,-8.175208465754924e-05
U56,60.0,0.07436183917937456,0.14176835120301434,0.0003883469946960316,0.0016548173518904363,-0.00015662724249304594
